vervallenConcept,vervallenConceptName
http://digitalbuildingdata.tech/nlcs/def/1bc9a0fe-cf62-404e-bd53-0734f56773eb,SVW-HECTOMETERPAAL
http://digitalbuildingdata.tech/nlcs/def/9ac9a4a6-2b0c-4d24-9f3c-3e776b46cc5f,SVH-KANTOPSLUITING_LEICONBAND-D
http://digitalbuildingdata.tech/nlcs/def/14b58f63-d1b3-4187-81c9-365fa97d2456,V-SVH-TEGEL_200X600_LINT_KL-SO
http://digitalbuildingdata.tech/nlcs/def/dcd9490e-07b4-450a-818e-e7fc2bed06f1,V-SVH-TEGEL_2000X2000_HALFST_KL-SO
http://digitalbuildingdata.tech/nlcs/def/cea42e01-131b-4e60-995a-da85d6c4f382,KANTOPSLUITING_TROTTOIRBAND_RWS_ZOAB
http://digitalbuildingdata.tech/nlcs/def/39a088ac-f00e-42f1-818f-ed043f20a9a2,PERK
http://digitalbuildingdata.tech/nlcs/def/d92259c5-1ecf-40fb-b6a0-8a22a72c317e,SVH-KANTOPSLUITING_ROTONDE_500 570X425 500-D
http://digitalbuildingdata.tech/nlcs/def/2f6be81f-df8d-49b8-ade4-ad49cabec111,V-SGR-SIERPLANTSOEN_KL-SO
http://digitalbuildingdata.tech/nlcs/def/20701aec-f738-4697-8de3-5fd9620f7ce7,SGR-SIERPLANTSOEN
http://digitalbuildingdata.tech/nlcs/def/333aa12d-4cff-460c-9926-8a645d6bd908,KANTOPSLUITING_ELEMENT_PUNTSTUK
http://digitalbuildingdata.tech/nlcs/def/b5abd366-caae-4f5d-9b04-7e5f30fd57e8,SVH-FUNDERING_GRANULAAT_PUIN-SO
http://digitalbuildingdata.tech/nlcs/def/aa16f1e1-0a0a-4c06-8fe2-8fbca7dc60b0,V-SGR-BOMENZAND-SO
http://digitalbuildingdata.tech/nlcs/def/a45a3585-f213-4120-90ff-40288b81be14,SGR-BOMENZAND
http://digitalbuildingdata.tech/nlcs/def/e5caaa12-a4fc-47ef-ad90-b77df65e0581,KANTOPSLUITING_SIGNALERINGSBAND_LED
http://digitalbuildingdata.tech/nlcs/def/09dcfaab-f25e-49ea-b871-c04386c142f2,KANTOPSLUITING_ELEMENT_INRIT
http://digitalbuildingdata.tech/nlcs/def/c1544551-9e0d-478e-8e0e-0174721f9fd1,SVW-MARKERING_STREEP_33_015
http://digitalbuildingdata.tech/nlcs/def/45c67490-15d1-4b08-a201-dac4a624de87,V-SVW-MARKERING_STREEP_33_015
http://digitalbuildingdata.tech/nlcs/def/d830e3a4-1933-48a0-8ed0-b00a15a63a3f,GRAS_GRAFVELD
http://digitalbuildingdata.tech/nlcs/def/30322488-deb7-4c81-8dde-31b00b51ef3b,SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 250-D
http://digitalbuildingdata.tech/nlcs/def/e6b7aa6d-5824-40de-8611-1e242121d5f8,KANTOPSLUITING_TALUDBAND
http://digitalbuildingdata.tech/nlcs/def/e635f0dd-3643-4e26-97eb-65aa30318695,B-SVH-KANTOPSLUITING_TALUDBAND_380X300-D
http://digitalbuildingdata.tech/nlcs/def/c5ef3750-f64c-44b6-9e3d-fcfdd155e1df,SVH-KANTOPSLUITING_TALUDBAND_380X300-D
http://digitalbuildingdata.tech/nlcs/def/d5fef51d-8136-4403-9ec8-377d07ccf116,VH-TALUDBAND-SO
http://digitalbuildingdata.tech/nlcs/def/32c65f64-d1e3-4e7b-b2b2-f5a823689e37,V-VH-TALUDBAND-SO
http://digitalbuildingdata.tech/nlcs/def/984fa7e1-a8e9-45d4-98f0-2cd689e54a62,B-SRI-KOLK_TROTTOIR_02-SO
http://digitalbuildingdata.tech/nlcs/def/773de201-fd04-472f-92f2-f8a68be0bae5,B-SVH-INRITELEMENT_130 150_180X450X500_LINKS
http://digitalbuildingdata.tech/nlcs/def/c86f1e29-a91a-4b36-893d-ea2a70f1eaa1,V-SVH-FUNDERING_GRANULAAT-SO
http://digitalbuildingdata.tech/nlcs/def/8cc4ee90-9f09-40d8-b41f-efbde62a70c9,SVW-MARKERING_STREEP_270030_010
http://digitalbuildingdata.tech/nlcs/def/0cb9a8d4-6788-4b83-a35c-acf92d886cb1,V-SVW-MARKERING_STREEP_270030_010
http://digitalbuildingdata.tech/nlcs/def/3f12e52c-5213-4bee-85ba-efa4c88f49d6,DRIP
http://digitalbuildingdata.tech/nlcs/def/d551cac6-6d9c-40b5-8ceb-fb84c349c563,ZZ-DASHDOT-SO
http://digitalbuildingdata.tech/nlcs/def/ddffa983-21fe-486b-afab-3cbbc04a0d7f,V-SGR-GRAS_02_KL-SO
http://digitalbuildingdata.tech/nlcs/def/faabf3b4-ba72-431b-bce5-59e6aef3e541,SZZ-HOOGTELABEL_KANTOPSLUITING_02-SO
http://digitalbuildingdata.tech/nlcs/def/6d404366-2932-402d-9373-bae6c4f3f438,V-SIW-VRI_DETECTIELUS-SO
http://digitalbuildingdata.tech/nlcs/def/052c542e-46af-4d9b-8c09-e21987c9ddd0,V-VH-GAZONBAND_VARIANT02-SO
http://digitalbuildingdata.tech/nlcs/def/2419c651-f16c-4a04-9778-f885ff95d38e,SVH-KANTOPSLUITING_OPSLUITBAND_70 200-D
http://digitalbuildingdata.tech/nlcs/def/4d4c49ac-28ce-405e-84da-1e3d0a19e52a,MAAIVELD
http://digitalbuildingdata.tech/nlcs/def/2b203695-38b0-4373-b7df-c2c8a9f45191,SGR-MAAIVELD
http://digitalbuildingdata.tech/nlcs/def/fafbec80-5389-49af-92ce-323db3a4d1d5,AGR-MAAIVELD
http://digitalbuildingdata.tech/nlcs/def/131983a8-b2a8-4a67-a346-852b214ff1a8,WARMTENET_HULPSTUK_AANSLUITPUNT
http://digitalbuildingdata.tech/nlcs/def/75816b6f-c20c-44fc-a772-330011aa7f2a,B-SVH-KANTOPSLUITING_LEICONBAND-D
http://digitalbuildingdata.tech/nlcs/def/62c1844f-8536-4831-b8ed-e623b1294cee,KANTOPSLUITING_ELEMENT_PERRONBAND
http://digitalbuildingdata.tech/nlcs/def/fea2e060-833c-4c19-b070-5575ef83fe22,KEERWAND_COMBIWAND
http://digitalbuildingdata.tech/nlcs/def/0006f09a-f687-475f-85b4-0e78b6b644a1,GROND_PUIN-WERK
http://digitalbuildingdata.tech/nlcs/def/2d39061c-5a3c-47bf-a995-0174b4b1e2b5,GROND_PUIN
http://digitalbuildingdata.tech/nlcs/def/ff273fe8-c0cf-49dc-bf2e-62976530d32f,KANTOPSLUITING_PLATEAUBAND
http://digitalbuildingdata.tech/nlcs/def/1ee4455d-a942-46f1-82fe-e1bb8ab51b87,VH-PLATEAUBAND-SO
http://digitalbuildingdata.tech/nlcs/def/e04f2a14-91d4-4c70-a73b-33af06424cee,V-VH-PLATEAUBAND-SO
http://digitalbuildingdata.tech/nlcs/def/f69a06f7-4089-4331-be0a-91605edacc55,V-SVH-TEGEL_2000X2000_BLOK_KL-SO
http://digitalbuildingdata.tech/nlcs/def/715b0095-6120-4331-94e7-b693a3e7318a,B-SVH-KANTOPSLUITING_GAZONBAND_120X200-D
http://digitalbuildingdata.tech/nlcs/def/f44c1300-45cb-46d4-8638-fb392a42bf6a,SVW-MARKERING_STREEP_13_020
http://digitalbuildingdata.tech/nlcs/def/2caff303-f5cc-4bd3-85a5-2342c7818121,V-SVW-MARKERING_STREEP_13_020
http://digitalbuildingdata.tech/nlcs/def/50452a80-0b63-4229-a9d1-34534b6aa101,DWA_RIOOLLEIDING-OPHOOGTEBRENGEN
http://digitalbuildingdata.tech/nlcs/def/24e0e4d3-366f-48b5-a595-8eaf1d26dafb,V-SVH-FUNDERING_ZAND-SO
http://digitalbuildingdata.tech/nlcs/def/d5e9596c-314a-4960-90c3-2e6a38eab929,V-SVH-TEGEL_300X200_HALFST-SO
http://digitalbuildingdata.tech/nlcs/def/1f1d375f-1098-479f-a14d-5031b0db4c13,SVH-KANTOPSLUITING_HOEKSTUK_INWENDIG_180 200_SCHUIN
http://digitalbuildingdata.tech/nlcs/def/da050380-d9d8-4937-aec4-bd4390ad6bf6,V-SVW-MARKERING_STREEP_13_015
http://digitalbuildingdata.tech/nlcs/def/816f849d-77bd-4f7b-95f9-9feac101c13e,KNIPLIJN
http://digitalbuildingdata.tech/nlcs/def/cbf44711-a421-4a11-ac98-ee96abce19e8,V-SVW-MARKERING_STREEP_13_010
http://digitalbuildingdata.tech/nlcs/def/2719e2a3-68c2-4851-ad90-d4a7619e9dd8,TERREINAFSCHEIDING_KUNSTMATIG
http://digitalbuildingdata.tech/nlcs/def/7c895de6-9f13-480a-b854-10ac081431f9,KG-RAMING-SO
http://digitalbuildingdata.tech/nlcs/def/0e4023fc-ed25-41f0-92bb-bef009802055,V-KG-RAMING-SO
http://digitalbuildingdata.tech/nlcs/def/72c4634c-719c-4cad-b4ff-d0997aec5d85,KANTOPSLUITING_GAZONBAND_120X200
http://digitalbuildingdata.tech/nlcs/def/bccdf635-4a5d-4cbd-876e-e18fa55e4257,SIE-DIJKPAAL
http://digitalbuildingdata.tech/nlcs/def/c62c7e2d-b640-4d15-85b3-96207c46dcb0,HOUTOPSTAND_GEMENGD
http://digitalbuildingdata.tech/nlcs/def/9ee8e485-4992-4dbd-bc0e-408492b0ee33,SVH-TEGEL_2000X2000_LINT-SO
http://digitalbuildingdata.tech/nlcs/def/5a758deb-ace8-43c4-b401-b416237a109b,SVH-TEGEL_300X300_DUN_BLOK_STIP_KL-SO
http://digitalbuildingdata.tech/nlcs/def/ad8d76c6-ec56-4dcc-8a11-0db18383572c,KANTOPSLUITING_PLATEAUBAND_60X120
http://digitalbuildingdata.tech/nlcs/def/d818d3fd-76fe-4fd8-87c3-748f8f9b16f9,WARMTENET_TRANSPORTLEIDING_AANVOER_PE
http://digitalbuildingdata.tech/nlcs/def/75af735b-e79a-4e7b-840d-b5c163022068,SVH-KANTOPSLUITING_INRITBAND_200X650X300-D
http://digitalbuildingdata.tech/nlcs/def/9c5134db-98e6-42e6-8e9b-40bde14c99f7,AL-WATERLIJN-SO
http://digitalbuildingdata.tech/nlcs/def/eaa10f5d-22ef-426a-8e64-32eb6c337a04,SVH-TEGEL_300X200_HALFST_KL-SO
http://digitalbuildingdata.tech/nlcs/def/4337cc78-e76f-46cd-a04f-e82be169622d,SVH-FUNDERING_GRANULAAT_SINTELS_KL-SO
http://digitalbuildingdata.tech/nlcs/def/63d14259-c376-41e7-8a34-86b20357e65e,VH-TROTTOIRBAND_VARIANT01_STELLEN-SO
http://digitalbuildingdata.tech/nlcs/def/b57621fc-e8d0-4eab-91c9-c62b893c30f5,SVH-TEGEL_200X600_HALFST-SO
http://digitalbuildingdata.tech/nlcs/def/66d86a1b-200f-4287-8e9b-6ba61149c629,SVH-KANTOPSLUITING_INRITBAND_170X520-D
http://digitalbuildingdata.tech/nlcs/def/f5cc8b86-3cac-467d-8e60-140cbc4a9f63,V-SIW-VRI_VOORWAARSCHUWINGSSEIN-SO
http://digitalbuildingdata.tech/nlcs/def/eaacad53-9c4c-4408-bc4c-8b0a09b0ef90,SVH-BOOMKRANSBAND
http://digitalbuildingdata.tech/nlcs/def/6101ce5d-16a9-4b71-8550-20b6e6643561,BEPLANTING_NATUUR_BOS
http://digitalbuildingdata.tech/nlcs/def/834c32f8-6d0e-4a8f-96b5-097eaa5c40fa,B-SVH-KANTOPSLUITING_ASFALTBAND_50X200X200-D
http://digitalbuildingdata.tech/nlcs/def/dfc58bde-0249-4085-ab79-e4a8467ac429,V-VH-SCHEIDINGSBAND_VARIANT01-SO
http://digitalbuildingdata.tech/nlcs/def/f93b1629-7faa-4a37-ab45-07de5290f389,SIE-FONTEIN
http://digitalbuildingdata.tech/nlcs/def/cf01cca0-27f9-40d1-8c1f-bc45a5f2bc18,GELEIDECONSTRUCTIE_GELEIDERAIL_KOPPELING_SCHILDMUUR
http://digitalbuildingdata.tech/nlcs/def/a56e9175-0a93-4af5-9a36-da7aeb877c7b,BEPLANTING_CULTUUR_HEESTERS
http://digitalbuildingdata.tech/nlcs/def/c3641db3-4329-4d16-9660-08d2ca0358a9,B-SVH-INRITELEMENT_130 150_180X450X500_RECHTS
http://digitalbuildingdata.tech/nlcs/def/9f974f0d-5b4a-4331-a2f3-9f5796bceaf3,BOLLEN
http://digitalbuildingdata.tech/nlcs/def/03de281b-ec47-440c-9fad-c4ff888341b5,V-SIE-WEG_VERKEERSTEKEN_BORD-SO
http://digitalbuildingdata.tech/nlcs/def/09532a95-c458-439a-a0ef-6340061c99e5,BESCHOEIING_DAMWAND_KUNSTSTOF
http://digitalbuildingdata.tech/nlcs/def/5edb7090-a626-4f21-84b0-d03a37c6351d,KISTDAM_DAMWAND_STAAL
http://digitalbuildingdata.tech/nlcs/def/17c9746e-6030-480b-b9e3-0097c69f4a88,SGR-DOORWORTELBARE RUIMTE
http://digitalbuildingdata.tech/nlcs/def/a7ac9a51-abf2-4bd1-aa02-2d651e6a79aa,SAL-COORDINAAT_PUNT_RECHTSONDER-SO
http://digitalbuildingdata.tech/nlcs/def/c61effcf-ff87-426b-be61-3b92c7824039,SVH-SPECIAAL_OVERIG_KOPSHOUT_KL-SO
http://digitalbuildingdata.tech/nlcs/def/1b371746-c3bd-4dee-8174-096125bf5145,SVH-SPECIAAL_OVERIG_KOPSHOUT-SO
http://digitalbuildingdata.tech/nlcs/def/a100b2bb-51ec-4e2b-a99e-f5bddebb15a6,SVH-KANTOPSLUITING_OPSLUITBAND_100X400-D
http://digitalbuildingdata.tech/nlcs/def/59dd31da-6693-4f81-a6cf-34d7af28fb61,V-SVH-SIERBESTRATING_02-SO
http://digitalbuildingdata.tech/nlcs/def/132eedd6-787b-453e-bc32-a6577a47c9ba,KISTDAM_DAMWAND
http://digitalbuildingdata.tech/nlcs/def/3de200ac-4bc8-4a4e-8d5c-852fe281f259,GRAS_GESTABILISEERD
http://digitalbuildingdata.tech/nlcs/def/23302043-55de-49bb-a773-15c1b00b5ea2,VACUUMLEIDING_RIOOLPUT-OPHOOGTEBRENGEN
http://digitalbuildingdata.tech/nlcs/def/2265dc46-83b3-4540-b701-90efa8ea86f9,DREMPEL_PREFAB_ELEMENT
http://digitalbuildingdata.tech/nlcs/def/51b93ca5-3229-41ea-9c3b-ce61631a1d0f,V-SVW-MARKERING_STREEP_BLOK_060_060
http://digitalbuildingdata.tech/nlcs/def/5c2f7da8-c00f-4236-bcfb-a7fce7d8b230,SVW-MARKERING_STREEP_BLOK_060_060
http://digitalbuildingdata.tech/nlcs/def/7887b9f7-e6d7-49ee-a48d-478445b84f78,V-SVW-MARKERING_STREEP_BLOK_050_050
http://digitalbuildingdata.tech/nlcs/def/fdef1aeb-d619-4771-a100-bf5390df2e4c,VW-BLOK50
http://digitalbuildingdata.tech/nlcs/def/edcefc9d-3cda-4d91-99ec-0be22fd05107,V-VW-BLOK50
http://digitalbuildingdata.tech/nlcs/def/974da52b-f567-4107-abef-75ecd0d27bcf,SVH-KANTOPSLUITING_HOEKBLOK_INWENDIG_180 200X45_ROND
http://digitalbuildingdata.tech/nlcs/def/3ae56936-ecaa-4e46-99da-87437791e033,SVH-TEGEL_150X300_DUN_LINT-SO
http://digitalbuildingdata.tech/nlcs/def/c35e45ab-e890-471d-8328-c211b7342d28,BEBOUWING_OVERIG
http://digitalbuildingdata.tech/nlcs/def/e9457237-c5d0-474a-b727-25b658da4588,V-SVH-FUNDERING_GRANULAAT_SINTELS_KL-SO
http://digitalbuildingdata.tech/nlcs/def/60ffc659-c8e7-4204-89fa-fcf968234db5,SVH-BOOMKRANS
http://digitalbuildingdata.tech/nlcs/def/fdfe232f-116c-4818-b4e0-2c84e7618297,V-SVH-NATUURSTEEN_02_KL-SO
http://digitalbuildingdata.tech/nlcs/def/2acf2bd4-7a0f-4780-a94b-7dd275087835,V-SVH-GLAS_KL-SO
http://digitalbuildingdata.tech/nlcs/def/b88c1d3d-fde0-4339-b2e1-693978267e09,SVH-GLAS
http://digitalbuildingdata.tech/nlcs/def/62aa6100-4ed8-4225-b1ed-228452544cf1,SPECIAAL
http://digitalbuildingdata.tech/nlcs/def/9d4d9e24-198f-4075-a4fe-d63b61faf5cd,SVH-INRITELEMENT_280 300_280X800X800_LINKS
http://digitalbuildingdata.tech/nlcs/def/54f44742-44df-4c88-aa3b-807db305141a,SVW-MARKERING_STREEP_13_010
http://digitalbuildingdata.tech/nlcs/def/bb158509-2966-45f5-b304-8d0ff990adc4,V-SVW-MARKERING_STREEP_13_045
http://digitalbuildingdata.tech/nlcs/def/e04a7ca0-ab90-44ee-a600-82eceb845ef1,SVW-MARKERING_STREEP_13_045
http://digitalbuildingdata.tech/nlcs/def/5a73a6b6-0181-421b-9efe-17ddd02f93bf,SVW-MARKERING_STREEP_13_015
http://digitalbuildingdata.tech/nlcs/def/b24c3f48-dcca-4086-81d0-0534bfdd35ff,V-RI-DWA_VARIANT01-SO
http://digitalbuildingdata.tech/nlcs/def/2a38c648-cdd2-412a-8a8e-3892f18084b4,V-SVH-GESLOTEN-SO
http://digitalbuildingdata.tech/nlcs/def/29157849-a895-4d4a-8675-c26592e2679d,SVH-GESLOTEN
http://digitalbuildingdata.tech/nlcs/def/01a8ce50-2b20-4379-9cac-f308f897a4a2,B-SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_110 220X250-D
http://digitalbuildingdata.tech/nlcs/def/5386f43d-5d6a-417f-a066-0a29abc75f8f,MEUBILAIR_WEGMEUBILAIR_DRINKBAK
http://digitalbuildingdata.tech/nlcs/def/871b57a5-95d6-48a7-80f3-01a8b566d7fc,SVH-KANTOPSLUITING_OPSLUITBAND_100X150-D
http://digitalbuildingdata.tech/nlcs/def/03366c9b-e856-4f8f-8ce4-ac49f6b5d108,V-SVH-TEGEL_600X200_HALFST_KL-SO
http://digitalbuildingdata.tech/nlcs/def/8a684ec5-ca5f-48ef-9db3-7cdc870c3d1c,SVH-KANTOPSLUITING_GAZONBAND_100X150-D
http://digitalbuildingdata.tech/nlcs/def/71e4eae4-707a-4f79-9328-2c61c93d00c4,SVH-HSTEEN
http://digitalbuildingdata.tech/nlcs/def/0abcda98-0bef-4f3e-8f99-aea3654dc9fe,KOUDENET_AANSLUITLEIDING_AANVOER_PVC
http://digitalbuildingdata.tech/nlcs/def/d27c1090-06ba-4dd0-9461-a72adb0c1fd2,SVH-KANTOPSLUITING_RWS_ZOABBAND_110 220X250-D
http://digitalbuildingdata.tech/nlcs/def/8a304c39-3530-4775-b8fd-28ba1ccbe5f9,BOUWKUIP
http://digitalbuildingdata.tech/nlcs/def/ba1a59d9-8d2b-472b-8c42-aa3ca7aea17d,V-SVH-TEGEL_1000X1000_BLOK_KL-SO
http://digitalbuildingdata.tech/nlcs/def/e2ba3aca-9890-418e-8f22-ee1285219cf8,SVH-KANTOPSLUITING_ASFALTBAND_50X200X200-D
http://digitalbuildingdata.tech/nlcs/def/90c16431-b425-467e-8902-cd1ea169ce09,SVH-TEGEL_300X300_DIK_HALFST_STIP_KL-SO
http://digitalbuildingdata.tech/nlcs/def/248726b1-9a6a-41a8-97d7-b8246b5f9015,KADASTRAAL
http://digitalbuildingdata.tech/nlcs/def/a816653e-339a-487a-afed-47920f4cf85e,HAAG_RUW
http://digitalbuildingdata.tech/nlcs/def/b6434a4d-a9aa-47fd-920b-50f4811bf7fc,V-SVH-TEGEL_150X300_DUN_ELLEBOOG_KL-SO
http://digitalbuildingdata.tech/nlcs/def/5636df43-fb6a-4cde-abf9-00dab14ac944,V-RI-SWA_VARIANT01-SO
http://digitalbuildingdata.tech/nlcs/def/bfcf51fd-f4bc-4e9c-9ab6-2a124b93ede1,SVH-TEGEL_300X300_DUN_LINT_STIP_KL-SO
http://digitalbuildingdata.tech/nlcs/def/731f065c-17dc-4ac5-9cdb-e9c3a56c9389,SVH-TEGEL_300X300_DIK_LINT_STIP_KL-SO
http://digitalbuildingdata.tech/nlcs/def/8762f92a-d83d-4316-a098-1884689bba37,V-SVH-TEGEL_300X300_DIK_LINT_STIP-SO
http://digitalbuildingdata.tech/nlcs/def/91200655-2777-4551-ac32-b725eb977346,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_200 250X350-D
http://digitalbuildingdata.tech/nlcs/def/285eddc7-34b3-4287-ae68-d0ea8caff73f,SVH-TEGEL_600X200_HALFST_KL-SO
http://digitalbuildingdata.tech/nlcs/def/3dc2fbb4-9bac-420b-9f32-deb7f81dd35f,V-AL-WATERLIJN-SO
http://digitalbuildingdata.tech/nlcs/def/5647db17-6046-4f06-911c-e5b9b50848dd,SVH-BOOMKRANSBAND_1800X1800
http://digitalbuildingdata.tech/nlcs/def/61d4d440-cdb3-4e05-9e97-7b934af368d6,BEBOUWING_ENTREE_GARAGE
http://digitalbuildingdata.tech/nlcs/def/291d02bc-d75a-4439-8cf1-f79a2e71e206,KANTOPSLUITING_ELEMENT_BOOMKRANS
http://digitalbuildingdata.tech/nlcs/def/0aab7c79-9553-400e-943f-c64eb496817f,DATA_ALGEMEEN
http://digitalbuildingdata.tech/nlcs/def/009964d8-d041-4a89-bde8-1b419a0f7c33,SVH-FUNDERING_GRANULAAT_MENG_02_KL-SO
http://digitalbuildingdata.tech/nlcs/def/52c95c7f-4ae0-4bd8-9a96-232303af6a55,V-SGR-SIERPLANTSOEN-SO
http://digitalbuildingdata.tech/nlcs/def/daeda6f6-d1ac-4053-884a-6d6df935ff93,KANTOPSLUITING_GELEIDEBAND_80X160
http://digitalbuildingdata.tech/nlcs/def/db6ca299-dd91-4d3c-9f81-16918a0189bf,SAL-COORDINAAT_PIJL_LINKSONDER-SO
http://digitalbuildingdata.tech/nlcs/def/862c7eed-40c6-4aec-89bf-67ba7fe78532,B-SVH-KANTOPSLUITING_LEICONBAND_F40_6-D
http://digitalbuildingdata.tech/nlcs/def/e49dde43-48c9-452a-8905-d31200d12a4b,V-SVH-TEGEL_300X150_DUN_LINT_STIP_KL-SO
http://digitalbuildingdata.tech/nlcs/def/4b02b612-0aef-4c63-9ab2-e8f5fca4038a,SVH-KANTOPSLUITING_HOEKSTUK_INWENDIG_70X200_SCHUIN
http://digitalbuildingdata.tech/nlcs/def/308c56d5-c893-4460-8baa-564c63ccc3e0,V-SVH-GOOT_SYMBOOL-SO
http://digitalbuildingdata.tech/nlcs/def/2f84c5d8-ec1a-4d70-9daa-bb6ff1166ef2,SVH-GOOT
http://digitalbuildingdata.tech/nlcs/def/37b9590b-4a5a-4488-8c3e-164133aa4183,B-SVH-KANTOPSLUITING_INRITBAND_160X450X500-D
http://digitalbuildingdata.tech/nlcs/def/1f905f8f-f72d-4eda-b3e8-742bf93e1e48,SVH-HOUTSNIPPERS
http://digitalbuildingdata.tech/nlcs/def/42b9260b-848f-4a6e-bdde-98eb542b8603,V-SVH-TEGEL_200X600_LINT-SO
http://digitalbuildingdata.tech/nlcs/def/4140ab9b-c76c-4195-a151-0ed1829726a2,OVERIG_RIOOLLEIDING-OPHOOGTEBRENGEN
http://digitalbuildingdata.tech/nlcs/def/c237f9f4-b85f-44b6-afce-4311d80ddc1f,V-SVW-MARKERING_STREEP_91_010
http://digitalbuildingdata.tech/nlcs/def/22eb2666-f42c-4701-80d1-3f87a659e5f6,V-SVH-TEGEL_300X150_DUN_HALFST_STIP_KL-SO
http://digitalbuildingdata.tech/nlcs/def/5136f35f-ffed-498b-9c96-48d48bf65b55,GROND_SCHEIDINGLAAG
http://digitalbuildingdata.tech/nlcs/def/a6df7bc9-3599-4ba0-9772-5523941a1add,SVH-METSELWERK-SO
http://digitalbuildingdata.tech/nlcs/def/7dee9850-ec1d-4ad9-8b55-4330bda50974,SVH-METSELWERK
http://digitalbuildingdata.tech/nlcs/def/a0635415-527e-4f65-9cf6-8c67754ca8b5,SVH-FUNDERING_BIMS_KL-SO
http://digitalbuildingdata.tech/nlcs/def/50fde420-56c4-42e0-ad4b-f2ff8f6a607f,RI-SWA_AANSLUITLEIDING-SO
http://digitalbuildingdata.tech/nlcs/def/962c5d0f-116c-4771-82fe-3e3dca5bd214,KOUDENET_AANSLUITLEIDING_RETOUR_GVK
http://digitalbuildingdata.tech/nlcs/def/72aca3d9-f484-4881-bfb0-9507658b36ab,V-SVH-SPECIAAL_02-SO
http://digitalbuildingdata.tech/nlcs/def/b48ce4b9-4564-447c-b769-1f003a31a0c7,SVH-BOOMKRANSBAND_1500X1500
http://digitalbuildingdata.tech/nlcs/def/edbac883-acf0-4727-8b4a-222fd0b3a657,SKL-POLLER-SO
http://digitalbuildingdata.tech/nlcs/def/8e151a5d-2028-4ec1-80c7-a49f46c4d706,B-SVH-KANTOPSLUITING_PLAKBAND_80X150-D
http://digitalbuildingdata.tech/nlcs/def/031c3276-7d67-4e7c-baa4-c9fef382918f,KOUDENET_TRANSPORTLEIDING_RETOUR_STAAL
http://digitalbuildingdata.tech/nlcs/def/20d3c2df-5365-44ab-92e3-379e7f6421a3,SVH-TEGEL_300X150_DUN_HALFST_STIP_KL-SO
http://digitalbuildingdata.tech/nlcs/def/cbe662c5-0700-4131-aa8a-c01ea3666b15,AGR-TEELGROND_02-SO
http://digitalbuildingdata.tech/nlcs/def/46c956a9-faa3-4934-a4ed-d768e4f07f57,SVH-KANTOPSLUITING_PLAKBAND_130 150X120-D
http://digitalbuildingdata.tech/nlcs/def/9670e83e-d7c5-4779-a342-1252877ccd7f,B-SVH-KANTOPSLUITING_PLAKBAND_130 150X120-D
http://digitalbuildingdata.tech/nlcs/def/98cf58ba-8187-4ea2-a864-2a037ff0e545,B-SVH-KANTOPSLUITING_PLAKBAND_130 150X140-D
http://digitalbuildingdata.tech/nlcs/def/66a73b96-42a0-4d99-91ac-62def571d6c0,SVH-KANTOPSLUITING_PLAKBAND_80 160X100-D
http://digitalbuildingdata.tech/nlcs/def/dcc48c65-1938-44e8-a281-2e135b111028,SVH-KANTOPSLUITING_PLAKBAND_130 150X100-D
http://digitalbuildingdata.tech/nlcs/def/d187d9b2-4f0b-4f26-a8b3-0bd52bc35730,SVH-KANTOPSLUITING_PLAKBAND_80X150-D
http://digitalbuildingdata.tech/nlcs/def/7fbf818f-85a9-4774-983f-5489a8ad6ba8,B-SVH-KANTOPSLUITING_PLAKBAND_80 160X100-D
http://digitalbuildingdata.tech/nlcs/def/f881ae35-bba3-4b2e-af84-f0f2c6cfe8e3,B-SVH-KANTOPSLUITING_PLAKBAND_130 150X100-D
http://digitalbuildingdata.tech/nlcs/def/74b4fdf7-bae1-4c5a-a28e-78988a470d1a,B-SVH-KANTOPSLUITING_PLAKBAND_130 150X110-D
http://digitalbuildingdata.tech/nlcs/def/7f3e51c2-c459-417a-a9a5-0eaf07eaf627,SVH-KANTOPSLUITING_PLAKBAND_130 150X110-D
http://digitalbuildingdata.tech/nlcs/def/fe497ed1-8de8-41a8-8bcb-2ea34314af1a,SVH-KANTOPSLUITING_PLAKBAND_130 150X140-D
http://digitalbuildingdata.tech/nlcs/def/5a352d81-b6fd-4562-aee3-0210c72fe379,KANTOPSLUITING_PLAKBAND
http://digitalbuildingdata.tech/nlcs/def/15b7c6bd-344f-4659-b56f-1b402dd12465,SVH-KANTOPSLUITING_HOEKSTUK_INWENDIG_180 200
http://digitalbuildingdata.tech/nlcs/def/295e1b3e-4085-48d0-9ab9-801c13168fe2,SVH-KALKZANDSTEEN_KL-SO
http://digitalbuildingdata.tech/nlcs/def/23f0df22-4bef-44b2-9dfd-b467ec168154,SGR-TEELGROND_02_KL-SO
http://digitalbuildingdata.tech/nlcs/def/9f637d5c-3278-4dd1-82e3-d8f061e60075,TERREINAFSCHEIDING_NATUURLIJK_HOUTWAL
http://digitalbuildingdata.tech/nlcs/def/7696d7b5-ec3e-4585-bbf7-4b6e1276c5d5,SVH-TEGEL_150X300_DUN_ELLEBOOG_STIP-SO
