objectURI,id_nummer,oudLaagnaam,nieuweLaagnaam
http://digitalbuildingdata.tech/nlcs/def/bbf55e7c-8aed-4b12-b05c-95058b17c799,1628,X_XX_OG_HOOGTELIJN_MINOR-OPNIEUW STELLEN,*_**_OG_HOOGTELIJN_MINOR
http://digitalbuildingdata.tech/nlcs/def/24852de0-2bf8-4eec-be48-947531e70909,3302,X_XX_OG_TERREIN_TRANSACTIE-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE
http://digitalbuildingdata.tech/nlcs/def/a262befa-fdfb-4fa7-a86a-b50ee0f0387e,3278,X_XX_OG_TERREIN_KOPPELING-OPNIEUW STELLEN,*_**_OG_TERREIN_KOPPELING
http://digitalbuildingdata.tech/nlcs/def/0cda270d-aa56-4c76-b6a1-65dfe1123f3a,3315,X_XX_OG_TERREIN_UITGEEFBAAR-OPNIEUW STELLEN,*_**_OG_TERREIN_UITGEEFBAAR
http://digitalbuildingdata.tech/nlcs/def/bbd9d9c9-b7d9-4925-a8fc-a2296c310014,3287,X_XX_OG_TERREIN_NATUUR-OPNIEUW STELLEN,*_**_OG_TERREIN_NATUUR
http://digitalbuildingdata.tech/nlcs/def/169bbb9d-fe65-4a30-8052-6538bd409597,3288,X_XX_OG_TERREIN_NIET UITGEEFBAAR-OPNIEUW STELLEN,*_**_OG_TERREIN_NIET UITGEEFBAAR
http://digitalbuildingdata.tech/nlcs/def/eb8b0416-fd4f-4e82-9d53-d1fb78e79683,3444,X_XX_OG_TERREIN_GEVEL-OPNIEUW STELLEN,*_**_OG_TERREIN_GEVEL
http://digitalbuildingdata.tech/nlcs/def/a8e35a88-4a17-4156-a5da-e68a88aae3f4,3267,X_XX_OG_TERREIN_BEDRIJVENTERREIN-OPNIEUW STELLEN,*_**_OG_TERREIN_BEDRIJVENTERREIN
http://digitalbuildingdata.tech/nlcs/def/e7c3802f-f068-4893-85ce-4a3b195b1827,3297,X_XX_OG_TERREIN_PLANGEBIED-OPNIEUW STELLEN,*_**_OG_TERREIN_PLANGEBIED
http://digitalbuildingdata.tech/nlcs/def/7b8f7bb8-c8eb-4f28-b5ca-5456f0be3680,3268,X_XX_OG_TERREIN_BEGRAAFPLAATS-OPNIEUW STELLEN,*_**_OG_TERREIN_BEGRAAFPLAATS
http://digitalbuildingdata.tech/nlcs/def/67171d06-ad75-4689-a7d4-c6e242d841a1,3286,X_XX_OG_TERREIN_MILIEUBESCHERMINGSGEBIED-OPNIEUW STELLEN,*_**_OG_TERREIN_MILIEUBESCHERMINGSGEBIED
http://digitalbuildingdata.tech/nlcs/def/a82443b1-c7af-4866-bbf3-deff0343ed03,3290,X_XX_OG_TERREIN_ONBEGROEID-OPNIEUW STELLEN,*_**_OG_TERREIN_ONBEGROEID
http://digitalbuildingdata.tech/nlcs/def/51dbcf35-4304-4bb1-86bd-4c7c15e6d1b2,3271,X_XX_OG_TERREIN_BEGROEID-OPNIEUW STELLEN,*_**_OG_TERREIN_BEGROEID
http://digitalbuildingdata.tech/nlcs/def/dc1bf353-a44a-4945-87bf-fad986fef839,3301,X_XX_OG_TERREIN_SPORT-OPNIEUW STELLEN,*_**_OG_TERREIN_SPORT
http://digitalbuildingdata.tech/nlcs/def/61fd98b2-79fe-425f-8284-09489f59b581,3295,X_XX_OG_TERREIN_PARK-OPNIEUW STELLEN,*_**_OG_TERREIN_PARK
http://digitalbuildingdata.tech/nlcs/def/bb917832-e6ab-4a8a-be02-5e7a2c68295d,1623,X_XX_OG_TERREIN_CULTUURSCHEIDING-OPNIEUW STELLEN,*_**_OG_TERREIN_CULTUURSCHEIDING
http://digitalbuildingdata.tech/nlcs/def/fcb3aad3-7bde-4629-9a24-8e0c01252ff9,3277,X_XX_OG_TERREIN_HONDENUITLAATPLAATS-OPNIEUW STELLEN,*_**_OG_TERREIN_HONDENUITLAATPLAATS
http://digitalbuildingdata.tech/nlcs/def/305704e3-2384-44f7-98a9-aa4f575116e2,3329,X_XX_OG_TERREIN_VERHARD-OPNIEUW STELLEN,*_**_OG_TERREIN_VERHARD
http://digitalbuildingdata.tech/nlcs/def/a857c9c5-9217-41f9-9582-b3170ba40c69,3332,X_XX_OG_TERREIN_WOONWAGENLOCATIE-OPNIEUW STELLEN,*_**_OG_TERREIN_WOONWAGENLOCATIE
http://digitalbuildingdata.tech/nlcs/def/27ebb539-097e-4214-8e19-470002d5841e,3331,X_XX_OG_TERREIN_WOONGEBIED-OPNIEUW STELLEN,*_**_OG_TERREIN_WOONGEBIED
http://digitalbuildingdata.tech/nlcs/def/f434c9c0-aefd-4108-8229-8b49197680ce,3300,X_XX_OG_TERREIN_RECREATIE-OPNIEUW STELLEN,*_**_OG_TERREIN_RECREATIE
http://digitalbuildingdata.tech/nlcs/def/626dda6a-f181-43e8-afd8-93ad3fcd7c2d,3265,X_XX_OG_TERREIN_AGRARISCH-OPNIEUW STELLEN,*_**_OG_TERREIN_AGRARISCH
http://digitalbuildingdata.tech/nlcs/def/71ae7a6d-2686-4263-abd9-38a2676ae3ff,3442,X_XX_OG_TERREIN_ERF-OPNIEUW STELLEN,*_**_OG_TERREIN_ERF
http://digitalbuildingdata.tech/nlcs/def/def88d12-9694-468d-9053-9c3fef9cd483,3530,X_XX_OG_TERREIN_OEVER-OPNIEUW STELLEN,*_**_OG_TERREIN_OEVER
http://digitalbuildingdata.tech/nlcs/def/f1c058c0-ed9a-4565-8316-927122f27077,3293,X_XX_OG_TERREIN_ONVERHARD-OPNIEUW STELLEN,*_**_OG_TERREIN_ONVERHARD
http://digitalbuildingdata.tech/nlcs/def/a2166270-8209-45e3-8e18-ae29a55c6adf,3294,X_XX_OG_TERREIN_OPENBAAR GEBIED-OPNIEUW STELLEN,*_**_OG_TERREIN_OPENBAAR GEBIED
http://digitalbuildingdata.tech/nlcs/def/4253072a-722b-4b08-a2e3-122201abe5fa,3328,X_XX_OG_TERREIN_UIT TE WERKEN-OPNIEUW STELLEN,*_**_OG_TERREIN_UIT TE WERKEN
http://digitalbuildingdata.tech/nlcs/def/a955b0b7-9e53-4caa-b447-10f58e2e33a6,1614,X_XX_OG_GRONDGEBRUIK_NIET INGERICHT-OPNIEUW STELLEN,*_**_OG_GRONDGEBRUIK_NIET INGERICHT
http://digitalbuildingdata.tech/nlcs/def/0ed2c6c0-aa0b-4ba7-826f-12a60abcb29c,1613,X_XX_OG_GRONDGEBRUIK_INGERICHT-OPNIEUW STELLEN,*_**_OG_GRONDGEBRUIK_INGERICHT
http://digitalbuildingdata.tech/nlcs/def/75b55b03-1a03-42db-b3fe-49ff2d583a10,3082,X_XX_OG_TOPOGRAFIE_HEK-OPNIEUW STELLEN,*_**_OG_TOPOGRAFIE_HEK
http://digitalbuildingdata.tech/nlcs/def/4239ed08-06b0-4355-a91a-e014b45cfc7f,3261,X_XX_OG_ZONE_BELEMMERING_LEIDINGSTROOK-OPNIEUW STELLEN,*_**_OG_ZONE_BELEMMERING_LEIDINGSTROOK
http://digitalbuildingdata.tech/nlcs/def/17dcb3e9-be86-4c97-956b-b89f023b3bc4,3262,X_XX_OG_ZONE_BELEMMERING_OBJECT-OPNIEUW STELLEN,*_**_OG_ZONE_BELEMMERING_OBJECT
http://digitalbuildingdata.tech/nlcs/def/617d02c7-07ff-4b5e-afc8-a8583567b358,3226,X_XX_OG_WEG_BUSBAAN_DYNAMISCH-OPNIEUW STELLEN,*_**_OG_WEG_BUSBAAN_DYNAMISCH
http://digitalbuildingdata.tech/nlcs/def/cad36b94-eee2-4454-8b30-6ac3f7c8a0ee,3253,X_XX_OG_WEG_WEGVAK_WEGVAKONDERDEEL-OPNIEUW STELLEN,*_**_OG_WEG_WEGVAK_WEGVAKONDERDEEL
http://digitalbuildingdata.tech/nlcs/def/424f8a2f-cd30-490e-bf4a-cfcc8931040a,3232,X_XX_OG_WEG_PARKEERPLAATS_INDELING-OPNIEUW STELLEN,*_**_OG_WEG_PARKEERPLAATS_INDELING
http://digitalbuildingdata.tech/nlcs/def/e73e2de9-4679-4a93-98d3-dd7eab44977c,3233,X_XX_OG_WEG_PARKEERPLAATS_INVALIDE-OPNIEUW STELLEN,*_**_OG_WEG_PARKEERPLAATS_INVALIDE
http://digitalbuildingdata.tech/nlcs/def/5202d0aa-111e-47ac-85ba-85b0ef5cc768,3234,X_XX_OG_WEG_PARKEERPLAATS_LAAD EN LOS-OPNIEUW STELLEN,*_**_OG_WEG_PARKEERPLAATS_LAAD EN LOS
http://digitalbuildingdata.tech/nlcs/def/1b6113c9-9927-48ca-9875-ec1377ac5433,3236,X_XX_OG_WEG_PARKEERPLAATS_VERGUNNINGHOUDER-OPNIEUW STELLEN,*_**_OG_WEG_PARKEERPLAATS_VERGUNNINGHOUDER
http://digitalbuildingdata.tech/nlcs/def/1e12d8b0-f7a7-43f2-b9ef-449331826691,3231,X_XX_OG_WEG_PARKEERPLAATS_BETAALD-OPNIEUW STELLEN,*_**_OG_WEG_PARKEERPLAATS_BETAALD
http://digitalbuildingdata.tech/nlcs/def/7536501b-19da-41a8-9116-a37ad2c16dc2,3235,X_XX_OG_WEG_PARKEERPLAATS_PRIVE-OPNIEUW STELLEN,*_**_OG_WEG_PARKEERPLAATS_PRIVE
http://digitalbuildingdata.tech/nlcs/def/2e6fdc43-ba48-4d76-b452-4a65bd2e4b44,3243,X_XX_OG_WEG_RIJWEG_RIJWEGVAK-OPNIEUW STELLEN,*_**_OG_WEG_RIJWEG_RIJWEGVAK
http://digitalbuildingdata.tech/nlcs/def/d5239724-e8af-4205-889d-3bba494c03ea,3251,X_XX_OG_WEG_VOETPAD_VOETPADVAK-OPNIEUW STELLEN,*_**_OG_WEG_VOETPAD_VOETPADVAK
http://digitalbuildingdata.tech/nlcs/def/7182cb0d-9888-442e-a2f3-11e4dbfedb15,3250,X_XX_OG_WEG_VOETPAD_TRAP-OPNIEUW STELLEN,*_**_OG_WEG_VOETPAD_TRAP
http://digitalbuildingdata.tech/nlcs/def/a9638918-99f7-4e7f-ad56-84450a1b6248,3184,X_XX_OG_BEBOUWING_WONINGBOUW_HUUR-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_HUUR
http://digitalbuildingdata.tech/nlcs/def/cf69d3c2-78d1-4fc7-987b-899be0ee2ace,3211,X_XX_OG_BEBOUWING_WONINGBOUW_STARTERSWONING-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_STARTERSWONING
http://digitalbuildingdata.tech/nlcs/def/5e7fc2da-1b85-4c8a-a3ce-32986a5ecc4e,3199,X_XX_OG_BEBOUWING_WONINGBOUW_VRIJSTAAND-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_VRIJSTAAND
http://digitalbuildingdata.tech/nlcs/def/327bc726-49b5-44a6-8171-df099b309498,3191,X_XX_OG_BEBOUWING_WONINGBOUW_HOOGBOUW-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_HOOGBOUW
http://digitalbuildingdata.tech/nlcs/def/913d0c9f-49f4-4eb6-8f60-76ee2ca00ded,3203,X_XX_OG_BEBOUWING_WONINGBOUW_TWEE ONDER EEN KAP-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_TWEE ONDER EEN KAP
http://digitalbuildingdata.tech/nlcs/def/368b1539-6448-4b74-b7d7-a4ab92929446,3187,X_XX_OG_BEBOUWING_WONINGBOUW_KOOP-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_KOOP
http://digitalbuildingdata.tech/nlcs/def/d5ba98dd-94ce-4d39-a837-7b0b4299636c,3207,X_XX_OG_BEBOUWING_WONINGBOUW_EENGEZINSWONING-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_EENGEZINSWONING
http://digitalbuildingdata.tech/nlcs/def/66be6c32-27da-495b-bf1d-f03310ff2f00,3195,X_XX_OG_BEBOUWING_WONINGBOUW_LAAGBOUW-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_LAAGBOUW
http://digitalbuildingdata.tech/nlcs/def/5a7be774-d41b-464d-8897-fcc887b6db39,3190,X_XX_OG_BEBOUWING_WONINGBOUW_GESTAPELD-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_GESTAPELD
http://digitalbuildingdata.tech/nlcs/def/840c9778-f45e-4817-bf7f-0713df627f81,3183,X_XX_OG_BEBOUWING_WONINGBOUW_WONINGSCHEIDING-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_WONINGSCHEIDING
http://digitalbuildingdata.tech/nlcs/def/8ef52cb4-5942-4f69-b0fa-c681589e3e3c,3144,X_XX_OG_BEBOUWING_BIJGEBOUW_OPTIE-OPNIEUW STELLEN,*_**_OG_BEBOUWING_BIJGEBOUW_OPTIE
http://digitalbuildingdata.tech/nlcs/def/d793c568-04e8-452e-bdba-44ff346d6caf,3171,X_XX_OG_BEBOUWING_OVERBOUWING_MET KOPPELBALKEN-OPNIEUW STELLEN,*_**_OG_BEBOUWING_OVERBOUWING_MET KOPPELBALKEN
http://digitalbuildingdata.tech/nlcs/def/18189dfb-8f87-4012-afe4-a56864b1a6b7,3180,X_XX_OG_BEBOUWING_UITBOUW_ZWEVEND-OPNIEUW STELLEN,*_**_OG_BEBOUWING_UITBOUW_ZWEVEND
http://digitalbuildingdata.tech/nlcs/def/629d2da7-2124-4f25-898a-d7c253e1404f,3142,X_XX_OG_BEBOUWING_BEDRIJVEN_DETAILHANDEL-OPNIEUW STELLEN,*_**_OG_BEBOUWING_BEDRIJVEN_DETAILHANDEL
http://digitalbuildingdata.tech/nlcs/def/e2bc7dda-a9d6-4f6c-8ca8-babb5a4715e4,3141,X_XX_OG_BEBOUWING_BEDRIJVEN_GROOTBEDRIJF-OPNIEUW STELLEN,*_**_OG_BEBOUWING_BEDRIJVEN_GROOTBEDRIJF
http://digitalbuildingdata.tech/nlcs/def/eb070441-3ef5-4493-a024-c75f04a1c107,3140,X_XX_OG_BEBOUWING_BEDRIJVEN_MKB-OPNIEUW STELLEN,*_**_OG_BEBOUWING_BEDRIJVEN_MKB
http://digitalbuildingdata.tech/nlcs/def/8897fc74-9fd4-46b1-900b-e33ede3ef44c,3224,X_XX_OG_WATER_WOONBOOTLOCATIE_LIGPLAATS-OPNIEUW STELLEN,*_**_OG_WATER_WOONBOOTLOCATIE_LIGPLAATS
http://digitalbuildingdata.tech/nlcs/def/f52a2098-f7bf-479d-b652-7e5cd98890b0,3216,X_XX_OG_WATER_HAVEN_HAVENVAK-OPNIEUW STELLEN,*_**_OG_WATER_HAVEN_HAVENVAK
http://digitalbuildingdata.tech/nlcs/def/0655677e-8bed-41d4-93ea-3ba1bc76a1b8,3307,X_XX_OG_TERREIN_TRANSACTIE_VERHUUR-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE_VERHUUR
http://digitalbuildingdata.tech/nlcs/def/4e98928d-9cf5-4e5e-bf9a-a91e26b7e37f,3313,X_XX_OG_TERREIN_TRANSACTIE_VERPACHTING-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE_VERPACHTING
http://digitalbuildingdata.tech/nlcs/def/a34ba6f3-34b1-497d-9758-1ef2db983922,3311,X_XX_OG_TERREIN_TRANSACTIE_OPSTAL-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE_OPSTAL
http://digitalbuildingdata.tech/nlcs/def/5c61d3f4-39a3-45d5-b3f1-5fd702e941f8,3314,X_XX_OG_TERREIN_TRANSACTIE_VOORKEURSRECHT-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE_VOORKEURSRECHT
http://digitalbuildingdata.tech/nlcs/def/cb52ad10-180c-48e0-8011-455bcdd2609b,3305,X_XX_OG_TERREIN_TRANSACTIE_VERKOOP-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE_VERKOOP
http://digitalbuildingdata.tech/nlcs/def/f6991189-68be-4f09-9c39-16e1cdb840b3,3310,X_XX_OG_TERREIN_TRANSACTIE_ONTEIGENING-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE_ONTEIGENING
http://digitalbuildingdata.tech/nlcs/def/26d2ac71-4154-4108-918c-864ac0a034d3,3308,X_XX_OG_TERREIN_TRANSACTIE_RUILING-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE_RUILING
http://digitalbuildingdata.tech/nlcs/def/223b721b-91b2-4326-b858-3863f258214e,3304,X_XX_OG_TERREIN_TRANSACTIE_AANKOOP-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE_AANKOOP
http://digitalbuildingdata.tech/nlcs/def/31138f1f-d748-4bc7-bdbb-0e1ea1c2bb9a,3309,X_XX_OG_TERREIN_TRANSACTIE_INGEBRUIKGAVE-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE_INGEBRUIKGAVE
http://digitalbuildingdata.tech/nlcs/def/ba4cc5a1-7ed7-42f9-81cd-3f346106713d,3306,X_XX_OG_TERREIN_TRANSACTIE_ERFPACHT-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE_ERFPACHT
http://digitalbuildingdata.tech/nlcs/def/b9fa267b-26da-478a-80f4-9c9348e04549,3312,X_XX_OG_TERREIN_TRANSACTIE_OVERDRACHT-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE_OVERDRACHT
http://digitalbuildingdata.tech/nlcs/def/025ac7d3-42c6-4788-b8f2-fb8960d07453,3303,X_XX_OG_TERREIN_TRANSACTIE_VERKOOPGEGEVENS-OPNIEUW STELLEN,*_**_OG_TERREIN_TRANSACTIE_VERKOOPGEGEVENS
http://digitalbuildingdata.tech/nlcs/def/72aac83b-1759-4624-88f9-1714f97b1496,3282,X_XX_OG_TERREIN_KOPPELING_INDUSTRIELAWAAI-OPNIEUW STELLEN,*_**_OG_TERREIN_KOPPELING_INDUSTRIELAWAAI
http://digitalbuildingdata.tech/nlcs/def/4ef6bb5e-998c-4687-8ef8-3c76bead697e,3284,X_XX_OG_TERREIN_KOPPELING_VERKEERSLAWAAI-OPNIEUW STELLEN,*_**_OG_TERREIN_KOPPELING_VERKEERSLAWAAI
http://digitalbuildingdata.tech/nlcs/def/7bcc82ed-87e7-4703-84a2-6979faf5e77d,3283,X_XX_OG_TERREIN_KOPPELING_AGRARISCH GEBIED-OPNIEUW STELLEN,*_**_OG_TERREIN_KOPPELING_AGRARISCH GEBIED
http://digitalbuildingdata.tech/nlcs/def/0ce45223-c338-4993-b3d6-8e1be7b71574,3280,X_XX_OG_TERREIN_KOPPELING_BRUG-OPNIEUW STELLEN,*_**_OG_TERREIN_KOPPELING_BRUG
http://digitalbuildingdata.tech/nlcs/def/7e177852-81c9-4c3b-aaff-cfdbb05e7520,3279,X_XX_OG_TERREIN_KOPPELING_UITWERKINGSPLAN-OPNIEUW STELLEN,*_**_OG_TERREIN_KOPPELING_UITWERKINGSPLAN
http://digitalbuildingdata.tech/nlcs/def/6cfb154d-6638-46a6-bb68-a830caf939f9,3281,X_XX_OG_TERREIN_KOPPELING_BOUWVERGUNNING-OPNIEUW STELLEN,*_**_OG_TERREIN_KOPPELING_BOUWVERGUNNING
http://digitalbuildingdata.tech/nlcs/def/76360056-1a3e-4886-b0a9-49febd401600,3326,X_XX_OG_TERREIN_UITGEEFBAAR_DETAILHANDEL-OPNIEUW STELLEN,*_**_OG_TERREIN_UITGEEFBAAR_DETAILHANDEL
http://digitalbuildingdata.tech/nlcs/def/7b1a3e61-21fc-4900-b350-a1d44e9ab5fc,3319,X_XX_OG_TERREIN_UITGEEFBAAR_KOOP-OPNIEUW STELLEN,*_**_OG_TERREIN_UITGEEFBAAR_KOOP
http://digitalbuildingdata.tech/nlcs/def/5f2f7324-472e-4bfc-a3c2-f8ebd9970e8f,3317,X_XX_OG_TERREIN_UITGEEFBAAR_HUUR-OPNIEUW STELLEN,*_**_OG_TERREIN_UITGEEFBAAR_HUUR
http://digitalbuildingdata.tech/nlcs/def/f50ec5ec-7cb1-41b7-a6e6-7ea0c2f2a733,3322,X_XX_OG_TERREIN_UITGEEFBAAR_VRIJE SECTOR-OPNIEUW STELLEN,*_**_OG_TERREIN_UITGEEFBAAR_VRIJE SECTOR
http://digitalbuildingdata.tech/nlcs/def/dae32ad3-0a19-4fe4-a976-6d0520418124,3316,X_XX_OG_TERREIN_UITGEEFBAAR_KAVEL-OPNIEUW STELLEN,*_**_OG_TERREIN_UITGEEFBAAR_KAVEL
http://digitalbuildingdata.tech/nlcs/def/a5f80816-2fbf-4eeb-b690-9bff60979bc2,3327,X_XX_OG_TERREIN_UITGEEFBAAR_HORECA-OPNIEUW STELLEN,*_**_OG_TERREIN_UITGEEFBAAR_HORECA
http://digitalbuildingdata.tech/nlcs/def/90f51dfd-83a7-4b11-9552-2eae8b581db5,3324,X_XX_OG_TERREIN_UITGEEFBAAR_MAATSCHAPPELIJKE VOORZIENING-OPNIEUW STELLEN,*_**_OG_TERREIN_UITGEEFBAAR_MAATSCHAPPELIJKE VOORZIENING
http://digitalbuildingdata.tech/nlcs/def/f252edc2-1410-461e-867b-75449722245a,3325,X_XX_OG_TERREIN_UITGEEFBAAR_KANTOOR-OPNIEUW STELLEN,*_**_OG_TERREIN_UITGEEFBAAR_KANTOOR
http://digitalbuildingdata.tech/nlcs/def/0bdc4337-4859-488a-8b2e-bcbb53af93d8,3289,X_XX_OG_TERREIN_NIET UITGEEFBAAR_KAVEL-OPNIEUW STELLEN,*_**_OG_TERREIN_NIET UITGEEFBAAR_KAVEL
http://digitalbuildingdata.tech/nlcs/def/3bd94706-7411-4f41-9a19-e03079483f13,3298,X_XX_OG_TERREIN_PLANGEBIED_BRUTO-OPNIEUW STELLEN,*_**_OG_TERREIN_PLANGEBIED_BRUTO
http://digitalbuildingdata.tech/nlcs/def/4d9f4b4d-414b-4cfa-ad8a-756ec24e43ef,3299,X_XX_OG_TERREIN_PLANGEBIED_NETTO-OPNIEUW STELLEN,*_**_OG_TERREIN_PLANGEBIED_NETTO
http://digitalbuildingdata.tech/nlcs/def/bb5282e6-4ac0-449b-9b37-da175b0fc9d0,3269,X_XX_OG_TERREIN_BEGRAAFPLAATS_GRAFVAK-OPNIEUW STELLEN,*_**_OG_TERREIN_BEGRAAFPLAATS_GRAFVAK
http://digitalbuildingdata.tech/nlcs/def/72206f77-2203-4fc5-be59-69254a718ae6,3291,X_XX_OG_TERREIN_ONBEGROEID_STRAND-OPNIEUW STELLEN,*_**_OG_TERREIN_ONBEGROEID_STRAND
http://digitalbuildingdata.tech/nlcs/def/8c8a6d6d-c299-42ed-9e58-a10e53f60d82,3520,X_XX_OG_TERREIN_ONBEGROEID_ZAND-OPNIEUW STELLEN,*_**_OG_TERREIN_ONBEGROEID_ZAND
http://digitalbuildingdata.tech/nlcs/def/ab75c669-825c-4ce3-9506-f952eff8bfa2,3443,X_XX_OG_TERREIN_ONBEGROEID_ZANDVERSTUIVING-OPNIEUW STELLEN,*_**_OG_TERREIN_ONBEGROEID_ZANDVERSTUIVING
http://digitalbuildingdata.tech/nlcs/def/a24e3151-24f3-4afd-9603-f63cf534ca5e,3272,X_XX_OG_TERREIN_BEGROEID_BOS-OPNIEUW STELLEN,*_**_OG_TERREIN_BEGROEID_BOS
http://digitalbuildingdata.tech/nlcs/def/b2bbcf9c-8fd8-42ae-92a4-2bf43a2f419b,3273,X_XX_OG_TERREIN_BEGROEID_TUIN-OPNIEUW STELLEN,*_**_OG_TERREIN_BEGROEID_TUIN
http://digitalbuildingdata.tech/nlcs/def/e4388b68-5d17-4a70-b416-259526a20190,3296,X_XX_OG_TERREIN_PARK_STADSPARK-OPNIEUW STELLEN,*_**_OG_TERREIN_PARK_STADSPARK
http://digitalbuildingdata.tech/nlcs/def/d3da3799-4861-49af-a741-1840ee87615a,3330,X_XX_OG_TERREIN_VERHARD_TERRAS-OPNIEUW STELLEN,*_**_OG_TERREIN_VERHARD_TERRAS
http://digitalbuildingdata.tech/nlcs/def/359c3f9f-7eb9-492a-b8a6-2b280ecf10f1,3333,X_XX_OG_TERREIN_WOONWAGENLOCATIE_STANDPLAATS-OPNIEUW STELLEN,*_**_OG_TERREIN_WOONWAGENLOCATIE_STANDPLAATS
http://digitalbuildingdata.tech/nlcs/def/144a4f30-170c-4999-9f4c-591507a530f6,3266,X_XX_OG_TERREIN_AGRARISCH_MET WAARDEN-OPNIEUW STELLEN,*_**_OG_TERREIN_AGRARISCH_MET WAARDEN
http://digitalbuildingdata.tech/nlcs/def/bafe0811-6ba8-4fcc-8391-bc8a481a6308,3185,X_XX_OG_BEBOUWING_WONINGBOUW_HUUR_SOCIAAL-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_HUUR_SOCIAAL
http://digitalbuildingdata.tech/nlcs/def/fac95955-50fd-4c37-b10f-204a0370f066,3186,X_XX_OG_BEBOUWING_WONINGBOUW_HUUR_VRIJE SECTOR-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_HUUR_VRIJE SECTOR
http://digitalbuildingdata.tech/nlcs/def/182d470f-07f8-407f-ad08-3c399d04d6d4,3201,X_XX_OG_BEBOUWING_WONINGBOUW_VRIJSTAAND_MIDDELDUUR-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_VRIJSTAAND_MIDDELDUUR
http://digitalbuildingdata.tech/nlcs/def/3e901682-4835-45d1-93c0-ce183ef2d979,3200,X_XX_OG_BEBOUWING_WONINGBOUW_VRIJSTAAND_DUUR-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_VRIJSTAAND_DUUR
http://digitalbuildingdata.tech/nlcs/def/718abe87-cc27-462d-a466-5e229d1551f5,3202,X_XX_OG_BEBOUWING_WONINGBOUW_VRIJSTAAND_GOEDKOOP-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_VRIJSTAAND_GOEDKOOP
http://digitalbuildingdata.tech/nlcs/def/005f2811-c736-4a2e-883d-44d80266de0b,3194,X_XX_OG_BEBOUWING_WONINGBOUW_HOOGBOUW_GOEDKOOP-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_HOOGBOUW_GOEDKOOP
http://digitalbuildingdata.tech/nlcs/def/87366fd4-897c-47ff-a07a-ed4eb2bfa990,3192,X_XX_OG_BEBOUWING_WONINGBOUW_HOOGBOUW_DUUR-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_HOOGBOUW_DUUR
http://digitalbuildingdata.tech/nlcs/def/2054fa14-dd2f-4746-8b4d-3827ba02d5d3,3193,X_XX_OG_BEBOUWING_WONINGBOUW_HOOGBOUW_MIDDELDUUR-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_HOOGBOUW_MIDDELDUUR
http://digitalbuildingdata.tech/nlcs/def/8c15f393-4201-4f34-86d7-29bf733732a7,3204,X_XX_OG_BEBOUWING_WONINGBOUW_TWEE ONDER EEN KAP_DUUR-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_TWEE ONDER EEN KAP_DUUR
http://digitalbuildingdata.tech/nlcs/def/b2046051-8ad5-45b7-b1fc-f77c1cf4e7f3,3205,X_XX_OG_BEBOUWING_WONINGBOUW_TWEE ONDER EEN KAP_MIDDELDUUR-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_TWEE ONDER EEN KAP_MIDDELDUUR
http://digitalbuildingdata.tech/nlcs/def/3c5048c6-b680-4850-a9d3-939f94f864b9,3206,X_XX_OG_BEBOUWING_WONINGBOUW_TWEE ONDER EEN KAP_GOEDKOOP-OPNIEUW STELLEN,*_**_OG_BEBOUWING_WONINGBOUW_TWEE ONDER EEN KAP_GOEDKOOP
