"FASE","sBIB","SYMBOOL","SYMBOOL_alt","ID","opt","STATUS","VRKL_KORT","VRKL_LANG"
"V","SVH","V-SVH-TEGEL_150X300_DUN_LINT_KL-SO","SVH:V-SVH-TEGEL_150X300_DUN_LINT_KL","2817","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DUN_HALFST_STIPKL-SO","SVH:V-SVH-TEGEL_300X300_DUN_HALFST_STIPKL","4058","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DIK_BLOK-SO","SVH:SVH-TEGEL_300X300_DIK_BLOK","2327","SO","*","",""
"V","SVH","V-SVH-TEGEL_200X200_LINT-SO","SVH:V-SVH-TEGEL_200X200_LINT","1515","SO","*","",""
"V","SVH","V-SVH-TEGEL_200X200_LINT_KL-SO","SVH:V-SVH-TEGEL_200X200_LINT_KL","2292","SO","*","",""
"V","SVH","V-SVH-TEGEL_600X200_LINT_KL-SO","SVH:V-SVH-TEGEL_600X200_LINT_KL","2313","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DIK_ELLEBOOG_STIPKL-SO","SVH:V-SVH-TEGEL_300X150_DIK_ELLEBOOG_STIPKL","4053","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DIK_HALFST-SO","SVH:V-SVH-TEGEL_300X150_DIK_HALFST","2821","SO","*","",""
"","SVH","SVH-TEGEL_PARKEERTEGEL","SVH:SVH-TEGEL_PARKEERTEGE","701","","*","",""
"","SVH","SVH-TEGEL_300X150_DUN_LINT_STIPKL-SO","SVH:SVH-TEGEL_300X150_DUN_LINT_STIPKL","2790","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DUN_BLOK_KL-SO","SVH:SVH-TEGEL_300X300_DUN_BLOK_KL","2793","SO","*","",""
"","SVH","SVH-TEGEL_500X500_HALFST_KL-SO","SVH:SVH-TEGEL_500X500_HALFST_KL","2278","SO","*","",""
"","SVH","SVH-TEGEL_300X150_DUN_LINT-SO","SVH:SVH-TEGEL_300X150_DUN_LINT","2787","SO","*","",""
"","SVH","SVH-TEGEL_2000X2000_HALFST-SO","SVH:SVH-TEGEL_2000X2000_HALFST","1352","SO","*","",""
"V","SVH","V-SVH-TEGEL_2000X2000_BLOK-SO","SVH:V-SVH-TEGEL_2000X2000_BLOK","1511","SO","*","",""
"","SVH","SVH-TEGEL_BLOK_STIP_01-SO","SVH:SVH-TEGEL_BLOK_STIP_01","1392","SO","*","",""
"V","SVH","V-SVH-TEGEL_200X200_BLOK-SO","SVH:V-SVH-TEGEL_200X200_BLOK","1513","SO","*","",""
"","SVH","SVH-TEGEL_300X150_DIK_ELLEBOOG_STIP-SO","SVH:SVH-TEGEL_300X150_DIK_ELLEBOOG_STIP","2772","SO","*","",""
"","SVH","SVH-TEGEL_100X300_HALFST-SO","SVH:SVH-TEGEL_100X300_HALFST","1376","SO","*","",""
"V","SVH","V-SVH-TEGEL_100X300_LINT_KL-SO","SVH:V-SVH-TEGEL_100X300_LINT_KL","2287","SO","*","",""
"","SVH","SVH-TEGEL_600X200_HALFST-SO","SVH:SVH-TEGEL_600X200_HALFST","1388","SO","*","",""
"V","SVH","V-SVH-TEGEL_200X300_HALFST_KL-SO","SVH:V-SVH-TEGEL_200X300_HALFST_KL","2293","SO","*","",""
"","SVH","SVH-TEGEL_600X600_BLOK_KL-SO","SVH:SVH-TEGEL_600X600_BLOK_KL","2798","SO","*","",""
"V","SVH","V-SVH-TEGEL_150X300_DIK_HALFST-SO","SVH:V-SVH-TEGEL_150X300_DIK_HALFST","2808","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DUN_HALFST_KL-SO","SVH:V-SVH-TEGEL_300X300_DUN_HALFST_KL","2547","SO","*","",""
"","SVH","SVH-TEGEL_400X600_DIK_BLOK_KL-SO","SVH:SVH-TEGEL_400X600_DIK_BLOK_KL","2796","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DIK_BLOK_STIP-SO","SVH:SVH-TEGEL_300X300_DIK_BLOK_STIP","2531","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DUN_LINT-SO","SVH:V-SVH-TEGEL_300X300_DUN_LINT","2338","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X600_DIK_LINT-SO","SVH:V-SVH-TEGEL_400X600_DIK_LINT","2335","SO","*","",""
"V","SVH","V-SVH-TEGEL_2000X2000_LINT_KL-SO","SVH:V-SVH-TEGEL_2000X2000_LINT_KL","2290","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DIK_HALFST-SO","SVH:V-SVH-TEGEL_300X300_DIK_HALFST","2340","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X400_HALFST_STREEP_KL-SO","SVH:V-SVH-TEGEL_400X400_HALFST_STREEP_KL","4060","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X600_DIK_LINT_KL-SO","SVH:V-SVH-TEGEL_400X600_DIK_LINT_KL","2559","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X400_HALFST_STIP_KL-SO","SVH:V-SVH-TEGEL_400X400_HALFST_STIP_KL","2304","SO","*","",""
"","SVH","SVH-TEGEL_400X400_LINT_STIP_KL-SO","SVH:SVH-TEGEL_400X400_LINT_STIP_KL","2274","SO","*","",""
"","SVH","SVH-TEGEL_2000X2000_BLOK_KL-SO","SVH:SVH-TEGEL_2000X2000_BLOK_KL","3963","SO","*","",""
"","SVH","SVH-TEGEL_500X500_HALFST-SO","SVH:SVH-TEGEL_500X500_HALFST","1369","SO","*","",""
"V","SVH","V-SVH-TEGEL_200X200_HALFST_KL-SO","SVH:V-SVH-TEGEL_200X200_HALFST_KL","2291","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DUN_BLOK_STIP-SO","SVH:V-SVH-TEGEL_300X300_DUN_BLOK_STIP","2546","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DUN_BLOK_STIPKL-SO","SVH:V-SVH-TEGEL_300X300_DUN_BLOK_STIPKL","2842","SO","*","",""
"","SVH","SVH-TEGEL_150X300_DUN_ELLEBOOG_KL-SO","SVH:SVH-TEGEL_150X300_DUN_ELLEBOOG_KL","3950","SO","*","",""
"","SVH","SVH-TEGEL_100X300_LINT_KL-SO","SVH:SVH-TEGEL_100X300_LINT_KL","2255","SO","*","",""
"","SVH","SVH-TEGEL_200X200_HALFST_KL-SO","SVH:SVH-TEGEL_200X200_HALFST_KL","2259","SO","*","",""
"","SVH","SVH-TEGEL_400X400_HALFST_STREEP-SO","SVH:SVH-TEGEL_400X400_HALFST_STREEP","1362","SO","*","",""
"","SVH","SVH-TEGEL_CONTAINERTEGEL","SVH:SVH-TEGEL_CONTAINERTEGE","651","","*","",""
"","SVH","SVH-TEGEL_300X150_DUN_HALFST_STIP-SO","SVH:SVH-TEGEL_300X150_DUN_HALFST_STIP","2785","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X400_HALFST_STIP-SO","SVH:V-SVH-TEGEL_400X400_HALFST_STIP","1521","SO","*","",""
"V","SVH","V-SVH-TEGEL_1000X1000_BLOK-SO","SVH:V-SVH-TEGEL_1000X1000_BLOK","1509","SO","*","",""
"","SVH","SVH-TEGEL_150X300_DIK_ELLEBOOG_STIPKL-SO","SVH:SVH-TEGEL_150X300_DIK_ELLEBOOG_STIPKL","3949","SO","*","",""
"V","SVH","V-SVH-TEGEL_600X600_LINT_STIP_KL-SO","SVH:V-SVH-TEGEL_600X600_LINT_STIP_KL","2317","SO","*","",""
"","SVH","SVH-TEGEL_200X600_HALFST_KL-SO","SVH:SVH-TEGEL_200X600_HALFST_KL","2263","SO","*","",""
"","SVH","SVH-TEGEL_VARIABEL_BLOK-SO","SVH:SVH-TEGEL_VARIABEL_BLOK","1390","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DIK_HALFST_KL-SO","SVH:SVH-TEGEL_300X300_DIK_HALFST_KL","2532","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X400_LINT_KL-SO","SVH:V-SVH-TEGEL_400X400_LINT_KL","2305","SO","*","",""
"","SVH","SVH-TEGEL_300X150_DIK_LINT_STIP-SO","SVH:SVH-TEGEL_300X150_DIK_LINT_STIP","2779","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DUN_HALFST_STIP-SO","SVH:V-SVH-TEGEL_300X150_DUN_HALFST_STIP","2833","SO","*","",""
"","SVH","SVH-TEGEL_150X300_DIK_LINT_KL-SO","SVH:SVH-TEGEL_150X300_DIK_LINT_KL","2763","SO","*","",""
"V","SVH","V-SVH-TEGEL_150X300_DIK_ELLEBOOG_KL-SO","SVH:V-SVH-TEGEL_150X300_DIK_ELLEBOOG_KL","4048","SO","*","",""
"","SVH","SVH-TEGEL_BLOK_STIP_02-SO","SVH:SVH-TEGEL_BLOK_STIP_02","1393","SO","*","",""
"","SVH","SVH-TEGEL_ZESKANT_KL-SO","SVH:SVH-TEGEL_ZESKANT_KL","3968","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X600_DUN_BLOK-SO","SVH:V-SVH-TEGEL_400X600_DUN_BLOK","2330","SO","*","",""
"V","SVH","V-SVH-TEGEL_2000X2000_BLOK_KL-SO","SVH:V-SVH-TEGEL_2000X2000_BLOK_KL","4063","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DIK_BLOK_KL-SO","SVH:V-SVH-TEGEL_300X300_DIK_BLOK_KL","2839","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DIK_HALFST_KL-SO","SVH:V-SVH-TEGEL_300X300_DIK_HALFST_KL","2552","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DIK_HALFST_STIPKL-SO","SVH:SVH-TEGEL_300X300_DIK_HALFST_STIPKL","3956","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DUN_BLOK-SO","SVH:SVH-TEGEL_300X300_DUN_BLOK","2324","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DIK_LINT_KL-SO","SVH:V-SVH-TEGEL_300X150_DIK_LINT_KL","2826","SO","*","",""
"V","SVH","V-SVH-TEGEL_BLOK_STIP_01_KL-SO","SVH:V-SVH-TEGEL_BLOK_STIP_01_KL","4065","SO","*","",""
"","SVH","SVH-TEGEL_100X300_LINT-SO","SVH:SVH-TEGEL_100X300_LINT","1377","SO","*","",""
"","SVH","SVH-TEGEL_VARIABEL_HALFST-SO","SVH:SVH-TEGEL_VARIABEL_HALFST","1391","SO","*","",""
"V","SVH","V-SVH-TEGEL_600X600_HALFST_KL-SO","SVH:V-SVH-TEGEL_600X600_HALFST_KL","2314","SO","*","",""
"","SVH","SVH-TEGEL_300X150_DUN_HALFST-SO","SVH:SVH-TEGEL_300X150_DUN_HALFST","2783","SO","*","",""
"V","SVH","V-SVH-TEGEL_100X300_HALFST-SO","SVH:V-SVH-TEGEL_100X300_HALFST","1536","SO","*","",""
"V","SVH","V-SVH-TEGEL_150X300_DUN_HALFST_KL-SO","SVH:V-SVH-TEGEL_150X300_DUN_HALFST_KL","2815","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DIK_LINT-SO","SVH:V-SVH-TEGEL_300X150_DIK_LINT","2825","SO","*","",""
"","SVH","SVH-TEGEL_500X500_BLOK_KL-SO","SVH:SVH-TEGEL_500X500_BLOK_KL","3961","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DUN_ELLEBOOG-SO","SVH:V-SVH-TEGEL_300X150_DUN_ELLEBOOG","2829","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X400_HALFST_STREEP-SO","SVH:V-SVH-TEGEL_400X400_HALFST_STREEP","1522","SO","*","",""
"","SVH","SVH-TEGEL_BLOK_STIP_02_KL-SO","SVH:SVH-TEGEL_BLOK_STIP_02_KL","3966","SO","*","",""
"","SVH","SVH-TEGEL_400X400_BLOK_KL-SO","SVH:SVH-TEGEL_400X400_BLOK_KL","2795","SO","*","",""
"","SVH","SVH-TEGEL_150X300_DIK_HALFST-SO","SVH:SVH-TEGEL_150X300_DIK_HALFST","2760","SO","*","",""
"V","SVH","V-SVH-TEGEL_150X300_DIK_ELLEBOOG-SO","SVH:V-SVH-TEGEL_150X300_DIK_ELLEBOOG","2806","SO","*","",""
"","SVH","SVH-TEGEL_300X150_DIK_ELLEBOOG_STIPKL-SO","SVH:SVH-TEGEL_300X150_DIK_ELLEBOOG_STIPKL","3953","SO","*","",""
"V","SVH","V-SVH-TEGEL_100X300_HALFST_KL-SO","SVH:V-SVH-TEGEL_100X300_HALFST_KL","2286","SO","*","",""
"","SVH","SVH-TEGEL_100X300_HALFST_KL-SO","SVH:SVH-TEGEL_100X300_HALFST_KL","2254","SO","*","",""
"","SVH","SVH-TEGEL_600X600_LINT-SO","SVH:SVH-TEGEL_600X600_LINT","1374","SO","*","",""
"","SVH","SVH-TEGEL_600X200_HALFST_KL-SO","SVH:SVH-TEGEL_600X200_HALFST_KL","2280","SO","*","",""
"V","SVH","V-SVH-TEGEL_150X300_DUN_ELLEBOOG_KL-SO","SVH:V-SVH-TEGEL_150X300_DUN_ELLEBOOG_KL","4050","SO","*","",""
"","SVH","SVH-TEGEL_400X600_DUN_LINT-SO","SVH:SVH-TEGEL_400X600_DUN_LINT","2320","SO","*","",""
"V","SVH","V-SVH-TEGEL_150X300_DIK_ELLEBOOG_STIPKL-SO","SVH:V-SVH-TEGEL_150X300_DIK_ELLEBOOG_STIPKL","4049","SO","*","",""
"","SVH","SVH-TEGEL_2000X2000_LINT_KL-SO","SVH:SVH-TEGEL_2000X2000_LINT_KL","2258","SO","*","",""
"V","SVH","V-SVH-TEGEL_600X600_BLOK_KL-SO","SVH:V-SVH-TEGEL_600X600_BLOK_KL","2846","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X400_LINT_STIP-SO","SVH:V-SVH-TEGEL_400X400_LINT_STIP","1524","SO","*","",""
"","SVH","SVH-TEGEL_400X400_LINT_STREEP_KL-SO","SVH:SVH-TEGEL_400X400_LINT_STREEP_KL","2275","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DIK_LINT-SO","SVH:SVH-TEGEL_300X300_DIK_LINT","2329","SO","*","",""
"","SVH","SVH-TEGEL_400X600_DUN_HALFST-SO","SVH:SVH-TEGEL_400X600_DUN_HALFST","2319","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DIK_LINT_STIPKL-SO","SVH:V-SVH-TEGEL_300X150_DIK_LINT_STIPKL","2828","SO","*","",""
"","SVH","SVH-TEGEL_ZESKANT-SO","SVH:SVH-TEGEL_ZESKANT","1395","SO","*","",""
"","SVH","SVH-TEGEL_400X400_LINT_STIP-SO","SVH:SVH-TEGEL_400X400_LINT_STIP","1364","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X600_DUN_BLOK_KL-SO","SVH:V-SVH-TEGEL_400X600_DUN_BLOK_KL","2845","SO","*","",""
"","SVH","SVH-TEGEL_500X500_BLOK-SO","SVH:SVH-TEGEL_500X500_BLOK","1368","SO","*","",""
"","SVH","SVH-TEGEL_200X200_BLOK-SO","SVH:SVH-TEGEL_200X200_BLOK","1353","SO","*","",""
"","SVH","SVH-TEGEL_150X300_DUN_HALFST-SO","SVH:SVH-TEGEL_150X300_DUN_HALFST","2766","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DUN_HALFST_STIP-SO","SVH:SVH-TEGEL_300X300_DUN_HALFST_STIP","2528","SO","*","",""
"V","SVH","V-SVH-TEGEL_1000X1000_HALFST-SO","SVH:V-SVH-TEGEL_1000X1000_HALFST","1510","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DUN_HALFST_STIPKL-SO","SVH:V-SVH-TEGEL_300X150_DUN_HALFST_STIPKL","2834","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DUN_BLOK_STIPKL-SO","SVH:SVH-TEGEL_300X300_DUN_BLOK_STIPKL","2794","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DIK_ELLEBOOG-SO","SVH:V-SVH-TEGEL_300X150_DIK_ELLEBOOG","2819","SO","*","",""
"V","SVH","V-SVH-TEGEL_200X300_HALFST-SO","SVH:V-SVH-TEGEL_200X300_HALFST","1540","SO","*","",""
"","SVH","SVH-TEGEL_150X300_DIK_LINT-SO","SVH:SVH-TEGEL_150X300_DIK_LINT","2762","SO","*","",""
"","SVH","SVH-TEGEL_2000X2000_BLOK-SO","SVH:SVH-TEGEL_2000X2000_BLOK","1351","SO","*","",""
"","SVH","SVH-TEGEL_200X200_HALFST-SO","SVH:SVH-TEGEL_200X200_HALFST","1354","SO","*","",""
"V","SVH","V-SVH-TEGEL_200X200_HALFST-SO","SVH:V-SVH-TEGEL_200X200_HALFST","1514","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DIK_ELLEBOOG_KL-SO","SVH:V-SVH-TEGEL_300X150_DIK_ELLEBOOG_KL","4052","SO","*","",""
"V","SVH","V-SVH-TEGEL_600X200_HALFST-SO","SVH:V-SVH-TEGEL_600X200_HALFST","1548","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DUN_HALFST_STIPKL-SO","SVH:SVH-TEGEL_300X300_DUN_HALFST_STIPKL","3958","SO","*","",""
"","SVH","SVH-TEGEL_150X300_DIK_ELLEBOOG_KL-SO","SVH:SVH-TEGEL_150X300_DIK_ELLEBOOG_KL","3948","SO","*","",""
"V","SVH","V-SVH-TEGEL_150X300_DUN_ELLEBOOG-SO","SVH:V-SVH-TEGEL_150X300_DUN_ELLEBOOG","2812","SO","*","",""
"","SVH","SVH-TEGEL_2000X2000_HALFST_KL-SO","SVH:SVH-TEGEL_2000X2000_HALFST_KL","3964","SO","*","",""
"","SVH","SVH-TEGEL_400X600_DUN_HALFST_KL-SO","SVH:SVH-TEGEL_400X600_DUN_HALFST_KL","2536","SO","*","",""
"V","SVH","V-SVH-TEGEL_500X500_LINT-SO","SVH:V-SVH-TEGEL_500X500_LINT","1530","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DUN_LINT_STIPKL-SO","SVH:V-SVH-TEGEL_300X300_DUN_LINT_STIPKL","4059","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DUN_LINT_STIPKL-SO","SVH:V-SVH-TEGEL_300X150_DUN_LINT_STIPKL","2838","SO","*","",""
"V","SVH","V-SVH-TEGEL_100X300_LINT-SO","SVH:V-SVH-TEGEL_100X300_LINT","1537","SO","*","",""
"V","SVH","V-SVH-TEGEL_ZESKANT-SO","SVH:V-SVH-TEGEL_ZESKANT","1555","SO","*","",""
"","SVH","SVH-TEGEL_150X300_DUN_ELLEBOOG-SO","SVH:SVH-TEGEL_150X300_DUN_ELLEBOOG","2764","SO","*","",""
"V","SVH","V-SVH-TEGEL_600X200_LINT-SO","SVH:V-SVH-TEGEL_600X200_LINT","1549","SO","*","",""
"","SVH","SVH-TEGEL_400X400_LINT_KL-SO","SVH:SVH-TEGEL_400X400_LINT_KL","2273","SO","*","",""
"","SVH","SVH-TEGEL_VARIABEL_BLOK_KL-SO","SVH:SVH-TEGEL_VARIABEL_BLOK_KL","2799","SO","*","",""
"V","SVH","V-SVH-TEGEL_2000X2000_HALFST_KL-SO","SVH:V-SVH-TEGEL_2000X2000_HALFST_KL","4064","SO","*","",""
"V","SVH","V-SVH-TEGEL_1000X1000_BLOK_KL-SO","SVH:V-SVH-TEGEL_1000X1000_BLOK_KL","2805","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X600_DIK_HALFST_KL-SO","SVH:V-SVH-TEGEL_400X600_DIK_HALFST_KL","2558","SO","*","",""
"","SVH","SVH-TEGEL_1000X1000_BLOK-SO","SVH:SVH-TEGEL_1000X1000_BLOK","1349","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X400_HALFST-SO","SVH:V-SVH-TEGEL_400X400_HALFST","1520","SO","*","",""
"","SVH","SVH-TEGEL_400X400_HALFST_STIP_KL-SO","SVH:SVH-TEGEL_400X400_HALFST_STIP_KL","2272","SO","*","",""
"V","SVH","V-SVH-TEGEL_150X300_DIK_HALFST_KL-SO","SVH:V-SVH-TEGEL_150X300_DIK_HALFST_KL","2809","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DIK_LINT-SO","SVH:V-SVH-TEGEL_300X300_DIK_LINT","2341","SO","*","",""
"","SVH","SVH-TEGEL_150X300_DIK_HALFST_KL-SO","SVH:SVH-TEGEL_150X300_DIK_HALFST_KL","2761","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DUN_BLOK_KL-SO","SVH:V-SVH-TEGEL_300X300_DUN_BLOK_KL","2841","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X200_HALFST-SO","SVH:V-SVH-TEGEL_300X200_HALFST","1546","SO","*","",""
"","SVH","SVH-TEGEL_FLOWBLOCK","SVH:SVH-TEGEL_FLOWBLOC","3254","","*","",""
"","SVH","SVH-TEGEL_1000X1000_HALFST_KL-SO","SVH:SVH-TEGEL_1000X1000_HALFST_KL","3962","SO","*","",""
"V","SVH","V-SVH-TEGEL_BLOK_STIP_02-SO","SVH:V-SVH-TEGEL_BLOK_STIP_02","1553","SO","*","",""
"","SVH","SVH-TEGEL_300X150_DUN_LINT_STIP-SO","SVH:SVH-TEGEL_300X150_DUN_LINT_STIP","2789","SO","*","",""
"","SVH","SVH-TEGEL_300X200_LINT_KL-SO","SVH:SVH-TEGEL_300X200_LINT_KL","2268","SO","*","",""
"","SVH","SVH-TEGEL_400X600_DUN_LINT_KL-SO","SVH:SVH-TEGEL_400X600_DUN_LINT_KL","2537","SO","*","",""
"V","SVH","V-SVH-TEGEL_600X600_HALFST-SO","SVH:V-SVH-TEGEL_600X600_HALFST","1532","SO","*","",""
"V","SVH","V-SVH-TEGEL_600X600_HALFST_STIP_KL-SO","SVH:V-SVH-TEGEL_600X600_HALFST_STIP_KL","2315","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DUN_LINT-SO","SVH:V-SVH-TEGEL_300X150_DUN_LINT","2835","SO","*","",""
"","SVH","SVH-TEGEL_400X600_DIK_BLOK-SO","SVH:SVH-TEGEL_400X600_DIK_BLOK","2321","SO","*","",""
"","SVH","SVH-TEGEL_200X200_BLOK_KL-SO","SVH:SVH-TEGEL_200X200_BLOK_KL","2770","SO","*","",""
"","SVH","SVH-TEGEL_150X300_DIK_ELLEBOOG_STIP-SO","SVH:SVH-TEGEL_150X300_DIK_ELLEBOOG_STIP","2759","SO","*","",""
"","SVH","SVH-TEGEL_200X600_LINT_KL-SO","SVH:SVH-TEGEL_200X600_LINT_KL","2264","SO","*","",""
"","SVH","SVH-TEGEL_600X600_LINT_STIP_KL-SO","SVH:SVH-TEGEL_600X600_LINT_STIP_KL","2285","SO","*","",""
"","SVH","SVH-TEGEL_1000X1000_HALFST-SO","SVH:SVH-TEGEL_1000X1000_HALFST","1350","SO","*","",""
"","SVH","SVH-TEGEL_300X150_DIK_LINT_KL-SO","SVH:SVH-TEGEL_300X150_DIK_LINT_KL","2778","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DIK_HALFST_STIPKL-SO","SVH:V-SVH-TEGEL_300X150_DIK_HALFST_STIPKL","2824","SO","*","",""
"V","SVH","V-SVH-TEGEL_VARIABEL_HALFST-SO","SVH:V-SVH-TEGEL_VARIABEL_HALFST","1551","SO","*","",""
"","SVH","SVH-TEGEL_150X300_DUN_LINT-SO","SVH:SVH-TEGEL_150X300_DUN_LINT","2768","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DUN_ELLEBOOG_STIP-SO","SVH:V-SVH-TEGEL_300X150_DUN_ELLEBOOG_STIP","2830","SO","*","",""
"","SVH","SVH-TEGEL_300X150_DUN_LINT_KL-SO","SVH:SVH-TEGEL_300X150_DUN_LINT_KL","2788","SO","*","",""
"V","SVH","V-SVH-TEGEL_200X600_HALFST-SO","SVH:V-SVH-TEGEL_200X600_HALFST","1542","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DUN_HALFST_STIP-SO","SVH:V-SVH-TEGEL_300X300_DUN_HALFST_STIP","2548","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DUN_BLOK-SO","SVH:V-SVH-TEGEL_300X300_DUN_BLOK","2336","SO","*","",""
"","SVH","SVH-TEGEL_500X500_LINT-SO","SVH:SVH-TEGEL_500X500_LINT","1370","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DIK_HALFST-SO","SVH:SVH-TEGEL_300X300_DIK_HALFST","2328","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DIK_BLOK_STIPKL-SO","SVH:SVH-TEGEL_300X300_DIK_BLOK_STIPKL","2792","SO","*","",""
"","SVH","SVH-TEGEL_300X150_DIK_HALFST-SO","SVH:SVH-TEGEL_300X150_DIK_HALFST","2773","SO","*","",""
"","SVH","SVH-TEGEL_ZINLOOSGEWELD","SVH:SVH-TEGEL_ZINLOOSGEWEL","3255","","*","",""
"V","SVH","V-SVH-TEGEL_300X200_HALFST_KL-SO","SVH:V-SVH-TEGEL_300X200_HALFST_KL","2299","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X600_DUN_HALFST-SO","SVH:V-SVH-TEGEL_400X600_DUN_HALFST","2331","SO","*","",""
"","SVH","SVH-TEGEL_300X150_DIK_HALFST_STIPKL-SO","SVH:SVH-TEGEL_300X150_DIK_HALFST_STIPKL","2776","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X300_DIK_HALFST_STIPKL-SO","SVH:V-SVH-TEGEL_300X300_DIK_HALFST_STIPKL","4056","SO","*","",""
"V","SVH","V-SVH-TEGEL_300X150_DUN_ELLEBOOG_KL-SO","SVH:V-SVH-TEGEL_300X150_DUN_ELLEBOOG_KL","4054","SO","*","",""
"V","SVH","V-SVH-TEGEL_600X200_HALFST_KL-SO","SVH:V-SVH-TEGEL_600X200_HALFST_KL","2312","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DUN_HALFST_KL-SO","SVH:SVH-TEGEL_300X300_DUN_HALFST_KL","2527","SO","*","",""
"V","SVH","V-SVH-TEGEL_VARIABEL_BLOK_KL-SO","SVH:V-SVH-TEGEL_VARIABEL_BLOK_KL","2847","SO","*","",""
"","SVH","SVH-TEGEL_300X300_DUN_LINT_KL-SO","SVH:SVH-TEGEL_300X300_DUN_LINT_KL","2529","SO","*","",""
"","SVH","SVH-TEGEL_600X600_HALFST_STIP_KL-SO","SVH:SVH-TEGEL_600X600_HALFST_STIP_KL","2283","SO","*","",""
"","SVH","SVH-TEGEL_VARIABEL_HALFST_KL-SO","SVH:SVH-TEGEL_VARIABEL_HALFST_KL","3967","SO","*","",""
"","SVH","SVH-TEGEL_200X600_LINT-SO","SVH:SVH-TEGEL_200X600_LINT","1383","SO","*","",""
"","SVH","SVH-TEGEL_600X200_LINT-SO","SVH:SVH-TEGEL_600X200_LINT","1389","SO","*","",""
"V","SVH","V-SVH-TEGEL_400X400_BLOK-SO","SVH:V-SVH-TEGEL_400X400_BLOK","1519","SO","*","",""
"V","SVH","V-SVH-TEGEL_2000X2000_LINT-SO","SVH:V-SVH-TEGEL_2000X2000_LINT","2702","SO","*","",""
"V","SVH","V-SVH-TEGEL_200X600_LINT-SO","SVH:V-SVH-TEGEL_200X600_LINT","1543","SO","*","",""
"","SVH","SVH-TEGEL_2000X2000_LINT-SO","SVH:SVH-TEGEL_2000X2000_LINT","2703","SO","*","",""
"V","SVH","V-SVH-TEGEL_150X300_DIK_ELLEBOOG_STIP-SO","SVH:V-SVH-TEGEL_150X300_DIK_ELLEBOOG_STIP","2807","SO","*","",""
"V","SVH","V-SVH-TEGEL_150X300_DUN_ELLEBOOG_STIPKL-SO","SVH:V-SVH-TEGEL_150X300_DUN_ELLEBOOG_STIPKL","4051","SO","*","",""
