"lijnkleurURI,""id"",""fase"",""nummer"",""hex"",""R"",""G"",""B"",""optie"""
"http://digitalbuildingdata.tech/nlcs/def/5166edb2-f209-48e8-ae74-48d258ce5111,""258"",""18"",""158"",""#00274F"",""0"",""39"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/846bd09e-ebba-49ad-9709-1166971390b1,""259"",""19"",""159"",""#35424F"",""53"",""66"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/7501c286-9ea8-4646-ad1c-cd6f6cf3a4a9,""260"",""10"",""160"",""#003FFF"",""0"",""63"",""255"","""""
"http://digitalbuildingdata.tech/nlcs/def/47439e40-2e57-4b1c-9b5a-eab166b93940,""261"",""11"",""161"",""#AABFFF"",""170"",""191"",""255"","""""
"http://digitalbuildingdata.tech/nlcs/def/da4c6b2b-c7ee-4d85-99fd-78c6e8418f57,""262"",""12"",""162"",""#002EBD"",""0"",""46"",""189"","""""
"http://digitalbuildingdata.tech/nlcs/def/40ccc930-9789-4f89-a245-b5f79185f1d0,""263"",""13"",""163"",""#7E8DBD"",""126"",""141"",""189"","""""
"http://digitalbuildingdata.tech/nlcs/def/d17deda6-5d24-4559-babb-2b96145b545b,""264"",""14"",""164"",""#001F81"",""0"",""31"",""129"","""""
"http://digitalbuildingdata.tech/nlcs/def/7730a171-35f7-4bb5-8832-cb7c542a0bf7,""265"",""15"",""165"",""#566081"",""86"",""96"",""129"","""""
"http://digitalbuildingdata.tech/nlcs/def/2e876079-5186-469d-a283-d73823470023,""266"",""16"",""166"",""#001968"",""0"",""25"",""104"","""""
"http://digitalbuildingdata.tech/nlcs/def/aa90b7a0-7442-45aa-a99c-f61df5b9b5f0,""267"",""17"",""167"",""#454E68"",""69"",""78"",""104"","""""
"http://digitalbuildingdata.tech/nlcs/def/cc1dc3a7-fda2-40f9-9f41-10f23bdb435c,""268"",""18"",""168"",""#00134F"",""0"",""19"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/46bf6628-4cc0-49a8-8afc-4260b03a4d29,""269"",""19"",""169"",""#353B4F"",""53"",""59"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/6aa127ab-804d-4c1b-8182-76b31acb838e,""270"",""10"",""170"",""#0000FF"",""0"",""0"",""255"",""AK"""
"http://digitalbuildingdata.tech/nlcs/def/1742e231-8c31-4fa8-9c38-d2cb39d70286,""271"",""11"",""171"",""#AAAAFF"",""170"",""170"",""255"","""""
"http://digitalbuildingdata.tech/nlcs/def/5f86d069-e38a-406c-b82b-6889047ba877,""272"",""12"",""172"",""#0000BD"",""0"",""0"",""189"",""AK"""
"http://digitalbuildingdata.tech/nlcs/def/bc882a5a-46c1-4663-87ad-e2508ee28311,""273"",""13"",""173"",""#7E7EBD"",""126"",""126"",""189"","""""
"http://digitalbuildingdata.tech/nlcs/def/22707cfd-1023-4b1f-98cd-aa3377c1c7c6,""274"",""14"",""174"",""#000081"",""0"",""0"",""129"","""""
"http://digitalbuildingdata.tech/nlcs/def/bb6a493d-421c-4eef-b9cb-a51468700db6,""275"",""15"",""175"",""#565681"",""86"",""86"",""129"","""""
"http://digitalbuildingdata.tech/nlcs/def/ebb657cf-b477-461e-8bbe-4c1021b55c0c,""276"",""16"",""176"",""#000068"",""0"",""0"",""104"","""""
"http://digitalbuildingdata.tech/nlcs/def/23077b47-eeb0-4ba4-a14c-357bd0067c63,""277"",""17"",""177"",""#454568"",""69"",""69"",""104"","""""
"http://digitalbuildingdata.tech/nlcs/def/b55da539-b147-4ff7-8335-6ba1b5f836f8,""278"",""18"",""178"",""#00004F"",""0"",""0"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/d1011995-3d4f-417f-b9ad-0a9d238ecf1a,""279"",""19"",""179"",""#35354F"",""53"",""53"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/542ad098-770b-4756-9532-67baa35416b6,""280"",""10"",""180"",""#3F00FF"",""63"",""0"",""255"","""""
"http://digitalbuildingdata.tech/nlcs/def/9b056ef6-270d-4b6c-86b1-1d0387042aed,""281"",""11"",""181"",""#BFAAFF"",""191"",""170"",""255"","""""
"http://digitalbuildingdata.tech/nlcs/def/c0409193-ae96-4688-984f-5925d1dab4e3,""282"",""12"",""182"",""#2E00BD"",""46"",""0"",""189"","""""
"http://digitalbuildingdata.tech/nlcs/def/9d99aff5-6a81-43b1-b254-559f34f46702,""283"",""13"",""183"",""#8D7EBD"",""141"",""126"",""189"","""""
"http://digitalbuildingdata.tech/nlcs/def/aed4b49b-386a-47a9-8f1a-2825f8f6a29f,""284"",""14"",""184"",""#1F0081"",""31"",""0"",""129"","""""
"http://digitalbuildingdata.tech/nlcs/def/0d9b7702-1afc-40f5-acb3-4dbccbdb82d2,""285"",""15"",""185"",""#605681"",""96"",""86"",""129"","""""
"http://digitalbuildingdata.tech/nlcs/def/92e13059-d379-45fe-9435-c4caebdc0807,""286"",""16"",""186"",""#190068"",""25"",""0"",""104"","""""
"http://digitalbuildingdata.tech/nlcs/def/ff26c04b-2b07-48c1-b9df-5145ee36f506,""287"",""17"",""187"",""#4E4568"",""78"",""69"",""104"","""""
"http://digitalbuildingdata.tech/nlcs/def/dbc3e65a-fe81-4f55-bcb0-c6c1ce060533,""288"",""18"",""188"",""#13004F"",""19"",""0"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/50d3cd83-3433-483c-a729-38adba04c12a,""289"",""19"",""189"",""#3B354F"",""59"",""53"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/11bde6cb-50c8-413d-b1df-17283fb4cca5,""290"",""10"",""190"",""#7F00FF"",""127"",""0"",""255"","""""
"http://digitalbuildingdata.tech/nlcs/def/4b2f193c-bb33-45d8-afd7-94f1a7adbaa2,""291"",""11"",""191"",""#D4AAFF"",""212"",""170"",""255"","""""
"http://digitalbuildingdata.tech/nlcs/def/db58f0e7-eabf-4791-be8f-2f9fc84d7204,""292"",""12"",""192"",""#5E00BD"",""94"",""0"",""189"","""""
"http://digitalbuildingdata.tech/nlcs/def/588d08ae-1311-4e76-b6b2-6d41fb46f0ff,""293"",""13"",""193"",""#9D7EBD"",""157"",""126"",""189"","""""
"http://digitalbuildingdata.tech/nlcs/def/38eb09e5-7e0b-4d96-b38d-6f49b12eb42b,""294"",""14"",""194"",""#400081"",""64"",""0"",""129"","""""
"http://digitalbuildingdata.tech/nlcs/def/dfd11341-90bd-43b0-afef-9a6bbe3f96ed,""295"",""15"",""195"",""#6B5681"",""107"",""86"",""129"","""""
"http://digitalbuildingdata.tech/nlcs/def/b0aad84c-e4d0-49a3-9bbd-8702aca730b9,""296"",""16"",""196"",""#340068"",""52"",""0"",""104"","""""
"http://digitalbuildingdata.tech/nlcs/def/4e1f485c-d778-4bbf-aa82-ac3c1aeaab49,""297"",""17"",""197"",""#564568"",""86"",""69"",""104"","""""
"http://digitalbuildingdata.tech/nlcs/def/0b51e32a-63b5-4421-b12c-11fbceac46e9,""298"",""18"",""198"",""#27004F"",""39"",""0"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/6457a44c-f51e-4228-bb64-4d8f72c637a2,""299"",""19"",""199"",""#42354F"",""66"",""53"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/c333f20f-9d84-4e85-86ac-da6f96fdbbe9,""300"",""10"",""200"",""#BF00FF"",""191"",""0"",""255"","""""
"http://digitalbuildingdata.tech/nlcs/def/98ba96c2-fa83-4440-a0e5-5a317ca49bc6,""301"",""11"",""201"",""#EAAAFF"",""234"",""170"",""255"","""""
"http://digitalbuildingdata.tech/nlcs/def/29a6f817-24d7-4419-ac48-b05f59c7f1a4,""302"",""12"",""202"",""#8D00BD"",""141"",""0"",""189"","""""
"http://digitalbuildingdata.tech/nlcs/def/6ea03f7f-c6e6-4521-bc1d-6652cb80692a,""303"",""13"",""203"",""#AD7EBD"",""173"",""126"",""189"","""""
"http://digitalbuildingdata.tech/nlcs/def/7f6e9bfe-a98b-44e8-b56f-37d88181b9ee,""304"",""14"",""204"",""#600081"",""96"",""0"",""129"","""""
"http://digitalbuildingdata.tech/nlcs/def/d6aafb69-5c14-4911-a1dc-c41456d1f576,""305"",""15"",""205"",""#765681"",""118"",""86"",""129"","""""
"http://digitalbuildingdata.tech/nlcs/def/97f8ced5-3357-402e-bd20-5a44dc6c99cb,""306"",""16"",""206"",""#4E0068"",""78"",""0"",""104"","""""
"http://digitalbuildingdata.tech/nlcs/def/c609b4fa-8524-4b1e-9061-2ad0af5becca,""307"",""17"",""207"",""#5F4568"",""95"",""69"",""104"","""""
"http://digitalbuildingdata.tech/nlcs/def/27556a98-2bda-4b8c-9b5c-8b49ba87d22d,""308"",""18"",""208"",""#3B004F"",""59"",""0"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/376616cc-cc60-4859-9cbf-cd12abe5f779,""309"",""19"",""209"",""#49354F"",""73"",""53"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/f11a9a12-f333-4dbd-8c2f-b07192f870f9,""310"",""10"",""210"",""#FF00FF"",""255"",""0"",""255"",""AK"""
"http://digitalbuildingdata.tech/nlcs/def/8ed04224-361f-4f27-a97c-055ecd567097,""311"",""11"",""211"",""#FFAAFF"",""255"",""170"",""255"","""""
"http://digitalbuildingdata.tech/nlcs/def/75741fa3-0667-4740-aa0e-70258432650f,""312"",""12"",""212"",""#BD00BD"",""189"",""0"",""189"",""AK"""
"http://digitalbuildingdata.tech/nlcs/def/4aae68e7-0a1d-4b16-88dd-271c1a5358a0,""313"",""13"",""213"",""#BD7EBD"",""189"",""126"",""189"","""""
"http://digitalbuildingdata.tech/nlcs/def/51c80af1-30af-4022-9803-4b9174b50282,""314"",""14"",""214"",""#810081"",""129"",""0"",""129"","""""
"http://digitalbuildingdata.tech/nlcs/def/372da396-d528-419b-a51f-847aebd74cf2,""315"",""15"",""215"",""#815681"",""129"",""86"",""129"","""""
"http://digitalbuildingdata.tech/nlcs/def/ede4cb29-60b4-46c4-b622-233511d4ea31,""316"",""16"",""216"",""#680068"",""104"",""0"",""104"","""""
"http://digitalbuildingdata.tech/nlcs/def/6d030097-f3cf-4b29-9908-39bd7fb9189a,""317"",""17"",""217"",""#684568"",""104"",""69"",""104"","""""
"http://digitalbuildingdata.tech/nlcs/def/14213618-fa42-4e2d-836d-c92d54ba5cd3,""318"",""18"",""218"",""#4F004F"",""79"",""0"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/4acab562-4974-4c80-beba-1fc88f562aed,""319"",""19"",""219"",""#4F354F"",""79"",""53"",""79"","""""
"http://digitalbuildingdata.tech/nlcs/def/c436acc8-e357-4f7d-a5ed-71ac048a11a8,""320"",""10"",""220"",""#FF00BF"",""255"",""0"",""191"","""""
"http://digitalbuildingdata.tech/nlcs/def/28eee9d2-ae18-4157-b35f-9dceda26b710,""321"",""11"",""221"",""#FFAAEA"",""255"",""170"",""234"","""""
"http://digitalbuildingdata.tech/nlcs/def/2df43bc0-2496-4644-b397-90389a3e3a75,""322"",""12"",""222"",""#BD008D"",""189"",""0"",""141"","""""
"http://digitalbuildingdata.tech/nlcs/def/d81ef538-66c7-4005-bf4d-5fabc4469973,""323"",""13"",""223"",""#BD7EAD"",""189"",""126"",""173"","""""
"http://digitalbuildingdata.tech/nlcs/def/65e39207-c9ad-4184-bd18-6fc5dfb13e68,""324"",""14"",""224"",""#810060"",""129"",""0"",""96"","""""
"http://digitalbuildingdata.tech/nlcs/def/86ec694e-7082-428c-8e86-de6f3cc6d2e9,""325"",""15"",""225"",""#815676"",""129"",""86"",""118"","""""
"http://digitalbuildingdata.tech/nlcs/def/51ed58b8-6763-435c-913e-acfc76d4e058,""326"",""16"",""226"",""#68004E"",""104"",""0"",""78"","""""
"http://digitalbuildingdata.tech/nlcs/def/073bcfdb-e957-4cb7-b29a-279fad9c26c2,""327"",""17"",""227"",""#68455F"",""104"",""69"",""95"","""""
"http://digitalbuildingdata.tech/nlcs/def/fc41a6f6-92e8-4f90-9a7b-4b751f762e1f,""328"",""18"",""228"",""#4F003B"",""79"",""0"",""59"","""""
"http://digitalbuildingdata.tech/nlcs/def/fd6bef1d-41b6-4673-81f9-b6ecceca7e3a,""329"",""19"",""229"",""#4F3549"",""79"",""53"",""73"","""""
"http://digitalbuildingdata.tech/nlcs/def/681c4999-c06e-4428-90b7-a262634a106a,""330"",""20"",""230"",""#FF007F"",""255"",""0"",""127"","""""
"http://digitalbuildingdata.tech/nlcs/def/855b44ba-4339-4bf1-8ad9-780045cc0062,""331"",""11"",""231"",""#FFAAD4"",""255"",""170"",""212"","""""
"http://digitalbuildingdata.tech/nlcs/def/35b41004-933e-4630-b9ce-842b76bc35eb,""332"",""12"",""232"",""#BD005E"",""189"",""0"",""94"","""""
"http://digitalbuildingdata.tech/nlcs/def/144a0df9-b3ec-4459-9d26-71b75c2585d3,""333"",""13"",""233"",""#BD7E9D"",""189"",""126"",""157"","""""
"http://digitalbuildingdata.tech/nlcs/def/c22d116f-036c-4647-a8e9-63fab3c904ef,""334"",""14"",""234"",""#810040"",""129"",""0"",""64"","""""
"http://digitalbuildingdata.tech/nlcs/def/b5c66437-9a9a-4e3d-a624-286ba54225c8,""335"",""15"",""235"",""#81566B"",""129"",""86"",""107"","""""
"http://digitalbuildingdata.tech/nlcs/def/394b85a0-f568-4d60-91ed-97dcf9c7c28a,""336"",""16"",""236"",""#680034"",""104"",""0"",""52"","""""
"http://digitalbuildingdata.tech/nlcs/def/e35642b5-6198-478c-bc0f-a162f623bd6c,""337"",""17"",""237"",""#684556"",""104"",""69"",""86"","""""
"http://digitalbuildingdata.tech/nlcs/def/6fea549f-19bb-4bab-a023-71df0c4a49c4,""338"",""18"",""238"",""#4F0027"",""79"",""0"",""39"","""""
"http://digitalbuildingdata.tech/nlcs/def/0ea5e61a-750b-47f0-a6b0-86b10405cf96,""339"",""19"",""239"",""#4F3542"",""79"",""53"",""66"","""""
"http://digitalbuildingdata.tech/nlcs/def/09c611d1-5b8b-40bc-9130-26bfd93c42ad,""340"",""10"",""240"",""#FF003F"",""255"",""0"",""63"","""""
"http://digitalbuildingdata.tech/nlcs/def/ac19716c-a67b-462c-ba61-444bf3939115,""341"",""11"",""241"",""#FFAABF"",""255"",""170"",""191"","""""
"http://digitalbuildingdata.tech/nlcs/def/3fdb2985-4470-4f1b-aaaf-ba33d69b057a,""342"",""12"",""242"",""#BD002E"",""189"",""0"",""46"","""""
"http://digitalbuildingdata.tech/nlcs/def/7ee7114f-e1b9-4fc2-bba2-c3c107ecb1d5,""343"",""13"",""243"",""#BD7E8D"",""189"",""126"",""141"","""""
"http://digitalbuildingdata.tech/nlcs/def/96840566-d3ee-45fd-9db0-5b4f4e5b50b9,""344"",""14"",""244"",""#81001F"",""129"",""0"",""31"","""""
"http://digitalbuildingdata.tech/nlcs/def/f16d74c7-d067-431e-a3ae-e58a8efc7893,""345"",""15"",""245"",""#815660"",""129"",""86"",""96"","""""
"http://digitalbuildingdata.tech/nlcs/def/46263e80-969d-443a-91c6-6ea35ec66239,""346"",""16"",""246"",""#680019"",""104"",""0"",""25"","""""
"http://digitalbuildingdata.tech/nlcs/def/c8515f6e-f6aa-4c89-9846-bcd98cd00396,""347"",""17"",""247"",""#68454E"",""104"",""69"",""78"","""""
"http://digitalbuildingdata.tech/nlcs/def/5f92d107-5749-40f2-924e-160e793f1755,""348"",""18"",""248"",""#4F0013"",""79"",""0"",""19"","""""
"http://digitalbuildingdata.tech/nlcs/def/2cae3a3c-a6de-401e-86c7-f3006c1cd911,""349"",""19"",""249"",""#4F353B"",""79"",""53"",""59"","""""
"http://digitalbuildingdata.tech/nlcs/def/67f95cac-2f80-4167-8600-36045c62c06c,""350"",""10"",""250"",""#333333"",""51"",""51"",""51"",""AZG"""
"http://digitalbuildingdata.tech/nlcs/def/dce8eebe-26fe-4bcd-8386-302351ce4e18,""351"",""11"",""251"",""#505050"",""80"",""80"",""80"",""AZG"""
"http://digitalbuildingdata.tech/nlcs/def/effa8cb2-00d4-44c4-89c3-7a6368eaab69,""352"",""12"",""252"",""#696969"",""105"",""105"",""105"",""AZG"""
"http://digitalbuildingdata.tech/nlcs/def/50f7e6bd-88c4-4cb6-a60b-64408590c6a3,""353"",""13"",""253"",""#828282"",""130"",""130"",""130"",""AZG"""
"http://digitalbuildingdata.tech/nlcs/def/acc772c2-bc06-4937-91a4-017342e5112c,""354"",""14"",""254"",""#BEBEBE"",""190"",""190"",""190"",""AZG"""
"http://digitalbuildingdata.tech/nlcs/def/e823476e-94af-4e8c-acbf-ab78e27c9262,""355"",""15"",""255"",""#FFFFFF"",""255"",""255"",""255"","""""
