"mappingElement,""gwswStelselType"",""gwswType"",""nlcsObject"",""nlcsObjectName"",""nlcsSymbool"",""nlcsSymbolName"""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/b840fa3c-8321-4659-971b-c17a48b0cc18,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/UitlaatPunt"",""http://digitalbuildingdata.tech/nlcs/def/768cae51-b630-4a59-a538-ef0126f23e32"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/740bda8c-2bec-41ae-a977-f1bf2ac19a2f,""http://data.gwsw.nl/1.6/totaal/Drainagestelsel"",""http://data.gwsw.nl/1.6/totaal/Tandemriool"",""http://digitalbuildingdata.tech/nlcs/def/412c49b3-657f-44ec-8ea3-1ac29f1d1f43"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/5b02674b-8bbb-474d-bc46-93115feb669c,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/Putbuis"",""http://digitalbuildingdata.tech/nlcs/def/a093090c-8195-44b2-8a21-1ea091e89130"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/6a09ce4e-8c8e-4bec-a821-555a615e196d,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Stuwrioolleiding"",""http://digitalbuildingdata.tech/nlcs/def/8d74fd7d-7da6-4283-8bd3-88d1f09f06af"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/80e8d678-fcbb-4cc4-b6c4-9e61b5b87f19,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/Blusriool"",""http://digitalbuildingdata.tech/nlcs/def/4428e3d9-c7a4-40de-86af-fcf63e23d913"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/de8cde5f-ef2c-4aa8-9662-72d6d898a2a1,""http://data.gwsw.nl/1.6/totaal/Duikerstelsel"",""http://data.gwsw.nl/1.6/totaal/VerdieptePut"",""http://digitalbuildingdata.tech/nlcs/def/6f8537d3-442e-4f76-b217-98604636609e"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/efbdbdf2-73bd-43f8-8804-4de7eee28768,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/Stuwrioolleiding"",""http://digitalbuildingdata.tech/nlcs/def/8ff4bf43-15e3-4a2f-8b48-1c125ffcd2e7"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/0d6c03fa-ec45-497a-a614-08d0f29aaec1,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Kolk"",""http://digitalbuildingdata.tech/nlcs/def/7632c2a8-ecfe-4bb0-a4c0-80a40888f89a"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/dfd57006-3f84-4cef-8bd3-20253eeb7ef9,""http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/DT_riool"",""http://digitalbuildingdata.tech/nlcs/def/54b48b18-99ee-427d-9ed3-f766fad4e7cb"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/9e24f270-40cd-4633-a406-16224266db00,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/VolgeschuimdeLeiding"",""http://digitalbuildingdata.tech/nlcs/def/2f619b63-43f2-4823-a647-93b4cc64eeb0"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/1e7e756a-06fe-4ecd-882a-94704872d850,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/Bergingsleiding"",""http://digitalbuildingdata.tech/nlcs/def/f89d386f-715a-4ef8-a4f7-7c18370d8013"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/782b301d-1d86-477a-bd2a-88c8a82f8ab4,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Slokop"",""http://digitalbuildingdata.tech/nlcs/def/0fa0f3ff-44ba-401c-950d-54b83f32c5ab"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/a607386d-5d2b-4a3b-a67c-413d9158e71e,""http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Stuwput"",""http://digitalbuildingdata.tech/nlcs/def/9c6dc92b-169a-48ca-95d0-7ca0468e0feb"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/9603b924-446b-4723-9e7f-b759077cd411,""http://data.gwsw.nl/1.6/totaal/Duikerstelsel"",""http://data.gwsw.nl/1.6/totaal/Bergbezinkleiding"",""http://digitalbuildingdata.tech/nlcs/def/d3e79539-6a5a-46a0-b84a-8894d70a9a38"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/b450e916-16ba-4bac-8244-fab5d707d4b3,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Overstortleiding"",""http://digitalbuildingdata.tech/nlcs/def/eae469bd-5c9b-449c-a5fd-c31f1136a0df"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/92328efa-49cc-4e22-9e80-d6bc2f8ab088,""http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/VolgezandeLeiding"",""http://digitalbuildingdata.tech/nlcs/def/1bd830d4-033e-49c5-ba9f-582b6550acf1"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/0865fd17-ad60-49c4-a647-a1860a6d00d8,""http://data.gwsw.nl/1.6/totaal/Drainagestelsel"",""http://data.gwsw.nl/1.6/totaal/GemengdePerceelaansluitleiding"",""http://digitalbuildingdata.tech/nlcs/def/7936aeff-ab52-456e-98f0-1f1b3342a1dd"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/78987595-ca48-4ce6-9cf8-b728ea4a08a0,""http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel"",""http://data.gwsw.nl/1.6/totaal/UitlaatPunt"",""http://digitalbuildingdata.tech/nlcs/def/24a83f84-fa29-4fb8-9304-61edb3b5ea4f"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/cf9585f4-ec68-4cdc-9cdc-0597fc636830,""http://data.gwsw.nl/1.6/totaal/Drainagestelsel"",""http://data.gwsw.nl/1.6/totaal/VerbeterdeOverstortput"",""http://digitalbuildingdata.tech/nlcs/def/1020990c-b0da-46bb-9db0-2e5d44a86863"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/130f0217-8d50-429c-bd3d-29c5aade3c25,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Tandemriool"",""http://digitalbuildingdata.tech/nlcs/def/eac0d419-f850-4c8b-9dfb-8bf9f0db9e66"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/3c76421e-599e-4a5d-9ded-2800cde4199b,""http://data.gwsw.nl/1.6/totaal/Persleidingsysteem"",""http://data.gwsw.nl/1.6/totaal/Taludgoot"",""http://digitalbuildingdata.tech/nlcs/def/701fabfe-f496-4f63-b764-186b095d171d"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/4277a9f7-6170-4e60-b890-6ea9f4ff2b3f,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Weesleiding"",""http://digitalbuildingdata.tech/nlcs/def/97a7b1fb-80d4-4bc8-afe1-1d03e03971f2"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/f7eb3b3d-0c70-4772-84e8-15702455eba0,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/Zinkerput"",""http://digitalbuildingdata.tech/nlcs/def/a6baad35-2ffe-4664-a76d-a43995a349d7"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/7fe504c1-2b53-472e-8e64-bc308388498d,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Perceelaansluitpunt"",""http://digitalbuildingdata.tech/nlcs/def/5907c42e-e386-4162-a216-1cbe71218422"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/1833c96b-f02e-4c86-99be-c7a2ce135df1,""http://data.gwsw.nl/1.6/totaal/Persleidingsysteem"",""http://data.gwsw.nl/1.6/totaal/Bergbezinkleiding"",""http://digitalbuildingdata.tech/nlcs/def/d3e79539-6a5a-46a0-b84a-8894d70a9a38"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/f3097179-2309-468d-8f54-6396b9d19521,""http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel"",""http://data.gwsw.nl/1.6/totaal/Stuwput"",""http://digitalbuildingdata.tech/nlcs/def/508912f1-01f5-448b-b757-52b8cbd223f8"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/f58f7eb7-61c0-43fa-80cd-7c66f1a75743,""http://data.gwsw.nl/1.6/totaal/Drainagestelsel"",""http://data.gwsw.nl/1.6/totaal/Luchtinjectie_unit"",""http://digitalbuildingdata.tech/nlcs/def/6347b41a-bb38-4ea2-96a3-f5c5f5bf478e"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/a3ad73ab-41bb-4303-a38d-f4cc90294f3c,""http://data.gwsw.nl/1.6/totaal/Duikerstelsel"",""http://data.gwsw.nl/1.6/totaal/Zinkerput"",""http://digitalbuildingdata.tech/nlcs/def/6f8537d3-442e-4f76-b217-98604636609e"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/341f3e6f-fa48-45bb-b43d-f2afa2c5eb9b,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/Drukleiding"",""http://digitalbuildingdata.tech/nlcs/def/705a8d37-14d4-4320-9036-1a1d8b77db14"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/9076b286-1b46-4810-aa8f-66aa1019a5ed,""http://data.gwsw.nl/1.6/totaal/Persleidingsysteem"",""http://data.gwsw.nl/1.6/totaal/GemengdePerceelaansluitleiding"",""http://digitalbuildingdata.tech/nlcs/def/7936aeff-ab52-456e-98f0-1f1b3342a1dd"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/6c1f0f9b-825f-4264-b879-c94a6973aceb,""http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/GecombineerdeStraat_trottoirkolk"",""http://digitalbuildingdata.tech/nlcs/def/8330e264-0ef8-4700-9b79-10f05e362716"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/4a123ea4-1e7a-4190-a171-ee4c4db5c2aa,""http://data.gwsw.nl/1.6/totaal/Duikerstelsel"",""http://data.gwsw.nl/1.6/totaal/Pompput"",""http://digitalbuildingdata.tech/nlcs/def/6f8537d3-442e-4f76-b217-98604636609e"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/0ad009df-0566-4030-9846-d3523c2cfe48,""http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel"",""http://data.gwsw.nl/1.6/totaal/Zinker"",""http://digitalbuildingdata.tech/nlcs/def/e61e84f2-4281-4438-aaa3-a3d5673a0ef2"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/8443d693-0bd2-47e2-ae33-d6a0f3a5e391,""http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Vuilwaterriool"",""http://digitalbuildingdata.tech/nlcs/def/eac0d419-f850-4c8b-9dfb-8bf9f0db9e66"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/961db5fa-e0ce-44f9-afce-83027d721ac8,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/VrijvervalLeidingsegment"",""http://digitalbuildingdata.tech/nlcs/def/5fa3bb4f-29b5-4f06-8c8a-585343d341be"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/b1d21ac6-1826-40be-a525-2cd629c34a84,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Olie__benzineafvangput"",""http://digitalbuildingdata.tech/nlcs/def/6c7a3b19-3403-4310-8ccf-923b1ec196b2"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/32601c12-22e8-4b5a-96d3-ac0d2d466d7d,""http://data.gwsw.nl/1.6/totaal/Persleidingsysteem"",""http://data.gwsw.nl/1.6/totaal/Pompput"",""http://digitalbuildingdata.tech/nlcs/def/7b413caf-4dd5-4d11-82ce-56ccc058e822"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/1c496e6f-fdf6-450a-8fe0-b7c7094d63e8,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Ontlastput"",""http://digitalbuildingdata.tech/nlcs/def/5907c42e-e386-4162-a216-1cbe71218422"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/858db774-248b-49a1-b2d3-4240989a2a17,""http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel"",""http://data.gwsw.nl/1.6/totaal/Mantelbuis"",""http://digitalbuildingdata.tech/nlcs/def/dc858248-57fe-4d49-aee5-eae541c7291d"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/6c876156-ef57-4b61-8b53-055057517b60,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/GeboordeLeiding"",""http://digitalbuildingdata.tech/nlcs/def/e8cbb681-e3da-408f-8ca2-0e53d0663802"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/08efd8f3-12ae-42cd-8457-c48ca6e2ed40,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Beerput"",""http://digitalbuildingdata.tech/nlcs/def/61815ff3-60fb-405f-bc9c-f8223cd62272"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/ed9bcd13-92e7-4b2b-918d-277b5a4c7c6f,""http://data.gwsw.nl/1.6/totaal/Persleidingsysteem"",""http://data.gwsw.nl/1.6/totaal/InterneOverstortput"",""http://digitalbuildingdata.tech/nlcs/def/cc878310-5886-4dab-9a5b-914812cf2c76"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/3ecfc27e-09a6-4394-a8db-40ab5fc5b5ea,""http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel"",""http://data.gwsw.nl/1.6/totaal/Blusriool"",""http://digitalbuildingdata.tech/nlcs/def/4428e3d9-c7a4-40de-86af-fcf63e23d913"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/23ad0358-5d47-4d45-a88c-794a9d51fe7b,""http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Zinker"",""http://digitalbuildingdata.tech/nlcs/def/5458c7da-6494-49c9-859b-5890ba34e1eb"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/ffd8f637-5561-4494-b6f9-ccf4e83bd2f6,""http://data.gwsw.nl/1.6/totaal/Drainagestelsel"",""http://data.gwsw.nl/1.6/totaal/Ontlastput"",""http://digitalbuildingdata.tech/nlcs/def/0fa0f3ff-44ba-401c-950d-54b83f32c5ab"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/5a71d604-2e39-4f52-a631-94cd25b20259,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/Filterput"",""http://digitalbuildingdata.tech/nlcs/def/1e8c5556-7c7c-4a1d-bf1e-66db371ee81b"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/12526429-b4fb-46c2-94d6-dfc8ab40d8c8,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/Mantelbuis"",""http://digitalbuildingdata.tech/nlcs/def/28f0e14d-a291-4488-b80a-c5854017e1e9"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/7efda925-61ab-430c-9529-7f98ea9888ef,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/BijzonderePutconstructie"",""http://digitalbuildingdata.tech/nlcs/def/1e8c5556-7c7c-4a1d-bf1e-66db371ee81b"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/6e0d2699-591b-4271-98e3-1c93951d0348,""http://data.gwsw.nl/1.6/totaal/Drainagestelsel"",""http://data.gwsw.nl/1.6/totaal/Infiltratiekolk"",""http://digitalbuildingdata.tech/nlcs/def/71db1702-a821-49eb-bade-d4c243a838f1"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/b16f2d40-b365-4094-9bf9-5290238c46a0,""http://data.gwsw.nl/1.6/totaal/Duikerstelsel"",""http://data.gwsw.nl/1.6/totaal/Ontlastput"",""http://digitalbuildingdata.tech/nlcs/def/6f8537d3-442e-4f76-b217-98604636609e"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/a3ce98f6-9db1-49c1-9802-b79aca58a2af,""http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel"",""http://data.gwsw.nl/1.6/totaal/ExterneOverstortput"",""http://digitalbuildingdata.tech/nlcs/def/1020990c-b0da-46bb-9db0-2e5d44a86863"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/8353fead-9130-4c64-b2fa-efcb9dfbd99a,""http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel"",""http://data.gwsw.nl/1.6/totaal/Weesleiding"",""http://digitalbuildingdata.tech/nlcs/def/97a7b1fb-80d4-4bc8-afe1-1d03e03971f2"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/54f74439-bad3-4d5f-8b65-9edf31fa6677,""http://data.gwsw.nl/1.6/totaal/Drainagestelsel"",""http://data.gwsw.nl/1.6/totaal/Roostergoot"",""http://digitalbuildingdata.tech/nlcs/def/ed616b3c-7364-4411-9691-1a798edff003"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/7ac3ea35-e645-4334-adad-5bbef2e6496e,""http://data.gwsw.nl/1.6/totaal/Duikerstelsel"",""http://data.gwsw.nl/1.6/totaal/Olie__benzineafvangput"",""http://digitalbuildingdata.tech/nlcs/def/6c7a3b19-3403-4310-8ccf-923b1ec196b2"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/1276ddd4-18f3-42a9-b990-e3a0f65edd2d,""http://data.gwsw.nl/1.6/totaal/Persleidingsysteem"",""http://data.gwsw.nl/1.6/totaal/Parallelriool"",""http://digitalbuildingdata.tech/nlcs/def/705a8d37-14d4-4320-9036-1a1d8b77db14"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/74fb3474-ef97-447a-a202-22f991f61d5a,""http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Ontlastput"",""http://digitalbuildingdata.tech/nlcs/def/0fa0f3ff-44ba-401c-950d-54b83f32c5ab"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/18fd6178-dd61-43aa-b76d-837116d13ce1,""http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel"",""http://data.gwsw.nl/1.6/totaal/Duiker"",""http://digitalbuildingdata.tech/nlcs/def/14c4636f-8802-46cc-8c78-730997acad3d"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/24edbbaf-c0e4-4a12-94c7-7d0c830c63a6,""http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Zinkerput"",""http://digitalbuildingdata.tech/nlcs/def/4a4e0491-d0ae-4fec-9b8d-32835ebe6b36"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/9ab49ab9-e3e2-421b-90f8-970ac4247c6a,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/InterneOverstortput"",""http://digitalbuildingdata.tech/nlcs/def/3abff1a5-8695-439f-ab97-a5cf2637bbc9"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/5c69ba68-c085-4f3e-9833-ef7345ed5ec3,""http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel"",""http://data.gwsw.nl/1.6/totaal/Ontluchtingsleiding"",""http://digitalbuildingdata.tech/nlcs/def/eabb289f-a0a5-4bc1-843d-eb8b2cee709d"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/da8b58f8-a02f-440b-ad84-fbb3551c3c44,""http://data.gwsw.nl/1.6/totaal/Persleidingsysteem"",""http://data.gwsw.nl/1.6/totaal/VrijvervalLeidingsegment"",""http://digitalbuildingdata.tech/nlcs/def/705a8d37-14d4-4320-9036-1a1d8b77db14"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/3d98da3c-01b1-421d-af3d-56083a756343,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/Trottoirkolk"",""http://digitalbuildingdata.tech/nlcs/def/a06f1b2d-7c27-4a9e-bfcc-b991770b0463"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/22431e48-d89d-4ac8-9bc4-5d33ff365e38,""http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/Kruisingsput"",""http://digitalbuildingdata.tech/nlcs/def/12f9c1d7-5a6d-4a29-a614-fad71f66c415"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/6096fca1-f629-4a0b-a219-0fb0f119bf9a,""http://data.gwsw.nl/1.6/totaal/Duikerstelsel"",""http://data.gwsw.nl/1.6/totaal/Lijngoot"",""http://digitalbuildingdata.tech/nlcs/def/82558be4-a84d-4972-a42c-f4e6cd4c5f42"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/446c12a1-bd19-4486-9b21-0bd01e55146a,""http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel"",""http://data.gwsw.nl/1.6/totaal/DIT_riool"",""http://digitalbuildingdata.tech/nlcs/def/54b48b18-99ee-427d-9ed3-f766fad4e7cb"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/52159fdb-ba10-4cb0-b3e1-1636a559772f,""http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel"",""http://data.gwsw.nl/1.6/totaal/Vacuumopslagtank"",""http://digitalbuildingdata.tech/nlcs/def/6b665b51-9f38-4feb-a7b6-2861d20ed0bb"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/0c727c55-c602-4635-b968-8c6709ca2f94,""http://data.gwsw.nl/1.6/totaal/Persleidingsysteem"",""http://data.gwsw.nl/1.6/totaal/Zinker"",""http://digitalbuildingdata.tech/nlcs/def/1566db45-facb-4443-a47b-b495b0367454"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/d623caee-5145-4abd-b474-72089530c576,""http://data.gwsw.nl/1.6/totaal/Duikerstelsel"",""http://data.gwsw.nl/1.6/totaal/VolgeschuimdeLeiding"",""http://digitalbuildingdata.tech/nlcs/def/fc36f344-3520-4ff0-bfd6-c8887540e921"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/75e55441-8e16-4ae3-9a66-8ecbf9674ea6,""http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/VrijvervalLeidingsegment"",""http://digitalbuildingdata.tech/nlcs/def/328688a0-4e48-4e34-8259-510be280f49d"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/feb90823-e631-44a0-a9c5-8a5086a06a82,""http://data.gwsw.nl/1.6/totaal/Drainagestelsel"",""http://data.gwsw.nl/1.6/totaal/VerholenGoot"",""http://digitalbuildingdata.tech/nlcs/def/527140a5-d8d3-4e5e-bdd9-dad2322d9321"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/981d79a8-29e9-4199-90c2-06d10da1e47c,""http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel"",""http://data.gwsw.nl/1.6/totaal/Parallelriool"",""http://digitalbuildingdata.tech/nlcs/def/8fee24c2-10d8-46f6-9592-1775c52bcb32"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/6334c2a7-c4d9-4d46-a6a1-02238e911ead,""http://data.gwsw.nl/1.6/totaal/Drainagestelsel"",""http://data.gwsw.nl/1.6/totaal/Overstortleiding"",""http://digitalbuildingdata.tech/nlcs/def/eae469bd-5c9b-449c-a5fd-c31f1136a0df"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/f2b0f42a-6519-41c9-bf29-8c0b6ffd6b6a,""http://data.gwsw.nl/1.6/totaal/Persleidingsysteem"",""http://data.gwsw.nl/1.6/totaal/RioolputMetGeleiding"",""http://digitalbuildingdata.tech/nlcs/def/cc878310-5886-4dab-9a5b-914812cf2c76"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/736faf7c-c3da-45d6-8c1b-9a547fa2e6c5,""http://data.gwsw.nl/1.6/totaal/GemengdStelsel"",""http://data.gwsw.nl/1.6/totaal/Vacuumopslagtank"",""http://digitalbuildingdata.tech/nlcs/def/6b665b51-9f38-4feb-a7b6-2861d20ed0bb"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/b33801e5-d806-4ba7-b888-4eadde7497c8,""http://data.gwsw.nl/1.6/totaal/Duikerstelsel"",""http://data.gwsw.nl/1.6/totaal/Inspectieput"",""http://digitalbuildingdata.tech/nlcs/def/f9f57835-6228-4c9d-b6f5-53b5a05f8f99"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/26cd5d91-ef20-4f0e-ad04-936a875127e0,""http://data.gwsw.nl/1.6/totaal/Drainagestelsel"",""http://data.gwsw.nl/1.6/totaal/Hondenhokput"",""http://digitalbuildingdata.tech/nlcs/def/36ecef34-d983-4400-9e5d-742ca05d4ec5"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/b6f3b882-a8d7-4eca-a64b-49af159ad7a1,""http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel"",""http://data.gwsw.nl/1.6/totaal/GemengdePerceelaansluitleiding"",""http://digitalbuildingdata.tech/nlcs/def/7936aeff-ab52-456e-98f0-1f1b3342a1dd"","""","""","""""
"http://digitalbuildingdata.tech/nlcs-gwsw/def/75730b37-6a02-47c5-96dc-c79802a6da51,""http://data.gwsw.nl/1.6/totaal/Drainagestelsel"",""http://data.gwsw.nl/1.6/totaal/Noodoverstortput"",""http://digitalbuildingdata.tech/nlcs/def/1020990c-b0da-46bb-9db0-2e5d44a86863"","""","""","""""
