"searchterm","arceringURI","id","abibliotheekURI","abibliotheek","fase","arcering","finalCleanName","optie","schaal","vrkl_kort","vrkl_lang","fileURL"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/80d33e9f-ba0f-4927-aedc-f65471018f85","84","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_VROM-SO","GRONDEIGENDOM_VROM","SO","1","eigendomvrom","0,0,0,0,1.4286","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_VROM-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/c1169cfc-7b43-406f-a675-cca8042b063a","85","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_DEFENSIE-SO","GRONDEIGENDOM_DEFENSIE","SO","1","eigendomdefensie","60,0,0,0,2 120,0,0,0,2","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_DEFENSIE-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/8ce83a46-1be4-4948-b80f-56de709831aa","86","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_DOMEINEN-SO","GRONDEIGENDOM_DOMEINEN","SO","1","eigendomdomeinen","11.234,14.027965,418.24295,2.810865,3.00142,1.09915,-9.4567 78.098,13.74786,23.2446,3.813745,1.94804,1.3825,-8.1269 109.834,463.242505,19.2011,1.948015,3.813745,1.4233,-8.78845 158.936,14.73627,265.2413,3.00142,2.810865,1.21935,-9.74925 11.234,13.527965,417.74295,2.810865,3.00142,1.09915,-9.4567 78.098,13.24786,22.7446,3.813745,1.94804,1.3825,-8.1269 109.834,462.742505,18.7011,1.948015,3.813745,1.4233,-8.78845 158.936,14.23627,264.7413,3.00142,2.810865,1.21935,-9.74925","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_DOMEINEN-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/10b15a2f-4b1a-4a69-aa66-35c5ab2ed48b","87","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_VENW-SO","GRONDEIGENDOM_VENW","SO","1","eigendomvenw","45,0,0,0,1.27,0,-1.27","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_VENW-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/bbfb66c2-62f2-4bd7-900c-e36dfa3527e0","88","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_FINANCIEN-SO","GRONDEIGENDOM_FINANCIEN","SO","1","eigendomfinancien","30,0,0,0,1 150,0,0,0,1","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_FINANCIEN-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/b972af0b-a198-4270-9266-97e615a6e8b5","89","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_LANDBOUW-SO","GRONDEIGENDOM_LANDBOUW","SO","1","eigendomlandbouw","0.0,1.1246,1.6969,1.875,1.0825,0.2509,-3.4991 180.0,1.3755,2.6332,1.875,1.0825,0.2509,-3.4991 270.0,0.7819,2.2905,1.0825,1.875,0.2509,-1.9142 90.0,1.7182,2.0396,1.0825,1.875,0.2509,-1.9142 240.0,0.9073,2.5078,1.875,1.0825,0.2509,-3.4991 210.0,1.1246,2.6332,1.0825,1.875,0.2509,-1.9142 30.0,1.3755,1.6969,1.0825,1.875,0.2509,-1.9142 300.0,0.7819,2.0396,1.875,1.0825,0.2509,-3.4991 120.0,1.7182,2.2905,1.875,1.0825,0.2509,-3.4991 330.0,0.9073,1.8224,1.0825,1.875,0.2509,-1.9142 60.0,1.5927,1.8224,1.875,1.0825,0.2509,-3.4991 150.0,1.5927,2.5078,1.0825,1.875,0.2509,-1.9142","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_LANDBOUW-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/a0320894-b7ce-4574-a168-3c48daeb54f3","90","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_PROVINCIE-SO","GRONDEIGENDOM_PROVINCIE","SO","1","eigendomprovincie","45,0,0,0,0.7938,0,-0.7938","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_PROVINCIE-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/62774d86-2a64-4589-aff2-e1614df622cb","91","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_GEMEENTE-SO","GRONDEIGENDOM_GEMEENTE","SO","1","eigendomgemeente","90,0,0,0,2","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_GEMEENTE-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/addb5c95-9737-45f7-ae76-6345122739f3","92","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_PRORAIL-SO","GRONDEIGENDOM_PRORAIL","SO","1","eigendomprorail","0,0,0,0,1.1111,0,-1.1111","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_PRORAIL-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/18c1161c-f3d0-4a0f-ac62-95707f37396f","93","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_WATERSCHAP-SO","GRONDEIGENDOM_WATERSCHAP","SO","1","eigendomwaterschap","45,0,0,0,1 135,0,0,0,1","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_WATERSCHAP-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/1fbeb028-a3c0-4485-a1e6-8d3711b5575e","94","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_PARTIC_01-SO","GRONDEIGENDOM_PARTIC_01","SO","1","eigendomparticulier1","0,0,0,3.175,3.175,1.5875,-4.7625 90,0.79375,-0.79375,3.175,3.175,1.5875,-4.7625","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_PARTIC_01-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/0c3eea78-3fc9-4616-953b-70f75d2de548","95","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_PARTIC_02-SO","GRONDEIGENDOM_PARTIC_02","SO","1","eigendomparticulier2","60,0,0,2.38125,4.124445,2.38125,-2.38125 120,0,0,2.38125,4.124445,2.38125,-2.38125 0,-1.190625,2.062225,2.38125,4.124445,2.38125,-2.38125","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_PARTIC_02-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/8e83124e-3bf8-4351-b8d1-9c5bf8b2268b","96","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_PARTIC_03-SO","GRONDEIGENDOM_PARTIC_03","SO","1","eigendomparticulier3","0,0,0,0,2.74963,1.5875,-3.175 120,0,0,0,2.74963,1.5875,-3.175 60,1.5875,0,0,2.74963,1.5875,-3.175","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_PARTIC_03-SO.pat"
"GRONDEIGENDOM","http://digitalbuildingdata.tech/nlcs/def/44a54fa4-4739-4e9e-b2e4-83ff4c327c03","97","http://digitalbuildingdata.tech/nlcs/def/8dfc4600-0b05-43f5-a419-442d5682da7d","AKG","","AKG-GRONDEIGENDOM_PARTIC_04-SO","GRONDEIGENDOM_PARTIC_04","SO","1","eigendomparticulier4","90,0,0,0,12.7 90,3.175,0,0,12.7 0,0,0,0,12.7,-3.175,3.175 0,0,3.175,0,12.7,-3.175,3.175 0,0,6.35,0,12.7,3.175,-3.175 0,0,9.525,0,12.7,3.175,-3.175 90,6.35,0,0,12.7,3.175,-3.175 90,9.525,0,0,12.7,3.175,-3.175","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AKG-GRONDEIGENDOM_PARTIC_04-SO.pat"
