"FASE","BIB","SYMBOOL","ID"
"V","SVH","V-SVH-TEGEL_300X150_DIK_LINT_STIP-SO","2827"
"V","SVH","V-SVH-TEGEL_PARKEERTEGEL","800"
"V","SVH","V-SVH-TEGEL_200X600_LINT_KL-SO","2296"
"V","SVH","V-SVH-TEGEL_150X300_DUN_LINT_KL-SO","2817"
"V","SVH","V-SVH-TEGEL_300X300_DUN_HALFST_STIPKL-SO","4058"
"","SVH","SVH-TEGEL_300X300_DIK_BLOK-SO","2327"
"V","SVH","V-SVH-TEGEL_200X200_LINT-SO","1515"
"V","SVH","V-SVH-TEGEL_200X200_LINT_KL-SO","2292"
"V","SVH","V-SVH-TEGEL_600X200_LINT_KL-SO","2313"
"V","SVH","V-SVH-TEGEL_300X150_DIK_ELLEBOOG_STIPKL-SO","4053"
"V","SVH","V-SVH-TEGEL_300X150_DIK_HALFST-SO","2821"
"","SVH","SVH-TEGEL_PARKEERTEGEL","701"
"","SVH","SVH-TEGEL_300X150_DUN_LINT_STIPKL-SO","2790"
"","SVH","SVH-TEGEL_300X300_DUN_BLOK_KL-SO","2793"
"","SVH","SVH-TEGEL_500X500_HALFST_KL-SO","2278"
"","SVH","SVH-TEGEL_300X150_DUN_LINT-SO","2787"
"","SVH","SVH-TEGEL_2000X2000_HALFST-SO","1352"
"V","SVH","V-SVH-TEGEL_2000X2000_BLOK-SO","1511"
"","SVH","SVH-TEGEL_BLOK_STIP_01-SO","1392"
"V","SVH","V-SVH-TEGEL_200X200_BLOK-SO","1513"
"","SVH","SVH-TEGEL_300X150_DIK_ELLEBOOG_STIP-SO","2772"
"","SVH","SVH-TEGEL_100X300_HALFST-SO","1376"
"V","SVH","V-SVH-TEGEL_100X300_LINT_KL-SO","2287"
"","SVH","SVH-TEGEL_600X200_HALFST-SO","1388"
"V","SVH","V-SVH-TEGEL_200X300_HALFST_KL-SO","2293"
"","SVH","SVH-TEGEL_600X600_BLOK_KL-SO","2798"
"V","SVH","V-SVH-TEGEL_150X300_DIK_HALFST-SO","2808"
"V","SVH","V-SVH-TEGEL_300X300_DUN_HALFST_KL-SO","2547"
"","SVH","SVH-TEGEL_400X600_DIK_BLOK_KL-SO","2796"
"","SVH","SVH-TEGEL_300X300_DIK_BLOK_STIP-SO","2531"
"V","SVH","V-SVH-TEGEL_300X300_DUN_LINT-SO","2338"
"V","SVH","V-SVH-TEGEL_400X600_DIK_LINT-SO","2335"
"V","SVH","V-SVH-TEGEL_2000X2000_LINT_KL-SO","2290"
"V","SVH","V-SVH-TEGEL_300X300_DIK_HALFST-SO","2340"
"V","SVH","V-SVH-TEGEL_400X400_HALFST_STREEP_KL-SO","4060"
"V","SVH","V-SVH-TEGEL_400X600_DIK_LINT_KL-SO","2559"
"V","SVH","V-SVH-TEGEL_400X400_HALFST_STIP_KL-SO","2304"
"","SVH","SVH-TEGEL_400X400_LINT_STIP_KL-SO","2274"
"","SVH","SVH-TEGEL_2000X2000_BLOK_KL-SO","3963"
"","SVH","SVH-TEGEL_500X500_HALFST-SO","1369"
"V","SVH","V-SVH-TEGEL_200X200_HALFST_KL-SO","2291"
"V","SVH","V-SVH-TEGEL_300X300_DUN_BLOK_STIP-SO","2546"
"V","SVH","V-SVH-TEGEL_300X300_DUN_BLOK_STIPKL-SO","2842"
"","SVH","SVH-TEGEL_150X300_DUN_ELLEBOOG_KL-SO","3950"
"","SVH","SVH-TEGEL_100X300_LINT_KL-SO","2255"
"","SVH","SVH-TEGEL_200X200_HALFST_KL-SO","2259"
"","SVH","SVH-TEGEL_400X400_HALFST_STREEP-SO","1362"
"","SVH","SVH-TEGEL_CONTAINERTEGEL","651"
"","SVH","SVH-TEGEL_300X150_DUN_HALFST_STIP-SO","2785"
"V","SVH","V-SVH-TEGEL_400X400_HALFST_STIP-SO","1521"
"V","SVH","V-SVH-TEGEL_1000X1000_BLOK-SO","1509"
"","SVH","SVH-TEGEL_150X300_DIK_ELLEBOOG_STIPKL-SO","3949"
"V","SVH","V-SVH-TEGEL_600X600_LINT_STIP_KL-SO","2317"
"","SVH","SVH-TEGEL_200X600_HALFST_KL-SO","2263"
"","SVH","SVH-TEGEL_VARIABEL_BLOK-SO","1390"
"","SVH","SVH-TEGEL_300X300_DIK_HALFST_KL-SO","2532"
"V","SVH","V-SVH-TEGEL_400X400_LINT_KL-SO","2305"
"","SVH","SVH-TEGEL_300X150_DIK_LINT_STIP-SO","2779"
"V","SVH","V-SVH-TEGEL_300X150_DUN_HALFST_STIP-SO","2833"
"","SVH","SVH-TEGEL_150X300_DIK_LINT_KL-SO","2763"
"V","SVH","V-SVH-TEGEL_150X300_DIK_ELLEBOOG_KL-SO","4048"
"","SVH","SVH-TEGEL_BLOK_STIP_02-SO","1393"
"","SVH","SVH-TEGEL_ZESKANT_KL-SO","3968"
"V","SVH","V-SVH-TEGEL_400X600_DUN_BLOK-SO","2330"
"V","SVH","V-SVH-TEGEL_2000X2000_BLOK_KL-SO","4063"
"V","SVH","V-SVH-TEGEL_300X300_DIK_BLOK_KL-SO","2839"
"V","SVH","V-SVH-TEGEL_300X300_DIK_HALFST_KL-SO","2552"
"","SVH","SVH-TEGEL_300X300_DIK_HALFST_STIPKL-SO","3956"
"","SVH","SVH-TEGEL_300X300_DUN_BLOK-SO","2324"
"V","SVH","V-SVH-TEGEL_300X150_DIK_LINT_KL-SO","2826"
"V","SVH","V-SVH-TEGEL_BLOK_STIP_01_KL-SO","4065"
"","SVH","SVH-TEGEL_100X300_LINT-SO","1377"
"","SVH","SVH-TEGEL_VARIABEL_HALFST-SO","1391"
"V","SVH","V-SVH-TEGEL_600X600_HALFST_KL-SO","2314"
"","SVH","SVH-TEGEL_300X150_DUN_HALFST-SO","2783"
"V","SVH","V-SVH-TEGEL_100X300_HALFST-SO","1536"
"V","SVH","V-SVH-TEGEL_150X300_DUN_HALFST_KL-SO","2815"
"V","SVH","V-SVH-TEGEL_300X150_DIK_LINT-SO","2825"
"","SVH","SVH-TEGEL_500X500_BLOK_KL-SO","3961"
"V","SVH","V-SVH-TEGEL_300X150_DUN_ELLEBOOG-SO","2829"
"V","SVH","V-SVH-TEGEL_400X400_HALFST_STREEP-SO","1522"
"","SVH","SVH-TEGEL_BLOK_STIP_02_KL-SO","3966"
"","SVH","SVH-TEGEL_400X400_BLOK_KL-SO","2795"
"","SVH","SVH-TEGEL_150X300_DIK_HALFST-SO","2760"
"V","SVH","V-SVH-TEGEL_150X300_DIK_ELLEBOOG-SO","2806"
"","SVH","SVH-TEGEL_300X150_DIK_ELLEBOOG_STIPKL-SO","3953"
"V","SVH","V-SVH-TEGEL_100X300_HALFST_KL-SO","2286"
"","SVH","SVH-TEGEL_100X300_HALFST_KL-SO","2254"
"","SVH","SVH-TEGEL_600X600_LINT-SO","1374"
"","SVH","SVH-TEGEL_600X200_HALFST_KL-SO","2280"
"V","SVH","V-SVH-TEGEL_150X300_DUN_ELLEBOOG_KL-SO","4050"
"","SVH","SVH-TEGEL_400X600_DUN_LINT-SO","2320"
"V","SVH","V-SVH-TEGEL_150X300_DIK_ELLEBOOG_STIPKL-SO","4049"
"","SVH","SVH-TEGEL_2000X2000_LINT_KL-SO","2258"
"V","SVH","V-SVH-TEGEL_600X600_BLOK_KL-SO","2846"
"V","SVH","V-SVH-TEGEL_400X400_LINT_STIP-SO","1524"
"","SVH","SVH-TEGEL_400X400_LINT_STREEP_KL-SO","2275"
"","SVH","SVH-TEGEL_300X300_DIK_LINT-SO","2329"
"","SVH","SVH-TEGEL_400X600_DUN_HALFST-SO","2319"
"V","SVH","V-SVH-TEGEL_300X150_DIK_LINT_STIPKL-SO","2828"
"","SVH","SVH-TEGEL_ZESKANT-SO","1395"
"","SVH","SVH-TEGEL_400X400_LINT_STIP-SO","1364"
"V","SVH","V-SVH-TEGEL_400X600_DUN_BLOK_KL-SO","2845"
"","SVH","SVH-TEGEL_500X500_BLOK-SO","1368"
"","SVH","SVH-TEGEL_200X200_BLOK-SO","1353"
"","SVH","SVH-TEGEL_150X300_DUN_HALFST-SO","2766"
"","SVH","SVH-TEGEL_300X300_DUN_HALFST_STIP-SO","2528"
"V","SVH","V-SVH-TEGEL_1000X1000_HALFST-SO","1510"
"V","SVH","V-SVH-TEGEL_300X150_DUN_HALFST_STIPKL-SO","2834"
"","SVH","SVH-TEGEL_300X300_DUN_BLOK_STIPKL-SO","2794"
"V","SVH","V-SVH-TEGEL_300X150_DIK_ELLEBOOG-SO","2819"
"V","SVH","V-SVH-TEGEL_200X300_HALFST-SO","1540"
"","SVH","SVH-TEGEL_150X300_DIK_LINT-SO","2762"
"","SVH","SVH-TEGEL_2000X2000_BLOK-SO","1351"
"","SVH","SVH-TEGEL_200X200_HALFST-SO","1354"
"V","SVH","V-SVH-TEGEL_200X200_HALFST-SO","1514"
"V","SVH","V-SVH-TEGEL_300X150_DIK_ELLEBOOG_KL-SO","4052"
"V","SVH","V-SVH-TEGEL_600X200_HALFST-SO","1548"
"","SVH","SVH-TEGEL_300X300_DUN_HALFST_STIPKL-SO","3958"
"","SVH","SVH-TEGEL_150X300_DIK_ELLEBOOG_KL-SO","3948"
"V","SVH","V-SVH-TEGEL_150X300_DUN_ELLEBOOG-SO","2812"
"","SVH","SVH-TEGEL_2000X2000_HALFST_KL-SO","3964"
"","SVH","SVH-TEGEL_400X600_DUN_HALFST_KL-SO","2536"
"V","SVH","V-SVH-TEGEL_500X500_LINT-SO","1530"
"V","SVH","V-SVH-TEGEL_300X300_DUN_LINT_STIPKL-SO","4059"
"V","SVH","V-SVH-TEGEL_300X150_DUN_LINT_STIPKL-SO","2838"
"V","SVH","V-SVH-TEGEL_100X300_LINT-SO","1537"
"V","SVH","V-SVH-TEGEL_ZESKANT-SO","1555"
"","SVH","SVH-TEGEL_150X300_DUN_ELLEBOOG-SO","2764"
"V","SVH","V-SVH-TEGEL_600X200_LINT-SO","1549"
"","SVH","SVH-TEGEL_400X400_LINT_KL-SO","2273"
"","SVH","SVH-TEGEL_VARIABEL_BLOK_KL-SO","2799"
"V","SVH","V-SVH-TEGEL_2000X2000_HALFST_KL-SO","4064"
"V","SVH","V-SVH-TEGEL_1000X1000_BLOK_KL-SO","2805"
"V","SVH","V-SVH-TEGEL_400X600_DIK_HALFST_KL-SO","2558"
"","SVH","SVH-TEGEL_1000X1000_BLOK-SO","1349"
"V","SVH","V-SVH-TEGEL_400X400_HALFST-SO","1520"
"","SVH","SVH-TEGEL_400X400_HALFST_STIP_KL-SO","2272"
"V","SVH","V-SVH-TEGEL_150X300_DIK_HALFST_KL-SO","2809"
"V","SVH","V-SVH-TEGEL_300X300_DIK_LINT-SO","2341"
"","SVH","SVH-TEGEL_150X300_DIK_HALFST_KL-SO","2761"
"V","SVH","V-SVH-TEGEL_300X300_DUN_BLOK_KL-SO","2841"
"V","SVH","V-SVH-TEGEL_300X200_HALFST-SO","1546"
"","SVH","SVH-TEGEL_FLOWBLOCK","3254"
"","SVH","SVH-TEGEL_1000X1000_HALFST_KL-SO","3962"
"V","SVH","V-SVH-TEGEL_BLOK_STIP_02-SO","1553"
"","SVH","SVH-TEGEL_300X150_DUN_LINT_STIP-SO","2789"
"","SVH","SVH-TEGEL_300X200_LINT_KL-SO","2268"
"","SVH","SVH-TEGEL_400X600_DUN_LINT_KL-SO","2537"
"V","SVH","V-SVH-TEGEL_600X600_HALFST-SO","1532"
"V","SVH","V-SVH-TEGEL_600X600_HALFST_STIP_KL-SO","2315"
"V","SVH","V-SVH-TEGEL_300X150_DUN_LINT-SO","2835"
"","SVH","SVH-TEGEL_400X600_DIK_BLOK-SO","2321"
"","SVH","SVH-TEGEL_200X200_BLOK_KL-SO","2770"
"","SVH","SVH-TEGEL_150X300_DIK_ELLEBOOG_STIP-SO","2759"
"","SVH","SVH-TEGEL_200X600_LINT_KL-SO","2264"
"","SVH","SVH-TEGEL_600X600_LINT_STIP_KL-SO","2285"
"","SVH","SVH-TEGEL_1000X1000_HALFST-SO","1350"
"","SVH","SVH-TEGEL_300X150_DIK_LINT_KL-SO","2778"
"V","SVH","V-SVH-TEGEL_300X150_DIK_HALFST_STIPKL-SO","2824"
"V","SVH","V-SVH-TEGEL_VARIABEL_HALFST-SO","1551"
"","SVH","SVH-TEGEL_150X300_DUN_LINT-SO","2768"
"V","SVH","V-SVH-TEGEL_300X150_DUN_ELLEBOOG_STIP-SO","2830"
"","SVH","SVH-TEGEL_300X150_DUN_LINT_KL-SO","2788"
"V","SVH","V-SVH-TEGEL_200X600_HALFST-SO","1542"
"V","SVH","V-SVH-TEGEL_300X300_DUN_HALFST_STIP-SO","2548"
"V","SVH","V-SVH-TEGEL_300X300_DUN_BLOK-SO","2336"
"","SVH","SVH-TEGEL_500X500_LINT-SO","1370"
"","SVH","SVH-TEGEL_300X300_DIK_HALFST-SO","2328"
"","SVH","SVH-TEGEL_300X300_DIK_BLOK_STIPKL-SO","2792"
"","SVH","SVH-TEGEL_300X150_DIK_HALFST-SO","2773"
"","SVH","SVH-TEGEL_ZINLOOSGEWELD","3255"
"V","SVH","V-SVH-TEGEL_300X200_HALFST_KL-SO","2299"
"V","SVH","V-SVH-TEGEL_400X600_DUN_HALFST-SO","2331"
"","SVH","SVH-TEGEL_300X150_DIK_HALFST_STIPKL-SO","2776"
"V","SVH","V-SVH-TEGEL_300X300_DIK_HALFST_STIPKL-SO","4056"
"V","SVH","V-SVH-TEGEL_300X150_DUN_ELLEBOOG_KL-SO","4054"
"V","SVH","V-SVH-TEGEL_600X200_HALFST_KL-SO","2312"
"","SVH","SVH-TEGEL_300X300_DUN_HALFST_KL-SO","2527"
"V","SVH","V-SVH-TEGEL_VARIABEL_BLOK_KL-SO","2847"
"","SVH","SVH-TEGEL_300X300_DUN_LINT_KL-SO","2529"
"","SVH","SVH-TEGEL_600X600_HALFST_STIP_KL-SO","2283"
"","SVH","SVH-TEGEL_VARIABEL_HALFST_KL-SO","3967"
"","SVH","SVH-TEGEL_200X600_LINT-SO","1383"
"","SVH","SVH-TEGEL_600X200_LINT-SO","1389"
"V","SVH","V-SVH-TEGEL_400X400_BLOK-SO","1519"
"V","SVH","V-SVH-TEGEL_2000X2000_LINT-SO","2702"
"V","SVH","V-SVH-TEGEL_200X600_LINT-SO","1543"
"","SVH","SVH-TEGEL_2000X2000_LINT-SO","2703"
"V","SVH","V-SVH-TEGEL_150X300_DIK_ELLEBOOG_STIP-SO","2807"
"V","SVH","V-SVH-TEGEL_150X300_DUN_ELLEBOOG_STIPKL-SO","4051"
"","SVH","SVH-TEGEL_300X200_HALFST_KL-SO","2267"
"","SVH","SVH-TEGEL_BLOK_STIP_01_KL-SO","3965"
"V","SVH","V-SVH-TEGEL_200X300_LINT-SO","1541"
"V","SVH","V-SVH-TEGEL_400X400_LINT_STREEP-SO","2701"
"","SVH","SVH-TEGEL_300X150_DIK_ELLEBOOG_KL-SO","3952"
"","SVH","SVH-TEGEL_300X150_DIK_HALFST_KL-SO","2774"
"","SVH","SVH-TEGEL_600X600_BLOK-SO","1371"
"V","SVH","V-SVH-TEGEL_300X150_DUN_ELLEBOOG_STIPKL-SO","4055"
"V","SVH","V-SVH-TEGEL_2000X2000_HALFST-SO","1512"
"","SVH","SVH-TEGEL_400X400_HALFST-SO","1360"
"","SVH","SVH-TEGEL_300X300_DIK_LINT_STIPKL-SO","3957"
"","SVH","SVH-TEGEL_300X150_DUN_ELLEBOOG-SO","2781"
"V","SVH","V-SVH-TEGEL_300X150_DUN_LINT_STIP-SO","2837"
"","SVH","SVH-TEGEL_400X400_HALFST_KL-SO","2271"
"V","SVH","V-SVH-TEGEL_150X300_DUN_LINT-SO","2816"
"V","SVH","V-SVH-TEGEL_600X600_LINT-SO","1534"
"","SVH","SVH-TEGEL_300X150_DUN_HALFST_STIPKL-SO","2786"
"","SVH","SVH-TEGEL_200X300_HALFST-SO","1380"
"V","SVH","V-SVH-TEGEL_400X600_DIK_HALFST-SO","2334"
"V","SVH","V-SVH-TEGEL_400X600_DUN_LINT-SO","2332"
"V","SVH","V-SVH-TEGEL_500X500_LINT_KL-SO","2311"
"V","SVH","V-SVH-TEGEL_CONTAINERTEGEL","750"
"V","SVH","V-SVH-TEGEL_BLOK_STIP_01-SO","1552"
"V","SVH","V-SVH-TEGEL_BLOK_STIP_02_KL-SO","4066"
"V","SVH","V-SVH-TEGEL_300X150_DIK_HALFST_KL-SO","2822"
"","SVH","SVH-TEGEL_300X300_DIK_HALFST_STIP-SO","2533"
"V","SVH","V-SVH-TEGEL_400X400_HALFST_KL-SO","2303"
"","SVH","SVH-TEGEL_400X400_BLOK-SO","1359"
"","SVH","SVH-TEGEL_300X150_DIK_HALFST_STIP-SO","2775"
"","SVH","SVH-TEGEL_400X600_DUN_BLOK-SO","2318"
"","SVH","SVH-TEGEL_300X300_DIK_BLOK_KL-SO","2791"
"V","SVH","V-SVH-TEGEL_ZESKANT_KL-SO","4068"
"","SVH","SVH-TEGEL_1000X1000_BLOK_KL-SO","2757"
"","SVH","SVH-TEGEL_150X300_DUN_HALFST_KL-SO","2767"
"V","SVH","V-SVH-TEGEL_400X600_DUN_LINT_KL-SO","2557"
"","SVH","SVH-TEGEL_300X150_DUN_ELLEBOOG_KL-SO","3954"
"V","SVH","V-SVH-TEGEL_400X600_DIK_BLOK-SO","2333"
"","SVH","SVH-TEGEL_300X200_LINT-SO","1387"
"","SVH","SVH-TEGEL_300X300_DUN_BLOK_STIP-SO","2526"
"V","SVH","V-SVH-TEGEL_300X300_DIK_LINT_STIPKL-SO","4057"
"V","SVH","V-SVH-TEGEL_150X300_DUN_ELLEBOOG_STIP-SO","2813"
"","SVH","SVH-TEGEL_500X500_LINT_KL-SO","2279"
"V","SVH","V-SVH-TEGEL_600X600_HALFST_STIP-SO","1533"
"","SVH","SVH-TEGEL_300X300_DUN_LINT-SO","2326"
"V","SVH","V-SVH-TEGEL_300X300_DUN_LINT_STIP-SO","2550"
"V","SVH","V-SVH-TEGEL_300X300_DIK_LINT_STIP-SO","2555"
"V","SVH","V-SVH-TEGEL_300X150_DUN_LINT_KL-SO","2836"
"","SVH","SVH-TEGEL_400X400_HALFST_STIP-SO","1361"
"V","SVH","V-SVH-TEGEL_500X500_BLOK-SO","1528"
"","SVH","SVH-TEGEL_200X300_LINT-SO","1381"
"V","SVH","V-SVH-TEGEL_VARIABEL_BLOK-SO","1550"
"V","SVH","V-SVH-TEGEL_300X200_LINT_KL-SO","2300"
"","SVH","SVH-TEGEL_150X300_DUN_ELLEBOOG_STIPKL-SO","3951"
"V","SVH","V-SVH-TEGEL_300X200_LINT-SO","1547"
"V","SVH","V-SVH-TEGEL_400X400_BLOK_KL-SO","2843"
"V","SVH","V-SVH-TEGEL_300X150_DUN_HALFST-SO","2831"
"","SVH","SVH-TEGEL_300X150_DUN_HALFST_KL-SO","2784"
"V","SVH","V-SVH-TEGEL_400X600_DUN_HALFST_KL-SO","2556"
"","SVH","SVH-TEGEL_400X600_DIK_LINT_KL-SO","2539"
"V","SVH","V-SVH-TEGEL_400X400_LINT_STREEP_KL-SO","2307"
"","SVH","SVH-TEGEL_300X150_DIK_LINT-SO","2777"
"","SVH","SVH-TEGEL_400X400_LINT-SO","1363"
"","SVH","SVH-TEGEL_150X300_DUN_LINT_KL-SO","2769"
"V","SVH","V-SVH-TEGEL_200X300_LINT_KL-SO","2294"
"V","SVH","V-SVH-TEGEL_150X300_DIK_LINT_KL-SO","2811"
"","SVH","SVH-TEGEL_600X600_LINT_KL-SO","2284"
"V","SVH","V-SVH-TEGEL_600X600_LINT_KL-SO","2316"
"V","SVH","V-SVH-TEGEL_300X300_DIK_BLOK-SO","2339"
"","SVH","SVH-TEGEL_300X150_DUN_ELLEBOOG_STIP-SO","2782"
"","SVH","SVH-TEGEL_150X300_DUN_ELLEBOOG_STIP-SO","2765"
"V","SVH","V-SVH-TEGEL_300X150_DIK_ELLEBOOG_STIP-SO","2820"
"","SVH","SVH-TEGEL_200X200_LINT-SO","1355"
"","SVH","SVH-TEGEL_200X300_LINT_KL-SO","2262"
"","SVH","SVH-TEGEL_300X150_DIK_ELLEBOOG-SO","2771"
"","SVH","SVH-TEGEL_150X300_DIK_ELLEBOOG-SO","2758"
"","SVH","SVH-TEGEL_300X300_DUN_LINT_STIPKL-SO","3959"
"V","SVH","V-SVH-TEGEL_200X600_HALFST_KL-SO","2295"
"","SVH","SVH-METSELWERK_KL-SO","3926"
"","SVH","SVH-METSELWERK-SO","1309"
"V","SVH","V-SVH-METSELWERK-SO","1469"
"V","SVH","V-SVH-METSELWERK_KL-SO","4024"
"","SVH","SVH-BESTORTING_01_KL-SO","3876"
"","SVH","SVH-BESTORTING_02-SO","1087"
"","SVH","SVH-BESTORTING_02_KL-SO","3877"
"","SVH","SVH-BESTORTING_01-SO","1086"
"V","SVH","V-SVH-BESTORTING_02_KL-SO","3975"
"V","SVH","V-SVH-BESTORTING_01-SO","1400"
"V","SVH","V-SVH-BESTORTING_01_KL-SO","3974"
"V","SVH","V-SVH-BESTORTING_02-SO","1401"
"","SVH","SVH-FUNDERING_02_KL-SO","3890"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_BETON-SO","1441"
"","SVH","SVH-FUNDERING_GRANULAAT_SINTELS_KL-SO","3900"
"","SVH","SVH-FUNDERING_GRANULAAT_MENG_01-SO","1214"
"","SVH","SVH-FUNDERING_ZAND-SO","1208"
"","SVH","SVH-FUNDERING_01-SO","1203"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_MENG_02_KL-SO","3996"
"V","SVH","V-SVH-FUNDERING_BIMS-SO","1437"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_PUIN_KL-SO","3997"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_KLEIKORR-SO","1442"
"","SVH","SVH-FUNDERING_GRANULAAT_PUIN_KL-SO","3899"
"","SVH","SVH-FUNDERING_EPS-SO","1206"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_SINTELS_KL-SO","3998"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_KLEIKORR_KL-SO","3993"
"","SVH","SVH-FUNDERING_ZANDCEMENTSTAB_KL-SO","3903"
"V","SVH","V-SVH-FUNDERING_01_KL-SO","3987"
"","SVH","SVH-FUNDERING_BIMS_KL-SO","3891"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_LAVA_KL-SO","3994"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_MENG_01-SO","1444"
"","SVH","SVH-FUNDERING_GRANULAAT_MENG_02_KL-SO","3898"
"V","SVH","V-SVH-FUNDERING_01-SO","1435"
"","SVH","SVH-FUNDERING_GRANULAAT_KLEIKORR_KL-SO","3895"
"V","SVH","V-SVH-FUNDERING_02_KL-SO","3988"
"","SVH","SVH-FUNDERING_ZAND_KL-SO","3902"
"","SVH","SVH-FUNDERING_GRANULAAT_KLEIKORR-SO","1212"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_LAVA-SO","1443"
"","SVH","SVH-FUNDERING_GRANULAAT_MENG_02-SO","1215"
"","SVH","SVH-FUNDERING_GRANULAAT_BETON-SO","1211"
"V","SVH","V-SVH-FUNDERING_EPS-SO","1438"
"V","SVH","V-SVH-FUNDERING_BIMS_KL-SO","3989"
"","SVH","SVH-FUNDERING_OVERIG_KL-SO","3901"
"","SVH","SVH-FUNDERING_GRANULAAT_MENG_01_KL-SO","3897"
"","SVH","SVH-FUNDERING_GRANULAAT_LAVA-SO","1213"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_MENG_01_KL-SO","3995"
"V","SVH","V-SVH-FUNDERING_02-SO","1436"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_BETON_KL-SO","3992"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_MENG_02-SO","1445"
"","SVH","SVH-FUNDERING_02-SO","1204"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_KL-SO","3991"
"V","SVH","V-SVH-FUNDERING_OVERIG-SO","1439"
"V","SVH","V-SVH-FUNDERING_ZAND-SO","1448"
"","SVH","SVH-FUNDERING_GRANULAAT_SINTELS-SO","1217"
"","SVH","SVH-FUNDERING_EPS_KL-SO","3892"
"V","SVH","V-SVH-FUNDERING_ZANDCEMENTSTAB-SO","1449"
"","SVH","SVH-FUNDERING_ZANDCEMENTSTAB-SO","1209"
"","SVH","SVH-FUNDERING_GRANULAAT_LAVA_KL-SO","3896"
"","SVH","SVH-FUNDERING_OVERIG-SO","1207"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_PUIN-SO","1446"
"V","SVH","V-SVH-FUNDERING_GRANULAAT_SINTELS-SO","1447"
"","SVH","SVH-FUNDERING_GRANULAAT_PUIN-SO","1216"
"V","SVH","V-SVH-FUNDERING_OVERIG_KL-SO","3999"
"","SVH","SVH-FUNDERING_GRANULAAT-SO","1210"
"","SVH","SVH-FUNDERING_GRANULAAT_BETON_KL-SO","3894"
"","SVH","SVH-FUNDERING_BIMS-SO","1205"
"","SVH","SVH-FUNDERING_01_KL-SO","3889"
"V","SVH","V-SVH-FUNDERING_ZAND_KL-SO","4000"
"V","SVH","V-SVH-FUNDERING_EPS_KL-SO","3990"
"","SVH","SVH-FUNDERING_GRANULAAT_KL-SO","3893"
"V","SVH","V-SVH-FUNDERING_ZANDCEMENTSTAB_KL-SO","4001"
"V","SVH","V-SVH-FUNDERING_GRANULAAT-SO","1440"
"","SVH","SVH-GRASTEGEL_01-SO","1224"
"V","SVH","V-SVH-GRASTEGEL_02-SO","1457"
"","SVH","SVH-GRASTEGEL_STIP_KL-SO","3914"
"V","SVH","V-SVH-GRASTEGEL_STIP-SO","1458"
"V","SVH","V-SVH-GRASTEGEL_STIP_KL-SO","4012"
"","SVH","SVH-GRASTEGEL_01_KL-SO","3912"
"V","SVH","V-SVH-GRASTEGEL_01-SO","1456"
"V","SVH","V-SVH-GRASTEGEL_01_KL-SO","4010"
"","SVH","SVH-GRASTEGEL_STIP-SO","1226"
"","SVH","SVH-GRASTEGEL_02_KL-SO","3913"
"V","SVH","V-SVH-GRASTEGEL_02_KL-SO","4011"
"","SVH","SVH-GRASTEGEL_02-SO","1225"
"","SVH","SVH-BSS_KEIFORMAAT_KEPER_KL-SO","2634"
"V","SVH","V-SVH-BSS_KEIFORMAAT_DUBBEL_02_KL-SO","2664"
"","SVH","SVH-BSS_WAALFORMAAT_KEPER_KL-SO","2642"
"V","SVH","V-SVH-BSS_LINGEFORMAAT_ELLEBOOG-SO","1429"
"","SVH","SVH-BSS_KEIFORMAAT_ELLEBOOG_KL-SO","2632"
"","SVH","SVH-BSS_KEIFORMAAT_BLOK_01-SO","1101"
"","SVH","SVH-BSS_DIKFORMAAT_HALFST-SO","1099"
"","SVH","SVH-BSS_KEIFORMAAT_ELLEBOOG-SO","1108"
"","SVH","SVH-BSS_KEIFORMAAT_DUBBEL_01_KL-SO","2629"
"","SVH","SVH-BSS_WAALFORMAAT_HALFST_KL-SO","2641"
"V","SVH","V-SVH-BSS_KEIFORMAAT_KEPER_KL-SO","2668"
"","SVH","SVH-BSS_LINGEFORMAAT_KLEZOOR-SO","1113"
"","SVH","SVH-BSS_KEIFORMAAT_DUBBEL_KL-SO","2631"
"V","SVH","V-SVH-BSS_KEIFORMAAT_BLOK_02-SO","1414"
"","SVH","SVH-BSS_WAALFORMAAT_HALFST-SO","1116"
"V","SVH","V-SVH-BSS_LINGEFORMAAT_ELLEBOOG_KL-SO","2670"
"","SVH","SVH-BSS_KEIFORMAAT_BLOK_02_KL-SO","2626"
"V","SVH","V-SVH-BSS_KEIFORMAAT_HALFST_KL-SO","2667"
"V","SVH","V-SVH-BSS_WAALFORMAAT_ELLEBOOG_KL-SO","2674"
"V","SVH","V-SVH-BSS_KEIFORMAAT_BLOK_STREEP_KL-SO","2662"
