"NLCSObject,""OMSCHRIJVING"",""STATUS"",""DISCIPLINE"",""HOOFDGROEP"",""ARCERING"",""ARCERINGName"",""SYMBOOL"",""SYMBOOLName"",""LAAGNAAM"",""BLineweight"",""BColor"",""BColorA"",""BColorGD"",""BColorGN"",""BColorV"",""BLinetype"",""BLinetypeName"",""NLineweight"",""NColor"",""NColorA"",""NColorGD"",""NColorGN"",""NColorV"",""NLinetype"",""NLinetypeName"",""TLineweight"",""TColor"",""TColorA"",""TColorGD"",""TColorGN"",""TColorV"",""TLinetype"",""TLinetypeName"",""VLineweight"",""VColor"",""VColorA"",""VColorGD"",""VColorGN"",""VColorV"",""VLinetype"",""VLinetypeName"",""VRKL_KORT"",""ID"",""KIND_VAN"""
"http://data.digigo.nu/nlcs/def/fca7875d-0e20-4609-93ec-cc2be59dd340,""OVERIG_DUIKER_LOZELEIDING_VOLGESCHUIMD"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-OVERIG_DUIKER_LOZELEIDING_VOLGESCHUIMD-G"",""0.18"",""10"",""12"",""10"",""10"",""253"",""http://data.digigo.nu/nlcs/def/ef095185-6445-4b5f-925d-759e8b778c98"",""RI-VOLSCHUIMEN-SO"",""0.35"",""10"",""12"",""10"",""10"",""253"",""http://data.digigo.nu/nlcs/def/ef095185-6445-4b5f-925d-759e8b778c98"",""RI-VOLSCHUIMEN-SO"",""0.35"",""10"",""12"",""10"",""10"",""253"",""http://data.digigo.nu/nlcs/def/ef095185-6445-4b5f-925d-759e8b778c98"",""RI-VOLSCHUIMEN-SO"",""0.35"",""10"",""12"",""10"",""10"",""253"",""http://data.digigo.nu/nlcs/def/27118ce8-d63c-4cdd-b570-3b47178c7a74"",""V-RI-VOLSCHUIMEN-SO"","""",""4066"",""4065"""
"http://data.digigo.nu/nlcs/def/a43e9794-4a19-4104-9360-fd44f266ad1f,""GWA_RIOOLLEIDING_PE_400"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_PE_400-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3657"",""3653"""
"http://data.digigo.nu/nlcs/def/bf6aee26-a0cd-4227-8425-e1f5b78b4658,""GWA_RIOOLLEIDING_PE_630"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_PE_630-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3661"",""3653"""
"http://data.digigo.nu/nlcs/def/d9630ca3-0092-44c0-ae67-e91eca287d41,""GWA_RIOOLLEIDING_PE_450"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_PE_450-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3658"",""3653"""
"http://data.digigo.nu/nlcs/def/c85b47ba-121e-4139-a096-57d3a467b518,""GWA_RIOOLLEIDING_PE_160"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_PE_160-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3654"",""3653"""
"http://data.digigo.nu/nlcs/def/1c7d431d-c56a-4426-a455-471348b4e35a,""GWA_RIOOLLEIDING_PE_355"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_PE_355-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3656"",""3653"""
"http://data.digigo.nu/nlcs/def/8ccfa848-ea28-4681-a0a9-eaf2a05295ed,""GWA_RIOOLLEIDING_PE_560"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_PE_560-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3660"",""3653"""
"http://data.digigo.nu/nlcs/def/4911ec4e-cac6-4e5c-8ced-d660119c3f27,""GWA_RIOOLLEIDING_PE_500"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_PE_500-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3659"",""3653"""
"http://data.digigo.nu/nlcs/def/d7f80b76-e8ae-4bba-9239-72c3b60b2b6c,""GWA_RIOOLLEIDING_PE_315"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_PE_315-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3655"",""3653"""
"http://data.digigo.nu/nlcs/def/5466e846-6977-4c62-8643-29cffffdad98,""GWA_RIOOLLEIDING_GRES_500"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_GRES_500-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3648"",""3642"""
"http://data.digigo.nu/nlcs/def/0a4ff430-0182-4a31-9a62-b6611c124491,""GWA_RIOOLLEIDING_GRES_800"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_GRES_800-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3651"",""3642"""
"http://data.digigo.nu/nlcs/def/62f40c04-566d-41fc-aff7-4e191a86524d,""GWA_RIOOLLEIDING_GRES_600"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_GRES_600-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3649"",""3642"""
"http://data.digigo.nu/nlcs/def/2226c033-d4e2-4f9a-bb8a-39c5a5b5116d,""GWA_RIOOLLEIDING_GRES_250"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_GRES_250-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3645"",""3642"""
"http://data.digigo.nu/nlcs/def/89d24275-253c-49b9-aef3-8525b6897260,""GWA_RIOOLLEIDING_GRES_400"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_GRES_400-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3647"",""3642"""
"http://data.digigo.nu/nlcs/def/b079b399-9cca-46bf-8ad7-f9c7fb70043a,""GWA_RIOOLLEIDING_GRES_700"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_GRES_700-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3650"",""3642"""
"http://data.digigo.nu/nlcs/def/2dcc3e5d-4ba8-45a6-9b62-a6ebf16fde7c,""GWA_RIOOLLEIDING_GRES_1000"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_GRES_1000-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3643"",""3642"""
"http://data.digigo.nu/nlcs/def/f8be0b23-ec83-4124-b00e-1ffb180bb4f6,""GWA_RIOOLLEIDING_GRES_200"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_GRES_200-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3644"",""3642"""
"http://data.digigo.nu/nlcs/def/6ed48a8c-2c61-4d85-a9c7-e80672280bb2,""GWA_RIOOLLEIDING_GRES_300"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_GRES_300-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3646"",""3642"""
"http://data.digigo.nu/nlcs/def/b0a59788-da0c-4696-b40f-07ff275c3759,""GWA_RIOOLLEIDING_GRES_900"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_GRES_900-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3652"",""3642"""
"http://data.digigo.nu/nlcs/def/bc7d13e3-1d18-421a-a697-cfc41997795b,""GWA_RIOOLLEIDING_BETON_500"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_BETON_500-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3626"",""3618"""
"http://data.digigo.nu/nlcs/def/0b66da17-88ce-40fa-b60d-3bd903d87ba3,""GWA_RIOOLLEIDING_BETON_EI"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_BETON_EI-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3631"",""3618"""
"http://data.digigo.nu/nlcs/def/cbaf4265-5fb9-47b7-a677-c24739c2a9e8,""GWA_RIOOLLEIDING_BETON_1000"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_BETON_1000-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3619"",""3618"""
"http://data.digigo.nu/nlcs/def/1d5f09f5-ec89-47e8-bb4e-f6206eb02ec5,""GWA_RIOOLLEIDING_BETON_250"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_BETON_250-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3623"",""3618"""
"http://data.digigo.nu/nlcs/def/c2031f53-470e-44d8-b953-636b32659b60,""GWA_RIOOLLEIDING_BETON_400"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_BETON_400-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3625"",""3618"""
"http://data.digigo.nu/nlcs/def/6430ea99-6418-4981-93c8-7ca031ac307a,""GWA_RIOOLLEIDING_BETON_600"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_BETON_600-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3627"",""3618"""
"http://data.digigo.nu/nlcs/def/d58b0ee3-b784-4a01-b55d-759ce51e64df,""GWA_RIOOLLEIDING_BETON_700"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_BETON_700-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3628"",""3618"""
"http://data.digigo.nu/nlcs/def/c4776812-8e01-443d-8788-3545d7066048,""GWA_RIOOLLEIDING_BETON_900"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_BETON_900-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3630"",""3618"""
"http://data.digigo.nu/nlcs/def/c830027c-23de-4166-b646-d6d2d97be0f5,""GWA_RIOOLLEIDING_BETON_1250"",""*"",""**"",""RI"","""","""","""","""",""*-**-RI-GWA_RIOOLLEIDING_BETON_1250-G"",""0.18"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bb55d5f1-bccd-4bc4-a9a8-062f6f96d798"",""RI-GWA-SO"",""0.35"",""30"",""32"",""30"",""30"",""253"",""http://data.digigo.nu/nlcs/def/bf775611-c42b-46e8-bac6-04d220653cb4"",""V-RI-GWA-SO"","""",""3620"",""3618"""
