"NLCSObject,""OMSCHRIJVING"",""STATUS"",""DISCIPLINE"",""HOOFDGROEP"",""ARCERING"",""ARCERINGName"",""SYMBOOL"",""SYMBOOLName"",""LAAGNAAM"",""BLineweight"",""BColor"",""BColorA"",""BColorGD"",""BColorGN"",""BColorV"",""BLinetype"",""BLinetypeName"",""NLineweight"",""NColor"",""NColorA"",""NColorGD"",""NColorGN"",""NColorV"",""NLinetype"",""NLinetypeName"",""TLineweight"",""TColor"",""TColorA"",""TColorGD"",""TColorGN"",""TColorV"",""TLinetype"",""TLinetypeName"",""VLineweight"",""VColor"",""VColorA"",""VColorGD"",""VColorGN"",""VColorV"",""VLinetype"",""VLinetypeName"",""VRKL_KORT"",""ID"",""KIND_VAN"""
"http://data.digigo.nu/nlcs/def/9ebac0ef-057d-447f-a32e-20cb67329057,""KOUDENET_TRANSPORTLEIDING"",""*"",""**"",""KL"","""","""","""","""",""*-**-KL-KOUDENET_TRANSPORTLEIDING-G"",""0.18"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/e8e6d200-3713-49a5-9de6-0f018cdff3a6"",""KL-KOUDENET-SO"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/e8e6d200-3713-49a5-9de6-0f018cdff3a6"",""KL-KOUDENET-SO"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/e8e6d200-3713-49a5-9de6-0f018cdff3a6"",""KL-KOUDENET-SO"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/c611c0a0-4b94-47a7-b617-87c035851a10"",""V-KL-KOUDENET-SO"","""",""1204"",""1183"""
"http://data.digigo.nu/nlcs/def/8a9e060d-b0cd-4cc4-8b17-9317adf3aa3a,""KOUDENET_BRONPUT"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/7d3cbd7d-6754-43d2-be1e-a94284d0bfd3"",""SKL-WTB_KOUDENET_BRONPUT-SO"",""*-**-KL-KOUDENET_BRONPUT-G/S"",""0.18"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""1195"",""1183"""
"http://data.digigo.nu/nlcs/def/3d65ef30-779d-4637-8af1-f5aceac500c5,""KOUDENET_PUT"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/c5f19365-0c09-4bf2-8c70-85c6a0ef2097"",""SKL-WTB_KOUDENET_PUT-SO"",""*-**-KL-KOUDENET_PUT-G/S"",""0.18"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""1203"",""1183"""
"http://data.digigo.nu/nlcs/def/c241ea27-d06f-40ef-805a-a5f8ea735244,""KOUDENET_AANSLUITLEIDING"",""*"",""**"",""KL"","""","""","""","""",""*-**-KL-KOUDENET_AANSLUITLEIDING-G"",""0.18"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/e8e6d200-3713-49a5-9de6-0f018cdff3a6"",""KL-KOUDENET-SO"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/e8e6d200-3713-49a5-9de6-0f018cdff3a6"",""KL-KOUDENET-SO"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/e8e6d200-3713-49a5-9de6-0f018cdff3a6"",""KL-KOUDENET-SO"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/c611c0a0-4b94-47a7-b617-87c035851a10"",""V-KL-KOUDENET-SO"","""",""1184"",""1183"""
"http://data.digigo.nu/nlcs/def/cd2376b6-c188-4e2c-a25a-48ef1d569cb4,""MONITORING_KABEL"",""*"",""**"",""KL"","""","""","""","""",""*-**-KL-MONITORING_KABEL-G"",""0.18"",""120"",""122"",""120"",""120"",""253"",""http://data.digigo.nu/nlcs/def/9359848b-6b0c-40ef-b99a-f0d6f91cf58a"",""KL-MONITORING-SO"",""0.35"",""120"",""122"",""120"",""120"",""253"",""http://data.digigo.nu/nlcs/def/9359848b-6b0c-40ef-b99a-f0d6f91cf58a"",""KL-MONITORING-SO"",""0.35"",""120"",""122"",""120"",""120"",""253"",""http://data.digigo.nu/nlcs/def/9359848b-6b0c-40ef-b99a-f0d6f91cf58a"",""KL-MONITORING-SO"",""0.35"",""120"",""122"",""120"",""120"",""253"",""http://data.digigo.nu/nlcs/def/3cb1402b-1687-4680-b983-26459bfd1d86"",""V-KL-MONITORING-SO"","""",""1405"",""1404"""
"http://data.digigo.nu/nlcs/def/de2115be-1dc9-4751-9022-bf008927cf37,""ET_HULPSTUK"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/2077a7c5-6f6c-45b6-b87c-0ac633c0bcd1"",""SKL-ET_HULP_MOF_VERBINDINGSMOF-SO"",""*-**-KL-ET_HULPSTUK-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""874"",""840"""
"http://data.digigo.nu/nlcs/def/de2115be-1dc9-4751-9022-bf008927cf37,""ET_HULPSTUK"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/be97d003-ff7f-4a36-81da-4df54f7f7d26"",""SKL-ET_HULP_MOF_EINDMOF-SO"",""*-**-KL-ET_HULPSTUK-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""874"",""840"""
"http://data.digigo.nu/nlcs/def/de2115be-1dc9-4751-9022-bf008927cf37,""ET_HULPSTUK"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/69213d61-7a0e-4b91-98bf-ba3468d4aa03"",""SKL-ET_HULP_MOF_AFDEKMOF-SO"",""*-**-KL-ET_HULPSTUK-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""874"",""840"""
"http://data.digigo.nu/nlcs/def/de2115be-1dc9-4751-9022-bf008927cf37,""ET_HULPSTUK"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/f59051fd-a45e-4f3e-a035-174909c0bb28"",""SKL-ET_HULP_MOF_VERBINDING_AFTAKMOF-SO"",""*-**-KL-ET_HULPSTUK-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""874"",""840"""
"http://data.digigo.nu/nlcs/def/de2115be-1dc9-4751-9022-bf008927cf37,""ET_HULPSTUK"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/50738692-d0a3-4369-9f56-5f375c899ff0"",""SKL-ET_HULP_MOF-SO"",""*-**-KL-ET_HULPSTUK-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""874"",""840"""
"http://data.digigo.nu/nlcs/def/de2115be-1dc9-4751-9022-bf008927cf37,""ET_HULPSTUK"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/d8b196fd-53ba-443a-817d-6917bc99dd07"",""SKL-ET_HULP_LAS_COMMUNICATIEKABEL-SO"",""*-**-KL-ET_HULPSTUK-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""874"",""840"""
"http://data.digigo.nu/nlcs/def/de2115be-1dc9-4751-9022-bf008927cf37,""ET_HULPSTUK"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/ce0c4eb8-36e5-46b3-bd06-77d44a1fabde"",""SKL-ET_HULP_MOF_VERGROTELUSKOPPELMOF-SO"",""*-**-KL-ET_HULPSTUK-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""874"",""840"""
"http://data.digigo.nu/nlcs/def/de2115be-1dc9-4751-9022-bf008927cf37,""ET_HULPSTUK"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/9f83d516-5c3f-4826-b734-1da5d5b61683"",""SKL-ET_HULP_MOF_AFTAKMOF-SO"",""*-**-KL-ET_HULPSTUK-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""874"",""840"""
"http://data.digigo.nu/nlcs/def/de2115be-1dc9-4751-9022-bf008927cf37,""ET_HULPSTUK"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/8c9ecf59-96f2-40f0-841d-c5691854f54e"",""SKL-ET_HULP_MOF_VERBINDING_HDPE-SO"",""*-**-KL-ET_HULPSTUK-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""874"",""840"""
"http://data.digigo.nu/nlcs/def/de2115be-1dc9-4751-9022-bf008927cf37,""ET_HULPSTUK"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/335b5c1b-690b-42dd-a77d-b5dd6dd450b5"",""SKL-ET_HULP_AANSLUITPUNT-SO"",""*-**-KL-ET_HULPSTUK-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""874"",""840"""
"http://data.digigo.nu/nlcs/def/de2115be-1dc9-4751-9022-bf008927cf37,""ET_HULPSTUK"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/43de6dd8-794e-4936-806f-e83086ea7551"",""SKL-ET_HULP_LAS_SIGNAALGEVERKABEL-SO"",""*-**-KL-ET_HULPSTUK-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""874"",""840"""
"http://data.digigo.nu/nlcs/def/96d9301f-314f-4fa4-9358-9e7f1d34ab4e,""ET_MS"",""*"",""**"",""KL"","""","""","""","""",""*-**-KL-ET_MS-G"",""0.18"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/7345b9ff-b04f-4c67-860b-cb912d3ae4aa"",""KL-MS-SO"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/7345b9ff-b04f-4c67-860b-cb912d3ae4aa"",""KL-MS-SO"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/7345b9ff-b04f-4c67-860b-cb912d3ae4aa"",""KL-MS-SO"",""0.35"",""130"",""132"",""130"",""130"",""252"",""http://data.digigo.nu/nlcs/def/7de3b2dc-0415-49d3-bdac-260027f988c1"",""V-KL-MS-SO"","""",""973"",""840"""
"http://data.digigo.nu/nlcs/def/9502c32a-7658-49b9-8d06-236f6f1881f3,""ET_HS"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/5f531493-dcbf-43c2-b6fd-95ebd1e710d9"",""SKL-ET_HS_MAST-SO"",""*-**-KL-ET_HS-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/8eebc5aa-0ade-4438-ad4f-cb8f01d06432"",""KL-HS-SO"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/8eebc5aa-0ade-4438-ad4f-cb8f01d06432"",""KL-HS-SO"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/8eebc5aa-0ade-4438-ad4f-cb8f01d06432"",""KL-HS-SO"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/55bc45da-96ea-405b-b61d-668903480e82"",""V-KL-HS-SO"","""",""863"",""840"""
"http://data.digigo.nu/nlcs/def/9519abd5-13a8-43d7-a881-489f1a176b5c,""ET_ZHS"",""*"",""**"",""KL"","""","""","""","""",""*-**-KL-ET_ZHS-G"",""0.18"",""10"",""12"",""10"",""10"",""252"",""http://data.digigo.nu/nlcs/def/89e56b00-62df-40af-b04b-0a59974eecb7"",""KL-ZHS-SO"",""0.35"",""10"",""12"",""10"",""10"",""252"",""http://data.digigo.nu/nlcs/def/89e56b00-62df-40af-b04b-0a59974eecb7"",""KL-ZHS-SO"",""0.35"",""10"",""12"",""10"",""10"",""252"",""http://data.digigo.nu/nlcs/def/89e56b00-62df-40af-b04b-0a59974eecb7"",""KL-ZHS-SO"",""0.35"",""10"",""12"",""10"",""10"",""252"",""http://data.digigo.nu/nlcs/def/14ec0e31-30b4-4b3c-b186-3820c013adb0"",""V-KL-ZHS-SO"","""",""986"",""840"""
"http://data.digigo.nu/nlcs/def/4ed07498-a634-4183-9dbd-227d39bb1757,""ET_MANTELBUIS"",""*"",""**"",""KL"","""","""","""","""",""*-**-KL-ET_MANTELBUIS-G"",""0.18"",""10"",""12"",""10"",""10"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""252"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""969"",""840"""
"http://data.digigo.nu/nlcs/def/ccdd6e8d-7936-4e1e-9369-3b73a13676af,""ET_DVM"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/57f654a7-bfab-4303-8393-09b254bf9818"",""SKL-ET_DVM_KAST_VOEDINGSPUNT-SO"",""*-**-KL-ET_DVM-G/S"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""3427"",""840"""
"http://data.digigo.nu/nlcs/def/298b0ab1-4333-4e04-9c89-e114a4278861,""ET_AARDING"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/23e3dc8d-8968-46e6-87aa-0fd3332c84b6"",""SKL-ET_AARDING-SO"",""*-**-KL-ET_AARDING-G/S"",""0.18"",""7"",""7"",""7"",""7"",""7"",""http://data.digigo.nu/nlcs/def/a59286a7-c8e8-424b-944e-bb5f810052c8"",""KL-AARDING-SO"",""0.35"",""7"",""7"",""7"",""7"",""7"",""http://data.digigo.nu/nlcs/def/a59286a7-c8e8-424b-944e-bb5f810052c8"",""KL-AARDING-SO"",""0.35"",""7"",""7"",""7"",""7"",""7"",""http://data.digigo.nu/nlcs/def/a59286a7-c8e8-424b-944e-bb5f810052c8"",""KL-AARDING-SO"",""0.35"",""7"",""7"",""7"",""7"",""7"",""http://data.digigo.nu/nlcs/def/79d734a5-24d7-40c0-8091-70f40f02e505"",""V-KL-AARDING-SO"","""",""841"",""840"""
"http://data.digigo.nu/nlcs/def/83112f65-8b72-45e3-b3a7-7a54a4f32145,""ET_LICHTGEVOELIGE CEL"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/414c7d99-8a28-48e8-a8b8-90887549c681"",""SKL-ET_LICHTGEVOELIGE CEL-SO"",""*-**-KL-ET_LICHTGEVOELIGE CEL-S"",""0.18"",""10"",""12"",""10"",""10"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""252"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""968"",""840"""
"http://data.digigo.nu/nlcs/def/52a05d1a-7873-47ac-b19f-1e4613ddc9d6,""ET_LOZE LEIDING"",""*"",""**"",""KL"","""","""","""","""",""*-**-KL-ET_LOZE LEIDING-G"",""0.18"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""10"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""862"",""840"""
"http://data.digigo.nu/nlcs/def/df900ac5-a5c8-49f6-9794-5e93d64396ce,""ET_LS"",""*"",""**"",""KL"","""","""",""http://data.digigo.nu/nlcs/def/4a89ee20-2bdf-4e96-933c-4cbf1295e4c6"",""SKL-ET_LS_MAST-SO"",""*-**-KL-ET_LS-G/S"",""0.18"",""190"",""192"",""190"",""190"",""252"",""http://data.digigo.nu/nlcs/def/23873783-9c17-4ee0-a291-b438f736041a"",""KL-LS-SO"",""0.35"",""190"",""192"",""190"",""190"",""190"",""http://data.digigo.nu/nlcs/def/23873783-9c17-4ee0-a291-b438f736041a"",""KL-LS-SO"",""0.35"",""190"",""192"",""190"",""190"",""190"",""http://data.digigo.nu/nlcs/def/23873783-9c17-4ee0-a291-b438f736041a"",""KL-LS-SO"",""0.35"",""190"",""192"",""190"",""190"",""190"",""http://data.digigo.nu/nlcs/def/9869d83f-0e0c-42a9-8a22-5ef098482997"",""V-KL-LS-SO"","""",""878"",""840"""
"http://data.digigo.nu/nlcs/def/dcc71f3b-0dcc-4829-a1e3-06c533ef8e7b,""GAS_MANTELBUIS"",""*"",""**"",""KL"","""","""","""","""",""*-**-KL-GAS_MANTELBUIS-G"",""0.18"",""30"",""32"",""30"",""30"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""30"",""32"",""30"",""30"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""30"",""32"",""30"",""30"",""252"",""http://data.digigo.nu/nlcs/def/4f7cc6fc-ce0c-4190-83d2-58ddbf0e54a2"",""CONTINUOUS"",""0.35"",""30"",""32"",""30"",""30"",""252"",""http://data.digigo.nu/nlcs/def/5f51e8e7-9a22-415b-b5ea-ededf6637c1d"",""V-CONTINUOUS-SO"","""",""1175"",""998"""
