"symboolURI,""id"",""sbibliotheek"",""sbibliotheekURI"",""fase"",""symbool"",""optie"",""fileURL"""
"http://digitalbuildingdata.tech/nlcs/def/be2ca684-5d24-4e0e-9af9-d7ee6c5879b7,""1041"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-HULP_AFSLUITER_SPINDEL-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/7e2ab0f7-0e05-4659-8373-4a5fc8a99945,""1042"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-HULP_BELUCHTING-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/f8628201-4114-41ec-abc6-905268db293e,""1043"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-HULP_BELUCHTING_ONTLUCHTING-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/c42aeb18-db2f-4579-860d-c8b796fb3850,""1044"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-HULP_EINDKAP-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/54bfb799-abe6-46a0-bc32-910b13b0c720,""1045"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-HULP_INLAAT-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/48af6d0e-2df1-45b4-bd8e-f5231a50dfb1,""1046"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-HULP_KEERKLEP-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/341ae7df-399a-4878-9b31-14b10172c886,""1047"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-HULP_ONTLUCHTING-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/d17c815b-14b2-4d40-b332-0e1086e6a1d0,""1048"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-HULP_ONTSTOP-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/8a96d2ff-bac2-4ceb-9411-88253c5c3bef,""1049"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-HULP_SCHOONMAAKSTUK-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/f72bd23b-b1c5-4b35-a9b6-d118c5b364c5,""105"",""SZZ"",""http://digitalbuildingdata.tech/nlcs/def/075221b4-87a6-41f7-9e7e-757a73d40f27"","""",""SZZ-HOOGTELABEL_KANTOPSLUITING_03-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/6d4b947c-a374-4fe7-aced-090f64e36016,""1050"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-HULP_SPUIKRAAN-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/3d5f549b-d3cd-447e-a6fc-22c066929cb5,""1051"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-HULP_VERLOOPSTUK-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/57533c81-81e8-4d53-8477-384192741154,""1052"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-HULP_VLINDERKLEP-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/18f651a4-635e-4628-8877-75febb4d0b8b,""1053"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-KOLK_COMBINATIE-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/3b7fd904-5234-437a-aa90-04241a022a27,""1054"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-KOLK_IFILTR-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/14c791f3-073f-40cc-a25d-45ca99f238bd,""1055"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-KOLK_RWS-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/04bef47d-9af7-4109-b43b-f2f28b4eeb21,""1058"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-KOLK_TROTTOIR-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/2b7a8b56-9b7f-41e7-ba80-695ab0d699bf,""1059"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-KOLK_ZANDVANG-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/d11fe325-3ed2-4102-b667-4b9c58e22423,""106"",""SZZ"",""http://digitalbuildingdata.tech/nlcs/def/075221b4-87a6-41f7-9e7e-757a73d40f27"","""",""SZZ-HOOGTELABEL_KANTOPSLUITING_04-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/54840831-040b-4ffd-8fcb-34180e154e4b,""1061"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_BLINDEPUT-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/37cfea16-fe3b-4090-8d73-c0a9b14472df,""1062"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_GWA-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/a59bfd00-3de9-4bf8-977e-60c2a6ec6ad0,""1063"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_HONDEHOKPUT-SO"",""SO"","""""
