"lijntypeURI","id","hoofdgroep","omschrijving","finalCleanName","fase","optie","autocaddef"
"http://digitalbuildingdata.tech/nlcs/def/21484fcb-4d9f-4e86-a9f5-fd6d855c7437","","","CONTINUOUS","CONTINUOUS","","",""
"http://digitalbuildingdata.tech/nlcs/def/270c7274-5fc6-4b2c-804f-0eeafcef2cd8","","","V-CONTINUOUS-SO","V-CONTINUOUS-SO","","",""
"http://digitalbuildingdata.tech/nlcs/def/b0af44b3-8000-422d-b861-191c7b14f553","323","RI","RI-DRAINAGE-SO","DRAINAGE","","SO","A, 6.00, -3.00"
"http://digitalbuildingdata.tech/nlcs/def/bc7bdd06-1712-45e5-81e9-14a44026e453","324","RI","V-RI-DRAINAGE-SO","DRAINAGE","V","SO","A,3,[VERWIJDEREN2,NLCS.SHX,s=0.5],3,-1.8,1.8,-1.8,2.4,-1.8,1.8,-1.8"
"http://digitalbuildingdata.tech/nlcs/def/bd92e3f5-18e6-4433-8036-b1e565b9c4cd","325","RI","RI-DRAINAGE_AANSLUITLEIDING-SO","DRAINAGE_AANSLUITLEIDING","","SO","A, 3.00, -1.50"
"http://digitalbuildingdata.tech/nlcs/def/cd49fd0c-f0b0-4cbc-919e-c77198754247","326","RI","V-RI-DRAINAGE_AANSLUITLEIDING-SO","DRAINAGE_AANSLUITLEIDING","V","SO","A, 1.50,[VERWIJDEREN2,NLCS.shx,s=0.5],1.50,-1.50"
"http://digitalbuildingdata.tech/nlcs/def/aab93f6c-8bae-4b14-a5ee-891d815955c2","331","RI","RI-GWA-SO","GWA","","SO","A,3.00,-1.50,0,-1.50"
"http://digitalbuildingdata.tech/nlcs/def/fb41bead-6854-4617-8f10-72cad4516db9","332","RI","V-RI-GWA-SO","GWA","V","SO","A,1.50,[VERWIJDEREN2,NLCS.shx,s=0.5],1.50,-1.50,0,-1.50"
"http://digitalbuildingdata.tech/nlcs/def/ac4a73a2-6372-4226-b20a-348a460b97bb","333","RI","RI-GWA_AANSLUITLEIDING-SO","GWA_AANSLUITLEIDING","","SO","A,1.50,-0.75,0,-0.75"
"http://digitalbuildingdata.tech/nlcs/def/294823c2-715b-497a-ad35-4a954cded438","334","RI","V-RI-GWA_AANSLUITLEIDING-SO","GWA_AANSLUITLEIDING","V","SO","A,0.75,[VERWIJDEREN2,NLCS.shx,s=0.5],0.75,-0.75,0,-0.75"
