"lijntypeURI","id","hoofdgroep","omschrijving","finalCleanName","fase","optie","autocaddef"
"http://digitalbuildingdata.tech/nlcs/def/21484fcb-4d9f-4e86-a9f5-fd6d855c7437","","","CONTINUOUS","CONTINUOUS","","",""
"http://digitalbuildingdata.tech/nlcs/def/270c7274-5fc6-4b2c-804f-0eeafcef2cd8","","","V-CONTINUOUS-SO","V-CONTINUOUS-SO","","",""
"http://digitalbuildingdata.tech/nlcs/def/6a727e4b-4062-4918-a487-4b2b6b23abb8","256","KW","KW-PVR-SO","PVR","","SO","A,6,-1.5"
"http://digitalbuildingdata.tech/nlcs/def/3fd9e965-3575-458d-a11f-d0cb6fc791e2","257","KW","V-KW-PVR-SO","PVR","V","SO","A,3,[VERWIJDEREN2,NLCS.SHX,s=0.5],3,-1.5"
"http://digitalbuildingdata.tech/nlcs/def/9c5ac7a1-71fa-480e-b210-0ecc07a94e0e","258","KW","KW-ZICHTRUIMTE-SO","ZICHTRUIMTE","","SO","A,3,-4.5"
"http://digitalbuildingdata.tech/nlcs/def/84484cee-65c6-42c0-8fdb-9d1353c2032a","259","KW","V-KW-ZICHTRUIMTE-SO","ZICHTRUIMTE","V","SO","A,1.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],1.5,-4.5"
