"lijntypeURI","id","hoofdgroep","omschrijving","finalCleanName","fase","optie","autocaddef"
"http://digitalbuildingdata.tech/nlcs/def/21484fcb-4d9f-4e86-a9f5-fd6d855c7437","","","CONTINUOUS","CONTINUOUS","","",""
"http://digitalbuildingdata.tech/nlcs/def/270c7274-5fc6-4b2c-804f-0eeafcef2cd8","","","V-CONTINUOUS-SO","V-CONTINUOUS-SO","","",""
"http://digitalbuildingdata.tech/nlcs/def/81e0e66c-b258-4e57-9c79-2b024f294db0","556","VW","VW-11_STREEP","11_STREEP","","","A,5.00,-5.00"
"http://digitalbuildingdata.tech/nlcs/def/85b89543-4363-4b64-a744-dd66c54a8b9f","557","VW","V-VW-11_STREEP","11_STREEP","V","","A,2.50,[VERWIJDEREN2,NLCS.SHX,s=1],2.50,-5.00"
"http://digitalbuildingdata.tech/nlcs/def/6e1d8dbd-475c-4294-a035-0e60a3a016b6","558","VW","VW-13_STREEP","13_STREEP","","","A,5.00,-15.00"
"http://digitalbuildingdata.tech/nlcs/def/78a321bc-95b6-4f70-bd07-d872d03edda4","559","VW","V-VW-13_STREEP","13_STREEP","V","","A,2.50,[VERWIJDEREN2,NLCS.SHX,s=1],2.50,-15.00"
"http://digitalbuildingdata.tech/nlcs/def/5429b2bf-9649-4c81-aaf9-ad80f2711db6","560","VW","VW-31_STREEP","31_STREEP","","","A,15.00,-5.00"
"http://digitalbuildingdata.tech/nlcs/def/d7eec4e9-ecc0-45e3-ba88-b8182af882b8","561","VW","V-VW-31_STREEP","31_STREEP","V","","A,7.50,[VERWIJDEREN2,NLCS.SHX,s=1],7.50,-5.00"
"http://digitalbuildingdata.tech/nlcs/def/5cae6902-ef51-4d38-a4e2-31f156ca66ab","562","VW","VW-33_STREEP","33_STREEP","","","A,15.00,-15.00"
"http://digitalbuildingdata.tech/nlcs/def/72dce356-016e-4a12-956c-ce25d529ff7f","563","VW","V-VW-33_STREEP","33_STREEP","V","","A,7.50,[VERWIJDEREN2,NLCS.SHX,s=1],7.50,-15.00"
"http://digitalbuildingdata.tech/nlcs/def/ee97d784-02ad-46ac-8b49-8a49def286de","564","VW","VW-39_STREEP","39_STREEP","","","A,15,-45"
"http://digitalbuildingdata.tech/nlcs/def/32980d3d-d6e1-4fd2-91d4-a13108c61050","565","VW","V-VW-39_STREEP","39_STREEP","V","","A,7.50,[VERWIJDEREN2,NLCS.SHX,s=1],7.50,-45"
"http://digitalbuildingdata.tech/nlcs/def/e06efcb2-bfa6-4503-bda8-b4e02df753f6","566","VW","VW-91_STREEP","91_STREEP","","","A,45,-5"
"http://digitalbuildingdata.tech/nlcs/def/df259d5e-d185-48ce-bbed-c1ad5a538c57","567","VW","V-VW-91_STREEP","91_STREEP","V","","A,22.50,[VERWIJDEREN2,NLCS.SHX,s=1],22.50,-5"
"http://digitalbuildingdata.tech/nlcs/def/afc9cad0-e18c-4a76-a138-2444797b832e","568","VW","VW-93_STREEP","93_STREEP","","","A,45,-15"
"http://digitalbuildingdata.tech/nlcs/def/634ccf31-d03a-43da-b891-6782ec858e86","569","VW","V-VW-93_STREEP","93_STREEP","V","","A,22.50,[VERWIJDEREN2,NLCS.SHX,s=1],22.50,-15"
"http://digitalbuildingdata.tech/nlcs/def/63ec4006-fd29-4a49-a9a9-04db0b4a63b7","570","VW","VW-27030_STREEP","27030_STREEP","","","A,13.50,-1.50"
"http://digitalbuildingdata.tech/nlcs/def/71ba0540-f66b-4878-a305-8bdbb3abc578","571","VW","V-VW-27030_STREEP","27030_STREEP","V","","A,6.75,[VERWIJDEREN2,NLCS.SHX,s=1],6.75,-1.50"
"http://digitalbuildingdata.tech/nlcs/def/92f43852-15df-4296-a2f4-cdc29230ea14","572","VW","VW-30270_STREEP","30270_STREEP","","","A,1.50,-13.50"
"http://digitalbuildingdata.tech/nlcs/def/03c50205-aa67-46ba-b63d-869a9e902b35","573","VW","V-VW-30270_STREEP","30270_STREEP","V","","A,0.75,[VERWIJDEREN2,NLCS.SHX,s=1],0.75,-13.50"
"http://digitalbuildingdata.tech/nlcs/def/d57b6f0e-abe9-413f-9f0e-244054e4959c","580","VW","VW-5050_STREEP","5050_STREEP","","","A,2.50,-2.50"
"http://digitalbuildingdata.tech/nlcs/def/db94c9c2-5831-4051-92a0-bc6a8fdb4af0","581","VW","V-VW-5050_STREEP","5050_STREEP","V","","A,1.25,[VERWIJDEREN2,NLCS.SHX,s=1],1.25,-2.50"
