"lijntypeURI","id","hoofdgroep","omschrijving","finalCleanName","fase","optie","autocaddef"
"http://digitalbuildingdata.tech/nlcs/def/21484fcb-4d9f-4e86-a9f5-fd6d855c7437","","","CONTINUOUS","CONTINUOUS","","",""
"http://digitalbuildingdata.tech/nlcs/def/270c7274-5fc6-4b2c-804f-0eeafcef2cd8","","","V-CONTINUOUS-SO","V-CONTINUOUS-SO","","",""
"http://digitalbuildingdata.tech/nlcs/def/b2f3636c-ad99-4fae-8406-7d5251e5f156","106","KG","KG-LAND-SO","LAND","","SO","A,0,[KRUISJE,NLCS.SHX,s=1],-3.5"
"http://digitalbuildingdata.tech/nlcs/def/ddbb4e7c-904f-4a3e-af48-c365ed4e0d1f","107","KG","KG-PROVINCIE-SO","PROVINCIE","","SO","A,2.5,-2.75,[KRUISJE,NLCS.SHX,s=1],-2.75"
"http://digitalbuildingdata.tech/nlcs/def/ed05e10c-0001-4fc2-89dd-5c3eba2f97d7","108","KG","KG-GEMEENTE-SO","GEMEENTE","","SO","A,1,-2.25,[KRUISJE,NLCS.SHX,s=1],-2.25"
"http://digitalbuildingdata.tech/nlcs/def/863bbb9d-61e0-4925-a364-38d4e478eece","109","KG","KG-WATERSCHAP-SO","WATERSCHAP","","SO","A,5.5,-2,[KRUISJE,NLCS.SHX,s=0.75],-3,[KRUISJE,NLCS.SHX,s=0.75],-2"
"http://digitalbuildingdata.tech/nlcs/def/7c29007e-ee3b-455b-a442-5a6ab9bcad99","110","KG","KG-BESTEMMINGSPLAN-SO","BESTEMMINGSPLAN","","SO","A,3.4,-1,[BBG,nlcs.shx,s=1],-1"
"http://digitalbuildingdata.tech/nlcs/def/740e2b8a-4142-4309-80b1-672740317b8b","111","KG","KG-GWBG-SO","GWBG","","SO","A,5.5,-2,[WATERSCHAPSGOLF,NLCS.SHX,s=1],-2,5.5,-2,[KRUISJE,NLCS.SHX,s=0.75],-2"
"http://digitalbuildingdata.tech/nlcs/def/28e7a4bb-e941-44c3-8dad-f5a92a19fccc","112","KG","V-KG-GWBG-SO","GWBG","V","SO","A,5.5,[VERWIJDEREN2,NLCS.SHX,x=-2.75,s=0.6],-2,[WATERSCHAPSGOLF,NLCS.SHX,s=1],-2,5.5,[VERWIJDEREN2,NLCS.SHX,x=-2.75,s=0.6],-2,[KRUISJE,NLCS.SHX,s=0.75],-2"
"http://digitalbuildingdata.tech/nlcs/def/78faf5ac-8e02-4f02-82d6-d549261a2353","113","KG","KG-PACHT-SO","PACHT","","SO","A,5.5,-2,[CIRKEL_HALF,NLCS.SHX,s=1],-2,5.5,-2,[KRUISJE,NLCS.SHX,s=0.75],-2"
