"lijntypeURI","id","hoofdgroep","omschrijving","finalCleanName","fase","optie","autocaddef"
"http://digitalbuildingdata.tech/nlcs/def/21484fcb-4d9f-4e86-a9f5-fd6d855c7437","","","CONTINUOUS","CONTINUOUS","","",""
"http://digitalbuildingdata.tech/nlcs/def/c4cbc686-37ed-426a-8ba9-12defd1b4763","426","ZZ","ZZ-HIDDEN-SO","HIDDEN","","SO","A,2,-2"
"http://digitalbuildingdata.tech/nlcs/def/b93114d8-07c0-434e-a4ac-b4bd21d37145","859","SB","SB-BOVENBOUW_BEGINGRENS-SO","BOVENBOUW_BEGINGRENS","","SO","A,2,-2"
"http://digitalbuildingdata.tech/nlcs/def/7599025f-acba-4384-8cb8-14a3768d8c22","860","SB","SB-BOVENBOUW_DOORGEZICHTE RECHTSTAND-SO","BOVENBOUW_DOORGEZICHTE RECHTSTAND","","SO","A,3,-2,0,-2,3"
"http://digitalbuildingdata.tech/nlcs/def/7975ab8f-176b-4b95-950c-b174f9aa5ef1","861","SB","SB-BOVENBOUW_HARTSTUK-SO","BOVENBOUW_HARTSTUK","","SO","A,3,-2,0,-2,3"
"http://digitalbuildingdata.tech/nlcs/def/81825363-e98a-4ba3-a0ec-b75ed0e8624d","862","SB","SB-BOVENBOUW_HARTSTUK_RIJLIJN-SO","BOVENBOUW_HARTSTUK_RIJLIJN","","SO","A,3,-2,0,-2,3"
"http://digitalbuildingdata.tech/nlcs/def/b5478bc0-4f49-4c5a-af67-aa9ad8639fa6","863","SB","SB-BOVENBOUW_ONDERSTEUNING-SO","BOVENBOUW_ONDERSTEUNING","","SO","A,2,-2"
"http://digitalbuildingdata.tech/nlcs/def/0c829fa5-06e1-4e24-9831-99ada845f3c2","865","SB","SB-CONSTRUCTIEGRENS-SO","CONSTRUCTIEGRENS","","SO","A,5,-2,2,-2,2,-2"
"http://digitalbuildingdata.tech/nlcs/def/5c589ff2-17b4-4d8b-9190-1fad4349fc8c","866","SB","SB-OMGRENZINGSPROFIEL_KINEMATISCH-SO","OMGRENZINGSPROFIEL_KINEMATISCH","","SO","A,2.5,-1.25"
"http://digitalbuildingdata.tech/nlcs/def/93aeb349-df99-4512-b4b4-458e0063648b","867","SB","SB-OMGRENZINGSPROFIEL_PVR-SO","OMGRENZINGSPROFIEL_PVR","","SO","A,2.5,-1.25"
"http://digitalbuildingdata.tech/nlcs/def/1b381709-9e36-4045-bbd7-69d6d1abd60a","869","SB","SB-ZAAGSNEDE-SO","ZAAGSNEDE","","SO","A,.00001,-2.54,[ZAAGSNEDE1,NLCS.SHX,x=-2.54,s=2.54],-5.08,[ZAAGSNEDE1,NLCS.SHX,r=180,x=2.54,s=2.54],-2.54"
"http://digitalbuildingdata.tech/nlcs/def/b95dbf17-7e24-4304-acb1-97694cfe3433","870","SB","V-SB-OMGRENZINGSPROFIEL_DYNAMISCH-SO","OMGRENZINGSPROFIEL_DYNAMISCH","V","SO","A,2.5,-1.25"
