NLCS Object;NLCS Symbool;rvvCode;blackCode;zoneCode;Oplossing
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C21_ZB-SO;C21;7.5;ZB;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C21_ZE-SO;C21;7.5;ZE;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C21-SO;C21;7.5;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C21-SO;C21;70.0;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C21-SO;C21;8.0;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C21-SO;C21;9.0;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C21-SO;C21;9.6;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C21-SO;C21;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C22-SO;C22;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C22_A-SO;C22a;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C22_B-SO;C22b;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C23_01-SO;C23-01;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C03_-SO;C3;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C04_L-SO;C4;L;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C04_R-SO;C4;R;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C05-SO;C5;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C06_ZB-SO;C6;;ZB;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C06-SO;C6;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C06_ZE-SO;C6;;ZE;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C07_ZH-SO;C7;;ZH;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C07_ZB-SO;C7;;ZB;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C07_ZE-SO;C7;;ZE;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C07-SO;C7;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C07_A-SO;C7a;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C07_B-SO;C7b;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C08-SO;C8;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_C;B-SVW-VERKEERSTEKEN_BORD_C09-SO;C9;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_D;B-SVW-VERKEERSTEKEN_BORD_D01-SO;D1;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_D;B-SVW-VERKEERSTEKEN_BORD_D02_LB-SO;D2;LB;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_D;B-SVW-VERKEERSTEKEN_BORD_D02_LO-SO;D2;LO;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_D;B-SVW-VERKEERSTEKEN_BORD_D02_RB-SO;D2;RB;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_D;B-SVW-VERKEERSTEKEN_BORD_D02_RO-SO;D2;RO;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_D;B-SVW-VERKEERSTEKEN_BORD_D03-SO;D3;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_D;B-SVW-VERKEERSTEKEN_BORD_D04-SO;D4;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_D;B-SVW-VERKEERSTEKEN_BORD_D05_L-SO;D5;L;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_D;B-SVW-VERKEERSTEKEN_BORD_D05_R-SO;D5;R;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_D;B-SVW-VERKEERSTEKEN_BORD_D06_L-SO;D6;L;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_D;B-SVW-VERKEERSTEKEN_BORD_D06_R-SO;D6;R;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_D;B-SVW-VERKEERSTEKEN_BORD_D07-SO;D7;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E01_ZH-SO;E1;;ZH;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E01_ZB-SO;E1;;ZB;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E01-SO;E1;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E01_ZE-SO;E1;;ZE;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E01-SO;E1(Zone);;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E10-SO;E10;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E10_ZH-SO;E10;;ZH;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E10_ZB-SO;E10;;ZB;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E10_-SO;E10(Zone);;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E11-SO;E11;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E11_ZE-SO;E11;;ZE;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E12-SO;E12;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E13-SO;E13;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E02_ZB-SO;E2;;ZB;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E02-SO;E2;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E02_ZE-SO;E2;;ZE;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E02_ZH-SO;E2;;ZH;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E03_ZH-SO;E3;;ZH;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E03_ZB-SO;E3;;ZB;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E03-SO;E3;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E03_ZE-SO;E3;;ZE;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E04-SO;E4;1.9;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E04-SO;E4;uitsluitend leerlingenvervoer Rebothschool ma t/m vr 08 - 15.30 h;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E04-SO;E4;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E05-SO;E5;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E06-SO;E6;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E07-SO;E7;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E08-SO;E8;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E08_A-SO;E8a;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E08_B-SO;E8b;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E08_C-SO;E8c;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E09-SO;E9;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E09_ZE-SO;E9;;ZE;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E09_ZH-SO;E9;;ZH;
VW-VERKEERSTEKEN_BORD_CATEGORIE_E;B-SVW-VERKEERSTEKEN_BORD_E09_ZB-SO;E9;;ZB;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F01-SO;F1;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F10-SO;F10;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F11-SO;F11;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F12-SO;F12;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F13-SO;F13;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F14-SO;F14;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F15-SO;F15;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F16-SO;F16;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F17-SO;F17;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F18-SO;F18;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F19-SO;F19;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F02-SO;F2;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F20-SO;F20;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F21-SO;F21;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F22-SO;F22;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F03-SO;F3;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F04-SO;F4;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F05-SO;F5;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F06-SO;F6;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F07-SO;F7;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_F;B-SVW-VERKEERSTEKEN_BORD_F08-SO;F8;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G07_ZB-SO;G07;ZB;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G01-SO;G1;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G10-SO;G10;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G11_OB505-SO;G11;OB505;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G11-SO;G11;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G12-SO;G12;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G12_A-SO;G12a;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G12_B-SO;G12b;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G13-SO;G13;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G14-SO;G14;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G02-SO;G2;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G03-SO;G3;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G04-SO;G4;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G05_ZB-SO;G5;;ZB;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G05-SO;G5;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G06-SO;G6;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G07_ZB-SO;G7;;ZB;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G07-SO;G7;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G07_ZE-SO;G7;;ZE;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G07_ZH-SO;G7;;ZH;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G08-SO;G8;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_G;B-SVW-VERKEERSTEKEN_BORD_G09-SO;G9;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_H;B-SVW-VERKEERSTEKEN_BORD_H01-SO;H1;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_H;B-SVW-VERKEERSTEKEN_BORD_H02-SO;H2;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J01-SO;J1;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J10-SO;J10;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J11-SO;J11;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J12-SO;J12;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J13-SO;J13;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J14-SO;J14;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J15-SO;J15;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J16-SO;J16;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J17-SO;J17;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J18-SO;J18;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J19-SO;J19;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J02-SO;J2;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J20-SO;J20;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J21-SO;J21;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J22-SO;J22;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J23-SO;J23;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J24-SO;J24;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J25-SO;J25;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J26-SO;J26;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J27-SO;J27;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J28-SO;J28;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J29-SO;J29;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J03-SO;J3;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J30-SO;J30;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J31-SO;J31;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J32-SO;J32;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J33-SO;J33;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J34-SO;J34;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J36-SO;J36;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J37-SO;J37;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J38-SO;J38;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J39-SO;J39;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J04-SO;J4;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J05-SO;J5;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J06-SO;J6;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J07-SO;J7;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J08-SO;J8;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_J;B-SVW-VERKEERSTEKEN_BORD_J09-SO;J9;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_K;B-SVW-VERKEERSTEKEN_BORD_K14-SO;K14;;;
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;1,95;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;2;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;2,1;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;2,1;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;2,2;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;2,4;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;2,6;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;2,7;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;2,8;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;2,9;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;2,95;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;3;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;3,1;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;3,2;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;3,25;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;3,4;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;3,5;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;3,6;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;3,7;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;3,8;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;3,9;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;4;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;4;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;4,1;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;4,2;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;4,3;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;4,3;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;4,4;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;4,5;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;4,6;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;4,8;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;5;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;5;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;5,1;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;5,2;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
VW-VERKEERSTEKEN_BORD_CATEGORIE_L;B-SVW-VERKEERSTEKEN_BORD_L01-SO;L1;5,4;;Oplossen met afstemming informatiemodel, voorlopig oplossen in software
