nlcs_term;nlcs_name
http://digitalbuildingdata.tech/nlcs/term/872226e0-06cd-44c4-bc0a-afa727a408e4;LOOPBRUG
http://digitalbuildingdata.tech/nlcs/term/b3743afc-9b01-47ef-a5da-42bb9c7b8d91;FAUNAPASSAGE
http://digitalbuildingdata.tech/nlcs/term/6096cd1b-cfc7-4518-9f3b-8e3fc7013efa;FAUNAVOORZIENING
http://digitalbuildingdata.tech/nlcs/term/f9a9fdab-408a-4691-adac-02f2ac3e363c;ONGEWAPEND
http://digitalbuildingdata.tech/nlcs/term/3ce2e800-029e-435d-a3c4-11531cf11b03;BODEMBEDEKKER
http://digitalbuildingdata.tech/nlcs/term/844df42a-3001-490a-91ea-e4035cae30ab;HOOGTEDETECTIEMETER
http://digitalbuildingdata.tech/nlcs/term/5f473524-3b5e-4220-aab7-9779bf32b375;VISTRAP
http://digitalbuildingdata.tech/nlcs/term/b67a0583-c089-4684-bb27-785ea4cb1dda;BSS
http://digitalbuildingdata.tech/nlcs/term/b67a0583-c089-4684-bb27-785ea4cb1dda;BSS
http://digitalbuildingdata.tech/nlcs/term/c8d2a206-da1f-4350-ba21-cfc4237add1a;KWELDER
http://digitalbuildingdata.tech/nlcs/term/80d8853c-e710-4bf0-aae5-10641495ae0a;SLUIS
http://digitalbuildingdata.tech/nlcs/term/fcfdca08-6c7d-48b7-a7f1-aa77d465e87a;STAAL
http://digitalbuildingdata.tech/nlcs/term/ff3e32ce-6459-4b9b-94d2-c4a46fcb51ae;ECOTUNNEL
http://digitalbuildingdata.tech/nlcs/term/9d26f2fa-219b-4df8-a544-8ead9dc94658;VEETUNNEL
http://digitalbuildingdata.tech/nlcs/term/eb2a4164-c2e9-4e81-8e22-35f31fa55e0d;VERKEERSTEGEL
http://digitalbuildingdata.tech/nlcs/term/7b73d05a-aa35-4db4-8476-ed973b79f5f2;BRIEVENBUS
http://digitalbuildingdata.tech/nlcs/term/0c1b5d16-6e83-4ee7-a58d-04d51bd9c9a4;GRAVEL
http://digitalbuildingdata.tech/nlcs/term/0c1b5d16-6e83-4ee7-a58d-04d51bd9c9a4;GRAVEL
http://digitalbuildingdata.tech/nlcs/term/36a33826-a6ec-4904-91cf-11ecba992ba3;SCHOT
http://digitalbuildingdata.tech/nlcs/term/ef94ea42-e5a8-4668-93cf-aa9997146b4e;WATERPLANT
http://digitalbuildingdata.tech/nlcs/term/521323f7-1aca-4207-bf0c-4f4455e03f8e;AFVALBAK
http://digitalbuildingdata.tech/nlcs/term/f972e648-dae1-4300-8279-9787cea42e36;LOOF
http://digitalbuildingdata.tech/nlcs/term/0341973c-66a7-439a-8baa-f83d0ad67f51;BOS
http://digitalbuildingdata.tech/nlcs/term/1550f8d5-2fb9-4189-b075-294e25dec48f;CULTUUR
http://digitalbuildingdata.tech/nlcs/term/5be5569d-758d-4330-8847-788b635bb0ae;BOMENZAND
http://digitalbuildingdata.tech/nlcs/term/b07bcef3-e49c-4dcc-9e2c-64ee3ca6ae99;WINDZAK
http://digitalbuildingdata.tech/nlcs/term/4f3d9e88-cdfc-4770-a4f5-015e2b293636;BOUWLAND
http://digitalbuildingdata.tech/nlcs/term/a7195504-dc29-4460-b14c-bc2f46cf3825;VLONDER
http://digitalbuildingdata.tech/nlcs/term/a7195504-dc29-4460-b14c-bc2f46cf3825;VLONDER
http://digitalbuildingdata.tech/nlcs/term/9d849eb3-4196-4566-b67c-66170efc4866;KUNSTGRAS
http://digitalbuildingdata.tech/nlcs/term/d0a28f22-844c-409c-8c89-829591ffc87d;AQUADUCT
http://digitalbuildingdata.tech/nlcs/term/03b04b75-0b4c-4015-85e6-753db2640866;ZITBANK
http://digitalbuildingdata.tech/nlcs/term/17e2eb84-0bc9-4bc9-b77b-268669f21baa;KW
http://digitalbuildingdata.tech/nlcs/term/dd7e9d9f-c208-41c0-a71c-d146b9a93f51;ZANDCEMENTSTABILISATIE
http://digitalbuildingdata.tech/nlcs/term/7f1c5187-c278-4305-acb7-14d35af449b6;GLASBOLREFLECTOR
http://digitalbuildingdata.tech/nlcs/term/7284bd0c-c6e2-4a2a-abda-347aff720d80;ZOAB
http://digitalbuildingdata.tech/nlcs/term/5f77f25f-1af9-4cc3-9cf4-c875b6a9cdc4;GRAFVELD
http://digitalbuildingdata.tech/nlcs/term/b9f08fc4-32bd-4f9f-a4a6-6d3d2a8cdfa2;BASALT
http://digitalbuildingdata.tech/nlcs/term/b9f08fc4-32bd-4f9f-a4a6-6d3d2a8cdfa2;BASALT
http://digitalbuildingdata.tech/nlcs/term/335f76c2-0804-4e76-9a4a-9f8068a355c7;TANK
http://digitalbuildingdata.tech/nlcs/term/92d525d9-41d9-46a0-970c-b8596470d983;METSELWERK
http://digitalbuildingdata.tech/nlcs/term/aed710a5-03fc-4a9f-ab06-53fe10181e85;ELEMENT
http://digitalbuildingdata.tech/nlcs/term/1c58ee18-3d03-4a8e-ba0e-33a240638bc9;OVERKLUIZING
http://digitalbuildingdata.tech/nlcs/term/a9a5e6e2-f6dd-4849-90b4-6b5cd236cbdf;GESTABILISEERD
http://digitalbuildingdata.tech/nlcs/term/e73d309b-1de8-4a0d-8365-d72368b56332;STRUIK
http://digitalbuildingdata.tech/nlcs/term/eecc1d36-1715-4916-b9d6-84a3a58ef5eb;BOMENRIJ
http://digitalbuildingdata.tech/nlcs/term/82a39a9b-fb20-404a-a72d-1be07d21c51d;RUIGGRAS
http://digitalbuildingdata.tech/nlcs/term/392e9c4e-7be9-4f46-9b68-c8f5a29f8a81;FUNDERING
http://digitalbuildingdata.tech/nlcs/term/ef0dcced-331c-4ee5-a9a8-3cb4c89b0c13;PERK
http://digitalbuildingdata.tech/nlcs/term/3438d915-5bcd-4f7a-b2c2-1fcdaf349ca6;BLOKKENMUUR
http://digitalbuildingdata.tech/nlcs/term/ef726dea-0e96-4831-b937-ecb4725f94de;LEICONBLOK
http://digitalbuildingdata.tech/nlcs/term/83fbabfa-9275-4765-9ed3-5672790b6e80;KANTOPSLUITING
http://digitalbuildingdata.tech/nlcs/term/4010664a-f9c3-454d-98ae-ba3f87e80c1f;RIJWIELPADBAND
http://digitalbuildingdata.tech/nlcs/term/12184cbf-1766-4474-892c-92f6ea1fcc2e;BESTORTING
http://digitalbuildingdata.tech/nlcs/term/65b4fd8c-064d-4ae5-98f5-a867b64b1d96;TEELGROND
http://digitalbuildingdata.tech/nlcs/term/51f97b94-1749-448d-adb0-c2b1a6c85bc8;DASSENTUNNEL
http://digitalbuildingdata.tech/nlcs/term/6fbfa3b9-25c3-4424-9f7d-8abf18ea3eaf;KALKZANDSTEEN
http://digitalbuildingdata.tech/nlcs/term/6fbfa3b9-25c3-4424-9f7d-8abf18ea3eaf;KALKZANDSTEEN
http://digitalbuildingdata.tech/nlcs/term/6fbfa3b9-25c3-4424-9f7d-8abf18ea3eaf;KALKZANDSTEEN
http://digitalbuildingdata.tech/nlcs/term/89378e55-cce3-4e9b-8cbc-352546e091d7;GROND
http://digitalbuildingdata.tech/nlcs/term/85413168-1b8e-4e78-bbfe-ac3efb2dfbc3;GESLOTENVERHARDING
http://digitalbuildingdata.tech/nlcs/term/7dd19938-d698-406e-8077-29533e70243e;BASALTON
http://digitalbuildingdata.tech/nlcs/term/a3d5188e-e1a6-4bef-bf42-478df26045fd;INNUNDATIESLUIS
http://digitalbuildingdata.tech/nlcs/term/b38a5f43-e098-42cd-be89-541250532d06;OPENVERHARDING
http://digitalbuildingdata.tech/nlcs/term/47ce3e18-76ea-4983-aa7b-034055b0f504;EPS
http://digitalbuildingdata.tech/nlcs/term/3e68fdd7-418e-49c8-9216-d232acae2654;HAKHOUT
http://digitalbuildingdata.tech/nlcs/term/ab118b1c-1b09-4606-b142-164d09e6b08a;GESTORT
http://digitalbuildingdata.tech/nlcs/term/5c4bede9-2949-45d6-b959-9863429af7c7;GRONDDAM
http://digitalbuildingdata.tech/nlcs/term/b251d3e1-5e67-4094-88a3-ace920c361ef;GROENVOORZIENING
http://digitalbuildingdata.tech/nlcs/term/45178720-0a89-481e-b896-1f292129f8b8;RIJPLAAT
http://digitalbuildingdata.tech/nlcs/term/082d936f-cc88-4ee2-ab59-19d93592bf66;PERRONBAND
http://digitalbuildingdata.tech/nlcs/term/0863f117-0923-4413-9fa4-da3725ce5cdc;BOOMGAARD
http://digitalbuildingdata.tech/nlcs/term/81294616-7d20-4648-bca6-0360ad706321;GIETASFALT
http://digitalbuildingdata.tech/nlcs/term/a6f1f529-fb25-464d-a3f3-376ddc659092;FLITSPAAL
http://digitalbuildingdata.tech/nlcs/term/0ad61840-6d49-41a5-a5f1-7c1b6ad868d1;PLAKBAND
http://digitalbuildingdata.tech/nlcs/term/5b1222b7-5fb8-4d65-b893-c53b1023b74c;ASFALTBAND
http://digitalbuildingdata.tech/nlcs/term/b7d28fcb-fe1b-4d7d-a2bc-61ebeed889b7;SLAKKEN
http://digitalbuildingdata.tech/nlcs/term/09630330-4c43-41e5-bcfd-8ac96ef571ab;COMBIWAND
http://digitalbuildingdata.tech/nlcs/term/5e9ab8a5-39db-46b6-9ce3-f9ed6347186b;GRAS
http://digitalbuildingdata.tech/nlcs/term/157f22e2-4cc6-4b67-90a7-db143c268d32;CAISSONWAND
http://digitalbuildingdata.tech/nlcs/term/c4c2dcf2-2b74-48ae-aadd-7e4dbf7da12d;PWSBAND
http://digitalbuildingdata.tech/nlcs/term/afb56324-a6e4-4226-a22f-8135f5c4da03;HEESTER
http://digitalbuildingdata.tech/nlcs/term/3d17505f-5e9e-49c4-aabe-4af24b967cf7;RWS
http://digitalbuildingdata.tech/nlcs/term/929bb844-1754-490f-9004-06b65db5d4b7;NATUURGRAS
http://digitalbuildingdata.tech/nlcs/term/8adaaf30-8d3c-422c-bb50-829f54095be4;SCHEIDINGSBAND
http://digitalbuildingdata.tech/nlcs/term/812cb8c9-ee54-43fe-8f5f-153b9ca05b19;PLATEAUBAND
http://digitalbuildingdata.tech/nlcs/term/c8047898-e766-4649-95ea-a4b739a95f3c;PARKEERBAND
http://digitalbuildingdata.tech/nlcs/term/e73fd00a-f2ce-42b0-82a1-81a78b1f488a;GRIEND
http://digitalbuildingdata.tech/nlcs/term/fb473559-bd6b-474b-a4d8-03af954da629;INGANGSCONTROLE
http://digitalbuildingdata.tech/nlcs/term/4de22c66-f453-4a88-b35a-b5d5dfa06434;LIJNREFLECTOR
http://digitalbuildingdata.tech/nlcs/term/bc5db715-959a-43b0-990d-1a3ec3ea61c6;FLAUWEOEVER
http://digitalbuildingdata.tech/nlcs/term/ee754720-0ec6-4c47-bbf8-f8bfcfddced0;KRUIDEN
http://digitalbuildingdata.tech/nlcs/term/3fdd6b0e-7e74-48c4-94ac-4c16a8a77cea;BOEI
http://digitalbuildingdata.tech/nlcs/term/e4ce70b8-e518-4731-967c-5022e8a3f843;AFSCHERMINGLICHT
http://digitalbuildingdata.tech/nlcs/term/18656c9f-d589-4888-bdf4-7f4704f0ffc8;PLANTGATVERBETERING
http://digitalbuildingdata.tech/nlcs/term/3c000587-f122-4606-803c-a76c651a6461;LPG VULPUNT
http://digitalbuildingdata.tech/nlcs/term/568ce384-9781-4ae3-a5f7-4c534c49cf94;BESTRAAT
http://digitalbuildingdata.tech/nlcs/term/a6a39467-4ba4-4893-a7ba-d23b7b1cf119;TIJSLUIS
http://digitalbuildingdata.tech/nlcs/term/047a6eb2-0baf-43b9-a395-2b58a63dd89e;HOUTOPSTAND
http://digitalbuildingdata.tech/nlcs/term/b53aec38-378b-4775-a9ad-a21b0140b55b;VERLAAGDEBAND
http://digitalbuildingdata.tech/nlcs/term/76a10b82-0eb7-4a23-914d-967a43016176;AMSTELBAND
http://digitalbuildingdata.tech/nlcs/term/37615712-2b07-40d7-b615-581a0ae7f800;UITWATERINGSSSLUIS
http://digitalbuildingdata.tech/nlcs/term/5547adf0-cc13-4809-9610-d1f5d563d320;BENTONIET
http://digitalbuildingdata.tech/nlcs/term/4528a2fc-9a08-48d0-b412-b80c8c397239;HAVENBAND
http://digitalbuildingdata.tech/nlcs/term/92b1b035-7489-473d-8323-9983acf0ea46;SCHRIKHEK
http://digitalbuildingdata.tech/nlcs/term/d2fef027-6223-4c39-873f-4cf078fca536;DASSENPOORT
http://digitalbuildingdata.tech/nlcs/term/ad49f53b-004f-4206-9a0b-55171533c956;SIERPLANTSOEN
http://digitalbuildingdata.tech/nlcs/term/2c2d9e5f-9e69-4ea9-bb76-1bcef84c762a;GRASPLAAT
http://digitalbuildingdata.tech/nlcs/term/2c2d9e5f-9e69-4ea9-bb76-1bcef84c762a;GRASPLAAT
http://digitalbuildingdata.tech/nlcs/term/d1182955-15d6-44f1-8b96-b604bc376ca6;VOORKANTBAND
http://digitalbuildingdata.tech/nlcs/term/7b01033f-9cf9-4e1c-ad1b-9b7e6cea577a;CELLENWAND
http://digitalbuildingdata.tech/nlcs/term/2c8e05ef-6848-4f8f-8c5e-95eb85fb0ca1;GROENSTROOK
http://digitalbuildingdata.tech/nlcs/term/6f8adec3-aea6-4b72-8bf5-e9f6b464b181;WILDVIADUCT
http://digitalbuildingdata.tech/nlcs/term/7dc6900d-2ff6-4342-8db3-f18a1eb39aac;VERLOOPBAND
http://digitalbuildingdata.tech/nlcs/term/937d54cb-8901-4dbc-9c20-29c0c977ad43;FRUITTEELT
http://digitalbuildingdata.tech/nlcs/term/3de7cd9a-ccc6-4d7e-9bbb-7306637f28f8;STORTSTEEN
http://digitalbuildingdata.tech/nlcs/term/9874fb74-b7d2-417a-8818-ddcb7c4bfb5a;KRUIDENRIJK
http://digitalbuildingdata.tech/nlcs/term/2d30fe63-ff56-4f88-ad85-d36e555fb9fe;PREFAB
http://digitalbuildingdata.tech/nlcs/term/babb90f2-174a-44b1-b69e-b4079e0066f1;TALUDBAND
http://digitalbuildingdata.tech/nlcs/term/55a95edb-d584-4bd5-908e-63abe834239c;ROTONDEBLOK
http://digitalbuildingdata.tech/nlcs/term/cd487043-8d0a-447c-b035-29aad719fd9f;WATERWEGMEUBILAIR
http://digitalbuildingdata.tech/nlcs/term/9333ae71-c0da-4c86-a71b-f0c7e1a734a3;PLASDRASBERM
http://digitalbuildingdata.tech/nlcs/term/9333ae71-c0da-4c86-a71b-f0c7e1a734a3;PLASDRASBERM
http://digitalbuildingdata.tech/nlcs/term/f1b048b3-afbb-4478-a738-15cae67506dd;INVERHARDING
http://digitalbuildingdata.tech/nlcs/term/f1b048b3-afbb-4478-a738-15cae67506dd;INVERHARDING
http://digitalbuildingdata.tech/nlcs/term/ce2ec6b8-36fa-4f29-9a81-0293857c4cdd;HOEKSTUK
http://digitalbuildingdata.tech/nlcs/term/3a7901ab-09a9-42f1-8da2-35e671ffcd69;LWAND
http://digitalbuildingdata.tech/nlcs/term/9834ee88-c25c-45a9-a3f1-bdb3c6a06b4e;NATUURVRIENDELIJK
http://digitalbuildingdata.tech/nlcs/term/5cf94464-64a5-452f-b10c-7784c929ed80;PARKEERMAATREGEL
http://digitalbuildingdata.tech/nlcs/term/3b67f396-b1f5-4c7c-98b5-5f95c269ec93;FIETSTUNNEL
http://digitalbuildingdata.tech/nlcs/term/3b67f396-b1f5-4c7c-98b5-5f95c269ec93;FIETSTUNNEL
http://digitalbuildingdata.tech/nlcs/term/3b67f396-b1f5-4c7c-98b5-5f95c269ec93;FIETSTUNNEL
http://digitalbuildingdata.tech/nlcs/term/ccf98127-1897-4d7f-9503-80c444f64ed3;BERLINER WAND
http://digitalbuildingdata.tech/nlcs/term/09683704-8d38-44e7-aace-f34e6e7af2bf;VOETGANGERSBRUG
http://digitalbuildingdata.tech/nlcs/term/09683704-8d38-44e7-aace-f34e6e7af2bf;VOETGANGERSBRUG
http://digitalbuildingdata.tech/nlcs/term/09683704-8d38-44e7-aace-f34e6e7af2bf;VOETGANGERSBRUG
http://digitalbuildingdata.tech/nlcs/term/d091b83f-3e66-4016-ae7d-1249bcee7fd5;VLOEISTOFDICHT
http://digitalbuildingdata.tech/nlcs/term/686a783f-5a2c-4ff2-a197-8c06c48b540f;WILDZWIJN
http://digitalbuildingdata.tech/nlcs/term/686a783f-5a2c-4ff2-a197-8c06c48b540f;WILDZWIJN
http://digitalbuildingdata.tech/nlcs/term/ec5d6071-442c-4e9d-811b-33eed6b6b18c;BRUGDOORLOPENDEOEVER
http://digitalbuildingdata.tech/nlcs/term/44582b8e-99bb-44ad-b170-bf45c0745711;TERRE ARMEE
http://digitalbuildingdata.tech/nlcs/term/4a165abd-4df5-40d0-8511-a7821455ba35;WILDWISSEL
http://digitalbuildingdata.tech/nlcs/term/0d7ac8e5-b184-4cb9-a273-a66a2b434d10;GELEIDING
http://digitalbuildingdata.tech/nlcs/term/62a79b36-60c9-41b7-9d52-9d6995832b0d;BRUGDUIKERMETFAUNAVOORZIENING
http://digitalbuildingdata.tech/nlcs/term/62a79b36-60c9-41b7-9d52-9d6995832b0d;BRUGDUIKERMETFAUNAVOORZIENING
http://digitalbuildingdata.tech/nlcs/term/dcac328c-9b6e-4d89-a5b0-d6d99fcb57a5;NATUURVRIENDELIJKEOEVER
http://digitalbuildingdata.tech/nlcs/term/36dece05-8702-4910-8f39-9ff1a6d919d5;WEGMEUBILAIR
http://digitalbuildingdata.tech/nlcs/term/bb7811e6-e945-414c-ba2a-22a8ffa3ca2b;LUCHTHAVENMEUBILAIR
http://digitalbuildingdata.tech/nlcs/term/18ab18be-3cb9-4762-91b6-a79b43e62a2f;INVOLLEGROND
http://digitalbuildingdata.tech/nlcs/term/18ab18be-3cb9-4762-91b6-a79b43e62a2f;INVOLLEGROND
http://digitalbuildingdata.tech/nlcs/term/cea18d9a-0cb9-463d-bf4c-bb708c7db79b;SPOORTUNNELBAK
http://digitalbuildingdata.tech/nlcs/term/cea18d9a-0cb9-463d-bf4c-bb708c7db79b;SPOORTUNNELBAK
http://digitalbuildingdata.tech/nlcs/term/cea18d9a-0cb9-463d-bf4c-bb708c7db79b;SPOORTUNNELBAK
http://digitalbuildingdata.tech/nlcs/term/cea18d9a-0cb9-463d-bf4c-bb708c7db79b;SPOORTUNNELBAK
http://digitalbuildingdata.tech/nlcs/term/cea18d9a-0cb9-463d-bf4c-bb708c7db79b;SPOORTUNNELBAK
http://digitalbuildingdata.tech/nlcs/term/815f7422-9902-43cd-98d8-a8650f81150f;SPORT
http://digitalbuildingdata.tech/nlcs/term/356a1a02-e675-4170-beb7-ef75bb0a2a9e;VOETGANGERSVIADUCT
http://digitalbuildingdata.tech/nlcs/term/356a1a02-e675-4170-beb7-ef75bb0a2a9e;VOETGANGERSVIADUCT
http://digitalbuildingdata.tech/nlcs/term/356a1a02-e675-4170-beb7-ef75bb0a2a9e;VOETGANGERSVIADUCT
http://digitalbuildingdata.tech/nlcs/term/fd60eaec-b25b-42f8-9c2f-b05edc11411b;L MUUR
http://digitalbuildingdata.tech/nlcs/term/6bcd0fbf-4def-4df3-b38f-9863d8369a0f;INDUSTRIE
http://digitalbuildingdata.tech/nlcs/term/ff907527-66cf-4345-8a91-c6e51bca8158;COATING
http://digitalbuildingdata.tech/nlcs/term/b54a3e76-1a1c-466f-bec9-25414bdb54c8;TERREINAFSCHEIDING
http://digitalbuildingdata.tech/nlcs/term/b1744df1-ac78-4bc4-a57c-ae7cf86b9d2f;EDELHERT
http://digitalbuildingdata.tech/nlcs/term/4d2955eb-a5c4-4cc4-bab2-3719e34ca25e;HAAG MET RASTER
http://digitalbuildingdata.tech/nlcs/term/4d2955eb-a5c4-4cc4-bab2-3719e34ca25e;HAAG MET RASTER
http://digitalbuildingdata.tech/nlcs/term/6f19338a-38c7-42c3-887e-3e4bf8b5a845;MARKERING
http://digitalbuildingdata.tech/nlcs/term/071a46d6-ad0d-4037-ae16-b5789ee0198f;FIETSBRUG
http://digitalbuildingdata.tech/nlcs/term/071a46d6-ad0d-4037-ae16-b5789ee0198f;FIETSBRUG
http://digitalbuildingdata.tech/nlcs/term/071a46d6-ad0d-4037-ae16-b5789ee0198f;FIETSBRUG
http://digitalbuildingdata.tech/nlcs/term/83c4b2ea-b3f6-4bf9-8987-a037b0a97295;BOOMMARTER
http://digitalbuildingdata.tech/nlcs/term/83c4b2ea-b3f6-4bf9-8987-a037b0a97295;BOOMMARTER
http://digitalbuildingdata.tech/nlcs/term/746ef29e-56b7-4424-b2a6-d305dddf1e51;BETONRUG
http://digitalbuildingdata.tech/nlcs/term/f55448a0-aeaa-4845-8a4c-b57d56a579ef;DAS
http://digitalbuildingdata.tech/nlcs/term/f55448a0-aeaa-4845-8a4c-b57d56a579ef;DAS
http://digitalbuildingdata.tech/nlcs/term/a3b335d5-eee1-42f8-9df8-56bcf7325bab;KANTVERHARDING
http://digitalbuildingdata.tech/nlcs/term/1bcc3e09-cf43-4e87-a1e9-443f8f795c3e;GELUIDSWERING
http://digitalbuildingdata.tech/nlcs/term/6f813979-e4dc-4e54-975e-793eccbf0f16;VERANKERD
http://digitalbuildingdata.tech/nlcs/term/fc0a2a73-fe79-4550-b74d-734fd5034a01;REE
http://digitalbuildingdata.tech/nlcs/term/fc0a2a73-fe79-4550-b74d-734fd5034a01;REE
http://digitalbuildingdata.tech/nlcs/term/911a5ef3-b511-4e19-83cf-c2e8dfb8415e;OOG
http://digitalbuildingdata.tech/nlcs/term/89e75f4b-a6e5-454a-86e8-a6fab3b3184f;SPOORVIADUCT
http://digitalbuildingdata.tech/nlcs/term/89e75f4b-a6e5-454a-86e8-a6fab3b3184f;SPOORVIADUCT
http://digitalbuildingdata.tech/nlcs/term/89e75f4b-a6e5-454a-86e8-a6fab3b3184f;SPOORVIADUCT
http://digitalbuildingdata.tech/nlcs/term/89e75f4b-a6e5-454a-86e8-a6fab3b3184f;SPOORVIADUCT
http://digitalbuildingdata.tech/nlcs/term/89e75f4b-a6e5-454a-86e8-a6fab3b3184f;SPOORVIADUCT
http://digitalbuildingdata.tech/nlcs/term/5544df9a-4418-4e69-98cb-10c5acf4b19b;FIETSVIADUCT
http://digitalbuildingdata.tech/nlcs/term/5544df9a-4418-4e69-98cb-10c5acf4b19b;FIETSVIADUCT
http://digitalbuildingdata.tech/nlcs/term/5544df9a-4418-4e69-98cb-10c5acf4b19b;FIETSVIADUCT
http://digitalbuildingdata.tech/nlcs/term/6c3c0fca-fc25-40cb-aaa5-e53ab7c95474;SPOORBRUG
http://digitalbuildingdata.tech/nlcs/term/6c3c0fca-fc25-40cb-aaa5-e53ab7c95474;SPOORBRUG
http://digitalbuildingdata.tech/nlcs/term/6c3c0fca-fc25-40cb-aaa5-e53ab7c95474;SPOORBRUG
http://digitalbuildingdata.tech/nlcs/term/6c3c0fca-fc25-40cb-aaa5-e53ab7c95474;SPOORBRUG
http://digitalbuildingdata.tech/nlcs/term/6c3c0fca-fc25-40cb-aaa5-e53ab7c95474;SPOORBRUG
http://digitalbuildingdata.tech/nlcs/term/88aa22c3-69d4-4c0c-a1ae-f5d3230d5a1c;KLEINEZOOGDIEREN
http://digitalbuildingdata.tech/nlcs/term/db8336e7-05ac-4111-b374-9aac5f5cc5f4;WEGVERKEERSBRUG
http://digitalbuildingdata.tech/nlcs/term/db8336e7-05ac-4111-b374-9aac5f5cc5f4;WEGVERKEERSBRUG
http://digitalbuildingdata.tech/nlcs/term/db8336e7-05ac-4111-b374-9aac5f5cc5f4;WEGVERKEERSBRUG
http://digitalbuildingdata.tech/nlcs/term/db8336e7-05ac-4111-b374-9aac5f5cc5f4;WEGVERKEERSBRUG
http://digitalbuildingdata.tech/nlcs/term/f0f64a05-4da4-4c7b-b2d8-389df4eefc6a;RIJ
http://digitalbuildingdata.tech/nlcs/term/89b93c76-d60a-4d8a-9fac-4bc7f9a52765;VOETGANGERSTUNNEL
http://digitalbuildingdata.tech/nlcs/term/89b93c76-d60a-4d8a-9fac-4bc7f9a52765;VOETGANGERSTUNNEL
http://digitalbuildingdata.tech/nlcs/term/89b93c76-d60a-4d8a-9fac-4bc7f9a52765;VOETGANGERSTUNNEL
http://digitalbuildingdata.tech/nlcs/term/3175e2a2-fbb7-454c-852a-5a6ab039951c;AFMEERLOKATIE
http://digitalbuildingdata.tech/nlcs/term/61659b71-2dc4-4d0b-9905-23659b298d11;VH
http://digitalbuildingdata.tech/nlcs/term/731606a2-635b-4fc8-a42e-b27064d43e95;BRUG
http://digitalbuildingdata.tech/nlcs/term/13fa4a80-7f11-493b-8bdd-10b061aef8d1;INRIT
http://digitalbuildingdata.tech/nlcs/term/13fa4a80-7f11-493b-8bdd-10b061aef8d1;INRIT
http://digitalbuildingdata.tech/nlcs/term/c5f6e8b6-de48-4717-b518-c02810c74f8a;WANDCONSTRUCTIE
http://digitalbuildingdata.tech/nlcs/term/7dd26a3e-9f69-4bd0-9262-f6a914f1c34f;SCHEPENTELLER
http://digitalbuildingdata.tech/nlcs/term/43080ecf-ae14-476a-84b5-268169183f82;SPOORTUNNEL
http://digitalbuildingdata.tech/nlcs/term/43080ecf-ae14-476a-84b5-268169183f82;SPOORTUNNEL
http://digitalbuildingdata.tech/nlcs/term/43080ecf-ae14-476a-84b5-268169183f82;SPOORTUNNEL
http://digitalbuildingdata.tech/nlcs/term/43080ecf-ae14-476a-84b5-268169183f82;SPOORTUNNEL
http://digitalbuildingdata.tech/nlcs/term/43080ecf-ae14-476a-84b5-268169183f82;SPOORTUNNEL
http://digitalbuildingdata.tech/nlcs/term/e6661e3d-9ce8-43a1-af18-4956cece7ca9;BOLLEN
http://digitalbuildingdata.tech/nlcs/term/9ea46a5d-575c-4608-ac98-7bf16076ff7b;TALUD
http://digitalbuildingdata.tech/nlcs/term/bb86a408-adcb-44bd-abfd-0a5768621c76;TWAND
http://digitalbuildingdata.tech/nlcs/term/c519a7f5-1cfc-4e95-99ed-dccaf14d67ed;BEPLANTING
http://digitalbuildingdata.tech/nlcs/term/d50fdf93-e86d-4ab5-9d6e-011813eb0be8;WEGVERKEERSTUNNELBAK
http://digitalbuildingdata.tech/nlcs/term/d50fdf93-e86d-4ab5-9d6e-011813eb0be8;WEGVERKEERSTUNNELBAK
http://digitalbuildingdata.tech/nlcs/term/d50fdf93-e86d-4ab5-9d6e-011813eb0be8;WEGVERKEERSTUNNELBAK
http://digitalbuildingdata.tech/nlcs/term/d50fdf93-e86d-4ab5-9d6e-011813eb0be8;WEGVERKEERSTUNNELBAK
http://digitalbuildingdata.tech/nlcs/term/1ed24209-439e-4cff-be75-a496ae70c238;WEGVERKEERTUNNEL
http://digitalbuildingdata.tech/nlcs/term/1ed24209-439e-4cff-be75-a496ae70c238;WEGVERKEERTUNNEL
http://digitalbuildingdata.tech/nlcs/term/1ed24209-439e-4cff-be75-a496ae70c238;WEGVERKEERTUNNEL
http://digitalbuildingdata.tech/nlcs/term/1ed24209-439e-4cff-be75-a496ae70c238;WEGVERKEERTUNNEL
http://digitalbuildingdata.tech/nlcs/term/d866cacb-6d82-43b0-83f7-cfe819f4f3ce;SIER
http://digitalbuildingdata.tech/nlcs/term/739e2f1d-88c8-4feb-89e1-be70e3fdf7da;DRAAGCONSTRUCTIE
http://digitalbuildingdata.tech/nlcs/term/d1d36a9f-4836-44aa-aa8d-c70464f5a4ad;VERKEERSTEKEN
http://digitalbuildingdata.tech/nlcs/term/b571d902-4438-4207-92a3-0e3088845d83;CONIFEER
http://digitalbuildingdata.tech/nlcs/term/9e01e086-0516-4fb5-b161-2d092438a9a8;ACHTERKANTBAND
http://digitalbuildingdata.tech/nlcs/term/7e0ce5c6-a0b3-4569-b14a-d4c2717beb1b;AMFIBIE
http://digitalbuildingdata.tech/nlcs/term/14987e3e-092d-4204-ac20-dde7cd86191d;NATUURLIJKE OEVER
http://digitalbuildingdata.tech/nlcs/term/98540034-054b-49a1-a740-5ae95b47c9b2;SCHEEPSHUID
