searchterm,symboolURI,id,sbibliotheek,sbibliotheekURI,fase,symbool,finalCleanName,optie,fileURL
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/77122b3d-ca84-45bc-9ccc-26b71fcb1beb,2958,SOG,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/971459e0-bead-43d5-881b-ec725ab8a0e3,,SOG-BEBOUWING_OPENBAAR_TOILET-SO,G-BEBOUWING_OPENBAAR_TOILET-,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SOG/SOG-BEBOUWING_OPENBAAR_TOILET-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/4f9a333c-1cd0-4b62-9409-15ffaeae9c10,2959,SOG,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/971459e0-bead-43d5-881b-ec725ab8a0e3,,SOG-BEBOUWING_TRAFO_LAGE-SO,G-BEBOUWING_TRAFO_LAGE-,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SOG/SOG-BEBOUWING_TRAFO_LAGE-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7ec67e14-065b-435e-b641-6bac789bfa68,296,SGC,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/80b3e885-4b3c-4a66-9134-e2d506fe735a,,SGC-DAMWAND_STAAL_ARCELOR_PU18_600-MM,SGC-DAMWAND_STAAL_ARCELOR_PU18_600,MM,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SGC/SGC-DAMWAND_STAAL_ARCELOR_PU18_600-MM.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/98be82d7-9951-4dd2-a0cc-c8e4ef000908,2960,SOG,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/971459e0-bead-43d5-881b-ec725ab8a0e3,,SOG-RIJRICHTING-SO,G-RIJRICHTING-,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SOG/SOG-RIJRICHTING-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/35052467-424b-4339-b0e6-42d73640939a,2961,SOG,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/971459e0-bead-43d5-881b-ec725ab8a0e3,,SOG-TAXISTANDPLAATS-SO,G-TAXISTANDPLAATS-,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SOG/SOG-TAXISTANDPLAATS-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/17afcdb2-a94d-4b49-9441-0af3d85ab3d0,2962,SOG,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/971459e0-bead-43d5-881b-ec725ab8a0e3,V,V-SOG-BEBOUWING_FIETSENSTALLING-SO,G-BEBOUWING_FIETSENSTALLING-,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SOG/V-SOG-BEBOUWING_FIETSENSTALLING-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/6636421e-3e10-4fd1-a79c-6c52145f8176,2963,SOG,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/971459e0-bead-43d5-881b-ec725ab8a0e3,V,V-SOG-BEBOUWING_OPENBAAR_TOILET-SO,G-BEBOUWING_OPENBAAR_TOILET-,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SOG/V-SOG-BEBOUWING_OPENBAAR_TOILET-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/b2de728e-77d9-47a9-8d28-2023b298a175,2964,SOG,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/971459e0-bead-43d5-881b-ec725ab8a0e3,V,V-SOG-BEBOUWING_TRAFO_LAGE-SO,G-BEBOUWING_TRAFO_LAGE-,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SOG/V-SOG-BEBOUWING_TRAFO_LAGE-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/c0eef3e4-e8ae-41d7-825b-cf208552fd62,2965,SOG,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/971459e0-bead-43d5-881b-ec725ab8a0e3,V,V-SOG-TAXISTANDPLAATS-SO,G-TAXISTANDPLAATS-,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SOG/V-SOG-TAXISTANDPLAATS-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/cc0a709a-d09e-4054-833f-7a1313563316,2968,SVW,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/24b8c49e-3586-44cb-9d3a-6a243a1e40d7,,SVW-POLLER-SO,SVW-POLLER,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVW/SVW-POLLER-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/95953a67-d3c9-4345-b58d-8e098e861e34,2969,SVW,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/24b8c49e-3586-44cb-9d3a-6a243a1e40d7,,SVW-POLLER_BEWEEGBAAR-SO,SVW-POLLER_BEWEEGBAAR,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVW/SVW-POLLER_BEWEEGBAAR-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/3647e4c5-56ca-4dc5-8677-bd731c67b151,297,SGC,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/80b3e885-4b3c-4a66-9134-e2d506fe735a,,SGC-DAMWAND_STAAL_ARCELOR_PU22_600_1-MM,SGC-DAMWAND_STAAL_ARCELOR_PU22_600_1,MM,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SGC/SGC-DAMWAND_STAAL_ARCELOR_PU22_600_1-MM.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/f89a26df-48c5-4e40-bb27-ffbe9fbb5c60,2970,SVW,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/24b8c49e-3586-44cb-9d3a-6a243a1e40d7,,SVW-POLLER_SCANPAAL-SO,SVW-POLLER_SCANPAAL,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVW/SVW-POLLER_SCANPAAL-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/55332697-8ad6-4f4b-aec7-7a19587152b6,2971,SVW,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/24b8c49e-3586-44cb-9d3a-6a243a1e40d7,,SVW-POLLER_VAST-SO,SVW-POLLER_VAST,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVW/SVW-POLLER_VAST-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/d2aa32eb-7f3e-449b-a0f9-9170a79b6b23,2972,SVW,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/24b8c49e-3586-44cb-9d3a-6a243a1e40d7,,SVW-VERKEERSTEKEN_TRAMSIGNALERING-SO,SVW-VERKEERSTEKEN_TRAMSIGNALERING,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVW/SVW-VERKEERSTEKEN_TRAMSIGNALERING-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/c2bf9e46-6a45-47ca-b5bf-a49e080a4190,2973,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,,SRI-PUT_INSPECTIE-SO,SRI-PUT_INSPECTIE,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-PUT_INSPECTIE-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/e7d0aca3-05e2-4ac2-ba38-d56e0c8a8c6a,2974,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,,SRI-STROOMRICHTING_LINKS-SO,SRI-STROOMRICHTING_LINKS,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-STROOMRICHTING_LINKS-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/71f4e4a5-f028-4497-9d09-935a20562290,2975,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,,SRI-STROOMRICHTING_RECHTS-SO,SRI-STROOMRICHTING_RECHTS,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-STROOMRICHTING_RECHTS-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/3b29602d-23d8-4fff-be88-cdaae79934cc,2976,SVW,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/24b8c49e-3586-44cb-9d3a-6a243a1e40d7,V,V-SVW-VERKEERSTEKEN_TRAMSIGNALERING-SO,SW-ERKEERSTEKEN_TRAMSIGNALERING,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVW/V-SVW-VERKEERSTEKEN_TRAMSIGNALERING-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/bae119ed-06aa-42f3-b627-82984090ca4a,2977,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-VERWIJZING_MATERIAALNUMMER-SO,SAL-VERWIJZING_MATERIAALNUMMER,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-VERWIJZING_MATERIAALNUMMER-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/9588a29c-ea80-460e-9813-ac934ef82f84,2978,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-AANKLEDING_FIETSER_MAN_RACEFIETS_ZIJAANZICHT-D,SAL-AANKLEING_FIETSER_MAN_RACEFIETS_ZIJAANZICHT-,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-AANKLEDING_FIETSER_MAN_RACEFIETS_ZIJAANZICHT-D.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/86520b48-b8f7-4498-800f-a6f3fa67b90c,2979,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-AANKLEDING_ROLSTOELER_MAN_VOORAANZICHT-D,SAL-AANKLEING_ROLSTOELER_MAN_VOORAANZICHT-,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-AANKLEDING_ROLSTOELER_MAN_VOORAANZICHT-D.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/890f6647-79b1-4d2e-9a42-6de62c44a246,298,SGC,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/80b3e885-4b3c-4a66-9134-e2d506fe735a,,SGC-DAMWAND_STAAL_ARCELOR_PU22_600-MM,SGC-DAMWAND_STAAL_ARCELOR_PU22_600,MM,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SGC/SGC-DAMWAND_STAAL_ARCELOR_PU22_600-MM.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/5f92fe41-6f91-42c8-8c90-f4ef27e101c2,2980,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-AANKLEDING_ROLSTOELER_MAN_ZIJAANZICHT-D,SAL-AANKLEING_ROLSTOELER_MAN_ZIJAANZICHT-,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-AANKLEDING_ROLSTOELER_MAN_ZIJAANZICHT-D.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/6bc13332-bd2e-4791-8e54-76da49a3f17a,2981,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-AANKLEDING_VOETGANGER3_VOORAANZICHT-D,SAL-AANKLEING_VOETGANGER3_VOORAANZICHT-,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-AANKLEDING_VOETGANGER3_VOORAANZICHT-D.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/da4a4cbd-cd40-4112-8299-54ef059a1a3f,2982,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-AANKLEDING_VOETGANGER_FAMILIE_VOORAANZICHT-D,SAL-AANKLEING_VOETGANGER_FAMILIE_VOORAANZICHT-,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-AANKLEDING_VOETGANGER_FAMILIE_VOORAANZICHT-D.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/191c97e0-0eb6-458d-ba34-1826173d314a,2983,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-AANKLEDING_VOETGANGER_MAN_ACHTERAANZICHT-D,SAL-AANKLEING_VOETGANGER_MAN_ACHTERAANZICHT-,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-AANKLEDING_VOETGANGER_MAN_ACHTERAANZICHT-D.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/79a3a1af-d9db-4239-a066-e575e754c465,2984,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-AANKLEDING_VOETGANGER_MAN_VOORAANZICHT-D,SAL-AANKLEING_VOETGANGER_MAN_VOORAANZICHT-,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-AANKLEDING_VOETGANGER_MAN_VOORAANZICHT-D.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/c9071a34-728c-40e0-84c9-6aa658b69ff8,2985,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-AANKLEDING_VOETGANGER_MK_VOORAANZICHT-D,SAL-AANKLEING_VOETGANGER_MK_VOORAANZICHT-,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-AANKLEDING_VOETGANGER_MK_VOORAANZICHT-D.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/330092f7-e905-4966-bbf7-01b0b9446025,2986,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-AANKLEDING_VOETGANGER_STEL_VOORAANZICHT-D,SAL-AANKLEING_VOETGANGER_STEL_VOORAANZICHT-,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-AANKLEDING_VOETGANGER_STEL_VOORAANZICHT-D.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/b1562db6-0f8f-48a4-8ef3-e55fed8cefd0,2987,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-AANKLEDING_VOETGANGER_VROUW_ACHTERAANZICHT-D,SAL-AANKLEING_VOETGANGER_VROUW_ACHTERAANZICHT-,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-AANKLEDING_VOETGANGER_VROUW_ACHTERAANZICHT-D.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/c6268f5e-e1cb-421b-9f5b-a8c1274ee5d0,2988,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-AANKLEDING_VOETGANGER_VROUW_VOORAANZICHT-D,SAL-AANKLEING_VOETGANGER_VROUW_VOORAANZICHT-,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-AANKLEDING_VOETGANGER_VROUW_VOORAANZICHT-D.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/51d3cd1d-ef70-47ff-881f-9d3178587572,2989,SAL,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/1e02896a-657e-4b98-8558-746485c91f82,,SAL-AANKLEDING_VOETGANGER_VROUW_ZIJAANZICHT-D,SAL-AANKLEING_VOETGANGER_VROUW_ZIJAANZICHT-,D,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SAL/SAL-AANKLEDING_VOETGANGER_VROUW_ZIJAANZICHT-D.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/ab20c74c-ad30-486c-9436-379bb3bfbb48,299,SGC,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/80b3e885-4b3c-4a66-9134-e2d506fe735a,,SGC-DAMWAND_STAAL_ARCELOR_PU28_600_1-MM,SGC-DAMWAND_STAAL_ARCELOR_PU28_600_1,MM,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SGC/SGC-DAMWAND_STAAL_ARCELOR_PU28_600_1-MM.dwg
