searchterm,symboolURI,id,sbibliotheek,sbibliotheekURI,fase,symbool,finalCleanName,optie,fileURL
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/80ce667e-8835-40af-9ae4-9e0b8eaebeb2,1037,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,V,V-SRI-HULP_AFSLUITER_HAAKS-SO,SRI-HULP_AFSLUITER_HAAKS,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-HULP_AFSLUITER_HAAKS-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/60855409-269d-486a-88cd-f14c1ce6367b,1038,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,V,V-SRI-HULP_AFSLUITER_HANDB-SO,SRI-HULP_AFSLUITER_HANDB,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-HULP_AFSLUITER_HANDB-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/f4c51b43-4a44-4272-84a1-9f37f6204b20,1039,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,V,V-SRI-HULP_AFSLUITER_KLEP-SO,SRI-HULP_AFSLUITER_KLEP,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-HULP_AFSLUITER_KLEP-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/a5474c5a-8dde-4548-a066-5dfa2fb49905,1040,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,V,V-SRI-HULP_AFSLUITER_KOGEL-SO,SRI-HULP_AFSLUITER_KOGEL,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-HULP_AFSLUITER_KOGEL-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/be2ca684-5d24-4e0e-9af9-d7ee6c5879b7,1041,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,V,V-SRI-HULP_AFSLUITER_SPINDEL-SO,SRI-HULP_AFSLUITER_SPINDEL,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-HULP_AFSLUITER_SPINDEL-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7e2ab0f7-0e05-4659-8373-4a5fc8a99945,1042,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,V,V-SRI-HULP_BELUCHTING-SO,SRI-HULP_BELUCHTING,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-HULP_BELUCHTING-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/f8628201-4114-41ec-abc6-905268db293e,1043,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,V,V-SRI-HULP_BELUCHTING_ONTLUCHTING-SO,SRI-HULP_BELUCHTING_ONTLUCHTING,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-HULP_BELUCHTING_ONTLUCHTING-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/c42aeb18-db2f-4579-860d-c8b796fb3850,1044,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,V,V-SRI-HULP_EINDKAP-SO,SRI-HULP_EINDKAP,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-HULP_EINDKAP-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/54bfb799-abe6-46a0-bc32-910b13b0c720,1045,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,V,V-SRI-HULP_INLAAT-SO,SRI-HULP_INLAAT,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-HULP_INLAAT-SO.dwg
,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/48af6d0e-2df1-45b4-bd8e-f5231a50dfb1,1046,SRI,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7d78f17a-dc19-433f-924b-fa44e60d9558,V,V-SRI-HULP_KEERKLEP-SO,SRI-HULP_KEERKLEP,SO,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-HULP_KEERKLEP-SO.dwg
