"omschrijving,""status"",""underscore"",""discipline"",""underscore2"",""hoofdgroep"",""underscore3"",""object"",""underscore4"",""subobject01"",""underscore5"",""subobject02"",""underscore6"",""subobject03"",""underscore7"",""subobject04"",""underscore8"",""subobject05"",""streepje"",""bewerking"",""streepje2"",""schaal"",""aobject"",""sobject"",""laagnaam"",""lw_b"",""kl_b"",""kl_b_a"",""kl_b_gd"",""kl_b_gn"",""kl_b_v"",""lt_b"",""lw_n"",""kl_n"",""kl_n_a"",""kl_n_gd"",""kl_n_gn"",""kl_n_v"",""lt_n"",""lw_v"",""kl_v"",""kl_v_a"",""kl_v_gd"",""kl_v_gn"",""kl_v_v"",""lt_v"",""lw_t"",""kl_t"",""kl_t_a"",""kl_t_gd"",""kl_t_gn"",""kl_t_v"",""lt_t"",""vrkl_kort"",""vrkl_lang"",""id_nummer"",""kind_van"",""objectURI"",""kind_vanURI"""
"BEBOUWING_OPENBAAR TOILET,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""SOG-BEBOUWING_OPENBAAR_TOILET"","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""201,115,65"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3168"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/ac57edb7-e22e-451d-b08a-21968b5cd892"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_OPENBAAR TOILET,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""SOG-BEBOUWING_OPENBAAR_TOILET-SO"","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""201,115,65"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3168"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/ac57edb7-e22e-451d-b08a-21968b5cd892"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"TERREIN_GEVEL,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""SOG-GEVEL"","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""40,200,70"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3444"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/eb8b0416-fd4f-4e82-9d53-d1fb78e79683"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"WATER_SLIK,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""SOG-SLIK"","""",""0.18"",""170"",""172"",""170"",""170"",""115,233,255"",""CONTINUOUS"",""0.25"",""170"",""172"",""170"",""170"",""175,205,225"",""CONTINUOUS"",""0.25"",""170"",""172"",""170"",""170"",""253"",""CONTINUOUS"",""0.25"",""170"",""172"",""170"",""170"",""253"",""CONTINUOUS"",""SL"","""",""3529"",""1619"",""http://digitalbuildingdata.tech/nlcs/def/2dddb179-521b-4f6f-b3e8-0a38bd24aaf6"",""http://digitalbuildingdata.tech/nlcs/def/70a6c129-b9e9-4ea9-a434-7cfc690147e1"""
"WATER,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""SOG-WATER"","""",""0.18"",""130"",""132"",""130"",""130"",""190,232,255"",""CONTINUOUS"",""0.25"",""130"",""132"",""130"",""130"",""253"",""CONTINUOUS"",""0.25"",""130"",""132"",""130"",""130"",""253"",""V-CONTINUOUS-SO"",""0.25"",""130"",""132"",""130"",""130"",""253"",""CONTINUOUS"","""","""",""1619"","""",""http://digitalbuildingdata.tech/nlcs/def/70a6c129-b9e9-4ea9-a434-7cfc690147e1"","""""
"WEG_RIJCURVE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3240"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/07bdb313-ec61-4c37-a639-4831a7f4745b"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_STRAATNAAM,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1618"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/b6efa280-9353-4093-bf53-2129314d55c0"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"BEBOUWING_HOOGTESCHEIDING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3158"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/3e56dc2d-51b7-4b20-bf23-999d4619565b"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_HUISNUMMER,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1617"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/358b29a9-b4a0-424c-9859-bf26fa4b66c0"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_PIJLER VIADUCT,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3174"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/f0e9d0b6-a5de-4573-b8ee-5ff73966f83e"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_MOLEN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3166"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/fc3fa479-7776-42ad-b40d-d6907c1d72b2"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_KOLOM GEBOUW,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3162"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/1fa2c958-0e2e-46fb-a21d-a15db9e690cf"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_TUSSENMUUR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3178"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/5b1e70aa-d5e9-4657-ae43-0b436aad8e3f"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_FUNDERING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""OG-BEBOUWING_FUNDERING-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""OG-BEBOUWING_FUNDERING-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-OG-BEBOUWING_FUNDERING-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""OG-BEBOUWING_FUNDERING-SO"","""","""",""3154"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/94764dd9-6373-4581-9ec3-1909d1db4bf0"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"WATER_SLOOT,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""SOG-SLOOTKANT"","""",""0.18"",""120"",""122"",""120"",""120"",""115,233,255"",""CONTINUOUS"",""0.25"",""120"",""122"",""120"",""120"",""40,200,70"",""CONTINUOUS"",""0.25"",""120"",""122"",""120"",""120"",""253"",""CONTINUOUS"",""0.25"",""120"",""122"",""120"",""120"",""253"",""CONTINUOUS"","""","""",""3446"",""1619"",""http://digitalbuildingdata.tech/nlcs/def/ac33943c-3133-490a-a6cc-e01ee38a7b48"",""http://digitalbuildingdata.tech/nlcs/def/70a6c129-b9e9-4ea9-a434-7cfc690147e1"""
"HOOGTELIJN_MAJOR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1629"",""1627"",""http://digitalbuildingdata.tech/nlcs/def/94ffdcd8-5637-4ed3-a57c-b42b9a8bdd50"",""http://digitalbuildingdata.tech/nlcs/def/57b9a20e-53be-4c98-a26f-54de170d38eb"""
"HOOGTELIJN_MINOR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""253"",""253"",""253"",""253"",""253"",""CONTINUOUS"",""0.18"",""253"",""253"",""253"",""253"",""253"",""CONTINUOUS"",""0.18"",""253"",""253"",""253"",""253"",""253"",""V-CONTINUOUS-SO"",""0.18"",""253"",""253"",""253"",""253"",""253"",""CONTINUOUS"","""","""",""1628"",""1627"",""http://digitalbuildingdata.tech/nlcs/def/bbf55e7c-8aed-4b12-b05c-95058b17c799"",""http://digitalbuildingdata.tech/nlcs/def/57b9a20e-53be-4c98-a26f-54de170d38eb"""
"TERREIN_KOPPELING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3278"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/a262befa-fdfb-4fa7-a86a-b50ee0f0387e"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_ONBEGROEID,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""SOG-ONBEGROEID"","""",""0.18"",""7"",""7"",""7"",""7"",""255,255,255"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""240,225,180"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3290"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/a82443b1-c7af-4866-bbf3-deff0343ed03"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_CULTUURSCHEIDING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""252"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""252"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""252"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""252"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1623"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/bb917832-e6ab-4a8a-be02-5e7a2c68295d"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_ERF,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""SOG-ERF"","""",""0.18"",""7"",""7"",""7"",""7"",""255,255,255"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""40,200,70"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3442"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/71ae7a6d-2686-4263-abd9-38a2676ae3ff"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"GRONDGEBRUIK_NIET INGERICHT,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""40"",""42"",""40"",""40"",""253"",""CONTINUOUS"",""0.25"",""40"",""42"",""40"",""40"",""253"",""CONTINUOUS"",""0.25"",""40"",""42"",""40"",""40"",""253"",""V-CONTINUOUS-SO"",""0.25"",""40"",""42"",""40"",""40"",""253"",""CONTINUOUS"","""","""",""1614"",""1612"",""http://digitalbuildingdata.tech/nlcs/def/a955b0b7-9e53-4caa-b447-10f58e2e33a6"",""http://digitalbuildingdata.tech/nlcs/def/84963030-107d-41eb-92d5-6eddd75bed25"""
"GRONDGEBRUIK_INGERICHT,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""40"",""42"",""40"",""40"",""253"",""CONTINUOUS"",""0.25"",""40"",""42"",""40"",""40"",""253"",""CONTINUOUS"",""0.25"",""40"",""42"",""40"",""40"",""253"",""V-CONTINUOUS-SO"",""0.25"",""40"",""42"",""40"",""40"",""253"",""CONTINUOUS"","""","""",""1613"",""1612"",""http://digitalbuildingdata.tech/nlcs/def/0ed2c6c0-aa0b-4ba7-826f-12a60abcb29c"",""http://digitalbuildingdata.tech/nlcs/def/84963030-107d-41eb-92d5-6eddd75bed25"""
"LIGPLAATS_GEVAARLIJKE LADING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""10"",""12"",""10"",""10"",""253"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""253"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""253"",""V-CONTINUOUS-SO"",""0.35"",""10"",""12"",""10"",""10"",""253"",""CONTINUOUS"","""","""",""2546"",""2545"",""http://digitalbuildingdata.tech/nlcs/def/568aa861-9af1-4036-8c17-6f6ab343890d"",""http://digitalbuildingdata.tech/nlcs/def/c394a6f2-4649-4a3f-820a-3880999cf154"""
"OPENBAAR VERVOER_HALTE_TRAM,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""253"",""254"",""253"",""253"",""254"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""7"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""7"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""7"",""CONTINUOUS"","""","""",""5111"",""5108"",""http://digitalbuildingdata.tech/nlcs/def/3b116eca-1d9b-4203-934b-f733605db6b6"",""http://digitalbuildingdata.tech/nlcs/def/2d6c3110-3caf-48de-847d-886afd7be4b0"""
"OPENBAAR VERVOER_HALTE_GECOMBINEERD,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""253"",""254"",""253"",""253"",""254"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""7"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""7"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""7"",""CONTINUOUS"","""","""",""5110"",""5108"",""http://digitalbuildingdata.tech/nlcs/def/4a6e437a-ee72-489e-b0a5-5ef1652d40d0"",""http://digitalbuildingdata.tech/nlcs/def/2d6c3110-3caf-48de-847d-886afd7be4b0"""
"OPENBAAR VERVOER_HALTE_BUS,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""253"",""254"",""253"",""253"",""254"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""7"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""7"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""7"",""CONTINUOUS"","""","""",""5109"",""5108"",""http://digitalbuildingdata.tech/nlcs/def/f822cbec-37c3-4538-82d9-d87298e12d7d"",""http://digitalbuildingdata.tech/nlcs/def/2d6c3110-3caf-48de-847d-886afd7be4b0"""
"BEBOUWING_WONINGBOUW_WONINGSCHEIDING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3183"",""3182"",""http://digitalbuildingdata.tech/nlcs/def/840c9778-f45e-4817-bf7f-0713df627f81"",""http://digitalbuildingdata.tech/nlcs/def/829dfc1d-1d67-41da-b9ee-51183ab2dd93"""
"BEBOUWING_TANK_PROPAAN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""10"",""12"",""10"",""10"",""253"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""253"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""253"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""253"",""CONTINUOUS"","""","""",""3048"",""3046"",""http://digitalbuildingdata.tech/nlcs/def/a108b9e9-9568-4de0-b0d6-161de1857cd3"",""http://digitalbuildingdata.tech/nlcs/def/6b665b51-9f38-4feb-a7b6-2861d20ed0bb"""
"BEBOUWING_TANK_AARDGAS,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""10"",""12"",""10"",""10"",""253"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""253"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""253"",""CONTINUOUS"",""0.35"",""10"",""12"",""10"",""10"",""253"",""CONTINUOUS"","""","""",""3047"",""3046"",""http://digitalbuildingdata.tech/nlcs/def/b608a5d1-5093-4065-acde-a921589ce34a"",""http://digitalbuildingdata.tech/nlcs/def/6b665b51-9f38-4feb-a7b6-2861d20ed0bb"""
"TERREIN_ONBEGROEID_STRAND,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""SOG-STRAND"","""",""0.18"",""7"",""7"",""7"",""7"",""255,255,153"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,255,145"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3291"",""3290"",""http://digitalbuildingdata.tech/nlcs/def/72206f77-2203-4fc5-be59-69254a718ae6"",""http://digitalbuildingdata.tech/nlcs/def/a82443b1-c7af-4866-bbf3-deff0343ed03"""
"TERREIN_ONBEGROEID_ZANDVERSTUIVING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""SOG-ZANDVERSTUIVING"","""",""0.18"",""7"",""7"",""7"",""7"",""255,255,153"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""240,225,180"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3443"",""3290"",""http://digitalbuildingdata.tech/nlcs/def/ab75c669-825c-4ce3-9506-f952eff8bfa2"",""http://digitalbuildingdata.tech/nlcs/def/a82443b1-c7af-4866-bbf3-deff0343ed03"""
"WEG_BUSBAAN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3225"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/d94ec2e7-83ad-4ed5-b47f-1609edac60e4"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_FIETSENSTALLING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3227"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/367d6f79-03ae-4a60-87d7-4197fec72f51"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_PARKEERSECTIE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3237"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/5a64c812-0ca6-4cfd-988b-c6e84c85b51c"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_ONVERHARD,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3229"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/af509f3f-c9c6-479d-8a76-27e23964f798"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_HOOFDSTRUCTUUR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3228"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/c431c0b6-74b2-4a6c-9cc9-046ca696f503"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_PARKEERPLAATS,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""V"","""",""3230"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/85fc736c-7738-41e0-9f52-2693a520fdb0"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
