"omschrijving,""status"",""underscore"",""discipline"",""underscore2"",""hoofdgroep"",""underscore3"",""object"",""underscore4"",""subobject01"",""underscore5"",""subobject02"",""underscore6"",""subobject03"",""underscore7"",""subobject04"",""underscore8"",""subobject05"",""streepje"",""bewerking"",""streepje2"",""schaal"",""aobject"",""sobject"",""laagnaam"",""lw_b"",""kl_b"",""kl_b_a"",""kl_b_gd"",""kl_b_gn"",""kl_b_v"",""lt_b"",""lw_n"",""kl_n"",""kl_n_a"",""kl_n_gd"",""kl_n_gn"",""kl_n_v"",""lt_n"",""lw_v"",""kl_v"",""kl_v_a"",""kl_v_gd"",""kl_v_gn"",""kl_v_v"",""lt_v"",""lw_t"",""kl_t"",""kl_t_a"",""kl_t_gd"",""kl_t_gn"",""kl_t_v"",""lt_t"",""vrkl_kort"",""vrkl_lang"",""id_nummer"",""kind_van"",""objectURI"",""kind_vanURI"""
"TERREIN_UITGEEFBAAR_VRIJE SECTOR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,255,0"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""U10"","""",""3322"",""3315"",""http://digitalbuildingdata.tech/nlcs/def/f50ec5ec-7cb1-41b7-a6e6-7ea0c2f2a733"",""http://digitalbuildingdata.tech/nlcs/def/0cda270d-aa56-4c76-b6a1-65dfe1123f3a"""
"TERREIN_UITGEEFBAAR_KAVEL,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""204,183,204"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""UG"","""",""3316"",""3315"",""http://digitalbuildingdata.tech/nlcs/def/dae32ad3-0a19-4fe4-a976-6d0520418124"",""http://digitalbuildingdata.tech/nlcs/def/0cda270d-aa56-4c76-b6a1-65dfe1123f3a"""
"TERREIN_UITGEEFBAAR_HORECA,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,105,035"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""U4"","""",""3327"",""3315"",""http://digitalbuildingdata.tech/nlcs/def/a5f80816-2fbf-4eeb-b690-9bff60979bc2"",""http://digitalbuildingdata.tech/nlcs/def/0cda270d-aa56-4c76-b6a1-65dfe1123f3a"""
"TERREIN_UITGEEFBAAR_MAATSCHAPPELIJKE VOORZIENING,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""220,155,120"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""U1"","""",""3324"",""3315"",""http://digitalbuildingdata.tech/nlcs/def/90f51dfd-83a7-4b11-9552-2eae8b581db5"",""http://digitalbuildingdata.tech/nlcs/def/0cda270d-aa56-4c76-b6a1-65dfe1123f3a"""
"TERREIN_UITGEEFBAAR_KANTOOR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""235,195,215"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""U2"","""",""3325"",""3315"",""http://digitalbuildingdata.tech/nlcs/def/f252edc2-1410-461e-867b-75449722245a"",""http://digitalbuildingdata.tech/nlcs/def/0cda270d-aa56-4c76-b6a1-65dfe1123f3a"""
"TERREIN_NIET UITGEEFBAAR_KAVEL,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,165,0"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""NUG"","""",""3289"",""3288"",""http://digitalbuildingdata.tech/nlcs/def/0bdc4337-4859-488a-8b2e-bcbb53af93d8"",""http://digitalbuildingdata.tech/nlcs/def/169bbb9d-fe65-4a30-8052-6538bd409597"""
"TERREIN_BEGROEID_BOS,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""100,170,045"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""BO"","""",""3272"",""3271"",""http://digitalbuildingdata.tech/nlcs/def/a24e3151-24f3-4afd-9603-f63cf534ca5e"",""http://digitalbuildingdata.tech/nlcs/def/51dbcf35-4304-4bb1-86bd-4c7c15e6d1b2"""
"TERREIN_BEGROEID_TUIN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""200,215,110"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""T"","""",""3273"",""3271"",""http://digitalbuildingdata.tech/nlcs/def/b2bbcf9c-8fd8-42ae-92a4-2bf43a2f419b"",""http://digitalbuildingdata.tech/nlcs/def/51dbcf35-4304-4bb1-86bd-4c7c15e6d1b2"""
"TERREIN_AGRARISCH_MET WAARDEN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""210,225,165"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""AW"","""",""3266"",""3265"",""http://digitalbuildingdata.tech/nlcs/def/144a4f30-170c-4999-9f4c-591507a530f6"",""http://digitalbuildingdata.tech/nlcs/def/626dda6a-f181-43e8-afd8-93ad3fcd7c2d"""
"BEBOUWING_WONINGBOUW_HUUR_SOCIAAL,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,204,204"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""W1"","""",""3185"",""3184"",""http://digitalbuildingdata.tech/nlcs/def/bafe0811-6ba8-4fcc-8391-bc8a481a6308"",""http://digitalbuildingdata.tech/nlcs/def/a9638918-99f7-4e7f-ad56-84450a1b6248"""
"BEBOUWING_WONINGBOUW_HUUR_VRIJE SECTOR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,155,155"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""W3"","""",""3186"",""3184"",""http://digitalbuildingdata.tech/nlcs/def/fac95955-50fd-4c37-b10f-204a0370f066"",""http://digitalbuildingdata.tech/nlcs/def/a9638918-99f7-4e7f-ad56-84450a1b6248"""
"BEBOUWING_WONINGBOUW_KOOP_SOCIAAL,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""153,204,051"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""W2"","""",""3189"",""3187"",""http://digitalbuildingdata.tech/nlcs/def/2b1ae7ba-e053-4c96-ac58-d16b02ff2a47"",""http://digitalbuildingdata.tech/nlcs/def/368b1539-6448-4b74-b7d7-a4ab92929446"""
"BEBOUWING_WONINGBOUW_KOOP_PARTICULIER OPDRACHTGEVERSCHAP,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""63,255,  0"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""W4"","""",""3188"",""3187"",""http://digitalbuildingdata.tech/nlcs/def/283e9eb0-c8f9-4af5-8dde-9c4fd677f501"",""http://digitalbuildingdata.tech/nlcs/def/368b1539-6448-4b74-b7d7-a4ab92929446"""
"TERREIN_KOPPELING_VERKEERSLAWAAI_AUTOSNELWEG,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,  0,  0"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""K7"","""",""3285"",""3284"",""http://digitalbuildingdata.tech/nlcs/def/e60120d2-708b-4c10-a78c-094a0acd80d9"",""http://digitalbuildingdata.tech/nlcs/def/4ef6bb5e-998c-4687-8ef8-3c76bead697e"""
"TERREIN_UITGEEFBAAR_KOOP_PARTICULIER OPDRACHTGEVERSCHAP,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""63,255,  0"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""U9"","""",""3321"",""3319"",""http://digitalbuildingdata.tech/nlcs/def/f1d6856f-0a3a-44d4-93d3-ce89802112a5"",""http://digitalbuildingdata.tech/nlcs/def/7b1a3e61-21fc-4900-b350-a1d44e9ab5fc"""
"TERREIN_UITGEEFBAAR_KOOP_SOCIAAL,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,204,153"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""U8"","""",""3320"",""3319"",""http://digitalbuildingdata.tech/nlcs/def/b77574fa-4c3b-4499-ad1c-383e59c02ef3"",""http://digitalbuildingdata.tech/nlcs/def/7b1a3e61-21fc-4900-b350-a1d44e9ab5fc"""
"TERREIN_UITGEEFBAAR_HUUR_SOCIAAL,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,255,204"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""U6"","""",""3318"",""3317"",""http://digitalbuildingdata.tech/nlcs/def/de777f83-e839-44fb-8df6-c685070cfa09"",""http://digitalbuildingdata.tech/nlcs/def/5f2f7324-472e-4bfc-a3c2-f8ebd9970e8f"""
"TERREIN_UITGEEFBAAR_VRIJE SECTOR_PARTICULIER OPDRACHTGEVERSCHAP,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,204,0"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""U11"","""",""3323"",""3322"",""http://digitalbuildingdata.tech/nlcs/def/f9d56b45-8309-451b-ac2e-39e922eb8bda"",""http://digitalbuildingdata.tech/nlcs/def/f50ec5ec-7cb1-41b7-a6e6-7ea0c2f2a733"""
"ZONE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3254"","""",""http://digitalbuildingdata.tech/nlcs/def/5cdb8a6b-317a-4db0-b357-1d3cfdfa057f"","""""
"DWM,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1608"","""",""http://digitalbuildingdata.tech/nlcs/def/361bdc26-f3e3-43f0-a085-c40cbe444257"","""""
"HOOGTELIJN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1627"","""",""http://digitalbuildingdata.tech/nlcs/def/57b9a20e-53be-4c98-a26f-54de170d38eb"","""""
"INFO,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1624"","""",""http://digitalbuildingdata.tech/nlcs/def/226463de-4fad-4442-b3a3-740dbdbdb85f"","""""
"AFMEERLOKATIE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""140"",""142"",""140"",""140"",""253"",""CONTINUOUS"",""0.35"",""140"",""142"",""140"",""140"",""253"",""CONTINUOUS"",""0.35"",""140"",""142"",""140"",""140"",""253"",""V-CONTINUOUS-SO"",""0.35"",""140"",""142"",""140"",""140"",""253"",""CONTINUOUS"","""","""",""2547"","""",""http://digitalbuildingdata.tech/nlcs/def/4f9d8d13-f3f9-459b-9a1d-6badbda86241"","""""
"DTB,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1606"","""",""http://digitalbuildingdata.tech/nlcs/def/1b2f93e9-1aee-446d-92aa-544aca6316ab"","""""
"GBKN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1609"","""",""http://digitalbuildingdata.tech/nlcs/def/ac5b7767-49e7-4b3a-a79b-b8c1c35c8705"","""""
"VLAKVERDICHTINGSLIJN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""253"",""253"",""253"",""253"",""253"",""CONTINUOUS"",""0.25"",""253"",""253"",""253"",""253"",""253"",""CONTINUOUS"",""0.25"",""253"",""253"",""253"",""253"",""253"",""V-CONTINUOUS-SO"",""0.25"",""253"",""253"",""253"",""253"",""253"",""CONTINUOUS"","""","""",""1632"","""",""http://digitalbuildingdata.tech/nlcs/def/832a0c40-a31e-417f-9f7e-33d944030f32"","""""
"GRONDGEBRUIK,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""40"",""42"",""40"",""40"",""253"",""CONTINUOUS"",""0.25"",""40"",""42"",""40"",""40"",""253"",""CONTINUOUS"",""0.25"",""40"",""42"",""40"",""40"",""253"",""V-CONTINUOUS-SO"",""0.25"",""40"",""42"",""40"",""40"",""253"",""CONTINUOUS"","""","""",""1612"","""",""http://digitalbuildingdata.tech/nlcs/def/84963030-107d-41eb-92d5-6eddd75bed25"","""""
"LIGPLAATS,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""140"",""142"",""170"",""170"",""253"",""CONTINUOUS"",""0.35"",""140"",""142"",""170"",""170"",""253"",""CONTINUOUS"",""0.35"",""140"",""142"",""170"",""170"",""253"",""V-CONTINUOUS-SO"",""0.35"",""140"",""142"",""170"",""170"",""253"",""CONTINUOUS"","""","""",""2545"","""",""http://digitalbuildingdata.tech/nlcs/def/c394a6f2-4649-4a3f-820a-3880999cf154"","""""
"TOPOKAART,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1610"","""",""http://digitalbuildingdata.tech/nlcs/def/234e7238-f564-482b-9be7-713f5359a98f"","""""
"GRID,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""253"",""253"",""253"",""253"",""253"",""CONTINUOUS"",""0.25"",""253"",""253"",""253"",""253"",""253"",""CONTINUOUS"",""0.25"",""253"",""253"",""253"",""253"",""253"",""V-CONTINUOUS-SO"",""0.25"",""253"",""253"",""253"",""253"",""253"",""CONTINUOUS"","""","""",""1631"","""",""http://digitalbuildingdata.tech/nlcs/def/9e3a88a1-817f-45fc-87b4-4b778fb4d21d"","""""
"COORDINAAT,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1626"","""",""http://digitalbuildingdata.tech/nlcs/def/600087ad-d35a-48d1-9a26-2b8d636be1ab"","""""
"SPOORBAAN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1621"","""",""http://digitalbuildingdata.tech/nlcs/def/f6bb0799-4acd-4dc4-b275-bb8b68a18aa6"","""""
"DTM,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1607"","""",""http://digitalbuildingdata.tech/nlcs/def/99f8d53c-f764-4f39-bd51-b873db8e6ddb"","""""
"BREUKLIJN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""252"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""252"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""252"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""252"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1633"","""",""http://digitalbuildingdata.tech/nlcs/def/ff13b35f-a872-4fe0-82fe-7ddfa47e1c50"","""""
"BEHEERKAART,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1611"","""",""http://digitalbuildingdata.tech/nlcs/def/3189cac3-d530-421a-91d4-3bc3fc78519c"","""""
"TOPOGRAFIE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""1615"","""",""http://digitalbuildingdata.tech/nlcs/def/3c4dd47f-fcf5-4436-9a42-f678486f9ffa"","""""
"GRENS,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""V-CONTINUOUS-SO"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3023"","""",""http://digitalbuildingdata.tech/nlcs/def/d69f6324-9834-4f35-b3fd-8ca6e1d59c41"","""""
"TRIANGULATIE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""253"",""253"",""253"",""253"",""253"",""CONTINUOUS"",""0.25"",""253"",""253"",""253"",""253"",""253"",""CONTINUOUS"",""0.25"",""253"",""253"",""253"",""253"",""253"",""V-CONTINUOUS-SO"",""0.25"",""253"",""253"",""253"",""253"",""253"",""CONTINUOUS"","""","""",""1630"","""",""http://digitalbuildingdata.tech/nlcs/def/52a92c7c-8412-4aa8-b3b1-b058c5dc3f32"","""""
"OPENBAAR VERVOER_HALTE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""253"",""254"",""253"",""253"",""254"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""7"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""7"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""7"",""CONTINUOUS"","""","""",""5108"","""",""http://digitalbuildingdata.tech/nlcs/def/2d6c3110-3caf-48de-847d-886afd7be4b0"","""""
"WEG_VERHARD,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3248"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/f94dc637-5534-4175-a0b5-beacdef68fb4"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_WEGVAK,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3252"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/dd204bb5-9af5-4044-8e4b-c000d1db6a60"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_TRAMBAAN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""170,170,170"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3246"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/9e1fd867-5d1e-48ec-9ab4-b64f084de9c5"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
