"omschrijving,""status"",""underscore"",""discipline"",""underscore2"",""hoofdgroep"",""underscore3"",""object"",""underscore4"",""subobject01"",""underscore5"",""subobject02"",""underscore6"",""subobject03"",""underscore7"",""subobject04"",""underscore8"",""subobject05"",""streepje"",""bewerking"",""streepje2"",""schaal"",""aobject"",""sobject"",""laagnaam"",""lw_b"",""kl_b"",""kl_b_a"",""kl_b_gd"",""kl_b_gn"",""kl_b_v"",""lt_b"",""lw_n"",""kl_n"",""kl_n_a"",""kl_n_gd"",""kl_n_gn"",""kl_n_v"",""lt_n"",""lw_v"",""kl_v"",""kl_v_a"",""kl_v_gd"",""kl_v_gn"",""kl_v_v"",""lt_v"",""lw_t"",""kl_t"",""kl_t_a"",""kl_t_gd"",""kl_t_gn"",""kl_t_v"",""lt_t"",""vrkl_kort"",""vrkl_lang"",""id_nummer"",""kind_van"",""objectURI"",""kind_vanURI"""
"ECOLOGISCHEVERBINDINGSZONE_STAPSTEEN_DROOG,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""243"",""241"",""http://digitalbuildingdata.tech/nlcs/def/a251e048-f92a-4ba6-8403-803750421440"",""http://digitalbuildingdata.tech/nlcs/def/922c0d5b-596c-4e36-ae87-ee316048f61e"""
"ECOLOGISCHEVERBINDINGSZONE_STAPSTEEN_NAT,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""242"",""241"",""http://digitalbuildingdata.tech/nlcs/def/c6c291c3-b44a-4003-950c-5f2ad351f6da"",""http://digitalbuildingdata.tech/nlcs/def/922c0d5b-596c-4e36-ae87-ee316048f61e"""
"FAUNAVOORZIENING_LICHTKOKER_OPEN,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""V-CONTINUOUS-SO"",""0.25"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"","""","""",""289"",""288"",""http://digitalbuildingdata.tech/nlcs/def/562b65b3-7ffd-4f44-8afa-80f9a93bd8bd"",""http://digitalbuildingdata.tech/nlcs/def/338a26e9-1cd8-4689-9eff-2d34e36dbad7"""
"FAUNAVOORZIENING_LICHTKOKER_DICHT,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""V-CONTINUOUS-SO"",""0.25"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"","""","""",""290"",""288"",""http://digitalbuildingdata.tech/nlcs/def/0b5ec9bf-c305-430c-975c-1aa9ee2775b9"",""http://digitalbuildingdata.tech/nlcs/def/338a26e9-1cd8-4689-9eff-2d34e36dbad7"""
"FAUNAVOORZIENING_LOOPPLANK_BETON,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""V-CONTINUOUS-SO"",""0.25"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"","""","""",""285"",""284"",""http://digitalbuildingdata.tech/nlcs/def/1ccccd2e-b1a1-44df-bf9e-a9741499f5c4"",""http://digitalbuildingdata.tech/nlcs/def/ef93b2b2-ad2e-4928-add8-e1c9e4c9bd1e"""
"FAUNAVOORZIENING_LOOPPLANK_HOUT,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""V-CONTINUOUS-SO"",""0.25"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"","""","""",""286"",""284"",""http://digitalbuildingdata.tech/nlcs/def/9ce4d94a-469a-4760-bb82-b4a722b57624"",""http://digitalbuildingdata.tech/nlcs/def/ef93b2b2-ad2e-4928-add8-e1c9e4c9bd1e"""
"FAUNAVOORZIENING_TERUGKEERVOORZIENING_DASSENPOORT,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""V-CONTINUOUS-SO"",""0.25"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"","""","""",""282"",""279"",""http://digitalbuildingdata.tech/nlcs/def/99e7c75a-e143-4aea-95eb-1ec787dec687"",""http://digitalbuildingdata.tech/nlcs/def/993a8582-85cd-4298-bbc6-e8d0353c957c"""
"FAUNAVOORZIENING_TERUGKEERVOORZIENING_INSPRINGVOORZIENING,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""V-CONTINUOUS-SO"",""0.25"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"","""","""",""280"",""279"",""http://digitalbuildingdata.tech/nlcs/def/4e93ff0a-939e-4d7f-8684-992b67a7899d"",""http://digitalbuildingdata.tech/nlcs/def/993a8582-85cd-4298-bbc6-e8d0353c957c"""
"FAUNAVOORZIENING_TERUGKEERVOORZIENING_UITTREEVOORZIENING,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""V-CONTINUOUS-SO"",""0.25"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"","""","""",""281"",""279"",""http://digitalbuildingdata.tech/nlcs/def/a15eba3f-b562-49a8-ab04-a763a0e4726d"",""http://digitalbuildingdata.tech/nlcs/def/993a8582-85cd-4298-bbc6-e8d0353c957c"""
"GELEIDING_WILDRASTER_BOOMMARTER,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""275"",""266"",""http://digitalbuildingdata.tech/nlcs/def/bc903fd0-66fa-4aab-bbeb-9a04c44066b4"",""http://digitalbuildingdata.tech/nlcs/def/1903cca9-539a-43b8-ba1d-f44307cfe4c5"""
"GELEIDING_WILDRASTER_EDELHERT,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""267"",""266"",""http://digitalbuildingdata.tech/nlcs/def/fdeaf0b4-0c66-4b51-8f74-55c7fdd1728f"",""http://digitalbuildingdata.tech/nlcs/def/1903cca9-539a-43b8-ba1d-f44307cfe4c5"""
"GELEIDING_WILDRASTER_AMFIBIE,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""271"",""266"",""http://digitalbuildingdata.tech/nlcs/def/aa48ef8f-1a46-424a-8e25-f07e1ec547ba"",""http://digitalbuildingdata.tech/nlcs/def/1903cca9-539a-43b8-ba1d-f44307cfe4c5"""
"GELEIDING_WILDRASTER_WILDZWIJN,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""269"",""266"",""http://digitalbuildingdata.tech/nlcs/def/4f8418a6-56f9-4cfa-91d9-301c6900e745"",""http://digitalbuildingdata.tech/nlcs/def/1903cca9-539a-43b8-ba1d-f44307cfe4c5"""
"GELEIDING_WILDRASTER_DAS,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""270"",""266"",""http://digitalbuildingdata.tech/nlcs/def/1b336d35-0731-4fcd-a772-4b88bf3b5710"",""http://digitalbuildingdata.tech/nlcs/def/1903cca9-539a-43b8-ba1d-f44307cfe4c5"""
"GELEIDING_WILDRASTER_KLEINEZOOGDIEREN,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""274"",""266"",""http://digitalbuildingdata.tech/nlcs/def/bd41183c-c985-4235-a05e-247bdc97bc8d"",""http://digitalbuildingdata.tech/nlcs/def/1903cca9-539a-43b8-ba1d-f44307cfe4c5"""
"GELEIDING_WILDRASTER_REE,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""268"",""266"",""http://digitalbuildingdata.tech/nlcs/def/5a0f28bb-fcc2-48fd-981f-19cec47551c9"",""http://digitalbuildingdata.tech/nlcs/def/1903cca9-539a-43b8-ba1d-f44307cfe4c5"""
"NATUURVRIENDELIJKEOEVER_DOORGROEIBARECONSTRUCTIE_STORTSTEEN,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""110"",""112"",""110"",""110"",""253"",""CONTINUOUS"",""0.35"",""110"",""112"",""110"",""110"",""253"",""CONTINUOUS"",""0.35"",""110"",""112"",""110"",""110"",""253"",""V-CONTINUOUS-SO"",""0.25"",""110"",""112"",""110"",""110"",""253"",""CONTINUOUS"","""","""",""261"",""259"",""http://digitalbuildingdata.tech/nlcs/def/108cbe09-d62b-448d-9d50-65055b629ed1"",""http://digitalbuildingdata.tech/nlcs/def/7c521698-21cd-4125-adae-a23965190458"""
"NATUURVRIENDELIJKEOEVER_DOORGROEIBARECONSTRUCTIE_SCHANSKORVEN,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""110"",""112"",""110"",""110"",""253"",""CONTINUOUS"",""0.35"",""110"",""112"",""110"",""110"",""253"",""CONTINUOUS"",""0.35"",""110"",""112"",""110"",""110"",""253"",""V-CONTINUOUS-SO"",""0.25"",""110"",""112"",""110"",""110"",""253"",""CONTINUOUS"","""","""",""260"",""259"",""http://digitalbuildingdata.tech/nlcs/def/1eed5f04-1d09-48bb-af0c-8ba7f4947ffa"",""http://digitalbuildingdata.tech/nlcs/def/7c521698-21cd-4125-adae-a23965190458"""
"FAUNAPASSAGE_BRUGDUIKERMETFAUNAVOORZIENING_LOOPPLANK,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""90"",""90"",""90"",""80"",""253"",""CONTINUOUS"",""0.35"",""90"",""90"",""90"",""80"",""253"",""CONTINUOUS"",""0.35"",""90"",""90"",""90"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""90"",""90"",""90"",""80"",""253"",""CONTINUOUS"","""","""",""256"",""255"",""http://digitalbuildingdata.tech/nlcs/def/51f16ab7-31cb-49e4-9ba1-1c5ed0c1bc2c"",""http://digitalbuildingdata.tech/nlcs/def/8ade332a-784e-4b04-abd8-7360bb02dd61"""
"FAUNAPASSAGE_BRUGDUIKERMETFAUNAVOORZIENING_FLORAROL,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""90"",""90"",""90"",""80"",""253"",""CONTINUOUS"",""0.35"",""90"",""90"",""90"",""80"",""253"",""CONTINUOUS"",""0.35"",""90"",""90"",""90"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""90"",""90"",""90"",""80"",""253"",""CONTINUOUS"","""","""",""257"",""255"",""http://digitalbuildingdata.tech/nlcs/def/a38db8c7-c3ba-4ecf-9f0a-0b59216da72c"",""http://digitalbuildingdata.tech/nlcs/def/8ade332a-784e-4b04-abd8-7360bb02dd61"""
"GELEIDING_WILDRASTER_AMFIBIE_ROND,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""272"",""271"",""http://digitalbuildingdata.tech/nlcs/def/0e241a68-bd77-4c60-80ca-585e8cc0ba9e"",""http://digitalbuildingdata.tech/nlcs/def/aa48ef8f-1a46-424a-8e25-f07e1ec547ba"""
"GELEIDING_WILDRASTER_AMFIBIE_VIERKANT,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""273"",""271"",""http://digitalbuildingdata.tech/nlcs/def/af0e2e30-b231-4874-91b7-23d10beea512"",""http://digitalbuildingdata.tech/nlcs/def/aa48ef8f-1a46-424a-8e25-f07e1ec547ba"""
"ECOLOGISCHEVERBINDINGSZONE,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""234"","""",""http://digitalbuildingdata.tech/nlcs/def/0f4144b1-afa9-4587-8549-20fef4761fce"","""""
"FAUNAVOORZIENING,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"",""0.35"",""70"",""72"",""70"",""70"",""253"",""V-CONTINUOUS-SO"",""0.25"",""70"",""72"",""70"",""70"",""253"",""CONTINUOUS"","""","""",""278"","""",""http://digitalbuildingdata.tech/nlcs/def/b9f41a3b-643f-4801-b203-4a93864254e1"","""""
"GELEIDING,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""265"","""",""http://digitalbuildingdata.tech/nlcs/def/d9535ac9-fbaa-431a-bcc7-1d34218254b2"","""""
"NATUURVRIENDELIJKEOEVER,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""110"",""112"",""110"",""110"",""253"",""CONTINUOUS"",""0.35"",""110"",""112"",""110"",""110"",""253"",""CONTINUOUS"",""0.35"",""110"",""112"",""110"",""110"",""253"",""V-CONTINUOUS-SO"",""0.25"",""110"",""112"",""110"",""110"",""253"",""CONTINUOUS"","""","""",""258"","""",""http://digitalbuildingdata.tech/nlcs/def/de9da442-32bd-47bb-9167-dbadbf6cb2a5"","""""
"FAUNAPASSAGE_VISTRAP,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""90"",""90"",""90"",""80"",""204,100,110"",""CONTINUOUS"",""0.35"",""90"",""90"",""90"",""80"",""253"",""CONTINUOUS"",""0.35"",""90"",""90"",""90"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""90"",""90"",""90"",""80"",""253"",""CONTINUOUS"","""","""",""254"",""244"",""http://digitalbuildingdata.tech/nlcs/def/20f36e07-de07-4643-854a-40ddfe994e96"",""http://digitalbuildingdata.tech/nlcs/def/20a05b01-0167-48bb-8953-7b4f53d92ab0"""
"FAUNAPASSAGE,""*"","""",""**"","""",""FV"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""80"",""82"",""80"",""80"",""204,100,110"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"",""0.35"",""80"",""82"",""80"",""80"",""253"",""V-CONTINUOUS-SO"",""0.25"",""80"",""82"",""80"",""80"",""253"",""CONTINUOUS"","""","""",""244"","""",""http://digitalbuildingdata.tech/nlcs/def/20a05b01-0167-48bb-8953-7b4f53d92ab0"","""""
