objectURI,hoofdgroepURI,hoofdgroep,id_nummer,omschrijving,kind_vanURI,kind_van,status,discipline,lw_bURI,lw_b,kl_bURI,kl_b,kl_b_aURI,kl_b_a,kl_b_gdURI,kl_b_gd,kl_b_gnURI,kl_b_gn,kl_b_vURI,kl_b_v,lt_bURI,lt_b,lw_nURI,lw_n,kl_nURI,kl_n,kl_n_aURI,kl_n_a,kl_n_gdURI,kl_n_gd,kl_n_gnURI,kl_n_gn,kl_n_vURI,kl_n_v,lt_nURI,lt_n,lw_tURI,lw_t,kl_tURI,kl_t,kl_t_aURI,kl_t_a,kl_t_gdURI,kl_t_gd,kl_t_gnURI,kl_t_gn,kl_t_vURI,kl_t_v,lt_tURI,lt_t,lw_vURI,lw_v,kl_vURI,kl_v,kl_v_aURI,kl_v_a,kl_v_gdURI,kl_v_gd,kl_v_gnURI,kl_v_gn,kl_v_vURI,kl_v_v,lt_vURI,lt_v,element,sobjectURI,sobject,aobjectURI,aobject,vrkl_kort
http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/b5f97208-afc7-442d-ad3f-a1e4371644e8,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/a6dd3cd1-92f9-4f48-b418-a556c3475b60,AL,,TEKENBLAD_TITELBLOK_BEDRIJFSLOGO,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/b587d613-cd7c-4348-a3b4-24538c0cb9f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/22235789-48d3-4154-8f8d-63ed70b13e04,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/a6dd3cd1-92f9-4f48-b418-a556c3475b60,AL,,TEKENBLAD_KADER_AFSNIJMARKERING,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7158aa53-1b03-40c5-bf95-8d31e2c72624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/142d5294-b077-446d-87e7-30f2777e841d,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/a6dd3cd1-92f9-4f48-b418-a556c3475b60,AL,,TEKENBLAD_KADER_CENTERMARKERING,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7158aa53-1b03-40c5-bf95-8d31e2c72624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/136521c9-daf1-49e9-b172-75e75b470a76,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/a6dd3cd1-92f9-4f48-b418-a556c3475b60,AL,,TEKENBLAD_KADER_ROOSTERVERDELING,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7158aa53-1b03-40c5-bf95-8d31e2c72624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/5c8ecbe8-2744-4c16-87df-9a4db5b2c7c8,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/a6dd3cd1-92f9-4f48-b418-a556c3475b60,AL,,TEKENBLAD_KADER_VOUWMERK,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/7158aa53-1b03-40c5-bf95-8d31e2c72624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/f54c6021-5e77-48aa-a020-0bf0f86da9e4,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/a6dd3cd1-92f9-4f48-b418-a556c3475b60,AL,,LEGENDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/ae1369b0-0ece-4017-94a5-f001804b4188,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/a6dd3cd1-92f9-4f48-b418-a556c3475b60,AL,,BLADVERWIJZING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/82677c85-1aa0-4ea4-ad78-a9534476dc8e,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/a6dd3cd1-92f9-4f48-b418-a556c3475b60,AL,,TEKENBLADGRENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/6b3b0a4e-ae5c-41b6-8924-e37f88c13d31,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/a6dd3cd1-92f9-4f48-b418-a556c3475b60,AL,,PROFIELBALK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/5bd4b95a-dc71-42af-b5cf-c2d7449f9760,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/a6dd3cd1-92f9-4f48-b418-a556c3475b60,AL,,COORDINAATPUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/f7144968-6e00-4516-a3bc-9b7b556cc0a5,http://hub.laces.tech/digitalbuildingdata/nlcs/test/nlcs-test-concept-with-current/a6dd3cd1-92f9-4f48-b418-a556c3475b60,AL,,REFERENTIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
