omschrijving;status;underscore;discipline;underscore2;hoofdgroep;underscore3;object;underscore4;subobject01;underscore5;subobject02;underscore6;subobject03;underscore7;subobject04;underscore8;subobject05;streepje;bewerking;streepje2;schaal;aobject;sobject;laagnaam;lw_b;kl_b;kl_b_a;kl_b_gd;kl_b_gn;kl_b_v;lt_b;lw_n;kl_n;kl_n_a;kl_n_gd;kl_n_gn;kl_n_v;lt_n;lw_v;kl_v;kl_v_a;kl_v_gd;kl_v_gn;kl_v_v;lt_v;lw_t;kl_t;kl_t_a;kl_t_gd;kl_t_gn;kl_t_v;lt_t;vrkl_kort;vrkl_lang;id_nummer;kind_van;objectURI;kind_vanURI
BEKLEDING_BETON;*;_;**;_;OB;_;BEKLEDING;_;BETON;_;;_;;_;;_;;-;;-;;;;*_**_OB_BEKLEDING_BETON;0.18;253;253;253;253;254;CONTINUOUS;0.35;253;253;253;253;254;CONTINUOUS;0.35;253.0;253.0;253.0;253.0;254.0;V-CONTINUOUS-SO;0.35;253;253;253;253;254;CONTINUOUS;;;2916;2914.0;http://digitalbuildingdata.tech/nlcs/def/ed091380-664e-4d89-a90f-6a5348011a12;http://digitalbuildingdata.tech/nlcs/def/57f40637-086d-47db-90b5-014bba8fdda7
BEKLEDING_STORTSTEEN;*;_;**;_;OB;_;BEKLEDING;_;STORTSTEEN;_;;_;;_;;_;;-;;-;;;;*_**_OB_BEKLEDING_STORTSTEEN;0.18;30;30;30;30;254;CONTINUOUS;0.35;30;30;30;30;254;CONTINUOUS;0.35;30.0;30.0;30.0;30.0;254.0;V-CONTINUOUS-SO;0.35;30;30;30;30;254;CONTINUOUS;;;2918;2914.0;http://digitalbuildingdata.tech/nlcs/def/be1358a2-021a-4e4f-9b1a-d7ea524d1401;http://digitalbuildingdata.tech/nlcs/def/57f40637-086d-47db-90b5-014bba8fdda7
BEKLEDING_BITUMEN;*;_;**;_;OB;_;BEKLEDING;_;BITUMEN;_;;_;;_;;_;;-;;-;;;;*_**_OB_BEKLEDING_BITUMEN;0.18;252;252;252;252;254;CONTINUOUS;0.35;252;252;252;252;254;CONTINUOUS;0.35;252.0;252.0;252.0;252.0;254.0;V-CONTINUOUS-SO;0.35;252;252;252;252;254;CONTINUOUS;;;2917;2914.0;http://digitalbuildingdata.tech/nlcs/def/03f21118-e625-46da-af31-63993504bf31;http://digitalbuildingdata.tech/nlcs/def/57f40637-086d-47db-90b5-014bba8fdda7
BEKLEDING_STEEN;*;_;**;_;OB;_;BEKLEDING;_;STEEN;_;;_;;_;;_;;-;;-;;;;*_**_OB_BEKLEDING_STEEN;0.18;30;30;30;30;254;CONTINUOUS;0.35;30;30;30;30;254;CONTINUOUS;0.35;30.0;30.0;30.0;30.0;254.0;V-CONTINUOUS-SO;0.35;30;30;30;30;254;CONTINUOUS;;;2915;2914.0;http://digitalbuildingdata.tech/nlcs/def/8aa881aa-b630-42ed-9ad3-c5d2641fc3e9;http://digitalbuildingdata.tech/nlcs/def/57f40637-086d-47db-90b5-014bba8fdda7
BESCHOEIING_PERKOENPALENRIJ;*;_;**;_;OB;_;BESCHOEIING;_;PERKOENPALENRIJ;_;;_;;_;;_;;-;;-;;;;*_**_OB_BESCHOEIING_PERKOENPALENRIJ;0.18;7;7;7;7;253;OB-PERKOEN-SO;0.35;7;7;7;7;253;OB-PERKOEN-SO;0.35;7.0;7.0;7.0;7.0;253.0;V-OB-PERKOEN-SO;0.35;7;7;7;7;253;OB-PERKOEN-SO;;;1588;1587.0;http://digitalbuildingdata.tech/nlcs/def/bd803279-2649-474c-8d9a-aeebcad5eb45;http://digitalbuildingdata.tech/nlcs/def/346f0ccb-a49e-4030-9696-8a8710d62942
BESCHOEIING_BESCHOEIINGPAAL;*;_;**;_;OB;_;BESCHOEIING;_;BESCHOEIINGPAAL;_;;_;;_;;_;;-;;-;;;;*_**_OB_BESCHOEIING_BESCHOEIINGPAAL;0.18;7;7;7;7;253;CONTINUOUS;0.35;7;7;7;7;253;CONTINUOUS;0.35;7.0;7.0;7.0;7.0;253.0;V-CONTINUOUS-SO;0.35;7;7;7;7;253;CONTINUOUS;;;1589;1587.0;http://digitalbuildingdata.tech/nlcs/def/29f9c9dc-884d-41d6-ab99-d5c192304eb8;http://digitalbuildingdata.tech/nlcs/def/346f0ccb-a49e-4030-9696-8a8710d62942
BESCHOEIING_COMBINATIE;*;_;**;_;OB;_;BESCHOEIING;_;COMBINATIE;_;;_;;_;;_;;-;;-;;;;*_**_OB_BESCHOEIING_COMBINATIE;0.18;130;132;130;130;253;GK-BESCHOEIING-SO;0.35;130;132;130;130;253;GK-BESCHOEIING-SO;0.35;130.0;132.0;130.0;130.0;253.0;V-GK-BESCHOEIING-SO;0.35;130;132;130;130;253;GK-BESCHOEIING-SO;;;350;1587.0;http://digitalbuildingdata.tech/nlcs/def/b63d9d71-b22a-4592-9733-c114aedc9b78;http://digitalbuildingdata.tech/nlcs/def/346f0ccb-a49e-4030-9696-8a8710d62942
DUINBESCHERMING_PERKOENPAAL;*;_;**;_;OB;_;DUINBESCHERMING;_;PERKOENPAAL;_;;_;;_;;_;;-;;-;;;;*_**_OB_DUINBESCHERMING_PERKOENPAAL;0.18;7;7;7;7;253;CONTINUOUS;0.35;7;7;7;7;253;CONTINUOUS;0.35;7.0;7.0;7.0;7.0;253.0;V-CONTINUOUS-SO;0.35;7;7;7;7;253;CONTINUOUS;;;1592;1591.0;http://digitalbuildingdata.tech/nlcs/def/0bee123b-7c59-4d21-bf24-521461d0096b;http://digitalbuildingdata.tech/nlcs/def/426457fd-cff3-4706-9a43-c51a78d83442
OEVERVOORZIENING;*;_;**;_;OB;_;OEVERVOORZIENING;_;;_;;_;;_;;_;;-;;-;;;;*_**_OB_OEVERVOORZIENING;0.18;7;7;7;7;253;CONTINUOUS;0.35;7;7;7;7;253;CONTINUOUS;0.35;7.0;7.0;7.0;7.0;253.0;V-CONTINUOUS-SO;0.35;7;7;7;7;253;CONTINUOUS;;;1605;;http://digitalbuildingdata.tech/nlcs/def/ba49418a-551a-4f42-8f3a-8de0eab7eb38;
SCHANSKORF;*;_;**;_;OB;_;SCHANSKORF;_;;_;;_;;_;;_;;-;;-;;;;*_**_OB_SCHANSKORF;0.18;7;7;7;7;253;OB-SCHANSKORF-SO;0.35;7;7;7;7;253;OB-SCHANSKORF-SO;0.35;7.0;7.0;7.0;7.0;253.0;V-OB-SCHANSKORF-SO;0.35;7;7;7;7;253;OB-SCHANSKORF-SO;;;1596;;http://digitalbuildingdata.tech/nlcs/def/face4216-402b-44be-b4ee-8425c9545d16;
