sbibliotheek,symbool,fase,id,optie,fileURL
SIS,V-SIS-BORD_902_AVENIO_REGIOCITADIS,,4427,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-BORD_902_AVENIO_REGIOCITADIS.dwg
SIS,V-SIS-BORD_902_GTL8,,4428,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-BORD_902_GTL8.dwg
SIS,V-SIS-BORD_902_REGIOCITADIS,,4429,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-BORD_902_REGIOCITADIS.dwg
SIS,V-SIS-BORD_903_AVENIO,,4430,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-BORD_903_AVENIO.dwg
SIS,V-SIS-BORD_903_AVENIO_REGIOCITADIS,,4431,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-BORD_903_AVENIO_REGIOCITADIS.dwg
SIS,V-SIS-BORD_903_GTL8,,4432,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-BORD_903_GTL8.dwg
SIS,V-SIS-BORD_903_REGIOCITADIS,,4433,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-BORD_903_REGIOCITADIS.dwg
SIS,V-SIS-BORD_910,,4434,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-BORD_910.dwg
SIS,V-SIS-BORD_911,,4435,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-BORD_911.dwg
SIS,V-SIS-COMPONENT_IMU,,4439,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-COMPONENT_IMU.dwg
SIS,V-SIS-COMPONENT_ZUB,,4444,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-COMPONENT_ZUB.dwg
SIS,V-SIS-INSTALLATIEKAST_VOEDING-SO,,4452,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-INSTALLATIEKAST_VOEDING-SO.dwg
SIS,V-SIS-INTERCOM,,4455,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-INTERCOM.dwg
SIS,V-SIS-LICHT_3LAMP_01,,4456,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_3LAMP_01.dwg
SIS,V-SIS-LICHT_3LAMP_02,,4457,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_3LAMP_02.dwg
SIS,V-SIS-LICHT_4LAMP_01,,4458,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_4LAMP_01.dwg
SIS,V-SIS-LICHT_ABSOLUUT,,4459,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_ABSOLUUT.dwg
SIS,V-SIS-LICHT_MATRIX,,4460,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_MATRIX.dwg
SIS,V-SIS-LICHT_MATRIX_FOF1,,4461,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_MATRIX_FOF1.dwg
SIS,V-SIS-LICHT_OPRIJD,,4462,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_OPRIJD.dwg
SIS,V-SIS-LICHT_PERMISSIEF,,4463,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_PERMISSIEF.dwg
SIS,V-SIS-LICHT_PERRON,,4464,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_PERRON.dwg
SIS,V-SIS-LICHT_RIJWEG_LINKSLEIDEND,,4465,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_RIJWEG_LINKSLEIDEND.dwg
SIS,V-SIS-LICHT_RIJWEG_RECHTDOOR,,4466,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_RIJWEG_RECHTDOOR.dwg
SIS,V-SIS-LICHT_RIJWEG_RECHTSLEIDEND,,4467,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_RIJWEG_RECHTSLEIDEND.dwg
SIS,V-SIS-LICHT_RIJWEG_STOP,,4468,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_RIJWEG_STOP.dwg
SIS,V-SIS-LICHT_TUNNELVERBOD,,4469,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_TUNNELVERBOD.dwg
SIS,V-SIS-LICHT_WISSELSEIN_LINKSLEIDEND,,4470,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_WISSELSEIN_LINKSLEIDEND.dwg
SIS,V-SIS-LICHT_WISSELSEIN_RECHTDOOR,,4471,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_WISSELSEIN_RECHTDOOR.dwg
SIS,V-SIS-LICHT_WISSELSEIN_RECHTSLEIDEND,,4472,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_WISSELSEIN_RECHTSLEIDEND.dwg
SIS,V-SIS-LICHT_WIT ROOD,,4473,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-LICHT_WIT ROOD.dwg
SIS,V-SIS-VERWARMINGSELEMENT,,4495,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-VERWARMINGSELEMENT.dwg
SKL,V-SKL-PUT_ONTSTOPPING_110MM,,5206,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-PUT_ONTSTOPPING_110MM.dwg
SKL,V-SKL-PUT_ONTSTOPPING_160MM,,5207,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-PUT_ONTSTOPPING_160MM.dwg
SKL,V-SKL-PUT_SCHOUW_550X550,,5208,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-PUT_SCHOUW_550X550.dwg
SKL,V-SKL-PUT_SCHOUW_700X700,,5209,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SKL/V-SKL-PUT_SCHOUW_700X700.dwg
SRI,SRI-KOLK_TROTTOIR_03-SO,,5223,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-KOLK_TROTTOIR_03-SO.dwg
SRI,V-SRI-KOLK_TROTTOIR_03-SO,,5224,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-KOLK_TROTTOIR_03-SO.dwg
SRI,B-SRI-PUT_DWA_01-SO,B,5229,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/B-SRI-PUT_DWA_01-SO.dwg
SRI,SRI-PUT_DWA_01-SO,,5230,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-PUT_DWA_01-SO.dwg
SRI,V-SRI-PUT_DWA_01-SO,,5231,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-PUT_DWA_01-SO.dwg
SRI,SRI-PUT_HWA_01-SO,,5236,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-PUT_HWA_01-SO.dwg
SRI,V-SRI-PUT_HWA_01-SO,,5237,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-PUT_HWA_01-SO.dwg
SRI,SRI-PUT_DEKSEL_HWA_01-SO,,5256,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-PUT_DEKSEL_HWA_01-SO.dwg
SRI,SRI-PUT_DEKSEL_ITR_01-SO,,5268,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-PUT_DEKSEL_ITR_01-SO.dwg
SRI,SRI-KOLK-SO,,5276,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/SRI-KOLK-SO.dwg
SRI,V-SRI-KOLK-SO,V,5277,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SRI/V-SRI-KOLK-SO.dwg
SSB,SSB-ONTSPORINGSRAIL_HOEKSTAAL-D,,5335,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SSB/SSB-ONTSPORINGSRAIL_HOEKSTAAL-D.dwg
SVH,SVH-KANTOPSLUITING_STOOTBAND_200X120-D,,5430,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/SVH-KANTOPSLUITING_STOOTBAND_200X120-D.dwg
SVH,V-SVH-KANTOPSLUITING_STOOTBAND_ROND_ROND_1000X200,,5440,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-KANTOPSLUITING_STOOTBAND_ROND_ROND_1000X200.dwg
SVH,V-SVH-KANTOPSLUITING_STOOTBAND_ROND_VLAK_1000X200_DUBBEL,,5441,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-KANTOPSLUITING_STOOTBAND_ROND_VLAK_1000X200_DUBBEL.dwg
SVH,V-SVH-KANTOPSLUITING_STOOTBAND_ROND_VLAK_750X200_DUBBEL,,5442,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-KANTOPSLUITING_STOOTBAND_ROND_VLAK_750X200_DUBBEL.dwg
SVH,V-SVH-KANTOPSLUITING_STOOTBAND_ROND_VLAK_900X200_DUBBEL,,5443,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-KANTOPSLUITING_STOOTBAND_ROND_VLAK_900X200_DUBBEL.dwg
SVH,V-SVH-KANTOPSLUITING_STOOTBAND_VLAK_ROND_1000X200,,5444,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-KANTOPSLUITING_STOOTBAND_VLAK_ROND_1000X200.dwg
SVH,V-SVH-KANTOPSLUITING_STOOTBAND_VLAK_VLAK_1000X200,,5445,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SVH/V-SVH-KANTOPSLUITING_STOOTBAND_VLAK_VLAK_1000X200.dwg
SIS,V-SIS-RAILAANSLUITBAK_02,,6784,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIS/V-SIS-RAILAANSLUITBAK_02.dwg
SIE,V-SIE-MEUBILAIR_BORD_PLAATSNAAMBORD-SO,,6785,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIE/V-SIE-MEUBILAIR_BORD_PLAATSNAAMBORD-SO.dwg
SIE,SIE-MEUBILAIR_BORD_VERKEERSBORD_MODEL_PAAL-SO,,6786,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIE/SIE-MEUBILAIR_BORD_VERKEERSBORD_MODEL_PAAL-SO.dwg
SIE,V-SIE-MEUBILAIR_BORD_RECLAME-SO,,6787,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIE/V-SIE-MEUBILAIR_BORD_RECLAME-SO.dwg
SIE,SIE-MEUBILAIR_BORD_VERKEERSBORD_MODEL-SO,,6788,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIE/SIE-MEUBILAIR_BORD_VERKEERSBORD_MODEL-SO.dwg
SIE,V-SIE-MEUBILAIR_BORD_SCHEEPVAARTVERKEER-SO,,6789,,https://github.com/nl-digigo/NLCS/tree/main/symbolen/concept/5.1/autocad/SIE/V-SIE-MEUBILAIR_BORD_SCHEEPVAARTVERKEER-SO.dwg
