omschrijving_5_0,max_id_of_last_publication,omschrijving_5_1,min_id_of_current_publication
SIW-POLLER_VAST-SO,4174,SAL-AANKLEDING_TRAM_AVENIO_BOVENAANZICHT-S,4175
