"omschrijving","status","underscore","discipline","underscore2","hoofdgroep","underscore3","object","underscore4","subobject01","underscore5","subobject02","underscore6","subobject03","underscore7","subobject04","underscore8","subobject05","streepje","bewerking","streepje3","element","streepje2","aobject","sobject","laagnaam","lw_b","kl_b","kl_b_a","kl_b_gd","kl_b_gn","kl_b_v","lt_b","lw_n","kl_n","kl_n_a","kl_n_gd","kl_n_gn","kl_n_v","lt_n","lw_v","kl_v","kl_v_a","kl_v_gd","kl_v_gn","kl_v_v","lt_v","lw_t","kl_t","kl_t_a","kl_t_gd","kl_t_gn","kl_t_v","lt_t","vrkl_kort","vrkl_lang","id_nummer","kind_van","objectURI","kind_vanURI"
"TERREINAFSCHEIDING_KUNSTMATIG_HEKWERK_HOOG_BALLENVANGER","*","_","**","_","IE","_","TERREINAFSCHEIDING","_","KUNSTMATIG","_","HEKWERK","_","HOOG","_","BALLENVANGER","_","","'-","","'-","G","'-","","","*_**_IE_TERREINAFSCHEIDING_KUNSTMATIG_HEKWERK_HOOG_BALLENVANGER","0.18","210","212","210","210","253","CONTINUOUS","0.35","210","212","210","210","253","CONTINUOUS","0.35","210","212","210","210","253","V-CONTINUOUS-SO","0.35","210","212","210","210","253","CONTINUOUS","","","3109","3108","http://digitalbuildingdata.tech/nlcs/def/10a52389-badf-4cd5-bb38-4e4ae5292b62","http://digitalbuildingdata.tech/nlcs/def/5f58094e-4244-4f62-9bab-d88c5bce19a5"
"MEUBILAIR_WEGMEUBILAIR_SPEELTOESTEL_VALZONE","*","_","**","_","IE","_","MEUBILAIR","_","WEGMEUBILAIR","_","SPEELTOESTEL","_","VALZONE","_","","_","","'-","","'-","G/A","'-","AIE-SPEELTOESTEL_VALZONE-SO","","*_**_IE_MEUBILAIR_WEGMEUBILAIR_SPEELTOESTEL_VALZONE","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3104","3398","http://digitalbuildingdata.tech/nlcs/def/a6c41785-65f2-4cdf-ac89-de9180e1ca80","http://digitalbuildingdata.tech/nlcs/def/42a42f0f-21e8-4861-8961-f2fe84572a2f"
"TERREINAFSCHEIDING_KUNSTMATIG_HEKWERK_LAAG","*","_","**","_","IE","_","TERREINAFSCHEIDING","_","KUNSTMATIG","_","HEKWERK","_","LAAG","_","","_","","'-","","'-","G","'-","","","*_**_IE_TERREINAFSCHEIDING_KUNSTMATIG_HEKWERK_LAAG","0.18","210","212","210","210","253","CONTINUOUS","0.35","210","212","210","210","253","CONTINUOUS","0.35","210","212","210","210","253","V-CONTINUOUS-SO","0.35","210","212","210","210","253","CONTINUOUS","","","3110","548","http://digitalbuildingdata.tech/nlcs/def/20609fa6-6915-4917-a2bf-3647c403f419","http://digitalbuildingdata.tech/nlcs/def/9597fe0a-5c38-4b5b-b519-1d913f1f8aba"
"TERREINAFSCHEIDING_KUNSTMATIG_HEKWERK_RASTER","*","_","**","_","IE","_","TERREINAFSCHEIDING","_","KUNSTMATIG","_","HEKWERK","_","RASTER","_","","_","","'-","","'-","G","'-","","","*_**_IE_TERREINAFSCHEIDING_KUNSTMATIG_HEKWERK_RASTER","0.18","30","32","30","30","253","IE-TERREINAFSCHEIDING_KUNSTMATIG-SO","0.35","30","32","30","30","253","IE-TERREINAFSCHEIDING_KUNSTMATIG-SO","0.35","30","32","30","30","253","V-IE-TERREINAFSCHEIDING_KUNSTMATIG-SO","0.35","30","32","30","30","253","IE-TERREINAFSCHEIDING_KUNSTMATIG-SO","","","549","548","http://digitalbuildingdata.tech/nlcs/def/d27725bb-27bb-4583-a644-39701d25957f","http://digitalbuildingdata.tech/nlcs/def/9597fe0a-5c38-4b5b-b519-1d913f1f8aba"
"TERREINAFSCHEIDING_KUNSTMATIG_HEKWERK_HOOG","*","_","**","_","IE","_","TERREINAFSCHEIDING","_","KUNSTMATIG","_","HEKWERK","_","HOOG","_","","_","","'-","","'-","G","'-","","","*_**_IE_TERREINAFSCHEIDING_KUNSTMATIG_HEKWERK_HOOG","0.18","210","212","210","210","253","CONTINUOUS","0.35","210","212","210","210","253","CONTINUOUS","0.35","210","212","210","210","253","V-CONTINUOUS-SO","0.35","210","212","210","210","253","CONTINUOUS","","","3108","548","http://digitalbuildingdata.tech/nlcs/def/5f58094e-4244-4f62-9bab-d88c5bce19a5","http://digitalbuildingdata.tech/nlcs/def/9597fe0a-5c38-4b5b-b519-1d913f1f8aba"
"MEUBILAIR_WEGMEUBILAIR_BRIEVENBUS","*","_","**","_","IE","_","MEUBILAIR","_","WEGMEUBILAIR","_","BRIEVENBUS","_","","_","","_","","'-","","'-","G/S","'-","","SIE-WEG_BRIEVENBUS-SO; V-SIE-WEG_BRIEVENBUS-SO","*_**_IE_MEUBILAIR_WEGMEUBILAIR_BRIEVENBUS","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3403","522","http://digitalbuildingdata.tech/nlcs/def/30d0f29d-b003-43b1-ab6b-b580afd8cfdd","http://digitalbuildingdata.tech/nlcs/def/041816b6-dc23-4bd8-830c-243e0fd5e894"
"MEUBILAIR_WEGMEUBILAIR_CONTAINER","*","_","**","_","IE","_","MEUBILAIR","_","WEGMEUBILAIR","_","CONTAINER","_","","_","","_","","'-","","'-","G/S","'-","","SIE-WEG_CONTAINER_AFVAL-SO; SIE-WEG_CONTAINER_ALGEMEEN-SO; SIE-WEG_CONTAINER_GLAS-SO; SIE-WEG_CONTAINER_GROFVUIL-SO; SIE-WEG_CONTAINER_HUISVUIL_OPSTELPLAATS-SO; SIE-WEG_CONTAINER_KUNSTSTOF-SO; SIE-WEG_CONTAINER_PAPIER-SO; SIE-WEG_CONTAINER_TEXTIEL-SO; V-SIE-WEG_CONTAINER_AFVAL-SO; V-SIE-WEG_CONTAINER_ALGEMEEN-SO; V-SIE-WEG_CONTAINER_GLAS-SO; V-SIE-WEG_CONTAINER_GROFVUIL-SO; V-SIE-WEG_CONTAINER_HUISVUIL_OPSTELPLAATS-SO; V-SIE-WEG_CONTAINER_KUNSTSTOF-SO; V-SIE-WEG_CONTAINER_PAPIER-SO; V-SIE-WEG_CONTAINER_TEXTIEL-SO","*_**_IE_MEUBILAIR_WEGMEUBILAIR_CONTAINER","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3405","522","http://digitalbuildingdata.tech/nlcs/def/beb68b5a-e743-4c43-bce5-f360dc7a2a61","http://digitalbuildingdata.tech/nlcs/def/041816b6-dc23-4bd8-830c-243e0fd5e894"
"MEUBILAIR_WEGMEUBILAIR_BESCHERMBEUGEL","*","_","**","_","IE","_","MEUBILAIR","_","WEGMEUBILAIR","_","BESCHERMBEUGEL","_","","_","","_","","'-","","'-","G/S","'-","","SIE-WEG_BESCHERMBEUGEL_RECHT; SIE-WEG_BESCHERMBEUGEL_ROND; V-SIE-WEG_BESCHERMBEUGEL_RECHT; V-SIE-WEG_BESCHERMBEUGEL_ROND","*_**_IE_MEUBILAIR_WEGMEUBILAIR_BESCHERMBEUGEL","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3563","522","http://digitalbuildingdata.tech/nlcs/def/1d93ed10-ac46-41b2-83af-61d6e2d5a061","http://digitalbuildingdata.tech/nlcs/def/041816b6-dc23-4bd8-830c-243e0fd5e894"
"MEUBILAIR_WEGMEUBILAIR_STROOIRESERVOIR","*","_","**","_","IE","_","MEUBILAIR","_","WEGMEUBILAIR","_","STROOIRESERVOIR","_","","_","","_","","'-","","'-","G/S","'-","","SIE-WEG_STROOIRESERVOIR-SO; V-SIE-WEG_STROOIRESERVOIR-SO","*_**_IE_MEUBILAIR_WEGMEUBILAIR_STROOIRESERVOIR","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","3106","522","http://digitalbuildingdata.tech/nlcs/def/ffa3a6e1-6e98-4304-887b-1d9b401c1e87","http://digitalbuildingdata.tech/nlcs/def/041816b6-dc23-4bd8-830c-243e0fd5e894"
"MEUBILAIR_WEGMEUBILAIR_ABRI","*","_","**","_","IE","_","MEUBILAIR","_","WEGMEUBILAIR","_","ABRI","_","","_","","_","","'-","","'-","G/S","'-","","SIE-WEG_ABRI-SO; V-SIE-WEG_ABRI-SO","*_**_IE_MEUBILAIR_WEGMEUBILAIR_ABRI","0.18","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","CONTINUOUS","0.35","7","7","7","7","253","V-CONTINUOUS-SO","0.35","7","7","7","7","253","CONTINUOUS","","","526","522","http://digitalbuildingdata.tech/nlcs/def/6988a06d-0489-4c44-a590-50a730ea4f03","http://digitalbuildingdata.tech/nlcs/def/041816b6-dc23-4bd8-830c-243e0fd5e894"
