"omschrijving","status","underscore","discipline","underscore2","hoofdgroep","underscore3","object","underscore4","subobject01","underscore5","subobject02","underscore6","subobject03","underscore7","subobject04","underscore8","subobject05","streepje","bewerking","streepje3","element","streepje2","aobject","sobject","laagnaam","lw_b","kl_b","kl_b_a","kl_b_gd","kl_b_gn","kl_b_v","lt_b","lw_n","kl_n","kl_n_a","kl_n_gd","kl_n_gn","kl_n_v","lt_n","lw_v","kl_v","kl_v_a","kl_v_gd","kl_v_gn","kl_v_v","lt_v","lw_t","kl_t","kl_t_a","kl_t_gd","kl_t_gn","kl_t_v","lt_t","vrkl_kort","vrkl_lang","id_nummer","kind_van","objectURI","kind_vanURI"
"BOUWLAND_AKKERBOUW","*","_","**","_","GR","_","BOUWLAND","_","AKKERBOUW","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_BOUWLAND_AKKERBOUW","0.13","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","V-CONTINUOUS-SO","0.35","80","82","80","80","253","CONTINUOUS","","","3378","3377","http://digitalbuildingdata.tech/nlcs/def/82520f76-64a6-43a7-a62b-10b839e934ed","http://digitalbuildingdata.tech/nlcs/def/64d4f082-c537-4e4c-9280-6f5fecab3ca1"
"HAAG_01","*","_","**","_","GR","_","HAAG","_","01","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_HAAG_01","0.13","90","92","90","90","253","GR-HAAG1-SO","0.35","90","92","90","90","253","GR-HAAG1-SO","0.35","90","92","90","90","253","GR-HAAG1-SO","0.35","90","92","90","90","253","GR-HAAG1-SO","","","381","380","http://digitalbuildingdata.tech/nlcs/def/17aa0a36-a471-4642-8f35-79f3daf6b8d4","http://digitalbuildingdata.tech/nlcs/def/3fb6e2f6-b5e6-4b61-9a5c-13b1ea2c85ee"
"GRAS_GRAFVELD","*","_","**","_","GR","_","GRAS","_","GRAFVELD","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_GRAS_GRAFVELD","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","2902","401","http://digitalbuildingdata.tech/nlcs/def/d830e3a4-1933-48a0-8ed0-b00a15a63a3f","http://digitalbuildingdata.tech/nlcs/def/cc940334-64c4-42fc-a846-a38b7435777a"
"BOOM_KROON","*","_","**","_","GR","_","BOOM","_","KROON","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_BOOM_KROON","0.13","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","3503","360","http://digitalbuildingdata.tech/nlcs/def/7da650bd-0068-4445-9352-090dfdd5d3fb","http://digitalbuildingdata.tech/nlcs/def/58a908d1-a966-4cc0-9318-93222d8567ea"
"BOS_NAALD","*","_","**","_","GR","_","BOS","_","NAALD","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_BOS_NAALD","0.13","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","V-CONTINUOUS-SO","0.35","40","42","40","40","253","CONTINUOUS","","","359","356","http://digitalbuildingdata.tech/nlcs/def/c182e200-52c9-4779-87c4-1ff5f23e0e5e","http://digitalbuildingdata.tech/nlcs/def/d58f6876-6e3a-4a04-9903-a6b8707eb036"
"BOUWLAND_BOLLENTEELT","*","_","**","_","GR","_","BOUWLAND","_","BOLLENTEELT","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_BOUWLAND_BOLLENTEELT","0.13","220","222","220","220","253","CONTINUOUS","0.35","220","222","220","220","253","CONTINUOUS","0.35","220","222","220","220","253","V-CONTINUOUS-SO","0.35","220","222","220","220","253","CONTINUOUS","","","3381","3377","http://digitalbuildingdata.tech/nlcs/def/4e3f7c5b-4c58-4f75-bf9b-ded265365c14","http://digitalbuildingdata.tech/nlcs/def/64d4f082-c537-4e4c-9280-6f5fecab3ca1"
"HOUTOPSTAND_GEMENGD","*","_","**","_","GR","_","HOUTOPSTAND","_","GEMENGD","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_HOUTOPSTAND_GEMENGD","0.13","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","V-CONTINUOUS-SO","0.35","40","42","40","40","253","CONTINUOUS","","","369","368","http://digitalbuildingdata.tech/nlcs/def/c62c7e2d-b640-4d15-85b3-96207c46dcb0","http://digitalbuildingdata.tech/nlcs/def/027c3e40-32b1-48ed-8f74-30ce1424286c"
"GRAS_GESTABILISEERD","*","_","**","_","GR","_","GRAS","_","GESTABILISEERD","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_GRAS_GESTABILISEERD","0.13","60","62","90","90","253","CONTINUOUS","0.35","60","62","90","90","253","CONTINUOUS","0.35","60","62","90","90","253","V-CONTINUOUS-SO","0.35","60","62","90","90","253","CONTINUOUS","","","405","401","http://digitalbuildingdata.tech/nlcs/def/3de200ac-4bc8-4a4e-8d5c-852fe281f259","http://digitalbuildingdata.tech/nlcs/def/cc940334-64c4-42fc-a846-a38b7435777a"
"SPORTVELD_NATUURGRAS","*","_","**","_","GR","_","SPORTVELD","_","NATUURGRAS","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_SPORTVELD_NATUURGRAS","0.13","60","62","90","90","253","CONTINUOUS","0.35","60","62","90","90","253","CONTINUOUS","0.35","60","62","90","90","253","V-CONTINUOUS-SO","0.35","60","62","90","90","253","CONTINUOUS","","","408","406","http://digitalbuildingdata.tech/nlcs/def/7a976026-499f-4e43-a10e-e5ac3bbf4e97","http://digitalbuildingdata.tech/nlcs/def/8a2155d5-95af-425d-b74f-436c61fd0429"
"HAAG_RUW","*","_","**","_","GR","_","HAAG","_","RUW","_","","_","","_","","_","","'-","","'-","G","'-","","","*_**_GR_HAAG_RUW","0.13","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","3095","380","http://digitalbuildingdata.tech/nlcs/def/a816653e-339a-487a-afed-47920f4cf85e","http://digitalbuildingdata.tech/nlcs/def/3fb6e2f6-b5e6-4b61-9a5c-13b1ea2c85ee"
