"searchterm","arceringURI","id","abibliotheekURI","abibliotheek","fase","arcering","finalCleanName","optie","schaal","vrkl_kort","vrkl_lang","fileURL"
"GROND","http://digitalbuildingdata.tech/nlcs/def/a9d2b1d3-dee3-43f8-9d27-08ddcec7cf9b","445","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_BOMENGROND-SO","GROND_BOMENGROND","SO","1","bomengrond","000,0.00000,0.00000,0.00000,2.50000,0.00000,-2.88675 000,-0.33494,-1.25000,2.88675,5.00000,0.66988,-5.10362 030,0.33494,-1.25000,5.00000,2.88675,0.66988,-9.33012 060,0.91506,-0.91506,2.88675,5.00000,0.66988,-5.10362 090,1.25000,-0.33494,5.00000,2.88675,0.66988,-9.33012 120,1.25000,0.33494,2.88675,5.00000,0.66988,-5.10362 150,0.91506,0.91506,5.00000,2.88675,0.66988,-9.33012 180,0.33494,1.25000,2.88675,5.00000,0.66988,-5.10362 210,-0.33494,1.25000,5.00000,2.88675,0.66988,-9.33012 240,-0.91506,0.91506,2.88675,5.00000,0.66988,-5.10362 270,-1.25000,0.33494,5.00000,2.88675,0.66988,-9.33012 300,-1.25000,-0.33494,2.88675,5.00000,0.66988,-5.10362 330,-0.91506,-0.91506,5.00000,2.88675,0.66988,-9.33012","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_BOMENGROND-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/6acc6ac7-e195-41ef-a6be-c435318122b5","446","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_BOMENGROND-SOD","GROND_BOMENGROND","SOD","1","bomengrond","000,0.00000,0.00000,0.00000,2.50000,0.00000,-2.88675 000,-0.33494,-1.25000,2.88675,5.00000,0.66988,-5.10362 030,0.33494,-1.25000,5.00000,2.88675,0.66988,-9.33012 060,0.91506,-0.91506,2.88675,5.00000,0.66988,-5.10362 090,1.25000,-0.33494,5.00000,2.88675,0.66988,-9.33012 120,1.25000,0.33494,2.88675,5.00000,0.66988,-5.10362 150,0.91506,0.91506,5.00000,2.88675,0.66988,-9.33012 180,0.33494,1.25000,2.88675,5.00000,0.66988,-5.10362 210,-0.33494,1.25000,5.00000,2.88675,0.66988,-9.33012 240,-0.91506,0.91506,2.88675,5.00000,0.66988,-5.10362 270,-1.25000,0.33494,5.00000,2.88675,0.66988,-9.33012 300,-1.25000,-0.33494,2.88675,5.00000,0.66988,-5.10362 330,-0.91506,-0.91506,5.00000,2.88675,0.66988,-9.33012","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_BOMENGROND-SOD.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/c4e3a0ee-663d-4981-90cc-7cd2e27c31f8","447","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_BOMENZAND-SO","GROND_BOMENZAND","SO","1","bomenzand","0,0,0,0.50,1.5,0,-1.5 0,0,0,3.125,3.125,1.5625,-4.6875 90,0.78125,-0.78125,3.125,3.125,1.5625,-4.6875","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_BOMENZAND-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/e1bc5b9e-1d1a-4cb4-b8d4-742e2cd8ecc3","448","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_BOMENZAND-SOD","GROND_BOMENZAND","SOD","1","bomenzand","0,0,0,0.50,1.5,0,-1.5 0,0,0,3.125,3.125,1.5625,-4.6875 90,0.78125,-0.78125,3.125,3.125,1.5625,-4.6875","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_BOMENZAND-SOD.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/49b46ec2-b0e0-4724-863b-461dbd8fee11","449","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_TEELGR_01-SO","GROND_TEELGR_01","SO","1","teelgrond1","38.6598,0.950,0.120,-4.997560,0.156174,0.064031,-6.339093 36.8699,0.880,0.220,-3.600000,0.200000,0.150000,-4.850000 340.0169,0.890,0.580,-8.543577,0.085436,0.117047,-11.587653 333.4349,0.940,0.700,-1.341641,0.447214,0.067082,-2.168986 0.0000,0.980,0.810,1.000,1.000,0.020000,-0.980 36.0274,0.100,0.920,-8.602011,0.073521,0.136015,-13.465456 7.3524,0.380,0.550,23.194805,0.031993,0.625140,-30.631859 7.3524,0.360,0.670,23.194805,0.031993,0.625140,-30.631859 6.4416,0.350,0.800,53.338539,0.016027,0.623939,-61.769971 7.3524,0.330,0.920,23.194805,0.031993,0.625140,-30.631859 337.9887,0.000,0.540,-45.310039,0.019726,0.506952,-50.188216 337.6199,0.000,0.670,-12.999886,0.054393,0.551543,-17.833233 337.6713,0.000,0.810,42.154475,0.016518,0.605392,-59.933851 337.5206,0.030,0.930,18.384749,0.031863,0.627694,-30.757015 277.3524,0.450,0.620,23.194805,0.031993,0.625140,-30.631859 277.3524,0.580,0.640,23.194805,0.031993,0.625140,-30.631859 277.3524,0.700,0.650,23.194805,0.031993,0.625140,-30.631859 276.4416,0.830,0.670,53.338539,0.016027,0.623939,-61.769971 36.6341,0.210,0.000,-43.600454,0.020576,0.486004,-48.114407 35.9605,0.020,0.020,-49.406475,0.015871,0.630079,-62.377857 36.2538,0.000,0.160,-13.601364,0.053760,0.558032,-18.043043 36.3844,0.000,0.310,-18.601027,0.042371,0.472017,-23.128830","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_TEELGR_01-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/849b46db-72c8-4dbe-85ec-24148f7346fe","450","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_TEELGR_02-SO","GROND_TEELGR_02","SO","1","teelgrond2","000,0.0,0.0,5.0,1.0,10.0,-10.0 090,0.0,0.0,5.0,1.0,10.0,-10.0","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_TEELGR_02-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/1924435b-d67a-4982-884a-cafc6d15bc56","65","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_ZAND-SO","GROND_ZAND","SO","1","zand","37.5,0,0,1.123,1.567,0,-1.52,0,-1.7,0,-1.625 7.5,0,0,2.123,2.567,0,-.82,0,-1.37,0,-.525 -32.5,-1.23,0,2.6234,1.678,0,-.5,0,-1.8,0,-2.35 -42.5,-1.23,0,1.6234,2.678,0,-.25,0,-1.18,0,-1.35","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_ZAND-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/4f38e612-ea0f-4c95-90f9-8268f27eeb86","66","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_ZAND_FUNDERING-SOD","GROND_ZAND_FUNDERING","SOD","1","funderingszand","37.5,0,0,1.123,1.567,0,-1.52,0,-1.7,0,-1.625 7.5,0,0,2.123,2.567,0,-.82,0,-1.37,0,-.525 -32.5,-1.23,0,2.6234,1.678,0,-.5,0,-1.8,0,-2.35 -42.5,-1.23,0,1.6234,2.678,0,-.25,0,-1.18,0,-1.35","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_ZAND_FUNDERING-SOD.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/2f2f6b66-f355-4b4e-8710-fa7e8c9a086c","67","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_ZAND_CUNETZAND-SOD","GROND_ZAND_CUNETZAND","SOD","1","cunetzand","0,0,0,0.625,0.625,0,-1.25","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_ZAND_CUNETZAND-SOD.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/1e9adf17-3e5c-4c24-9285-d88a8cc5fba1","68","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_ZAND_DRAINZAND-SOD","GROND_ZAND_DRAINZAND","SOD","1","drainzand","45,0,0,0,1.27,0,-1.27","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_ZAND_DRAINZAND-SOD.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/8131c622-a7c5-41ef-8a20-3c1805e8d922","69","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_STABILISATIE-SO","GROND_STABILISATIE","SO","1","stabilisatie","0,0,0,3.175,3.175,1.5875,-4.7625 90,0.79375,-0.79375,3.175,3.175,1.5875,-4.7625","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_STABILISATIE-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/848a23ae-2c16-4ac4-8321-a73a696678d7","70","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_KLEI-SO","GROND_KLEI","SO","1","klein","45,0.00000,0.00000,0.00000,2.5000","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_KLEI-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/3934146b-94eb-45f4-8b08-789936e93a36","71","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_ZAVEL-SO","GROND_ZAVEL","SO","1","zavel","0,0,0,2,1,2,-2","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_ZAVEL-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/b70a981f-6005-4d8e-b2e2-ebdf9824e8aa","72","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_VEEN-SO","GROND_VEEN","SO","1","veen","000,0.00000,0.00000,0.00000,2.50000","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_VEEN-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/f49d8e43-74d2-4f64-bc9f-cdf78af03e53","73","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_GRIND-SO","GROND_GRIND","SO","1","grind","0,4,1,10,10,.5,-3,.5,-6 0,9,1.5,10,10,.5,-9.5 0,3.5,2.5,10,10,1,-9 0,6.5,3,10,10,.5,-9.5 0,2,3.5,10,10,.5,-9.5 0,6,4.5,10,10,1,-9 0,2.5,5,10,10,1,-3.5,.5,-5 0,2.5,6,10,10,1,-5.5,1,-2.5 0,5.5,6.5,10,10,.5,-9.5 0,5.5,8,10,10,.5,-9.5 0,0,8.5,10,10,.5,-9.5 0,2.5,9,10,10,.5,-3.5,1,-5 90,1,2.5,10,10,.5,-4.5,.5,-4.5 90,1.5,4,10,10,.5,-9.5 90,2,9.5,10,10,.5,-9.5 90,2.5,6,10,10,1,-9 90,3,1.5,10,10,.5,-9.5 90,3.5,9.5,10,10,.5,-9.5 90,4,6.5,10,10,.5,-9.5 90,5.5,3.5,10,10,.5,-9.5 90,6,9.5,10,10,.5,-9.5 90,6.5,7,10,10,.5,-9.5 90,7,5,10,10,1,-9 90,7.5,3.5,10,10,.5,-9.5 90,8,5.5,10,10,.5,-9.5 90,8.5,0,10,10,.5,-6,1,-2.5 45,0,6,7.07106781,7.07106781,0.707,-3.5355,0.707,-4.9497,0.707,-3.535935623 45,3,2,7.07106781,7.07106781,0.707,-4.9497,0.707,-1.414,0.707,-5.657435623 45,.5,2,7.071067812,7.071067812,0.70710678,-9.19239,1.41421,-2.82842984 45,3.5,4,7.071067812,7.071067812,0.7071067,-2.828427,0.7071067,-9.899495223 45,3.5,6,7.071067812,7.071067812,0.7071067,-13.435028923 45,5.5,4,7.071067812,7.071067812,0.7071067,-13.435028923 45,7.5,5,7.071067812,7.071067812,0.7071067,-13.435028923 45,6,0,7.071067812,7.071067812,0.7071067,-13.435028923 135,3.5,0,7.071067812,7.071067812,0.7071067,-13.435028923 135,8.5,.5,7.071067812,7.071067812,0.707106,-9.899495,0.707106,-2.828428623 135,5.5,6.5,7.071067812,7.071067812,0.7071067,-13.435028923 135,2.5,9,7.071067812,7.071067812,0.7071067,-13.435028923 135,9,1.5,7.071067812,7.071067812,0.7071067,-13.435028923 135,5,2,7.071067812,7.071067812,0.7071067,-13.435028923 135,4,7,7.071067812,7.071067812,0.7071067,-13.435028923 135,9,6,7.071067812,7.071067812,0.7071067,-13.435028923 135,7.5,4,7.071067812,7.071067812,0.7071067,-13.435028923 135,4,4.5,7.071067812,7.071067812,0.7071067,-13.435028923 135,2,3.5,7.071067812,7.071067812,0.7071,-7.0710678,0.7071,-5.656867823 135,8,6,7.071067812,7.071067812,0.707106,-1.41421363,0.707106,-11.31371 26.5650512,6.5,.5,8.94427191,-4.472135955,1.118,-5.59,1.118,-14.53467977 26.5650512,9,3,8.94427191,-4.472135955,1.118,-10.062,1.118,-10.06267978 26.5650512,9.5,1.5,8.94427191,-4.472135955,1.1180339,-21.2426458 26.5650512,1.5,4.5,8.94427191,-4.472135955,1.1180339,-21.2426458 26.5650512,2.5,7,8.94427191,-4.472135955,1.1180339,-21.2426458 26.5650512,2,0,8.94427191,-4.472135955,1.1180339,-21.2426458 63.43494882,5,7,8.94427191,4.472135955,1.1180339,-21.2426458 63.43494882,4.5,1,8.94427191,4.472135955,1.1180339,-21.2426458 63.43494882,8.5,2,8.94427191,4.472135955,1.1180339,-21.2426458 63.43494882,.5,6.5,8.94427191,4.472135955,1.1180339,-21.2426458 153.43494882,6.5,3,8.94427191,4.472135955,1.1180339,-21.2426458 153.43494882,4,1,8.94427191,4.472135955,1.1180339,-21.2426458 153.43494882,1,3,8.94427191,4.472135955,1.1180339,-21.2426458","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_GRIND-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/e708514a-9aeb-4a92-8088-3993ab0c45e8","74","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_TEELAARDE-SO","GROND_TEELAARDE","SO","1","teelaarde","90,0,0,0,1.0","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_TEELAARDE-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/1cfddb70-1ea4-4181-acb8-bdebe7dccfd8","76","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_AFVAL-SO","GROND_AFVAL","SO","1","afval","0,0,0,5.0,5.0,0.0625,-4.375 90,0,0,5.0,5.0,0.625,-4.375 135,0.625,0,3.5355534,3.535534,0.883388,-6.187185 0,0.625,2.8125,5.0,5.0,0.625,-4.375 45,0.9375,2.5,3.535534,3.535534,0.441942,-6.629126 135,0.9375,2.5,3.53554,3.53534,0.441942,-6.629126 0,2.5,4.0625,5.0,5.0,0.883884,-4.116117 45,2.5,4.0625,3.505339,3.505339,0.625,-6.446068 135,3.383884,4.0625,3.535534,3.535534,0.625,-6.446068 90,3.4375,1.25,5.0,5.0,0.625,-4.375 45,3.4375,1.25,3.535534,0.444193,-6.629126 135,3.75,1.5625,3.535534,3.535534,0.441942,-6.629126 0,0.625,1.25,5.0,5.0,0.3125,-4.1875 0,0.4375,2.5,5.0,5.0,0.3125,-4.1875 90,2.8125,3.125,5.0,5.0,0.3125,-4.1875 135,3.4375,0.3125,3.535534,3.535534,0.441942,-6.929126 135,1.25,3.75,3.535839,3.5358390,0.441942,-6.92926 45,2.34375,1.640625,3.535534,5.535534,0.441942,-6.629126 90,1.953125,0.625,5.0,5.0,0.078125,-4.921875 90,1.953125,2.734375,5.0,5.0,0.78125,-4.921875 90,4.296875,3.59375,5.0,5.0,0.78125,-4.921875 90,4.375,0.9375,5.0,5.0,0.07125,-4.921875","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_AFVAL-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/a07275fc-8ef1-48cd-9ea5-dcea648c8eaa","77","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_KERNMATERIAAL-SO","GROND_KERNMATERIAAL","SO","1","kernmateriaal","45,0,0,0,2 45,1.412,0,0,1,.5,-0.25","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_KERNMATERIAAL-SO.pat"
"GROND","http://digitalbuildingdata.tech/nlcs/def/d3adadf6-9ac5-4afa-a2f3-52bcc2a66849","78","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-GROND_STEEN-SO","GROND_STEEN","SO","1","steen","002.6026,1.600,0.100,210.23747,0.45400,1.78142,-218.44574 043.3634,3.380,0.181,14.13636,0.40390,1.21610,-246.37226 101.3099,4.264,1.016,41.18439,1.96116,1.39097,-49.59922 149.0362,3.991,2.380,22.29482,1.71499,1.51247,-56.79705 184.7636,2.694,3.158,110.45090,0.83045,1.55366,-118.86229 219.0939,1.146,3.029,142.12588,0.48507,1.34001,-204.81528 280.3048,0.106,2.184,50.98234,0.89443,1.30925,-110.49414 327.7244,0.340,0.896,94.33876,0.44499,1.49039,-223.23166 023.1986,4.800,3.500,22.32209,1.31306,1.73630,-74.42143 081.8699,6.395,4.184,9.89950,1.41421,1.81773,-68.89295 123.6901,6.652,5.983,13.86751,2.77350,2.11187,-33.94365 158.1986,5.481,7.740,31.56821,1.85695,3.35447,-50.49718 204.2270,2.366,8.986,120.82960,0.45596,1.54726,-217.76986 262.8750,0.955,8.351,9.92278,1.24035,1.35454,-79.26804 306.8699,0.787,7.007,14.00000,2.00000,3.54110,-46.45890 340.3462,2.912,4.174,31.61562,0.67267,2.00477,-146.65592 032.2756,8.900,3.400,130.38329,0.44499,1.21952,-223.50253 066.8013,9.931,4.051,53.83564,1.31306,1.34589,-74.81184 111.8014,0.461,5.289,22.28344,1.85695,1.12750,-52.72415 165.0686,0.043,6.335,41.22603,0.64416,0.99233,-154.24942 209.9816,9.084,6.591,219.54473,0.33315,1.24087,-298.92575 245.7730,8.009,5.971,98.48752,0.45596,1.48171,-217.83541 284.9314,7.401,4.619,114.01572,0.64416,1.00546,-154.23629 348.6901,7.660,3.648,9.80580,1.96116,1.26463,-49.72556 033.6901,8.300,7.700,13.86751,2.77350,1.64077,-34.41443 093.3665,9.665,8.610,160.31112,0.58722,1.69025,-168.60362 136.6366,9.566,0.297,233.45200,0.40390,1.99352,-245.59484 169.6952,8.117,1.666,60.82105,0.89443,1.89840,-109.90499 218.6598,6.249,2.006,14.05564,1.56174,1.62709,-62.40415 267.3974,4.978,0.989,9.98969,0.45400,1.63486,-218.59230 320.9061,4.904,9.356,64.02941,0.48507,2.32341,-203.83188 353.1572,6.707,7.891,171.17197,0.39715,1.60414,-250.18943","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-GROND_STEEN-SO.pat"
"WERK","http://digitalbuildingdata.tech/nlcs/def/38d799b9-2719-4d85-9d63-8925229c632d","79","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-WERK_ONTGRAVEN-SO","WERK_ONTGRAVEN","SO","1","grondontgraven","135,0,0,0,5.0","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-WERK_ONTGRAVEN-SO.pat"
"WERK","http://digitalbuildingdata.tech/nlcs/def/92f4de0f-6217-456f-a31a-4bc9b9e51881","80","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-WERK_AANVULLEN-SO","WERK_AANVULLEN","SO","1","grondaanvullen","45,0,0,0,5.0","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-WERK_AANVULLEN-SO.pat"
"WERK","http://digitalbuildingdata.tech/nlcs/def/b0335bf3-a64f-4578-8713-2a554c56e710","81","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-WERK_ONTGRAVEN_AANVULLEN-SO","WERK_ONTGRAVEN_AANVULLEN","SO","1","grondontgravenenaanvullen","135,0,0,0,5.0 45,0,0,0,5.0","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-WERK_ONTGRAVEN_AANVULLEN-SO.pat"
"WERK","http://digitalbuildingdata.tech/nlcs/def/5cea11de-6964-4b85-8254-be1d84aa53be","82","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-WERK_FREZEN-SO","WERK_FREZEN","SO","1","frezen","45,0,0,1,1,1,-1 135,1.41,1.41,1,1,1,-1","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-WERK_FREZEN-SO.pat"
"WERK","http://digitalbuildingdata.tech/nlcs/def/a1c036af-0012-4810-b45d-3d05322a239b","83","http://digitalbuildingdata.tech/nlcs/def/946c3e94-1761-4094-a4e5-f0d1118c4694","AGW","","AGW-WERK_FREZEN_DIEPFREZEN-SOD","WERK_FREZEN_DIEPFREZEN","SOD","1","diepfrezen","45,0,1.41,2,2,2,-2 135,2.84,4.25,2,2,2,-2","https://github.com/nl-digigo/NLCS/tree/main/arceringen/concept/5.1/AGW-WERK_FREZEN_DIEPFREZEN-SOD.pat"
