34  kolk_2d_bovenbak_molgoot_RWS-band       *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 kolk_2d_bovenbak_comb_molgoot_en_RWS-band
35  kolk_2d_bovenbak_molgoot_trottoirband   *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 kolk_2d_bovenbak_comb_molgoot_en_trottoirband
36  kolk_2d_bovenbak_leicon_band_B-4        *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 kolk_2d_bovenbak_leicon_band_B-4
37  kolk_2d_bovenbak_leicon_band_F25        *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 kolk_2d_bovenbak_leicon_band_F25
38  kolk_2d_bovenbak_leicon_band_F40        *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 kolk_2d_bovenbak_leicon_band_F40
39  kolk_2d_bovenbak_molgoot                *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 kolk_2d_bovenbak_molgoot
40  kolk_2d_bovenbak_RWS-band               *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 kolk_2d_bovenbak_RWS-band
41  kolk_2d_bovenbak_trottoirband           *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 kolk_2d_bovenbak_trottoirband
42  kolk_2d_onderbak_met_achteruitlaat      *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 kolk_2d_onderbak_met_achteruitlaat
43  kolk_2d_onderbak_met_zijuitlaat         *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 kolk_2d_onderbak_met_zijuitlaat
44  leiconband_B-4                          *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 leiconband_B-4
45  leiconband_F25-4                        *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 leiconband_F25-4
46  leiconband_F25-8                        *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 leiconband_F25-8
47  leiconband_F40-6                        *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 leiconband_F40-6
48  molgoot_270x120_220_50                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_270x120_220_50
49  molgoot_300x120_220_15                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_300x120_220_15
50  molgoot_300x120_240_30                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_300x120_240_30
51  molgoot_300x120_240_50                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_300x120_240_50
52  molgoot_300x120_260_10                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_300x120_260_10
53  molgoot_300x150_240_30                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_300x150_240_30
54  molgoot_300x90_200_20                   *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_300x90_200_20
55  molgoot_350x110_250_30                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_350x110_250_30
56  molgoot_375x120_320_25                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_375x120_320_25
57  molgoot_380x140_300_50                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_380x140_300_50
58  molgoot_400x100_200_30                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_400x100_200_30
59  molgoot_400x100_320_30                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_400x100_320_30
60  molgoot_400x115_300_45                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_400x115_300_45
61  molgoot_400x120_300_30                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_400x120_300_30
62  molgoot_400x150_300_45                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_400x150_300_45
63  molgoot_400x180_300_60                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_400x180_300_60
64  molgoot_480x100_300_50                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_480x100_300_50
65  molgoot_500x100_360_50                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_500x100_360_50
66  molgoot_500x120_300_15                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_500x120_300_15
67  molgoot_500x130_300_45                  *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 molgoot_500x130_300_45
68  opsluitband_100x200                     *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 opsluitband_100x200
69  opsluitband_120x250                     *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 opsluitband_120x250
70  opsluitband_50x150                      *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 opsluitband_50x150
71  opsluitband_60x200                      *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 opsluitband_60x200
72  opsluitband_80x200                      *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 opsluitband_80x200
73  RWS-band_115_225x160                    *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 RWS-band_115_225x160
74  RWS-band_115_225x200                    *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 RWS-band_115_225x200
75  RWS-band_115_225x250                    *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 RWS-band_115_225x250
76  tegelgoot_b900                          *                             *                             *                             22   2    1    1              10   wegbouwkundige_elementen      .                                                 .                                                 .                                                 tegelgoot_b900
