65  arbpu8                                  gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/a                        .                                                 .                                                 .                                                 arbpu8
66  arbpu8d                                 gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/a                        .                                                 .                                                 .                                                 arbpu8d
67  arbrh16a                                gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/a                        .                                                 .                                                 .                                                 arbrh16a
68  arbrh16b                                gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/a                        .                                                 .                                                 .                                                 arbrh16b
69  arbrh20a                                gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/a                        .                                                 .                                                 .                                                 arbrh20a
70  arbrh20b                                gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/a                        .                                                 .                                                 .                                                 arbrh20b
71  arbzh12                                 gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/a                        .                                                 .                                                 .                                                 arbzh12
72  arbzh12d                                gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/a                        .                                                 .                                                 .                                                 arbzh12d
73  arbzh95                                 gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/a                        .                                                 .                                                 .                                                 arbzh95
74  arbzh95d                                gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/a                        .                                                 .                                                 .                                                 arbzh95d
*Hoesch                                                                                                                                    26 
1   h116                                    gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h116
2   h116d                                   gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h116d
3   h1200                                   gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h1200
4   h1200d                                  gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h1200d
5   h122                                    gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h122
6   h122d                                   gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h122d
7   h134                                    gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h134
8   h134d                                   gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h134d
9   h155                                    gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h155
10  h155d                                   gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h155d
11  h1700                                   gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h1700
12  h1700d                                  gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h1700d
13  h1700k                                  gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h1700k
14  h1700kd                                 gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h1700kd
15  h175                                    gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h175
16  h175d                                   gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h175d
17  h215                                    gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h215
18  h215d                                   gk-**-contour_z               **-bs-geo_18cont4             **-**-geo_35cont4             22   1    1    1              11   damw/h                        .                                                 .                                                 .                                                 h215d
