OMSCHRIJVING,STATUS,-,DISCIPLINE,-,HOOFDGROEP,-,OBJECT,_,SUBOBJECT01,_,SUBOBJECT02,_,SUBOBJECT03,_,SUBOBJECT04,_,SUBOBJECT05,-,BEWERKING,-,ELEMENT,-,SCHAAL,ARCERING,SYMBOOL,LAAGNAAM,B lineweight,B color,B color A,B color GD,B color GN,B color V,B linetype,N lineweight,N color,N color A,N color GD,N color GN,N color V,N linetype,V lineweight,V color,V color A,V color GD,V color GN,V color V,V linetype,T lineweight,T color,T color A,T color GD,T color GN,T color V,T linetype,VRKL_kort,VRKL_lang,VERSIE,WIJZIGING,STATUS,ID,KIND_VAN
GELEIDING_WILDRASTER_KLEINEZOOGDIEREN,*,-,**,-,FV,-,GELEIDING,_,WILDRASTER,_,KLEINEZOOGDIEREN,,,,,,,,,-,G,,,,,*-**-FV-GELEIDING_WILDRASTER_KLEINEZOOGDIEREN-G,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,V-CONTINUOUS-SO,0.25,80,82,80,80,253,CONTINUOUS,,,2.3,,,274,266
GELEIDING_WILDRASTER_REE,*,-,**,-,FV,-,GELEIDING,_,WILDRASTER,_,REE,,,,,,,,,-,G,,,,,*-**-FV-GELEIDING_WILDRASTER_REE-G,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,V-CONTINUOUS-SO,0.25,80,82,80,80,253,CONTINUOUS,,,2.3,,,268,266
GELEIDING_WILDRASTER_WILDZWIJN,*,-,**,-,FV,-,GELEIDING,_,WILDRASTER,_,WILDZWIJN,,,,,,,,,-,G,,,,,*-**-FV-GELEIDING_WILDRASTER_WILDZWIJN-G,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,V-CONTINUOUS-SO,0.25,80,82,80,80,253,CONTINUOUS,,,2.3,,,269,266
GELEIDING_WILDROOSTER,*,-,**,-,FV,-,GELEIDING,_,WILDROOSTER,,,,,,,,,,,-,G,,,,,*-**-FV-GELEIDING_WILDROOSTER-G,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,V-CONTINUOUS-SO,0.25,80,82,80,80,253,CONTINUOUS,,,2.3,,,276,265
NATUURVRIENDELIJKEOEVER,*,-,**,-,FV,-,NATUURVRIENDELIJKEOEVER,,,,,,,,,,,,,-,G,,,,,*-**-FV-NATUURVRIENDELIJKEOEVER-G,0.18,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,V-CONTINUOUS-SO,0.25,110,112,110,110,253,CONTINUOUS,,,2.3,,,258,0
NATUURVRIENDELIJKEOEVER_DOORGROEIBARECONSTRUCTIE,*,-,**,-,FV,-,NATUURVRIENDELIJKEOEVER,_,DOORGROEIBARECONSTRUCTIE,,,,,,,,,,,-,G,,,,,*-**-FV-NATUURVRIENDELIJKEOEVER_DOORGROEIBARECONSTRUCTIE-G,0.18,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,V-CONTINUOUS-SO,0.25,110,112,110,110,253,CONTINUOUS,,,2.3,,,259,258
NATUURVRIENDELIJKEOEVER_DOORGROEIBARECONSTRUCTIE_SCHANSKORVEN,*,-,**,-,FV,-,NATUURVRIENDELIJKEOEVER,_,DOORGROEIBARECONSTRUCTIE,_,SCHANSKORVEN,,,,,,,,,-,G,,,,,*-**-FV-NATUURVRIENDELIJKEOEVER_DOORGROEIBARECONSTRUCTIE_SCHANSKORVEN-G,0.18,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,V-CONTINUOUS-SO,0.25,110,112,110,110,253,CONTINUOUS,,,2.3,,,260,259
NATUURVRIENDELIJKEOEVER_DOORGROEIBARECONSTRUCTIE_STORTSTEEN,*,-,**,-,FV,-,NATUURVRIENDELIJKEOEVER,_,DOORGROEIBARECONSTRUCTIE,_,STORTSTEEN,,,,,,,,,-,G,,,,,*-**-FV-NATUURVRIENDELIJKEOEVER_DOORGROEIBARECONSTRUCTIE_STORTSTEEN-G,0.18,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,V-CONTINUOUS-SO,0.25,110,112,110,110,253,CONTINUOUS,,,2.3,,,261,259
NATUURVRIENDELIJKEOEVER_FLAUWEOEVER,*,-,**,-,FV,-,NATUURVRIENDELIJKEOEVER,_,FLAUWEOEVER,,,,,,,,,,,-,G,,,,,*-**-FV-NATUURVRIENDELIJKEOEVER_FLAUWEOEVER-G,0.18,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,V-CONTINUOUS-SO,0.25,110,112,110,110,253,CONTINUOUS,,,2.3,,,262,258
NATUURVRIENDELIJKEOEVER_PLASDRASBERM,*,-,**,-,FV,-,NATUURVRIENDELIJKEOEVER,_,PLASDRASBERM,,,,,,,,,,,-,G,,,,,*-**-FV-NATUURVRIENDELIJKEOEVER_PLASDRASBERM-G,0.18,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,V-CONTINUOUS-SO,0.25,110,112,110,110,253,CONTINUOUS,,,2.3,,,263,258
NATUURVRIENDELIJKEOEVER_VOOROEVERVERDEDIGING,*,-,**,-,FV,-,NATUURVRIENDELIJKEOEVER,_,VOOROEVERVERDEDIGING,,,,,,,,,,,-,G,,,,,*-**-FV-NATUURVRIENDELIJKEOEVER_VOOROEVERVERDEDIGING-G,0.18,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,CONTINUOUS,0.35,110,112,110,110,253,V-CONTINUOUS-SO,0.25,110,112,110,110,253,CONTINUOUS,,,2.3,,,264,258
