OMSCHRIJVING;STATUS;-;DISCIPLINE;-;HOOFDGROEP;-;OBJECT;_;SUBOBJECT01;_;SUBOBJECT02;_;SUBOBJECT03;_;SUBOBJECT04;_;SUBOBJECT05;-;BEWERKING;-;ELEMENT;-;SCHAAL;ARCERING;SYMBOOL;LAAGNAAM;B lineweight;B color;B color A;B color GD;B color GN;B color V;B linetype;N lineweight;N color;N color A;N color GD;N color GN;N color V;N linetype;V lineweight;V color;V color A;V color GD;V color GN;V color V;V linetype;T lineweight;T color;T color A;T color GD;T color GN;T color V;T linetype;VRKL_kort;VRKL_lang;VERSIE;WIJZIGING;STATUS;ID;KIND_VAN
GELEIDECONSTRUCTIE_GELEIDERAIL_AARDENBAAN_VLP2Z26780_LINKS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;AARDENBAAN;_;VLP2Z26780;_;LINKS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_AARDENBAAN_VLP2Z26780_LINKS-G;0.18;210;212;210;210;253;BV-VLP2Z26780-SO;0.35;210;212;210;210;253;BV-VLP2Z26780-SO;0.35;210;212;210;210;253;V-BV-VLP2Z26780-SO;0.35;210;212;210;210;253;BV-VLP2Z26780-SO;;;2.3;;;172;171
GELEIDECONSTRUCTIE_GELEIDERAIL_AARDENBAAN_VLP2Z26780_RECHTS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;AARDENBAAN;_;VLP2Z26780;_;RECHTS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_AARDENBAAN_VLP2Z26780_RECHTS-G;0.18;210;212;210;210;253;BV-VLP2Z26780-SO;0.35;210;212;210;210;253;BV-VLP2Z26780-SO;0.35;210;212;210;210;253;V-BV-VLP2Z26780-SO;0.35;210;212;210;210;253;BV-VLP2Z26780-SO;;;2.3;;;173;171
GELEIDECONSTRUCTIE_GELEIDERAIL_AARDENBAAN_VLP2ZC13380;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;AARDENBAAN;_;VLP2ZC13380;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_AARDENBAAN_VLP2ZC13380-G;0.18;210;212;210;210;253;BV-VLP2ZC13380-SO;0.35;210;212;210;210;253;BV-VLP2ZC13380-SO;0.35;210;212;210;210;253;V-BV-VLP2ZC13380-SO;0.35;210;212;210;210;253;BV-VLP2ZC13380-SO;;;2.3;;;177;169
GELEIDECONSTRUCTIE_GELEIDERAIL_AARDENBAAN_VLP2ZC13380_LINKS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;AARDENBAAN;_;VLP2ZC13380;_;LINKS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_AARDENBAAN_VLP2ZC13380_LINKS-G;0.18;210;212;210;210;253;BV-VLP2ZC13380-SO;0.35;210;212;210;210;253;BV-VLP2ZC13380-SO;0.35;210;212;210;210;253;V-BV-VLP2ZC13380-SO;0.35;210;212;210;210;253;BV-VLP2ZC13380-SO;;;2.3;;;178;177
GELEIDECONSTRUCTIE_GELEIDERAIL_AARDENBAAN_VLP2ZC13380_RECHTS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;AARDENBAAN;_;VLP2ZC13380;_;RECHTS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_AARDENBAAN_VLP2ZC13380_RECHTS-G;0.18;210;212;210;210;253;BV-VLP2ZC13380-SO;0.35;210;212;210;210;253;BV-VLP2ZC13380-SO;0.35;210;212;210;210;253;V-BV-VLP2ZC13380-SO;0.35;210;212;210;210;253;BV-VLP2ZC13380-SO;;;2.3;;;179;177
GELEIDECONSTRUCTIE_GELEIDERAIL_ANTIVERBLINDINGSSCHERM;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;ANTIVERBLINDINGSSCHERM;;;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_ANTIVERBLINDINGSSCHERM-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;5.0;V LINEWEIGHT AANGEPAST;GEWIJZIGD;215;168
GELEIDECONSTRUCTIE_GELEIDERAIL_ANTIVERBLINDINGSSCHERM_FLEXLAMELLEN;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;ANTIVERBLINDINGSSCHERM;_;FLEXLAMELLEN;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_ANTIVERBLINDINGSSCHERM_FLEXLAMELLEN-G;0.18;210;212;210;210;253;BV-ANTIVERBLINDINGSSCHERM-SO;0.35;210;212;210;210;253;BV-ANTIVERBLINDINGSSCHERM-SO;0.35;210;212;210;210;253;V-BV-ANTIVERBLINDINGSSCHERM-SO;0.35;210;212;210;210;253;BV-ANTIVERBLINDINGSSCHERM-SO;;;2.3;;;218;215
GELEIDECONSTRUCTIE_GELEIDERAIL_ANTIVERBLINDINGSSCHERM_LAMELLEN;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;ANTIVERBLINDINGSSCHERM;_;LAMELLEN;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_ANTIVERBLINDINGSSCHERM_LAMELLEN-G;0.18;210;212;210;210;253;BV-ANTIVERBLINDINGSSCHERM-SO;0.35;210;212;210;210;253;BV-ANTIVERBLINDINGSSCHERM-SO;0.35;210;212;210;210;253;V-BV-ANTIVERBLINDINGSSCHERM-SO;0.35;210;212;210;210;253;BV-ANTIVERBLINDINGSSCHERM-SO;;;2.3;;;216;215
GELEIDECONSTRUCTIE_GELEIDERAIL_ANTIVERBLINDINGSSCHERM_SCHERM;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;ANTIVERBLINDINGSSCHERM;_;SCHERM;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_ANTIVERBLINDINGSSCHERM_SCHERM-G;0.18;210;212;210;210;253;BV-ANTIVERBLINDINGSSCHERM-SO;0.35;210;212;210;210;253;BV-ANTIVERBLINDINGSSCHERM-SO;0.35;210;212;210;210;253;V-BV-ANTIVERBLINDINGSSCHERM-SO;0.35;210;212;210;210;253;BV-ANTIVERBLINDINGSSCHERM-SO;;;2.3;;;217;215
GELEIDECONSTRUCTIE_GELEIDERAIL_DOORGANG;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;DOORGANG;;;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_DOORGANG-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;219;168
GELEIDECONSTRUCTIE_GELEIDERAIL_KOPPELING;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KOPPELING;;;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KOPPELING-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;220;168
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;;;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK-G;0.18;210;212;210;210;253;BV-GELEIDERAIL_K-SO;0.35;210;212;210;210;253;BV-GELEIDERAIL_K-SO;0.35;210;212;210;210;253;V-BV-GELEIDERAIL_K-SO;0.35;210;212;210;210;253;BV-GELEIDERAIL_K-SO;;;2.3;;;189;168
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_F2DL40080;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;F2DL40080;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_F2DL40080-G;0.18;210;212;210;210;253;BV-F2DL40080-SO;0.35;210;212;210;210;253;BV-F2DL40080-SO;0.35;210;212;210;210;253;V-BV-F2DL40080-SO;0.35;210;212;210;210;253;BV-F2DL40080-SO;;;2.3;;;190;189
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1DL13360;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP1DL13360;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1DL13360-G;0.18;210;212;210;210;253;BV-VLP1DL13360-SO;0.35;210;212;210;210;253;BV-VLP1DL13360-SO;0.35;210;212;210;210;253;V-BV-VLP1DL13360-SO;0.35;210;212;210;210;253;BV-VLP1DL13360-SO;;;2.3;;;197;189
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1DL13360_LINKS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP1DL13360;_;LINKS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1DL13360_LINKS-G;0.18;210;212;210;210;253;BV-VLP1DL13360-SO;0.35;210;212;210;210;253;BV-VLP1DL13360-SO;0.35;210;212;210;210;253;V-BV-VLP1DL13360-SO;0.35;210;212;210;210;253;BV-VLP1DL13360-SO;;;2.3;;;198;197
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1DL13360_RECHTS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP1DL13360;_;RECHTS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1DL13360_RECHTS-G;0.18;210;212;210;210;253;BV-VLP1DL13360-SO;0.35;210;212;210;210;253;BV-VLP1DL13360-SO;0.35;210;212;210;210;253;V-BV-VLP1DL13360-SO;0.35;210;212;210;210;253;BV-VLP1DL13360-SO;;;2.3;;;199;197
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1LV13360;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP1LV13360;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1LV13360-G;0.18;210;212;210;210;253;BV-VLP1LV13360-SO;0.35;210;212;210;210;253;BV-VLP1LV13360-SO;0.35;210;212;210;210;253;V-BV-VLP1LV13360-SO;0.35;210;212;210;210;253;BV-VLP1LV13360-SO;;;2.3;;;200;189
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1LV13360_LINKS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP1LV13360;_;LINKS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1LV13360_LINKS-G;0.18;210;212;210;210;253;BV-VLP1LV13360-SO;0.35;210;212;210;210;253;BV-VLP1LV13360-SO;0.35;210;212;210;210;253;V-BV-VLP1LV13360-SO;0.35;210;212;210;210;253;BV-VLP1LV13360-SO;;;2.3;;;201;200
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1LV13360_RECHTS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP1LV13360;_;RECHTS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1LV13360_RECHTS-G;0.18;210;212;210;210;253;BV-VLP1LV13360-SO;0.35;210;212;210;210;253;BV-VLP1LV13360-SO;0.35;210;212;210;210;253;V-BV-VLP1LV13360-SO;0.35;210;212;210;210;253;BV-VLP1LV13360-SO;;;2.3;;;202;200
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1R13360;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP1R13360;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1R13360-G;0.18;210;212;210;210;253;BV-VLP1R13360-SO;0.35;210;212;210;210;253;BV-VLP1R13360-SO;0.35;210;212;210;210;253;V-BV-VLP1R13360-SO;0.35;210;212;210;210;253;BV-VLP1R13360-SO;;;2.3;;;203;189
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1R13360_LINKS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP1R13360;_;LINKS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1R13360_LINKS-G;0.18;210;212;210;210;253;BV-VLP1R13360-SO;0.35;210;212;210;210;253;BV-VLP1R13360-SO;0.35;210;212;210;210;253;V-BV-VLP1R13360-SO;0.35;210;212;210;210;253;BV-VLP1R13360-SO;;;2.3;;;204;203
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1R13360_RECHTS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP1R13360;_;RECHTS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP1R13360_RECHTS-G;0.18;210;212;210;210;253;BV-VLP1R13360-SO;0.35;210;212;210;210;253;BV-VLP1R13360-SO;0.35;210;212;210;210;253;V-BV-VLP1R13360-SO;0.35;210;212;210;210;253;BV-VLP1R13360-SO;;;2.3;;;205;203
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP2DL13380;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP2DL13380;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP2DL13380-G;0.18;210;212;210;210;253;BV-VLP2DL13380-SO;;;;;;;;0.35;210;212;210;210;253;V-BV-VLP2DL13380-SO;;;;;;;;;;2.3;;;191;189
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP2DL13380_LINKS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP2DL13380;_;LINKS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP2DL13380_LINKS-G;0.18;210;212;210;210;253;BV-VLP2DL13380-SO;;;;;;;;0.35;210;212;210;210;253;V-BV-VLP2DL13380-SO;;;;;;;;;;2.3;;;192;191
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP2DL13380_RECHTS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP2DL13380;_;RECHTS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP2DL13380_RECHTS-G;0.18;210;212;210;210;253;BV-VLP2DL13380-SO;;;;;;;;0.35;210;212;210;210;253;V-BV-VLP2DL13380-SO;;;;;;;;;;2.3;;;193;191
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP2R13380;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP2R13380;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP2R13380-G;0.18;210;212;210;210;253;BV-VLP2R13380-SO;;;;;;;;0.35;210;212;210;210;253;V-BV-VLP2R13380-SO;;;;;;;;;;2.3;;;194;189
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP2R13380_LINKS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP2R13380;_;LINKS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP2R13380_LINKS-G;0.18;210;212;210;210;253;BV-VLP2R13380-SO;;;;;;;;0.35;210;212;210;210;253;V-BV-VLP2R13380-SO;;;;;;;;;;2.3;;;195;194
GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP2R13380_RECHTS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;KUNSTWERK;_;VLP2R13380;_;RECHTS;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_KUNSTWERK_VLP2R13380_RECHTS-G;0.18;210;212;210;210;253;BV-VLP2R13380-SO;;;;;;;;0.35;210;212;210;210;253;V-BV-VLP2R13380-SO;;;;;;;;;;2.3;;;196;194
GELEIDECONSTRUCTIE_GELEIDERAIL_OVERGANG;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;OVERGANG;;;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_OVERGANG-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;206;168
GELEIDECONSTRUCTIE_GELEIDERAIL_OVERGANG_6080;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;OVERGANG;_;6080;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_OVERGANG_6080-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;207;206
GELEIDECONSTRUCTIE_GELEIDERAIL_OVERGANG_8060;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;OVERGANG;_;8060;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_OVERGANG_8060-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;208;206
GELEIDECONSTRUCTIE_GELEIDERAIL_OVERGANG_PASPLANK;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;OVERGANG;_;PASPLANK;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_OVERGANG_PASPLANK-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;211;206
GELEIDECONSTRUCTIE_GELEIDERAIL_OVERGANG_SCHUIFVERBINDING;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;OVERGANG;_;SCHUIFVERBINDING;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_OVERGANG_SCHUIFVERBINDING-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;210;206
GELEIDECONSTRUCTIE_GELEIDERAIL_OVERGANG_SPLITSING;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;OVERGANG;_;SPLITSING;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_OVERGANG_SPLITSING-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;209;206
GELEIDECONSTRUCTIE_GELEIDERAIL_OVERSTAPCONSTRUCTIE;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;OVERSTAPCONSTRUCTIE;;;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_OVERSTAPCONSTRUCTIE-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;212;168
GELEIDECONSTRUCTIE_GELEIDERAIL_OVERSTAPCONSTRUCTIE_600;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;OVERSTAPCONSTRUCTIE;_;600;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_OVERSTAPCONSTRUCTIE_600-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;213;212
GELEIDECONSTRUCTIE_GELEIDERAIL_OVERSTAPCONSTRUCTIE_800;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;OVERSTAPCONSTRUCTIE;_;800;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_OVERSTAPCONSTRUCTIE_800-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;214;212
GELEIDECONSTRUCTIE_GELEIDERAIL_VERANKERING;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;VERANKERING;;;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_VERANKERING-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;221;168
GELEIDECONSTRUCTIE_GELEIDERAIL_VERANKERING_BOVENGRONDS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;VERANKERING;_;BOVENGRONDS;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_VERANKERING_BOVENGRONDS-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;226;221
GELEIDECONSTRUCTIE_GELEIDERAIL_VERANKERING_KORTLINKS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;VERANKERING;_;KORTLINKS;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_VERANKERING_KORTLINKS-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;225;221
GELEIDECONSTRUCTIE_GELEIDERAIL_VERANKERING_KORTRECHTS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;VERANKERING;_;KORTRECHTS;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_VERANKERING_KORTRECHTS-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;223;221
GELEIDECONSTRUCTIE_GELEIDERAIL_VERANKERING_LINKS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;VERANKERING;_;LINKS;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_VERANKERING_LINKS-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;224;221
GELEIDECONSTRUCTIE_GELEIDERAIL_VERANKERING_RECHTS;*;-;**;-;BV;-;GELEIDECONSTRUCTIE;_;GELEIDERAIL;_;VERANKERING;_;RECHTS;;;;;;;-;G;;;;;*-**-BV-GELEIDECONSTRUCTIE_GELEIDERAIL_VERANKERING_RECHTS-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;222;221
LEUNING;*;-;**;-;BV;-;LEUNING;;;;;;;;;;;;;-;G/S;;;;SBV:SBV-LEUNING;*-**-BV-LEUNING-G/S;0.18;210;212;210;210;253;BV-LEUNING-SO;0.35;210;212;210;210;253;BV-LEUNING-SO;0.35;210;212;210;210;253;V-BV-LEUNING-SO;0.35;210;212;210;210;253;BV-LEUNING-SO;;;4.1;Symbool toegevoegd;GEWIJZIGD;233;0
OBSTAKELBEVEILIGER;*;-;**;-;BV;-;OBSTAKELBEVEILIGER;;;;;;;;;;;;;-;G;;;;;*-**-BV-OBSTAKELBEVEILIGER-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;228;0
OBSTAKELBEVEILIGER_RIMOB;*;-;**;-;BV;-;OBSTAKELBEVEILIGER;_;RIMOB;;;;;;;;;;;-;G;;;;;*-**-BV-OBSTAKELBEVEILIGER_RIMOB-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;229;228
OBSTAKELBEVEILIGER_RIMOB_P110;*;-;**;-;BV;-;OBSTAKELBEVEILIGER;_;RIMOB;_;P110;;;;;;;;;-;G;;;;;*-**-BV-OBSTAKELBEVEILIGER_RIMOB_P110-G;0.18;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;CONTINUOUS;0.35;210;212;210;210;253;V-CONTINUOUS-SO;0.35;210;212;210;210;253;CONTINUOUS;;;2.3;;;232;229
