searchterm,sbibliotheek,fase,id,symbool,finalCleanName,optie
GELEIDECONSTRUCTIE,SBV,,3313,SBV-GELEIDECONSTRUCTIE_GELEIDERAIL_2ZC13380-DMM,GELEIDECONSTRUCTIE_GELEIDERAIL_2ZC13380,DMM
GELEIDECONSTRUCTIE,SBV,,3314,SBV-GELEIDECONSTRUCTIE_GELEIDERAIL_BAZ_13360-MM,GELEIDECONSTRUCTIE_GELEIDERAIL_BAZ_13360,MM
GELEIDECONSTRUCTIE,SBV,,3315,SBV-GELEIDECONSTRUCTIE_GELEIDERAIL_BAZ_13380-MM,GELEIDECONSTRUCTIE_GELEIDERAIL_BAZ_13380,MM
GELEIDECONSTRUCTIE,SBV,,3316,SBV-GELEIDECONSTRUCTIE_GELEIDERAIL_F2DL4008-DMM,GELEIDECONSTRUCTIE_GELEIDERAIL_F2DL4008,DMM
GELEIDECONSTRUCTIE,SBV,,3317,SBV-GELEIDECONSTRUCTIE_GELEIDERAIL_F2M4008-DMM,GELEIDECONSTRUCTIE_GELEIDERAIL_F2M4008,DMM
GELEIDECONSTRUCTIE,SBV,,3318,SBV-GELEIDECONSTRUCTIE_GELEIDERAIL_GRONDPLAAT-MM,GELEIDECONSTRUCTIE_GELEIDERAIL_GRONDPLAAT,MM
GELEIDECONSTRUCTIE,SBV,,3319,SBV-GELEIDECONSTRUCTIE_GELEIDERAIL_GRONDPLAAT_370_220-MM,GELEIDECONSTRUCTIE_GELEIDERAIL_GRONDPLAAT_370_220,MM
DAMWAND,SGC,,332,SGC-DAMWAND_STAAL_HOESCH_2555_575-MM,DAMWAND_STAAL_HOESCH_2555_575,MM
GELEIDECONSTRUCTIE,SBV,,3320,SBV-GELEIDECONSTRUCTIE_GELEIDERAIL_K ANKER-DMM,GELEIDECONSTRUCTIE_GELEIDERAIL_K ANKER,DMM
GELEIDECONSTRUCTIE,SBV,,3321,SBV-GELEIDECONSTRUCTIE_GELEIDERAIL_LH2OP1-DMM,GELEIDECONSTRUCTIE_GELEIDERAIL_LH2OP1,DMM
LEUNING,SBV,,3322,SBV-LEUNING_3REG0900-DMM,LEUNING_3REG0900,DMM
LEUNING,SBV,,3323,SBV-LEUNING_3REG1000-DMM,LEUNING_3REG1000,DMM
LEUNING,SBV,,3324,SBV-LEUNING_3REG1000ZWARTS-DMM,LEUNING_3REG1000ZWARTS,DMM
LEUNING,SBV,,3325,SBV-LEUNING_3REG1100-DMM,LEUNING_3REG1100,DMM
LEUNING,SBV,,3326,SBV-LEUNING_ANKER_GH-DMM,LEUNING_ANKER_GH,DMM
LEUNING,SBV,,3327,SBV-LEUNING_SIER1100-DMM,LEUNING_SIER1100,DMM
LEUNING,SBV,,3329,SBV-LEUNING_VOETPLAAT_215_50-MM,LEUNING_VOETPLAAT_215_50,MM
DAMWAND,SGC,,333,SGC-DAMWAND_STAAL_HOESCH_2605_575-MM,DAMWAND_STAAL_HOESCH_2605_575,MM
LEUNING,SBV,,3330,SBV-LEUNING_VOETPLAAT_RECHTHOEKIG-MM,LEUNING_VOETPLAAT_RECHTHOEKIG,MM
VEGETATIE_OPEN,SGR,,3331,SGR-VEGETATIE_OPEN-SO,VEGETATIE_OPEN,SO
VEGETATIE_GESLOTEN,SGR,,3332,SGR-VEGETATIE_GESLOTEN-SO,VEGETATIE_GESLOTEN,SO
KWELDER,SGR,,3333,SGR-KWELDER-SO,KWELDER,SO
DAMWAND,SGC,,334,SGC-DAMWAND_STAAL_HOESCH_2606_675-MM,DAMWAND_STAAL_HOESCH_2606_675,MM
DAMWAND,SGC,,335,SGC-DAMWAND_STAAL_HOESCH_3406_675-MM,DAMWAND_STAAL_HOESCH_3406_675,MM
DREMPEL_PREFAB,SVH,T,3353,T-SVH-DREMPEL_PREFAB_GUMACON,DREMPEL_PREFAB_GUMACON,
TALUD,SGW,,3358,SGW-TALUD_STIJL-SO,TALUD_STIJL,SO
BENZINEPUT_OLIEPUT,SKL,,3359,SKL-BENZINEPUT_OLIEPUT-SO,BENZINEPUT_OLIEPUT,SO
DAMWAND,SGC,,336,SGC-DAMWAND_STAAL_HOESCH_3506_675-MM,DAMWAND_STAAL_HOESCH_3506_675,MM
ET_DVM,SKL,,3360,SKL-ET_DVM_KAST_VOEDINGSPUNT-SO,ET_DVM_KAST_VOEDINGSPUNT,SO
WATERLEIDINGPUT,SKL,,3361,SKL-WATERLEIDINGPUT-SO,WATERLEIDINGPUT,SO
WATER,SOG,,3363,SOG-WATER_HOUTWAL-SO,WATER_HOUTWAL,SO
WATER,SOG,,3364,SOG-WATER_KWELDER-SO,WATER_KWELDER,SO
SCHILDMUUR,SRI,,3365,SRI-SCHILDMUUR-SO,SCHILDMUUR,SO
SCHILDMUUR,SRI,V,3366,V-SRI-SCHILDMUUR-SO,SCHILDMUUR,SO
DRAIN_T STUK,SRI,,3367,SRI-DRAIN_T STUK-SO,DRAIN_T STUK,SO
DRAIN_T STUK,SRI,V,3368,V-SRI-DRAIN_T STUK-SO,DRAIN_T STUK,SO
KANTOPSLUITING_GELEIDEBAND,SVH,,3369,SVH-KANTOPSLUITING_GELEIDEBAND_50_200X150-D,KANTOPSLUITING_GELEIDEBAND_50_200X150,D
DAMWAND,SGC,,337,SGC-DAMWAND_STAAL_HOESCH_3600_675-MM,DAMWAND_STAAL_HOESCH_3600_675,MM
KANTOPSLUITING_GELEIDEBAND,SVH,B,3370,B-SVH-KANTOPSLUITING_GELEIDEBAND_50_200X150-D,KANTOPSLUITING_GELEIDEBAND_50_200X150,D
KANTOPSLUITING_GELEIDEBAND,SVH,,3371,SVH-KANTOPSLUITING_GELEIDEBAND_50 200X200-D,KANTOPSLUITING_GELEIDEBAND_50 200X200,D
KANTOPSLUITING_GELEIDEBAND,SVH,B,3372,B-SVH-KANTOPSLUITING_GELEIDEBAND_50 200X200-D,KANTOPSLUITING_GELEIDEBAND_50 200X200,D
KANTOPSLUITING_GELEIDEBAND,SVH,,3375,SVH-KANTOPSLUITING_GELEIDEBAND_60 120X200-D,KANTOPSLUITING_GELEIDEBAND_60 120X200,D
KANTOPSLUITING_GELEIDEBAND,SVH,B,3376,B-SVH-KANTOPSLUITING_GELEIDEBAND_60 120X200-D,KANTOPSLUITING_GELEIDEBAND_60 120X200,D
DAMWAND,SGC,,338,SGC-DAMWAND_STAAL_HOESCH_3606_675-MM,DAMWAND_STAAL_HOESCH_3606_675,MM
KANTOPSLUITING_GELEIDEBAND,SVH,,3383,SVH-KANTOPSLUITING_GELEIDEBAND_70 200X150-D,KANTOPSLUITING_GELEIDEBAND_70 200X150,D
KANTOPSLUITING_GELEIDEBAND,SVH,B,3384,B-SVH-KANTOPSLUITING_GELEIDEBAND_70 200X150-D,KANTOPSLUITING_GELEIDEBAND_70 200X150,D
KANTOPSLUITING_GELEIDEBAND,SVH,,3385,SVH-KANTOPSLUITING_GELEIDEBAND_70 200X200-D,KANTOPSLUITING_GELEIDEBAND_70 200X200,D
KANTOPSLUITING_GELEIDEBAND,SVH,B,3386,B-SVH-KANTOPSLUITING_GELEIDEBAND_70 200X200-D,KANTOPSLUITING_GELEIDEBAND_70 200X200,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,,3389,SVH-KANTOPSLUITING_SCHEIDINGSBAND_100 300X100-D,KANTOPSLUITING_SCHEIDINGSBAND_100 300X100,D
DAMWAND,SGC,,339,SGC-DAMWAND_STAAL_HOESCH_3806_675-MM,DAMWAND_STAAL_HOESCH_3806_675,MM
KANTOPSLUITING_SCHEIDINGSBAND,SVH,B,3390,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_100 300X100-D,KANTOPSLUITING_SCHEIDINGSBAND_100 300X100,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,,3395,SVH-KANTOPSLUITING_SCHEIDINGSBAND_115 345X200-D,KANTOPSLUITING_SCHEIDINGSBAND_115 345X200,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,B,3396,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_115 345X200-D,KANTOPSLUITING_SCHEIDINGSBAND_115 345X200,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,,3399,SVH-KANTOPSLUITING_SCHEIDINGSBAND_150 390X130-D,KANTOPSLUITING_SCHEIDINGSBAND_150 390X130,D
TEKENBLAD,SAL,,34,SAL-TEKENBLAD_A3_297X1890-SOMM,TEKENBLAD_A3_297X1890,SOMM
DAMWAND,SGC,,340,SGC-DAMWAND_STAAL_LARSSEN_L22_500-MM,DAMWAND_STAAL_LARSSEN_L22_500,MM
KANTOPSLUITING_SCHEIDINGSBAND,SVH,B,3400,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_150 390X130-D,KANTOPSLUITING_SCHEIDINGSBAND_150 390X130,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,,3401,SVH-KANTOPSLUITING_SCHEIDINGSBAND_160 200X180-D,KANTOPSLUITING_SCHEIDINGSBAND_160 200X180,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,B,3402,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_160 200X180-D,KANTOPSLUITING_SCHEIDINGSBAND_160 200X180,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,,3409,SVH-KANTOPSLUITING_SCHEIDINGSBAND_220 440X160-D,KANTOPSLUITING_SCHEIDINGSBAND_220 440X160,D
DAMWAND,SGC,,341,SGC-DAMWAND_STAAL_LARSSEN_L23_500-MM,DAMWAND_STAAL_LARSSEN_L23_500,MM
KANTOPSLUITING_SCHEIDINGSBAND,SVH,B,3410,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_220 440X160-D,KANTOPSLUITING_SCHEIDINGSBAND_220 440X160,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,,3411,SVH-KANTOPSLUITING_SCHEIDINGSBAND_220 440X250-D,KANTOPSLUITING_SCHEIDINGSBAND_220 440X250,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,B,3412,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_220 440X250-D,KANTOPSLUITING_SCHEIDINGSBAND_220 440X250,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,,3417,SVH-KANTOPSLUITING_SCHEIDINGSBAND_360 400X200-D,KANTOPSLUITING_SCHEIDINGSBAND_360 400X200,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,B,3418,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_360 400X200-D,KANTOPSLUITING_SCHEIDINGSBAND_360 400X200,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,,3419,SVH-KANTOPSLUITING_SCHEIDINGSBAND_470 500X100-D,KANTOPSLUITING_SCHEIDINGSBAND_470 500X100,D
DAMWAND,SGC,,342,SGC-DAMWAND_STAAL_LARSSEN_L24_500-MM,DAMWAND_STAAL_LARSSEN_L24_500,MM
KANTOPSLUITING_SCHEIDINGSBAND,SVH,B,3420,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_470 500X100-D,KANTOPSLUITING_SCHEIDINGSBAND_470 500X100,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,,3421,SVH-KANTOPSLUITING_SCHEIDINGSBAND_470 500X200-D,KANTOPSLUITING_SCHEIDINGSBAND_470 500X200,D
KANTOPSLUITING_SCHEIDINGSBAND,SVH,B,3422,B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_470 500X200-D,KANTOPSLUITING_SCHEIDINGSBAND_470 500X200,D
DAMWAND,SGC,,343,SGC-DAMWAND_STAAL_LARSSEN_L25_500-MM,DAMWAND_STAAL_LARSSEN_L25_500,MM
HOOGTELABEL,SZZ,B,3430,B-SZZ-HOOGTELABEL_01-SO,HOOGTELABEL_01,SO
HOOGTELABEL,SZZ,B,3431,B-SZZ-HOOGTELABEL_02-SO,HOOGTELABEL_02,SO
HOOGTELABEL,SZZ,B,3432,B-SZZ-HOOGTELABEL_03-SO,HOOGTELABEL_03,SO
HOOGTELABEL,SZZ,B,3433,B-SZZ-HOOGTELABEL_04-SO,HOOGTELABEL_04,SO
ERF,SOG,,3438,SOG-ERF_PARKEREN-SO,ERF_PARKEREN,SO
KANTOPSLUITING_GELEIDEBAND,SVH,,3439,SVH-KANTOPSLUITING_GELEIDEBAND_100 200X270-D,KANTOPSLUITING_GELEIDEBAND_100 200X270,D
DAMWAND,SGC,,344,SGC-DAMWAND_STAAL_LARSSEN_L31_450-MM,DAMWAND_STAAL_LARSSEN_L31_450,MM
KANTOPSLUITING_GELEIDEBAND,SVH,B,3440,B-SVH-KANTOPSLUITING_GELEIDEBAND_100 200X270-D,KANTOPSLUITING_GELEIDEBAND_100 200X270,D
KANTOPSLUITING_GELEIDEBAND,SVH,,3441,SVH-KANTOPSLUITING_GELEIDEBAND_100 250X170-D,KANTOPSLUITING_GELEIDEBAND_100 250X170,D
KANTOPSLUITING_GELEIDEBAND,SVH,B,3442,B-SVH-KANTOPSLUITING_GELEIDEBAND_100 250X170-D,KANTOPSLUITING_GELEIDEBAND_100 250X170,D
KANTOPSLUITING_GELEIDEBAND,SVH,,3443,SVH-KANTOPSLUITING_GELEIDEBAND_100 300X200-D,KANTOPSLUITING_GELEIDEBAND_100 300X200,D
KANTOPSLUITING_GELEIDEBAND,SVH,B,3444,B-SVH-KANTOPSLUITING_GELEIDEBAND_100 300X200-D,KANTOPSLUITING_GELEIDEBAND_100 300X200,D
KANTOPSLUITING_GELEIDEBAND,SVH,,3445,SVH-KANTOPSLUITING_GELEIDEBAND_190 220X160-D,KANTOPSLUITING_GELEIDEBAND_190 220X160,D
KANTOPSLUITING_GELEIDEBAND,SVH,B,3446,B-SVH-KANTOPSLUITING_GELEIDEBAND_190 220X160-D,KANTOPSLUITING_GELEIDEBAND_190 220X160,D
DAMWAND,SGC,,345,SGC-DAMWAND_STAAL_LARSSEN_L430_708-MM,DAMWAND_STAAL_LARSSEN_L430_708,MM
KANTOPSLUITING_GELEIDEBAND,SVH,,3453,SVH-KANTOPSLUITING_GELEIDEBAND_30 80X200-D,KANTOPSLUITING_GELEIDEBAND_30 80X200,D
KANTOPSLUITING_GELEIDEBAND,SVH,B,3454,B-SVH-KANTOPSLUITING_GELEIDEBAND_30 80X200-D,KANTOPSLUITING_GELEIDEBAND_30 80X200,D
KANTOPSLUITING_GELEIDEBAND,SVH,,3455,SVH-KANTOPSLUITING_GELEIDEBAND_40 120X250-D,KANTOPSLUITING_GELEIDEBAND_40 120X250,D
KANTOPSLUITING_GELEIDEBAND,SVH,B,3456,B-SVH-KANTOPSLUITING_GELEIDEBAND_40 120X250-D,KANTOPSLUITING_GELEIDEBAND_40 120X250,D
BEPLANTING,SGR,,3457,SGR-BEPLANTING_SOORT_01_KL-SO,BEPLANTING_SOORT_01_KL,SO
BEPLANTING,SGR,,3458,SGR-BEPLANTING_SOORT_02_KL-SO,BEPLANTING_SOORT_02_KL,SO
BOLLEN,SGR,,3459,SGR-BOLLEN_KL-SO,BOLLEN_KL,SO
DAMWAND,SGC,,346,SGC-DAMWAND_STAAL_LARSSEN_L43_500-MM,DAMWAND_STAAL_LARSSEN_L43_500,MM
BOS,SGR,,3462,SGR-BOS_KL-SO,BOS_KL,SO
BOS,SGR,,3463,SGR-BOS_GEMENGD_KL-SO,BOS_GEMENGD_KL,SO
BOS,SGR,,3464,SGR-BOS_LOOF_KL-SO,BOS_LOOF_KL,SO
BOS,SGR,,3465,SGR-BOS_NAALD_KL-SO,BOS_NAALD_KL,SO
BOSPLANTSOEN,SGR,,3466,SGR-BOSPLANTSOEN_KL-SO,BOSPLANTSOEN_KL,SO
GRAS,SGR,,3467,SGR-GRAS_01_KL-SO,GRAS_01_KL,SO
GRAS,SGR,,3469,SGR-GRAS_GAZON_KL-SO,GRAS_GAZON_KL,SO
DAMWAND,SGC,,347,SGC-DAMWAND_STAAL_LARSSEN_L600_600-MM,DAMWAND_STAAL_LARSSEN_L600_600,MM
GRAS,SGR,,3470,SGR-GRAS_GESTABILISEERD_KL-SO,GRAS_GESTABILISEERD_KL,SO
GRAS,SGR,,3471,SGR-GRAS_KUNSTGRAS_KL-SO,GRAS_KUNSTGRAS_KL,SO
GRAS,SGR,,3472,SGR-GRAS_RUIGGRAS_KL-SO,GRAS_RUIGGRAS_KL,SO
HEESTER,SGR,,3474,SGR-HEESTERS_KL-SO,HEESTERS_KL,SO
HOUTOPSTAND,SGR,,3475,SGR-HOUTOPSTAND_KL-SO,HOUTOPSTAND_KL,SO
HOUTOPSTAND,SGR,,3476,SGR-HOUTOPSTAND_GEMENGD_KL-SO,HOUTOPSTAND_GEMENGD_KL,SO
HOUTOPSTAND,SGR,,3477,SGR-HOUTOPSTAND_LOOF_KL-SO,HOUTOPSTAND_LOOF_KL,SO
HOUTOPSTAND,SGR,,3478,SGR-HOUTOPSTAND_NAALD_KL-SO,HOUTOPSTAND_NAALD_KL,SO
KRUIDEN,SGR,,3479,SGR-KRUIDEN_KL-SO,KRUIDEN_KL,SO
DAMWAND,SGC,,348,SGC-DAMWAND_STAAL_LARSSEN_L601_600-MM,DAMWAND_STAAL_LARSSEN_L601_600,MM
MOERAS,SGR,,3481,SGR-MOERAS_KL-SO,MOERAS_KL,SO
PLANTGATVERBETERING,SGR,,3482,SGR-PLANTGATVERBETERING_01_KL-SO,PLANTGATVERBETERING_01_KL,SO
PLANTGATVERBETERING,SGR,,3483,SGR-PLANTGATVERBETERING_02_KL-SO,PLANTGATVERBETERING_02_KL,SO
RIETLAND,SGR,,3484,SGR-RIETLAND_KL-SO,RIETLAND_KL,SO
SPORTVELD,SGR,,3486,SGR-SPORTVELD_GRAS_KL-SO,SPORTVELD_GRAS_KL,SO
SPORTVELD,SGR,,3487,SGR-SPORTVELD_GRAS_KUNSTGRAS_KL-SO,SPORTVELD_GRAS_KUNSTGRAS_KL,SO
STRUWEEL,SGR,,3488,SGR-STRUWEEL_KL-SO,STRUWEEL_KL,SO
DAMWAND,SGC,,349,SGC-DAMWAND_STAAL_LARSSEN_L602_600-MM,DAMWAND_STAAL_LARSSEN_L602_600,MM
VASTEPLANTEN,SGR,,3491,SGR-VASTEPLANTEN_KL-SO,VASTEPLANTEN_KL,SO
WATERPLANTEN,SGR,,3492,SGR-WATERPLANTEN_KL-SO,WATERPLANTEN_KL,SO
WISSELBEPLANTING,SGR,,3493,SGR-WISSELBEPLANTING_KL-SO,WISSELBEPLANTING_KL,SO
BEPLANTING,SGR,V,3494,V-SGR-BEPLANTING_SOORT_01_KL-SO,BEPLANTING_SOORT_01_KL,SO
BEPLANTING,SGR,V,3495,V-SGR-BEPLANTING_SOORT_02_KL-SO,BEPLANTING_SOORT_02_KL,SO
BOLLEN,SGR,V,3496,V-SGR-BOLLEN_KL-SO,BOLLEN_KL,SO
BOS,SGR,V,3499,V-SGR-BOS_KL-SO,BOS_KL,SO
TEKENBLAD,SAL,,35,SAL-TEKENBLAD_A3_297X2100-SOMM,TEKENBLAD_A3_297X2100,SOMM
DAMWAND,SGC,,350,SGC-DAMWAND_STAAL_LARSSEN_L603_600-MM,DAMWAND_STAAL_LARSSEN_L603_600,MM
BOS,SGR,V,3500,V-SGR-BOS_GEMENGD_KL-SO,BOS_GEMENGD_KL,SO
BOS,SGR,V,3501,V-SGR-BOS_LOOF_KL-SO,BOS_LOOF_KL,SO
BOS,SGR,V,3502,V-SGR-BOS_NAALD_KL-SO,BOS_NAALD_KL,SO
BOSPLANTSOEN,SGR,V,3503,V-SGR-BOSPLANTSOEN_KL-SO,BOSPLANTSOEN_KL,SO
GRAS,SGR,V,3504,V-SGR-GRAS_01_KL-SO,GRAS_01_KL,SO
GRAS,SGR,V,3506,V-SGR-GRAS_GAZON_KL-SO,GRAS_GAZON_KL,SO
GRAS,SGR,V,3507,V-SGR-GRAS_GESTABILISEERD_KL-SO,GRAS_GESTABILISEERD_KL,SO
GRAS,SGR,V,3508,V-SGR-GRAS_KUNSTGRAS_KL-SO,GRAS_KUNSTGRAS_KL,SO
GRAS,SGR,V,3509,V-SGR-GRAS_RUIGGRAS_KL-SO,GRAS_RUIGGRAS_KL,SO
DAMWAND,SGC,,351,SGC-DAMWAND_STAAL_LARSSEN_L604_600-MM,DAMWAND_STAAL_LARSSEN_L604_600,MM
HEESTER,SGR,V,3511,V-SGR-HEESTERS_KL-SO,HEESTERS_KL,SO
HOUTOPSTAND,SGR,V,3512,V-SGR-HOUTOPSTAND_KL-SO,HOUTOPSTAND_KL,SO
HOUTOPSTAND,SGR,V,3513,V-SGR-HOUTOPSTAND_GEMENGD_KL-SO,HOUTOPSTAND_GEMENGD_KL,SO
HOUTOPSTAND,SGR,V,3514,V-SGR-HOUTOPSTAND_LOOF_KL-SO,HOUTOPSTAND_LOOF_KL,SO
HOUTOPSTAND,SGR,V,3515,V-SGR-HOUTOPSTAND_NAALD_KL-SO,HOUTOPSTAND_NAALD_KL,SO
KRUIDEN,SGR,V,3516,V-SGR-KRUIDEN_KL-SO,KRUIDEN_KL,SO
MOERAS,SGR,V,3518,V-SGR-MOERAS_KL-SO,MOERAS_KL,SO
PLANTGATVERBETERING,SGR,V,3519,V-SGR-PLANTGATVERBETERING_01_KL-SO,PLANTGATVERBETERING_01_KL,SO
DAMWAND,SGC,,352,SGC-DAMWAND_STAAL_LARSSEN_L605_600-MM,DAMWAND_STAAL_LARSSEN_L605_600,MM
PLANTGATVERBETERING,SGR,V,3520,V-SGR-PLANTGATVERBETERING_02_KL-SO,PLANTGATVERBETERING_02_KL,SO
RIETLAND,SGR,V,3521,V-SGR-RIETLAND_KL-SO,RIETLAND_KL,SO
SPORTVELD,SGR,V,3523,V-SGR-SPORTVELD_GRAS_KL-SO,SPORTVELD_GRAS_KL,SO
SPORTVELD,SGR,V,3524,V-SGR-SPORTVELD_GRAS_KUNSTGRAS_KL-SO,SPORTVELD_GRAS_KUNSTGRAS_KL,SO
STRUWEEL,SGR,V,3525,V-SGR-STRUWEEL_KL-SO,STRUWEEL_KL,SO
VASTEPLANTEN,SGR,V,3528,V-SGR-VASTEPLANTEN_KL-SO,VASTEPLANTEN_KL,SO
WATERPLANTEN,SGR,V,3529,V-SGR-WATERPLANTEN_KL-SO,WATERPLANTEN_KL,SO
DAMWAND,SGC,,353,SGC-DAMWAND_STAAL_LARSSEN_L606_600-MM,DAMWAND_STAAL_LARSSEN_L606_600,MM
WISSELBEPLANTING,SGR,V,3530,V-SGR-WISSELBEPLANTING_KL-SO,WISSELBEPLANTING_KL,SO
MEUBILAIR_AFVAL APART PLAATS,SIE,V,3531,V-SIE-MEUBILAIR_AFVAL APART PLAATS-SO,MEUBILAIR_AFVAL APART PLAATS,SO
MEUBILAIR_DIJKPAAL,SIE,V,3532,V-SIE-MEUBILAIR_DIJKPAAL-SO,MEUBILAIR_DIJKPAAL,SO
MEUBILAIR_FONTEIN,SIE,V,3534,V-SIE-MEUBILAIR_FONTEIN-SO,MEUBILAIR_FONTEIN,SO
MEUBILAIR_HERDENKINGSMONUMENT,SIE,V,3535,V-SIE-MEUBILAIR_HERDENKINGSMONUMENT-SO,MEUBILAIR_HERDENKINGSMONUMENT,SO
MEUBILAIR_HOOGTEDETECTIEMETER,SIE,V,3536,V-SIE-MEUBILAIR_HOOGTEDETECTIEMETER-SO,MEUBILAIR_HOOGTEDETECTIEMETER,SO
MEUBILAIR_INKLIMBEVEILIGING,SIE,V,3537,V-SIE-MEUBILAIR_INKLIMBEVEILIGING-SO,MEUBILAIR_INKLIMBEVEILIGING,SO
MEUBILAIR_KUNSTOBJECT,SIE,V,3538,V-SIE-MEUBILAIR_KUNSTOBJECT-SO,MEUBILAIR_KUNSTOBJECT,SO
DAMWAND,SGC,,354,SGC-DAMWAND_STAAL_LARSSEN_L607_600-MM,DAMWAND_STAAL_LARSSEN_L607_600,MM
MEUBILAIR_OPENBAARTOILET,SIE,V,3540,V-SIE-MEUBILAIR_OPENBAARTOILET-SO,MEUBILAIR_OPENBAARTOILET,SO
MEUBILAIR_SIRENE,SIE,V,3541,V-SIE-MEUBILAIR_SIRENE-SO,MEUBILAIR_SIRENE,SO
MEUBILAIR_BOEI,SIE,V,3542,V-SIE-MEUBILAIR_BOEI-SO,MEUBILAIR_BOEI,SO
MEUBILAIR_DEBIETMETER,SIE,V,3543,V-SIE-MEUBILAIR_DEBIETMETER-SO,MEUBILAIR_DEBIETMETER,SO
MEUBILAIR_WATERSTANDMETER,SIE,V,3544,V-SIE-MEUBILAIR_WATERSTANDMETER-SO,MEUBILAIR_WATERSTANDMETER,SO
MEUBILAIR_WEERSTATION,SIE,V,3545,V-SIE-MEUBILAIR_WEERSTATION-SO,MEUBILAIR_WEERSTATION,SO
MEUBILAIR-AFVALBAK,SIE,V,3546,V-SIE-MEUBILAIR_AFVALBAK-SO,MEUBILAIR_AFVALBAK,SO
MEUBILAIR_BOOMROOSTER,SIE,V,3547,V-SIE-MEUBILAIR_BOOMROOSTER_STAAL_1500X1500,MEUBILAIR_BOOMROOSTER_STAAL_1500X1500,
MEUBILAIR_BAK,SIE,V,3548,V-SIE-MEUBILAIR_BAK_DRINKBAK-SO,MEUBILAIR_BAK_DRINKBAK,SO
MEUBILAIR_FLITSPAAL,SIE,V,3549,V-SIE-MEUBILAIR_FLITSPAAL-SO,MEUBILAIR_FLITSPAAL,SO
DAMWAND,SGC,,355,SGC-DAMWAND_STAAL_LARSSEN_L703_700-MM,DAMWAND_STAAL_LARSSEN_L703_700,MM
MEUBILAIR_PAAL,SIE,V,3550,V-SIE-MEUBILAIR_PAAL_LAADPAAL-SO,MEUBILAIR_PAAL_LAADPAAL,SO
MEUBILAIR_ZONNEPANEEL,SIE,V,3554,V-SIE-MEUBILAIR_ZONNEPANEEL-SO,MEUBILAIR_ZONNEPANEEL,SO
MEUBILAIR_ANTIPARKEERVOORZIENING,SIE,,3555,SIE-MEUBILAIR_ANTIPARKEERVOORZIENING_PARKEERBEUGEL-SO,MEUBILAIR_ANTIPARKEERVOORZIENING_PARKEERBEUGEL,SO
MEUBILAIR_ANTIPARKEERVOORZIENING,SIE,V,3556,V-SIE-MEUBILAIR_ANTIPARKEERVOORZIENING_PARKEERBEUGEL-SO,MEUBILAIR_ANTIPARKEERVOORZIENING_PARKEERBEUGEL,SO
TDI,SIW,V,3557,V-SIW-TDI_DETECTIELUS-SO,TDI_DETECTIELUS,SO
TDI,SIW,V,3558,V-SIW-TDI_DRAAGCONSTRUCTIE_PORTAAL-SO,TDI_DRAAGCONSTRUCTIE_PORTAAL,SO
TDI,SIW,V,3559,V-SIW-TDI_DRAAGCONSTRUCTIE_UITHOUDER-SO,TDI_DRAAGCONSTRUCTIE_UITHOUDER,SO
DAMWAND,SGC,,356,SGC-DAMWAND_STAAL_LARSSEN_L704_700-MM,DAMWAND_STAAL_LARSSEN_L704_700,MM
TDI,SIW,V,3560,V-SIW-TDI_LANTAARN_DOSEERLICHT-SO,TDI_LANTAARN_DOSEERLICHT,SO
TDI,SIW,V,3561,V-SIW-TDI_PUTSARMATUUR-SO,TDI_PUTSARMATUUR,SO
TDI,SIW,V,3562,V-SIW-TDI_ROODLICHTCAMERA-SO,TDI_ROODLICHTCAMERA,SO
TDI,SIW,V,3563,V-SIW-TDI_SELECTIEVE DETECTIELUS-SO,TDI_SELECTIEVE DETECTIELUS,SO
TDI,SIW,V,3564,V-SIW-TDI_VERKEERSREGELTOESTEL-SO,TDI_VERKEERSREGELTOESTEL,SO
TDI,SIW,V,3565,V-SIW-TDI_VOORSEIN_BUS-SO,TDI_VOORSEIN_BUS,SO
TDI,SIW,V,3566,V-SIW-TDI_VOORSEIN_BUS_9OOG-SO,TDI_VOORSEIN_BUS_9OOG,SO
TDI,SIW,V,3567,V-SIW-TDI_VOORWAARSCHUWINGSSEIN-SO,TDI_VOORWAARSCHUWINGSSEIN,SO
