searchterm,sbibliotheek,fase,id,symbool,finalCleanName,optie
BORD,SIS,V,4407,V-SIS-BORD_401,BORD_401,
BORD,SIS,V,4408,V-SIS-BORD_402,BORD_402,
BORD,SIS,V,4409,V-SIS-BORD_403,BORD_403,
PLANTGATVERBETERING,SGR,V,441,V-SGR-PLANTGATVERBETERING_02-SO,PLANTGATVERBETERING_02,SO
BORD,SIS,V,4410,V-SIS-BORD_501,BORD_501,
BORD,SIS,V,4411,V-SIS-BORD_502,BORD_502,
BORD,SIS,V,4412,V-SIS-BORD_503,BORD_503,
BORD,SIS,V,4413,V-SIS-BORD_504,BORD_504,
BORD,SIS,V,4414,V-SIS-BORD_602,BORD_602,
BORD,SIS,V,4415,V-SIS-BORD_603,BORD_603,
BORD,SIS,V,4416,V-SIS-BORD_606,BORD_606,
BORD,SIS,V,4417,V-SIS-BORD_607,BORD_607,
BORD,SIS,V,4418,V-SIS-BORD_610,BORD_610,
BORD,SIS,V,4419,V-SIS-BORD_611,BORD_611,
RIETLAND,SGR,V,442,V-SGR-RIETLAND-SO,RIETLAND,SO
BORD,SIS,V,4420,V-SIS-BORD_702,BORD_702,
BORD,SIS,V,4421,V-SIS-BORD_703,BORD_703,
BORD,SIS,V,4422,V-SIS-BORD_901_AVENIO,BORD_901_AVENIO,
BORD,SIS,V,4423,V-SIS-BORD_901_AVENIO_REGIOCITADIS,BORD_901_AVENIO_REGIOCITADIS,
BORD,SIS,V,4424,V-SIS-BORD_901_GTL8,BORD_901_GTL8,
BORD,SIS,V,4425,V-SIS-BORD_901_REGIOCITADIS,BORD_901_REGIOCITADIS,
BORD,SIS,V,4426,V-SIS-BORD_902_AVENIO,BORD_902_AVENIO,
BORD,SIS,V,4427,V-SIS-BORD_902_AVENIO_REGIOCITADIS,BORD_902_AVENIO_REGIOCITADIS,
BORD,SIS,V,4428,V-SIS-BORD_902_GTL8,BORD_902_GTL8,
BORD,SIS,V,4429,V-SIS-BORD_902_REGIOCITADIS,BORD_902_REGIOCITADIS,
BORD,SIS,V,4430,V-SIS-BORD_903_AVENIO,BORD_903_AVENIO,
BORD,SIS,V,4431,V-SIS-BORD_903_AVENIO_REGIOCITADIS,BORD_903_AVENIO_REGIOCITADIS,
BORD,SIS,V,4432,V-SIS-BORD_903_GTL8,BORD_903_GTL8,
BORD,SIS,V,4433,V-SIS-BORD_903_REGIOCITADIS,BORD_903_REGIOCITADIS,
BORD,SIS,V,4434,V-SIS-BORD_910,BORD_910,
BORD,SIS,V,4435,V-SIS-BORD_911,BORD_911,
CEMBRE,SIS,V,4436,V-SIS-CEMBRE_BOVEN-SO,CEMBRE_BOVEN,SO
CEMBRE,SIS,V,4437,V-SIS-CEMBRE_ONDER-SO,CEMBRE_ONDER,SO
COMPONENT_CONDENSATOR,SIS,V,4438,V-SIS-COMPONENT_CONDENSATOR_HSK,COMPONENT_CONDENSATOR_HSK,
COMPONENT,SIS,V,4439,V-SIS-COMPONENT_IMU,COMPONENT_IMU,
STRUWEEL,SGR,V,444,V-SGR-STRUWEEL-SO,STRUWEEL,SO
COMPONENT_ONTVANGER,SIS,V,4440,V-SIS-COMPONENT_ONTVANGER,COMPONENT_ONTVANGER,
COMPONENT_ONTVANGER,SIS,V,4441,V-SIS-COMPONENT_ONTVANGER_HSK,COMPONENT_ONTVANGER_HSK,
COMPONENT_ZENDER,SIS,V,4442,V-SIS-COMPONENT_ZENDER,COMPONENT_ZENDER,
COMPONENT_ZENDER,SIS,V,4443,V-SIS-COMPONENT_ZENDER_HSK,COMPONENT_ZENDER_HSK,
COMPONENT,SIS,V,4444,V-SIS-COMPONENT_ZUB,COMPONENT_ZUB,
DETECTIELUS_HFK,SIS,V,4445,V-SIS-DETECTIELUS_HFK,DETECTIELUS_HFK,
DETECTIELUS_MDL,SIS,V,4446,V-SIS-DETECTIELUS_MDL,DETECTIELUS_MDL,
DETECTIELUS_VECOM,SIS,V,4447,V-SIS-DETECTIELUS_VECOM,DETECTIELUS_VECOM,
DETECTIELUS_VECOM,SIS,V,4448,V-SIS-DETECTIELUS_VECOM_GESLEPEN,DETECTIELUS_VECOM_GESLEPEN,
INSTALLATIEKAST,SIS,V,4449,V-SIS-INSTALLATIEKAST,INSTALLATIEKAST,
INSTALLATIEKAST_KABEL,SIS,V,4450,V-SIS-INSTALLATIEKAST_KABEL,INSTALLATIEKAST_KABEL,
INSTALLATIEKAST_KABEL,SIS,V,4451,V-SIS-INSTALLATIEKAST_KABEL_VOETSTUK,INSTALLATIEKAST_KABEL_VOETSTUK,
INSTALLATIEKAST_VOEDING,SIS,V,4452,V-SIS-INSTALLATIEKAST_VOEDING-SO,INSTALLATIEKAST_VOEDING,SO
INSTALLATIEKAST_WISSEL,SIS,V,4453,V-SIS-INSTALLATIEKAST_WISSEL,INSTALLATIEKAST_WISSEL,
INSTALLATIEKAST_WISSELVERWARMING,SIS,V,4454,V-SIS-INSTALLATIEKAST_WISSELVERWARMING,INSTALLATIEKAST_WISSELVERWARMING,
INTERCOM,SIS,V,4455,V-SIS-INTERCOM,INTERCOM,
LICHT,SIS,V,4456,V-SIS-LICHT_3LAMP_01,LICHT_3LAMP_01,
LICHT,SIS,V,4457,V-SIS-LICHT_3LAMP_02,LICHT_3LAMP_02,
LICHT,SIS,V,4458,V-SIS-LICHT_4LAMP_01,LICHT_4LAMP_01,
LICHT,SIS,V,4459,V-SIS-LICHT_ABSOLUUT,LICHT_ABSOLUUT,
LICHT,SIS,V,4460,V-SIS-LICHT_MATRIX,LICHT_MATRIX,
LICHT,SIS,V,4461,V-SIS-LICHT_MATRIX_FOF1,LICHT_MATRIX_FOF1,
LICHT,SIS,V,4462,V-SIS-LICHT_OPRIJD,LICHT_OPRIJD,
LICHT,SIS,V,4463,V-SIS-LICHT_PERMISSIEF,LICHT_PERMISSIEF,
LICHT,SIS,V,4464,V-SIS-LICHT_PERRON,LICHT_PERRON,
LICHT,SIS,V,4465,V-SIS-LICHT_RIJWEG_LINKSLEIDEND,LICHT_RIJWEG_LINKSLEIDEND,
LICHT,SIS,V,4466,V-SIS-LICHT_RIJWEG_RECHTDOOR,LICHT_RIJWEG_RECHTDOOR,
LICHT,SIS,V,4467,V-SIS-LICHT_RIJWEG_RECHTSLEIDEND,LICHT_RIJWEG_RECHTSLEIDEND,
LICHT,SIS,V,4468,V-SIS-LICHT_RIJWEG_STOP,LICHT_RIJWEG_STOP,
LICHT,SIS,V,4469,V-SIS-LICHT_TUNNELVERBOD,LICHT_TUNNELVERBOD,
VASTEPLANTEN,SGR,V,447,V-SGR-VASTEPLANTEN-SO,VASTEPLANTEN,SO
LICHT,SIS,V,4470,V-SIS-LICHT_WISSELSEIN_LINKSLEIDEND,LICHT_WISSELSEIN_LINKSLEIDEND,
LICHT,SIS,V,4471,V-SIS-LICHT_WISSELSEIN_RECHTDOOR,LICHT_WISSELSEIN_RECHTDOOR,
LICHT,SIS,V,4472,V-SIS-LICHT_WISSELSEIN_RECHTSLEIDEND,LICHT_WISSELSEIN_RECHTSLEIDEND,
LICHT,SIS,V,4473,V-SIS-LICHT_WIT ROOD,LICHT_WIT ROOD,
MARKERING,SIS,V,4474,V-SIS-MARKERING_STIP,MARKERING_STIP,
MARKERING,SIS,V,4475,V-SIS-MARKERING_STOPSTREEP,MARKERING_STOPSTREEP,
MAST,SIS,V,4476,V-SIS-MAST,MAST,
PUT_ONTSTOPPING,SIS,V,4477,V-SIS-PUT_ONTSTOPPING_110MM,PUT_ONTSTOPPING_110MM,
PUT_ONTSTOPPING,SIS,V,4478,V-SIS-PUT_ONTSTOPPING_160MM,PUT_ONTSTOPPING_160MM,
PUT_PK315,SIS,V,4479,V-SIS-PUT_PK315,PUT_PK315,
WATERPLANTEN,SGR,V,448,V-SGR-WATERPLANTEN-SO,WATERPLANTEN,SO
PUT_PK315,SIS,V,4480,V-SIS-PUT_PK315_AFDICHTING,PUT_PK315_AFDICHTING,
PUT_SCHOUW_EK288,SIS,V,4481,V-SIS-PUT_SCHOUW_EK288_700X700,PUT_SCHOUW_EK288_700X700,
PUT_SCHOUW_EK358,SIS,V,4482,V-SIS-PUT_SCHOUW_EK358_550X550,PUT_SCHOUW_EK358_550X550,
RAILAANSLUITBAK,SIS,V,4483,V-SIS-RAILAANSLUITBAK,RAILAANSLUITBAK,
SEIN_TWI_AKOESTISCHSIGNAALGEVER,SIS,V,4484,V-SIS-SEIN_TWI_AKOESTISCHSIGNAALGEVER-SO,SEIN_TWI_AKOESTISCHSIGNAALGEVER,SO
SEIN_TWI_MAST,SIS,V,4485,V-SIS-SEIN_TWI_MAST,SEIN_TWI_MAST,
SEIN_TWI_VOETGANGER,SIS,V,4486,V-SIS-SEIN_TWI_VOETGANGER-SO,SEIN_TWI_VOETGANGER,SO
SEIN_TWI_WEGVERKEER,SIS,V,4487,V-SIS-SEIN_TWI_WEGVERKEER-SO,SEIN_TWI_WEGVERKEER,SO
SEIN_WISSELSTANDSAANWIJZER,SIS,V,4488,V-SIS-SEIN_WISSELSTANDSAANWIJZER_01,SEIN_WISSELSTANDSAANWIJZER_01,
SEIN_WISSELSTANDSAANWIJZER,SIS,V,4489,V-SIS-SEIN_WISSELSTANDSAANWIJZER_02,SEIN_WISSELSTANDSAANWIJZER_02,
WISSELBEPLANTING,SGR,V,449,V-SGR-WISSELBEPLANTING-SO,WISSELBEPLANTING,SO
SPOORSTROOMLOOPKAST,SIS,V,4490,V-SIS-SPOORSTROOMLOOPKAST,SPOORSTROOMLOOPKAST,
VERBINDER_EINDVERBINDER,SIS,V,4491,V-SIS-VERBINDER_EINDVERBINDER,VERBINDER_EINDVERBINDER,
VERBINDER_KORTSLUITER,SIS,V,4492,V-SIS-VERBINDER_KORTSLUITER,VERBINDER_KORTSLUITER,
VERBINDER_KORTSLUITER,SIS,V,4493,V-SIS-VERBINDER_KORTSLUITER_HW61,VERBINDER_KORTSLUITER_HW61,
VERBINDER_S VERBINDER,SIS,V,4494,V-SIS-VERBINDER_S VERBINDER,VERBINDER_S VERBINDER,
COMPONENT,SIS,V,4495,V-SIS-VERWARMINGSELEMENT,VERWARMINGSELEMENT,
VRI,SIW,B,4496,B-SIW-VRI_AUTOMAAT_HOOFD-SO,VRI_AUTOMAAT_HOOFD,SO
VRI,SIW,B,4497,B-SIW-VRI_AUTOMAAT_SECTIEKAST-SO,VRI_AUTOMAAT_SECTIEKAST,SO
VRI,SIW,B,4498,B-SIW-VRI_BEKABELING_LOOPBUFFER-SO,VRI_BEKABELING_LOOPBUFFER,SO
VRI,SIW,B,4499,B-SIW-VRI_BEKABELING_MOF-SO,VRI_BEKABELING_MOF,SO
AANKLEDING,SAL,,45,SAL-AANKLEDING_AUTO1_ZIJAANZICHT-D,AANKLEDING_AUTO1_ZIJAANZICHT,D
BEPLANTING,SGR,,450,SGR-BEPLANTING_SOORT_01-SO,BEPLANTING_SOORT_01,SO
VRI,SIW,B,4500,B-SIW-VRI_BEKABELING_VERBINDINGSPUT-SO,VRI_BEKABELING_VERBINDINGSPUT,SO
VRI,SIW,B,4501,B-SIW-VRI_CAMERA_DOME-SO,VRI_CAMERA_DOME,SO
VRI,SIW,B,4502,B-SIW-VRI_CAMERA_INFRAROOD-SO,VRI_CAMERA_INFRAROOD,SO
VRI,SIW,B,4503,B-SIW-VRI_CAMERA_KENTEKEN-SO,VRI_CAMERA_KENTEKEN,SO
VRI,SIW,B,4504,B-SIW-VRI_CAMERA_OBSERVATIE-SO,VRI_CAMERA_OBSERVATIE,SO
VRI,SIW,B,4505,B-SIW-VRI_CAMERA_ROODLICHT-SO,VRI_CAMERA_ROODLICHT,SO
VRI,SIW,B,4506,B-SIW-VRI_CAMERA_THERMISCH-SO,VRI_CAMERA_THERMISCH,SO
VRI,SIW,B,4507,B-SIW-VRI_CAMERA_VIDEO-SO,VRI_CAMERA_VIDEO,SO
VRI,SIW,B,4508,B-SIW-VRI_DETECTIE_DRUKKNOP_WACHTSIGNAAL-SO,VRI_DETECTIE_DRUKKNOP_WACHTSIGNAAL,SO
VRI,SIW,B,4509,B-SIW-VRI_DETECTIE_DRUKKNOP_WACHTSIGNAAL_VISUEEL-SO,VRI_DETECTIE_DRUKKNOP_WACHTSIGNAAL_VISUEEL,SO
BEPLANTING,SGR,,451,SGR-BEPLANTING_SOORT_02-SO,BEPLANTING_SOORT_02,SO
VRI,SIW,B,4510,B-SIW-VRI_DETECTIE_KARANTENNE-SO,VRI_DETECTIE_KARANTENNE,SO
VRI,SIW,B,4511,B-SIW-VRI_DETECTIE_OPTICOM-SO,VRI_DETECTIE_OPTICOM,SO
VRI,SIW,B,4512,B-SIW-VRI_DETECTIE_RADARDETECTOR-SO,VRI_DETECTIE_RADARDETECTOR,SO
VRI,SIW,B,4513,B-SIW-VRI_DETECTIE_WIFIPANTENNE-SO,VRI_DETECTIE_WIFIPANTENNE,SO
VRI,SIW,B,4514,B-SIW-VRI_LANTAARN_200MM_1LICHT_DEELCONFLICTLINKS-SO,VRI_LANTAARN_200MM_1LICHT_DEELCONFLICTLINKS,SO
VRI,SIW,B,4515,B-SIW-VRI_LANTAARN_200MM_1LICHT_DEELCONFLICTLINKS_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_DEELCONFLICTLINKS_SCHILD,SO
VRI,SIW,B,4516,B-SIW-VRI_LANTAARN_200MM_1LICHT_DEELCONFLICTRECHTS-SO,VRI_LANTAARN_200MM_1LICHT_DEELCONFLICTRECHTS,SO
VRI,SIW,B,4517,B-SIW-VRI_LANTAARN_200MM_1LICHT_DEELCONFLICTRECHTS_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_DEELCONFLICTRECHTS_SCHILD,SO
VRI,SIW,B,4518,B-SIW-VRI_LANTAARN_200MM_1LICHT_FIETSLINKS-SO,VRI_LANTAARN_200MM_1LICHT_FIETSLINKS,SO
VRI,SIW,B,4519,B-SIW-VRI_LANTAARN_200MM_1LICHT_FIETSLINKS_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_FIETSLINKS_SCHILD,SO
BOLLEN,SGR,,452,SGR-BOLLEN-SO,BOLLEN,SO
VRI_DRAAGCONSTRUCTIE,SIW,B,4520,B-SIW-VRI_DRAAGCONSTRUCTIE_BEVESTIGING_KNIEOPZETSTUK_TYPE1-SO,VRI_DRAAGCONSTRUCTIE_BEVESTIGING_KNIEOPZETSTUK_TYPE1,SO
VRI_DRAAGCONSTRUCTIE,SIW,B,4521,B-SIW-VRI_DRAAGCONSTRUCTIE_BEVESTIGING_KNIEOPZETSTUK_TYPE2-SO,VRI_DRAAGCONSTRUCTIE_BEVESTIGING_KNIEOPZETSTUK_TYPE2,SO
VRI_DRAAGCONSTRUCTIE,SIW,B,4522,B-SIW-VRI_DRAAGCONSTRUCTIE_BEVESTIGING_NEIGINRICHTING-SO,VRI_DRAAGCONSTRUCTIE_BEVESTIGING_NEIGINRICHTING,SO
VRI_DRAAGCONSTRUCTIE,SIW,B,4523,B-SIW-VRI_DRAAGCONSTRUCTIE_DRUKKNOPMAST-SO,VRI_DRAAGCONSTRUCTIE_DRUKKNOPMAST,SO
VRI_DRAAGCONSTRUCTIE,SIW,B,4524,B-SIW-VRI_DRAAGCONSTRUCTIE_MAST-SO,VRI_DRAAGCONSTRUCTIE_MAST,SO
VRI_DRAAGCONSTRUCTIE,SIW,B,4525,B-SIW-VRI_DRAAGCONSTRUCTIE_STAANDER-SO,VRI_DRAAGCONSTRUCTIE_STAANDER,SO
VRI,SIW,B,4526,B-SIW-VRI_LANTAARN_200MM_1LICHT_FIETSRECHTS-SO,VRI_LANTAARN_200MM_1LICHT_FIETSRECHTS,SO
VRI,SIW,B,4527,B-SIW-VRI_LANTAARN_200MM_1LICHT_FIETSRECHTS_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_FIETSRECHTS_SCHILD,SO
VRI,SIW,B,4528,B-SIW-VRI_LANTAARN_200MM_1LICHT_HEMEL-SO,VRI_LANTAARN_200MM_1LICHT_HEMEL,SO
VRI,SIW,B,4529,B-SIW-VRI_LANTAARN_200MM_1LICHT_HEMEL_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_HEMEL_SCHILD,SO
VRI,SIW,B,4530,B-SIW-VRI_LANTAARN_200MM_1LICHT_HEMELLINKS-SO,VRI_LANTAARN_200MM_1LICHT_HEMELLINKS,SO
VRI,SIW,B,4531,B-SIW-VRI_LANTAARN_200MM_1LICHT_HEMELLINKS_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_HEMELLINKS_SCHILD,SO
VRI,SIW,B,4532,B-SIW-VRI_LANTAARN_200MM_1LICHT_HEMELRECHTS-SO,VRI_LANTAARN_200MM_1LICHT_HEMELRECHTS,SO
VRI,SIW,B,4533,B-SIW-VRI_LANTAARN_200MM_1LICHT_HEMELRECHTS_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_HEMELRECHTS_SCHILD,SO
VRI,SIW,B,4534,B-SIW-VRI_LANTAARN_200MM_1LICHT_HORBALK-SO,VRI_LANTAARN_200MM_1LICHT_HORBALK,SO
VRI,SIW,B,4535,B-SIW-VRI_LANTAARN_200MM_1LICHT_HORBALK_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_HORBALK_SCHILD,SO
VRI,SIW,B,4536,B-SIW-VRI_LANTAARN_200MM_1LICHT_J37-SO,VRI_LANTAARN_200MM_1LICHT_J37,SO
VRI,SIW,B,4537,B-SIW-VRI_LANTAARN_200MM_1LICHT_J37_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_J37_SCHILD,SO
VRI,SIW,B,4538,B-SIW-VRI_LANTAARN_200MM_1LICHT_J37BUS-SO,VRI_LANTAARN_200MM_1LICHT_J37BUS,SO
VRI,SIW,B,4539,B-SIW-VRI_LANTAARN_200MM_1LICHT_J37BUS_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_J37BUS_SCHILD,SO
VRI,SIW,B,4540,B-SIW-VRI_LANTAARN_200MM_1LICHT_J37TRAM-SO,VRI_LANTAARN_200MM_1LICHT_J37TRAM,SO
VRI,SIW,B,4541,B-SIW-VRI_LANTAARN_200MM_1LICHT_J37TRAM_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_J37TRAM_SCHILD,SO
VRI,SIW,B,4542,B-SIW-VRI_LANTAARN_200MM_1LICHT_KRUIS-SO,VRI_LANTAARN_200MM_1LICHT_KRUIS,SO
VRI,SIW,B,4543,B-SIW-VRI_LANTAARN_200MM_1LICHT_KRUIS_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_KRUIS_SCHILD,SO
VRI,SIW,B,4544,B-SIW-VRI_LANTAARN_200MM_1LICHT_LINKS-SO,VRI_LANTAARN_200MM_1LICHT_LINKS,SO
VRI,SIW,B,4545,B-SIW-VRI_LANTAARN_200MM_1LICHT_LINKS_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_LINKS_SCHILD,SO
VRI,SIW,B,4546,B-SIW-VRI_LANTAARN_200MM_1LICHT_RECHTS-SO,VRI_LANTAARN_200MM_1LICHT_RECHTS,SO
VRI,SIW,B,4547,B-SIW-VRI_LANTAARN_200MM_1LICHT_RECHTS_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_RECHTS_SCHILD,SO
VRI,SIW,B,4548,B-SIW-VRI_LANTAARN_200MM_1LICHT_TRAM-SO,VRI_LANTAARN_200MM_1LICHT_TRAM,SO
VRI,SIW,B,4549,B-SIW-VRI_LANTAARN_200MM_1LICHT_TRAM_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_TRAM_SCHILD,SO
BOOM,SGR,,455,SGR-BOOM_01,BOOM_01,
VRI,SIW,B,4550,B-SIW-VRI_LANTAARN_200MM_1LICHT_VERTBALK-SO,VRI_LANTAARN_200MM_1LICHT_VERTBALK,SO
VRI,SIW,B,4551,B-SIW-VRI_LANTAARN_200MM_1LICHT_VERTBALK_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_VERTBALK_SCHILD,SO
VRI,SIW,B,4552,B-SIW-VRI_LANTAARN_200MM_1LICHT_VOETGLINKS-SO,VRI_LANTAARN_200MM_1LICHT_VOETGLINKS,SO
VRI,SIW,B,4553,B-SIW-VRI_LANTAARN_200MM_1LICHT_VOETGLINKS_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_VOETGLINKS_SCHILD,SO
VRI,SIW,B,4554,B-SIW-VRI_LANTAARN_200MM_1LICHT_VOETGRECHTS-SO,VRI_LANTAARN_200MM_1LICHT_VOETGRECHTS,SO
VRI,SIW,B,4555,B-SIW-VRI_LANTAARN_200MM_1LICHT_VOETGRECHTS_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_VOETGRECHTS_SCHILD,SO
VRI,SIW,B,4556,B-SIW-VRI_LANTAARN_200MM_1LICHT_VOL-SO,VRI_LANTAARN_200MM_1LICHT_VOL,SO
VRI,SIW,B,4557,B-SIW-VRI_LANTAARN_200MM_1LICHT_VOL_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_VOL_SCHILD,SO
VRI,SIW,B,4558,B-SIW-VRI_LANTAARN_200MM_1LICHT_VRIJ-SO,VRI_LANTAARN_200MM_1LICHT_VRIJ,SO
VRI,SIW,B,4559,B-SIW-VRI_LANTAARN_200MM_1LICHT_VRIJ_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_VRIJ_SCHILD,SO
BOOM,SGR,,456,SGR-BOOM_02,BOOM_02,
VRI,SIW,B,4560,B-SIW-VRI_LANTAARN_200MM_1LICHT_WTV-SO,VRI_LANTAARN_200MM_1LICHT_WTV,SO
VRI,SIW,B,4561,B-SIW-VRI_LANTAARN_200MM_1LICHT_WTV_SCHILD-SO,VRI_LANTAARN_200MM_1LICHT_WTV_SCHILD,SO
VRI,SIW,B,4562,B-SIW-VRI_LANTAARN_200MM_2LICHT_HEMEL-SO,VRI_LANTAARN_200MM_2LICHT_HEMEL,SO
VRI,SIW,B,4563,B-SIW-VRI_LANTAARN_200MM_2LICHT_HEMEL_SCHILD-SO,VRI_LANTAARN_200MM_2LICHT_HEMEL_SCHILD,SO
VRI,SIW,B,4564,B-SIW-VRI_LANTAARN_200MM_2LICHT_HEMELLINKS-SO,VRI_LANTAARN_200MM_2LICHT_HEMELLINKS,SO
VRI,SIW,B,4565,B-SIW-VRI_LANTAARN_200MM_2LICHT_HEMELLINKS_SCHILD-SO,VRI_LANTAARN_200MM_2LICHT_HEMELLINKS_SCHILD,SO
VRI,SIW,B,4566,B-SIW-VRI_LANTAARN_200MM_2LICHT_HEMELRECHTS-SO,VRI_LANTAARN_200MM_2LICHT_HEMELRECHTS,SO
VRI,SIW,B,4567,B-SIW-VRI_LANTAARN_200MM_2LICHT_HEMELRECHTS_SCHILD-SO,VRI_LANTAARN_200MM_2LICHT_HEMELRECHTS_SCHILD,SO
VRI,SIW,B,4568,B-SIW-VRI_LANTAARN_200MM_2LICHT_LINKS-SO,VRI_LANTAARN_200MM_2LICHT_LINKS,SO
VRI,SIW,B,4569,B-SIW-VRI_LANTAARN_200MM_2LICHT_LINKS_SCHILD-SO,VRI_LANTAARN_200MM_2LICHT_LINKS_SCHILD,SO
BOOM,SGR,,457,SGR-BOOM_03,BOOM_03,
VRI,SIW,B,4570,B-SIW-VRI_LANTAARN_200MM_2LICHT_RECHTS-SO,VRI_LANTAARN_200MM_2LICHT_RECHTS,SO
VRI,SIW,B,4571,B-SIW-VRI_LANTAARN_200MM_2LICHT_RECHTS_SCHILD-SO,VRI_LANTAARN_200MM_2LICHT_RECHTS_SCHILD,SO
VRI,SIW,B,4572,B-SIW-VRI_LANTAARN_200MM_2LICHT_VOL-SO,VRI_LANTAARN_200MM_2LICHT_VOL,SO
VRI,SIW,B,4573,B-SIW-VRI_LANTAARN_200MM_2LICHT_VOL_SCHILD-SO,VRI_LANTAARN_200MM_2LICHT_VOL_SCHILD,SO
VRI,SIW,B,4574,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMEL-SO,VRI_LANTAARN_200MM_3LICHT_HEMEL,SO
VRI,SIW,B,4575,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMEL_AFTELLER-SO,VRI_LANTAARN_200MM_3LICHT_HEMEL_AFTELLER,SO
VRI,SIW,B,4576,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMEL_AFTELLER_SCHILD-SO,VRI_LANTAARN_200MM_3LICHT_HEMEL_AFTELLER_SCHILD,SO
VRI,SIW,B,4577,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMEL_FIETS-SO,VRI_LANTAARN_200MM_3LICHT_HEMEL_FIETS,SO
VRI,SIW,B,4578,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMEL_FIETS_SCHILD-SO,VRI_LANTAARN_200MM_3LICHT_HEMEL_FIETS_SCHILD,SO
VRI,SIW,B,4579,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMEL_SCHILD-SO,VRI_LANTAARN_200MM_3LICHT_HEMEL_SCHILD,SO
BOOM,SGR,,458,SGR-BOOM_04,BOOM_04,
VRI,SIW,B,4580,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMELLINKS-SO,VRI_LANTAARN_200MM_3LICHT_HEMELLINKS,SO
VRI,SIW,B,4581,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMELLINKS_AFTELLER-SO,VRI_LANTAARN_200MM_3LICHT_HEMELLINKS_AFTELLER,SO
VRI,SIW,B,4582,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMELLINKS_AFTELLER_SCHILD-SO,VRI_LANTAARN_200MM_3LICHT_HEMELLINKS_AFTELLER_SCHILD,SO
VRI,SIW,B,4583,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMELLINKS_SCHILD-SO,VRI_LANTAARN_200MM_3LICHT_HEMELLINKS_SCHILD,SO
VRI,SIW,B,4584,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMELRECHTS-SO,VRI_LANTAARN_200MM_3LICHT_HEMELRECHTS,SO
VRI,SIW,B,4585,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMELRECHTS_AFTELLER-SO,VRI_LANTAARN_200MM_3LICHT_HEMELRECHTS_AFTELLER,SO
VRI,SIW,B,4586,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMELRECHTS_AFTELLER_SCHILD-SO,VRI_LANTAARN_200MM_3LICHT_HEMELRECHTS_AFTELLER_SCHILD,SO
VRI,SIW,B,4587,B-SIW-VRI_LANTAARN_200MM_3LICHT_HEMELRECHTS_SCHILD-SO,VRI_LANTAARN_200MM_3LICHT_HEMELRECHTS_SCHILD,SO
VRI,SIW,B,4588,B-SIW-VRI_LANTAARN_200MM_3LICHT_LINKS-SO,VRI_LANTAARN_200MM_3LICHT_LINKS,SO
VRI,SIW,B,4589,B-SIW-VRI_LANTAARN_200MM_3LICHT_LINKS_AFTELLER-SO,VRI_LANTAARN_200MM_3LICHT_LINKS_AFTELLER,SO
BOOM,SGR,,459,SGR-BOOM_05,BOOM_05,
VRI,SIW,B,4590,B-SIW-VRI_LANTAARN_200MM_3LICHT_LINKS_AFTELLER_SCHILD-SO,VRI_LANTAARN_200MM_3LICHT_LINKS_AFTELLER_SCHILD,SO
VRI,SIW,B,4591,B-SIW-VRI_LANTAARN_200MM_3LICHT_LINKS_FIETS-SO,VRI_LANTAARN_200MM_3LICHT_LINKS_FIETS,SO
VRI,SIW,B,4592,B-SIW-VRI_LANTAARN_200MM_3LICHT_LINKS_FIETS_SCHILD-SO,VRI_LANTAARN_200MM_3LICHT_LINKS_FIETS_SCHILD,SO
VRI,SIW,B,4593,B-SIW-VRI_LANTAARN_200MM_3LICHT_LINKS_SCHILD-SO,VRI_LANTAARN_200MM_3LICHT_LINKS_SCHILD,SO
