objectURI,hoofdgroepURI,hoofdgroep,id_nummer,lt_v,omschrijving,lijntypeOmschrijving,autocaddef
http://digitalbuildingdata.tech/nlcs/def/d95f6e70-e75d-4d22-8fbd-1a76600f800b,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5714,V-KL-WARMTENET RETOUR-SO,WARMTENET_RETOUR_SPP_DN100 225,V-KL-WARMTENET RETOUR-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WR"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/63b393ef-61cd-4ef9-9b38-943d423fa50f,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5731,V-KL-WARMTENET RETOUR-SO,WARMTENET_RETOUR_SPP_DN80 180,V-KL-WARMTENET RETOUR-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WR"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/410d57fb-a3c8-4d08-95e3-8e7b1003530e,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5589,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_250,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/0dcc57a5-adf7-4988-b6de-144b46d2ec1f,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5594,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_500,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/186cf2fe-9f5c-44fc-bcf1-4355dfdbdb5f,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5588,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_225,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/8a18ae88-0262-4c34-9b06-e6ea5b5c6ab8,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5593,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_450,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/ccf46f9e-a340-4d49-a2c8-10ef3ffd8176,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5590,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_315,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/963e08e6-1e70-4144-86d4-c9c7fd178f3c,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5595,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_63,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/a087edbc-d67a-4755-91a3-d24254762e91,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5592,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_400,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/9b8d624d-ac4d-43b6-aa16-26130faafa5e,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5584,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_110,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/cb09de0d-7b29-4e20-a696-acf00c592e42,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5586,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_160,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/ecd81910-8734-45e3-9f46-b1b740f5413a,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5587,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_200,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/03b3fee7-2d6b-4176-8060-7a2849646367,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5596,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_90,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/78b6b3ee-139b-4f95-8013-294af0534cbd,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5591,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_355,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/701902d0-16a9-441f-b0e6-2513a7d04a86,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5585,V-KL-WARMTENET BRONLEIDING-SO,WARMTENET_BRONLEIDING_PE_125,V-KL-WARMTENET BRONLEIDING-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WB"",NLCS-ISO,S=1,U=0.0,X=-0.85,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/c418b42c-d1bb-4e78-bf89-6daa1efd6730,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5467,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN400 630,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/2be56ff6-e116-4766-846d-00956144ac5d,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5464,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN32 125,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/23160b26-fe4c-4027-8fae-56109c843b44,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5460,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN200 355,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/2574681e-472c-449b-ae50-785db60e1323,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5468,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN450 710,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/813ca533-a76a-4241-b2cd-0a2d40a1ff7d,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5462,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN250 450,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/9061712d-58d6-4f0b-89e4-7ead91f1d797,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5459,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN20 110,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/0dc1e95e-de52-44d8-bbd0-cf7da114c517,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5471,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN600 900,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/f93d7533-1181-4174-b784-c4dad6619c4b,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5470,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN500 800,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/bfaf8a86-25f1-4a8c-9909-7a381e60d1ed,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5463,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN300 500,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/3cc4b1c8-e087-4379-b663-1c9e164576f5,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5461,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN25 110,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/18085429-daea-445a-93de-3a263dfe21b5,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5465,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN350 560,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/6e42bdf2-e4d3-4eaf-a989-ada93b2df3b2,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5474,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_HAS,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/e7d1e5a1-3c35-4222-a015-18ea567ab266,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5456,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN100 225,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/d9c6dd90-033a-4c04-bb59-f78e11e3496b,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5458,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN150 280,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/391e7375-9bb2-4cfa-afae-0ec3e9c03a95,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5472,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN65 160,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/19ac2930-8dea-411c-837e-ab3b761a8346,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5457,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN125 250,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/431e808e-c76c-491e-bd11-d915ded41881,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5466,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN40 125,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/d29f7b20-bdac-4264-a17d-24dcba653080,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5473,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN80 180,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/f2ba5092-798c-4d84-9fe4-51faddda66c4,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,5469,V-KL-WARMTENET AANVOER-SO,WARMTENET_AANVOER_SPP_DN50 140,V-KL-WARMTENET AANVOER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5,-2,[""WA"",NLCS-ISO,S=1,U=0.0,X=-0.90,Y=-0.50],-2"
http://digitalbuildingdata.tech/nlcs/def/ff0a0277-1062-4c16-8431-ae164cc562dd,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1347,V-KL-WATER-SO,WATER_HUISAANSLUITING_PVC_90,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/9053fb76-0afa-499e-8777-1871b32b4502,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1342,V-KL-WATER-SO,WATER_HUISAANSLUITING_PVC_32,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/f418c4a7-c5ee-4597-ac52-f9b15e0a1d12,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1341,V-KL-WATER-SO,WATER_HUISAANSLUITING_PVC_110,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/e3b8d9e5-c624-463d-aa16-b8edd6f28819,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1345,V-KL-WATER-SO,WATER_HUISAANSLUITING_PVC_63,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/e63d5b0c-7b9f-4645-9cd3-4f83fb865f15,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1343,V-KL-WATER-SO,WATER_HUISAANSLUITING_PVC_40,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/80aaab70-8ea7-453c-ad42-6ddb9a757198,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1344,V-KL-WATER-SO,WATER_HUISAANSLUITING_PVC_50,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/3264f72d-8d01-4b58-970e-77455b743931,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1346,V-KL-WATER-SO,WATER_HUISAANSLUITING_PVC_75,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/2c70ad22-c5a5-4f1a-8ec2-84aaba0f8f4c,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1333,V-KL-WATER-SO,WATER_HUISAANSLUITING_PE_110,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/e3084e59-6cf4-4625-a9d8-121bc64fd83a,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1338,V-KL-WATER-SO,WATER_HUISAANSLUITING_PE_75,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/1cbb19bd-f9fa-489f-ae82-8fa98f165051,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1339,V-KL-WATER-SO,WATER_HUISAANSLUITING_PE_90,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/3a8252a7-2e91-405e-8ade-7b94c5f55128,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1335,V-KL-WATER-SO,WATER_HUISAANSLUITING_PE_40,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/ddae52fd-34dc-49b4-8f3d-cfd41dd2844c,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1334,V-KL-WATER-SO,WATER_HUISAANSLUITING_PE_32,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/794f77f2-3d90-4d95-9aef-3916ea52ad36,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1337,V-KL-WATER-SO,WATER_HUISAANSLUITING_PE_63,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/c41edf6b-da0b-4e59-8516-26dc647556af,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1336,V-KL-WATER-SO,WATER_HUISAANSLUITING_PE_50,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/c597e943-dfba-4a4f-961b-1281bef8d4e6,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1269,V-CONTINUOUS-SO,WATER_BEREGENING_HULPSTUK_AFSLUITER,V-CONTINUOUS-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5"
http://digitalbuildingdata.tech/nlcs/def/4adbdf83-53d0-4057-9582-ee2ae7df23ac,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1273,V-CONTINUOUS-SO,WATER_BEREGENING_HULPSTUK_SCHOONMAAKSTUK,V-CONTINUOUS-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5"
http://digitalbuildingdata.tech/nlcs/def/215652a4-85e8-4bc2-9da0-8a8c565d9965,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1270,V-CONTINUOUS-SO,WATER_BEREGENING_HULPSTUK_DRUKMEETPUNT,V-CONTINUOUS-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5"
http://digitalbuildingdata.tech/nlcs/def/2367e9bd-7934-4521-85c0-d12f704390c1,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1274,V-CONTINUOUS-SO,WATER_BEREGENING_HULPSTUK_WATERMETER,V-CONTINUOUS-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5"
http://digitalbuildingdata.tech/nlcs/def/e674bcc9-ec25-4615-a8bf-b615dd84bcd8,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1271,V-CONTINUOUS-SO,WATER_BEREGENING_HULPSTUK_DRUKREGELAAR,V-CONTINUOUS-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5"
http://digitalbuildingdata.tech/nlcs/def/288a1485-10f9-4bcb-94fd-bea6f3872127,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1268,V-CONTINUOUS-SO,WATER_BEREGENING_HULPSTUK_AANSLUITPUNT,V-CONTINUOUS-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5"
http://digitalbuildingdata.tech/nlcs/def/a7a67a9a-eb68-4891-8f13-68e5ee6a7f49,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1293,V-KL-WATER-SO,WATER_BRANDLEIDING_HUISAANSLUITING_PVC,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/e24140d9-8576-490a-bde9-cf2f2de0ed0e,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1285,V-KL-WATER-SO,WATER_BRANDLEIDING_HUISAANSLUITING_PE,V-KL-WATER-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,s=0.5],3.5,-0.5,[WGOLF,NLCS.SHX,s=.75,r=0.0,x=0.75,y=0],-2"
http://digitalbuildingdata.tech/nlcs/def/0a916ff3-2cc8-41c2-8d84-6e8af90933db,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1305,V-CONTINUOUS-SO,WATER_BRANDLEIDING_HULPSTUK_DRUKREGELAAR,V-CONTINUOUS-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5"
http://digitalbuildingdata.tech/nlcs/def/831b82d8-627e-456e-9e6b-2f9dfd54d46e,http://digitalbuildingdata.tech/nlcs/def/cf3d9f17-91ab-409b-be8b-25391d045637,KL,1307,V-CONTINUOUS-SO,WATER_BRANDLEIDING_HULPSTUK_SCHOONMAAKSTUK,V-CONTINUOUS-SO,"A,3.5,[VERWIJDEREN2,NLCS.SHX,S=0.5],3.5"
