name;hoofdNames;topNames;numUri
SVW-VERKEERSTEKEN_BORD_E02_ZB-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E03_ZE-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E11_ZE-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E09_ZE_KLEM-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E03-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E10-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E02_ZB-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E08C-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E09_ZE-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E08E-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E09_ZH_SLEEP-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E03_ZB-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E09_ZB_KLEM-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E01_ZH-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E03_ZE-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E09_ZH_KLEM-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E09_ZE-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E11_ZE-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E08P-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E10_ZB-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E09_ZH_KLEM-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E08P-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E08J-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E01_ZB_TIJD-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E01-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E03-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E12-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E08N-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E09_ZB-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E09_ZB_KLEM-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E09-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E09_ZE_KLEM-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E02_ZH-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E08K-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E08R-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E05-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E11-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E10_ZB-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E09_ZB_KLEM-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E03_ZE-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E10-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E13-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E10_ZB_KLEM-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E10_ZB-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E08R-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E07-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E09_ZH_SLEEP-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E09_ZH-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E10_ZB_SLEEP-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E01_ZB_TIJD-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E08O-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E05-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E08H-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E06-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E07-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E08G-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E09_ZH-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E09_ZB_SLEEP-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E09-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E10_ZB_SLEEP-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E01_ZE-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E08B-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E08Q-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E13-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E08R-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E10_ZH_SLEEP-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E03_ZH-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E08F-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E08-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E01-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E08K-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E12-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E01_ZH-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E08-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_E08M-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E08O-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E02-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_E09_ZH-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_E11-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_4L-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_6L-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L11-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_1L-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L12-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L13-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L10-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_1R-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_5L-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L13-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_1R-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_8-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09R-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_2L-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L05-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L03_A-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L03-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L05-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L04-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L17-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_4R-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L02-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L20-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L03-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09R-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_1L-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_5R-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L02_F-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_2L-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L07-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L21-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L12-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L19_R-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L12-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_5L-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_2R-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L19_R-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L14-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_3L-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L11-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L03_B-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L08-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L19_R-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L03_C-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_3R-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L15-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L07-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_6R-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_4R-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L17-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_4R-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_4L-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L02-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L19_L-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L10-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L18-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L08-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L06-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L16-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_5R-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L14-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L04-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_3L-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_1R-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L11-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L07-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L03_B-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09L-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L02_F_OB1003-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L18-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_7-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_7-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L16-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_8-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_2L-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L03_C-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_3R-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L03-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L06-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_1L-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L02_F-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L01-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L03_C-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_7-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L19_L-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L05-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_5R-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L21-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_6R-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L02_F_OB1003-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09R-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L10-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L02_F_OB1003-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L06-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_2R-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_5L-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L15-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L17-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_6L-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L02_F-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L01-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_6L-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_4L-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09L-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L03_B-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_2R-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L18-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L16-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L04-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L15-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09L-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L02-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L20-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_8-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L09_3L-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L09_6R-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L20-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L01-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L14-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L13-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L19_L-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_L09_3R-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_L08-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_L21-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J18-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J21_F-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J29-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J21_F-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J02-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J21_F-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J39-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J01-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J20-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J14-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J24-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J07-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J09-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J22_F-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J22-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J24F-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J07-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J18-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J20-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J35-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J28-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J13-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J17-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J02-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J09-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J12-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J31-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J23-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J33-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J22-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J19-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J36-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J24F-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J16-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J13-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J36-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J20-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J04-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J25-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J10-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J21_F_OB1004_A01_030-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J26-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J22-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J27-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J23-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J31-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J20_F-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J38-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J35-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J21_F_OB1004-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J07-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J01-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J21-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J32-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J24-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J18-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J16-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J39-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J38-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J26-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J33-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J25-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J34-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J24F-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J17-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J36-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J34-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J14-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J32-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J27-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J15-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J21_F_OB1004-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J05-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J38-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J33-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J05-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J06-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J16-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J37-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J27-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J37-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J24-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J15-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J11-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J11-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J13-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J19-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J02-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J12-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J20_F-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J03-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J08-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J08-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J30-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J05-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J20_F-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J01-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J04-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J10-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J39-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J12-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J37-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J17-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J04-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J21_F_OB1004-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J34-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J32-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J03-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J28-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J11-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J21-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J09-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J22_F-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J03-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J30-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J30-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J06-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J19-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J29-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J22_F-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J28-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J23-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J25-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J21-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J08-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J35-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J14-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J06-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J15-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_J26-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_J10-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J29-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_J31-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_H03_C-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_H02_B-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_H03_B-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_H01_A-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_H01_A-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_H01-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_H01-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_H03_C-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_H01_B-SO;SVW;Symbool;1
V-SVW-VERKEERSTEKEN_BORD_H03_B-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_H03_B-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_H01_B-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_H01_C-SO;SVW;Symbool;1
B-SVW-VERKEERSTEKEN_BORD_H02_C-SO;SVW;Symbool;1
SVW-VERKEERSTEKEN_BORD_H03_A-SO;SVW;Symbool;1
