name;hoofdNames;topNames;numUri
HWA_AFSCHEIDER_SLIB;RI;NLCS-object;1
ITR_HULPSTUK_BELUCHTING;RI;NLCS-object;1
ITR_HULPSTUK_ONTSTOPPINGSSTUK;RI;NLCS-object;1
ITR_HULPSTUK_SCHOONMAAKSTUK;RI;NLCS-object;1
ITR_HULPSTUK_INLAAT;RI;NLCS-object;1
ITR_HULPSTUK_VERLOOPSTUK;RI;NLCS-object;1
ITR_HULPSTUK_EINDKAP;RI;NLCS-object;1
ITR_HULPSTUK_ONTLUCHTING;RI;NLCS-object;1
ITR_HULPSTUK_VLINDERKLEP;RI;NLCS-object;1
ITR_HULPSTUK_SPUIKRAAN;RI;NLCS-object;1
ITR_HULPSTUK_KEERKLEP;RI;NLCS-object;1
ITR_HULPSTUK_AFSLUITER;RI;NLCS-object;1
ITR_RESERVOIR_INFILTRATIERESERVOIR;RI;NLCS-object;1
ITR_RESERVOIR_OPENBERGING;RI;NLCS-object;1
ITR_RESERVOIR_BEZINKBASSIN;RI;NLCS-object;1
ITR_RESERVOIR_ZUIVERINGSRESERVOIR;RI;NLCS-object;1
ITR_RESERVOIR_BERGINGSBASSIN;RI;NLCS-object;1
ITR_RESERVOIR_BERGBEZINKBASIN;RI;NLCS-object;1
ITR_RESERVOIR_BERGINGSVIJVER;RI;NLCS-object;1
ITR_LOZELEIDING_UITLEGGER;RI;NLCS-object;1
ITR_LOZELEIDING_VOLGESCHUIMD;RI;NLCS-object;1
ITR_LOZELEIDING_VOLGEZAND;RI;NLCS-object;1
ITR_KOLKAANSLUITLEIDING_PE;RI;NLCS-object;1
ITR_KOLKAANSLUITLEIDING_PVC;RI;NLCS-object;1
ITR_RIOOLPUT-OP HOOGTE BRENGEN;RI;NLCS-object;1
ITR_RIOOLPUT_VALPUT;RI;NLCS-object;1
ITR_RIOOLPUT-VOLZANDEN;RI;NLCS-object;1
ITR_RIOOLPUT_METSELWERK;RI;NLCS-object;1
ITR_RIOOLPUT_PUTDEKSELNIVEAU;RI;NLCS-object;1
ITR_RIOOLPUT_ZANDVANGPUT;RI;NLCS-object;1
ITR_RIOOLPUT_BLINDEPUT;RI;NLCS-object;1
ITR_RIOOLPUT_POMPPUT;RI;NLCS-object;1
ITR_RIOOLPUT_FILTERPUT;RI;NLCS-object;1
ITR_RIOOLPUT_STUWPUT;RI;NLCS-object;1
ITR_RIOOLPUT_KRUISINGSPUT;RI;NLCS-object;1
ITR_RIOOLPUT_INSPECTIEPUT;RI;NLCS-object;1
ITR_RIOOLPUT_DRAINAGEPUT;RI;NLCS-object;1
ITR_RIOOLPUT-LINING;RI;NLCS-object;1
ITR_RIOOLPUT_OVERSTORTPUT;RI;NLCS-object;1
ITR_RIOOLPUT-VOLSCHUIMEN;RI;NLCS-object;1
ITR_RIOOLPUT_HONDEHOKPUT;RI;NLCS-object;1
ITR_RIOOLPUT_BETON;RI;NLCS-object;1
ITR_RIOOLPUT_KUNSTSTOF;RI;NLCS-object;1
ITR_RIOOLPUT_PUTNUMMER;RI;NLCS-object;1
ITR_RIOOLPUT_PUTDEKSEL;RI;NLCS-object;1
ITR_RIOOLPUT_KOPPELPUT;RI;NLCS-object;1
ITR_LOZINGSPUNT_BODEM;RI;NLCS-object;1
ITR_LOZINGSPUNT_OPPERVLAKTEWATER;RI;NLCS-object;1
ITR_KOLK_TROTTOIRKOLK;RI;NLCS-object;1
ITR_KOLK_COMBIKOLK;RI;NLCS-object;1
ITR_KOLK-OP HOOGTE BRENGEN;RI;NLCS-object;1
ITR_KOLK_RWSKOLK;RI;NLCS-object;1
ITR_KOLK_INFILTRATIE;RI;NLCS-object;1
ITR_KOLK_STRAATKOLK;RI;NLCS-object;1
ITR_KOLK_GELEIDEKOLK;RI;NLCS-object;1
ITR_KOLK_TEGELPADKOLK;RI;NLCS-object;1
ITR_AANSLUITPUT_ONTSTOPPINGSPUT;RI;NLCS-object;1
ITR_RIOOLLEIDING_PE;RI;NLCS-object;1
ITR_RIOOLLEIDING_BETON;RI;NLCS-object;1
ITR_RIOOLLEIDING_BOB;RI;NLCS-object;1
ITR_RIOOLLEIDING_PVC;RI;NLCS-object;1
ITR_RIOOLLEIDING_MATERIAAL;RI;NLCS-object;1
ITR_RIOOLLEIDING-VOLSCHUIMEN;RI;NLCS-object;1
ITR_RIOOLLEIDING-LINING;RI;NLCS-object;1
ITR_RIOOLLEIDING-VOLZANDEN;RI;NLCS-object;1
ITR_RIOOLLEIDING_PP;RI;NLCS-object;1
ITR_PERCEELAANSLUITLEIDING_PVC;RI;NLCS-object;1
ITR_PERCEELAANSLUITLEIDING_PE;RI;NLCS-object;1
ITR_LOZEPUT_VOLGESCHUIMD;RI;NLCS-object;1
ITR_LOZEPUT_VOLGEZAND;RI;NLCS-object;1
ITR_RETENTIE_BERGBEZINKBASIN;RI;NLCS-object;1
ITR_RETENTIE_VIJVER;RI;NLCS-object;1
ITR_RETENTIE_WADI;RI;NLCS-object;1
ITR_RETENTIE_BEEKDAL;RI;NLCS-object;1
ITR_RETENTIE_WATERPARTIJ;RI;NLCS-object;1
DWA_RIOOLLEIDING_GRES;RI;NLCS-object;1
DWA_RIOOLLEIDING_PE;RI;NLCS-object;1
DWA_RIOOLLEIDING_PVC;RI;NLCS-object;1
DWA_RIOOLLEIDING_BOB;RI;NLCS-object;1
DWA_RIOOLLEIDING-LINING;RI;NLCS-object;1
DWA_RIOOLLEIDING_BETON;RI;NLCS-object;1
DWA_RIOOLLEIDING-VOLSCHUIMEN;RI;NLCS-object;1
DWA_RIOOLLEIDING-VOLZANDEN;RI;NLCS-object;1
DWA_RIOOLLEIDING_MATERIAAL;RI;NLCS-object;1
DWA_RIOOLLEIDING_PP;RI;NLCS-object;1
DWA_HULPSTUK_ONTSTOPPINGSSTUK;RI;NLCS-object;1
DWA_HULPSTUK_AFSLUITER;RI;NLCS-object;1
DWA_HULPSTUK_EINDKAP;RI;NLCS-object;1
DWA_HULPSTUK_VERLOOPSTUK;RI;NLCS-object;1
DWA_HULPSTUK_VLINDERKLEP;RI;NLCS-object;1
DWA_HULPSTUK_SCHOONMAAKSTUK;RI;NLCS-object;1
DWA_HULPSTUK_INLAAT;RI;NLCS-object;1
DWA_HULPSTUK_BELUCHTING;RI;NLCS-object;1
DWA_HULPSTUK_ONTLUCHTING;RI;NLCS-object;1
DWA_HULPSTUK_SPUIKRAAN;RI;NLCS-object;1
DWA_HULPSTUK_KEERKLEP;RI;NLCS-object;1
DWA_AFSCHEIDER_VET;RI;NLCS-object;1
DWA_AFSCHEIDER_SLIB;RI;NLCS-object;1
DWA_AFSCHEIDER_OLIE;RI;NLCS-object;1
DWA_RIOOLPUT_BLINDEPUT;RI;NLCS-object;1
DWA_RIOOLPUT_OVERSTORTPUT;RI;NLCS-object;1
DWA_RIOOLPUT_VALPUT;RI;NLCS-object;1
DWA_RIOOLPUT_SLIBVANGER;RI;NLCS-object;1
DWA_RIOOLPUT-LINING;RI;NLCS-object;1
DWA_RIOOLPUT-VOLZANDEN;RI;NLCS-object;1
DWA_RIOOLPUT_LOZINGSPUT;RI;NLCS-object;1
DWA_RIOOLPUT_WERVELPUT;RI;NLCS-object;1
DWA_RIOOLPUT_PUTDEKSELHOOGTE;RI;NLCS-object;1
DWA_RIOOLPUT-VOLSCHUIMEN;RI;NLCS-object;1
DWA_RIOOLPUT_MONSTERNAMEPUT;RI;NLCS-object;1
DWA_RIOOLPUT_DOORSPOELPUT;RI;NLCS-object;1
DWA_RIOOLPUT_VERDIEPTEPUT;RI;NLCS-object;1
DWA_RIOOLPUT_ZINKERPUT;RI;NLCS-object;1
DWA_RIOOLPUT_POMPPUT;RI;NLCS-object;1
DWA_RIOOLPUT_BETON;RI;NLCS-object;1
DWA_RIOOLPUT_KUNSTSTOF;RI;NLCS-object;1
DWA_RIOOLPUT_INSPECTIEPUT;RI;NLCS-object;1
DWA_RIOOLPUT_ZANDVANGPUT;RI;NLCS-object;1
DWA_RIOOLPUT_VERDEKTEPUT;RI;NLCS-object;1
DWA_RIOOLPUT_PUTNUMMER;RI;NLCS-object;1
DWA_RIOOLPUT_PUTBUIS;RI;NLCS-object;1
DWA_RIOOLPUT_STUWPUT;RI;NLCS-object;1
DWA_RIOOLPUT-OP HOOGTE BRENGEN;RI;NLCS-object;1
DWA_RIOOLPUT_METSELWERK;RI;NLCS-object;1
DWA_RIOOLPUT_KRUISINGSPUT;RI;NLCS-object;1
DWA_RIOOLPUT_PUTDEKSEL;RI;NLCS-object;1
DWA_LOZEPUT_VOLGESCHUIMD;RI;NLCS-object;1
DWA_LOZEPUT_VOLGEZAND;RI;NLCS-object;1
DWA_PERCEELAANSLUITLEIDING_PVC;RI;NLCS-object;1
DWA_PERCEELAANSLUITLEIDING_PE;RI;NLCS-object;1
DWA_PERCEELAANSLUITLEIDING_PP;RI;NLCS-object;1
DWA_PERCEELAANSLUITLEIDING_GRES;RI;NLCS-object;1
DWA_TRANSPORTLEIDING-VOLZANDEN;RI;NLCS-object;1
DWA_TRANSPORTLEIDING_GRES;RI;NLCS-object;1
DWA_TRANSPORTLEIDING_BETON;RI;NLCS-object;1
DWA_TRANSPORTLEIDING_PVC;RI;NLCS-object;1
DWA_TRANSPORTLEIDING_PE;RI;NLCS-object;1
DWA_TRANSPORTLEIDING-VOLSCHUIMEN;RI;NLCS-object;1
DWA_TRANSPORTLEIDING-OP HOOGTE BRENGEN;RI;NLCS-object;1
DWA_TRANSPORTLEIDING-LINING;RI;NLCS-object;1
DWA_TRANSPORTLEIDING_PP;RI;NLCS-object;1
DWA_LOZELEIDING_VOLGESCHUIMD;RI;NLCS-object;1
DWA_LOZELEIDING_VOLGEZAND;RI;NLCS-object;1
DWA_LOZELEIDING_UITLEGGER;RI;NLCS-object;1
DWA_KOLKAANSLUITLEIDING_PVC;RI;NLCS-object;1
DWA_KOLKAANSLUITLEIDING_PE;RI;NLCS-object;1
DWA_AANSLUITPUT_ONTSTOPPINGSPUT;RI;NLCS-object;1
DWA_KOLK_TROTTOIRKOLK;RI;NLCS-object;1
DWA_KOLK_INFILTRATIE;RI;NLCS-object;1
DWA_KOLK-OP HOOGTE BRENGEN;RI;NLCS-object;1
DWA_KOLK_STRAATKOLK;RI;NLCS-object;1
DWA_KOLK_RWSKOLK;RI;NLCS-object;1
DWA_KOLK_TEGELPADKOLK;RI;NLCS-object;1
DWA_KOLK_GELEIDEKOLK;RI;NLCS-object;1
DWA_KOLK_COMBIKOLK;RI;NLCS-object;1
DWA_LOZINGSPUNT_BODEM;RI;NLCS-object;1
DWA_LOZINGSPUNT_OPPERVLAKTEWATER;RI;NLCS-object;1
VACUUMLEIDING_HULPSTUK_VERLOOPSTUK;RI;NLCS-object;1
VACUUMLEIDING_HULPSTUK_ONTLUCHTING;RI;NLCS-object;1
VACUUMLEIDING_HULPSTUK_BELUCHTING;RI;NLCS-object;1
VACUUMLEIDING_HULPSTUK_SPUIKRAAN;RI;NLCS-object;1
VACUUMLEIDING_HULPSTUK_EINDKAP;RI;NLCS-object;1
VACUUMLEIDING_HULPSTUK_AFSLUITER;RI;NLCS-object;1
VACUUMLEIDING_HULPSTUK_KEERKLEP;RI;NLCS-object;1
VACUUMLEIDING_HULPSTUK_SCHOONMAAKSTUK;RI;NLCS-object;1
VACUUMLEIDING_HULPSTUK_INLAAT;RI;NLCS-object;1
VACUUMLEIDING_HULPSTUK_VLINDERKLEP;RI;NLCS-object;1
VACUUMLEIDING_HULPSTUK_ONTSTOPPINGSSTUK;RI;NLCS-object;1
VACUUMLEIDING_RIOOLPUT_POMPPUT;RI;NLCS-object;1
VACUUMLEIDING_RIOOLPUT-VOLSCHUIMEN;RI;NLCS-object;1
VACUUMLEIDING_RIOOLPUT-VOLZANDEN;RI;NLCS-object;1
VACUUMLEIDING_RIOOLPUT_BETON;RI;NLCS-object;1
VACUUMLEIDING_RIOOLPUT_PUTDEKSELHOOGTE;RI;NLCS-object;1
VACUUMLEIDING_RIOOLPUT_KUNSTSTOF;RI;NLCS-object;1
VACUUMLEIDING_RIOOLPUT-LINING;RI;NLCS-object;1
VACUUMLEIDING_RIOOLPUT_INSPECTIEPUT;RI;NLCS-object;1
VACUUMLEIDING_RIOOLPUT_STUWPUT;RI;NLCS-object;1
VACUUMLEIDING_RIOOLPUT_METSELWERK;RI;NLCS-object;1
VACUUMLEIDING_RIOOLPUT_PUTNUMMER;RI;NLCS-object;1
VACUUMLEIDING_GEMAAL_BESTURINGSKAST;RI;NLCS-object;1
PERSLEIDING_GEMAAL_BESTURINGSKAST;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT-VOLSCHUIMEN;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT-OP HOOGTE BRENGEN;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT_INSPECTIEPUT;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT_STUWPUT;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT-VOLZANDEN;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT-LINING;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT_KUNSTSTOF;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT_METSELWERK;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT_PUTDEKSELHOOGTE;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT_PUTNUMMER;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT_POMPPUT;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT_BETON;RI;NLCS-object;1
PERSLEIDING_RIOOLPUT_PUTDEKSEL;RI;NLCS-object;1
PERSLEIDING_LOZELEIDING_VOLGESCHUIMD;RI;NLCS-object;1
PERSLEIDING_LOZELEIDING_VOLGEZAND;RI;NLCS-object;1
PERSLEIDING_LOZELEIDING_UITLEGGER;RI;NLCS-object;1
PERSLEIDING_HULPSTUK_AFSLUITER;RI;NLCS-object;1
PERSLEIDING_HULPSTUK_ONTLUCHTING;RI;NLCS-object;1
PERSLEIDING_HULPSTUK_VERLOOPSTUK;RI;NLCS-object;1
PERSLEIDING_HULPSTUK_ONTSTOPPINGSSTUK;RI;NLCS-object;1
PERSLEIDING_HULPSTUK_SCHOONMAAKSTUK;RI;NLCS-object;1
PERSLEIDING_HULPSTUK_EINDKAP;RI;NLCS-object;1
PERSLEIDING_HULPSTUK_VLINDERKLEP;RI;NLCS-object;1
PERSLEIDING_HULPSTUK_KEERKLEP;RI;NLCS-object;1
PERSLEIDING_HULPSTUK_SPUIKRAAN;RI;NLCS-object;1
PERSLEIDING_HULPSTUK_BELUCHTING;RI;NLCS-object;1
PERSLEIDING_HULPSTUK_INLAAT;RI;NLCS-object;1
GWA_LOZELEIDING_UITLEGGER;RI;NLCS-object;1
GWA_LOZELEIDING_VOLGEZAND;RI;NLCS-object;1
GWA_LOZELEIDING_VOLGESCHUIMD;RI;NLCS-object;1
GWA_KOLK-OP HOOGTE BRENGEN;RI;NLCS-object;1
GWA_KOLK_RWSKOLK;RI;NLCS-object;1
GWA_KOLK_STRAATKOLK;RI;NLCS-object;1
GWA_KOLK_INFILTRATIE;RI;NLCS-object;1
GWA_KOLK_COMBIKOLK;RI;NLCS-object;1
GWA_KOLK_TROTTOIRKOLK;RI;NLCS-object;1
GWA_KOLK_GELEIDEKOLK;RI;NLCS-object;1
GWA_KOLK_TEGELPADKOLK;RI;NLCS-object;1
GWA_RIOOLPUT_OVERSTORTPUT;RI;NLCS-object;1
GWA_RIOOLPUT-VOLZANDEN;RI;NLCS-object;1
GWA_RIOOLPUT_DOORSPOELPUT;RI;NLCS-object;1
GWA_RIOOLPUT_INSPECTIEPUT;RI;NLCS-object;1
GWA_RIOOLPUT_POMPPUT;RI;NLCS-object;1
GWA_RIOOLPUT_BLINDEPUT;RI;NLCS-object;1
GWA_RIOOLPUT_METSELWERK;RI;NLCS-object;1
GWA_RIOOLPUT-OP HOOGTE BRENGEN;RI;NLCS-object;1
GWA_RIOOLPUT_KRUISINGSPUT;RI;NLCS-object;1
GWA_RIOOLPUT-LINING;RI;NLCS-object;1
GWA_RIOOLPUT_VERDIEPTEPUT;RI;NLCS-object;1
GWA_RIOOLPUT_VERDEKTEPUT;RI;NLCS-object;1
GWA_RIOOLPUT_STUWPUT;RI;NLCS-object;1
GWA_RIOOLPUT_WERVELPUT;RI;NLCS-object;1
GWA_RIOOLPUT_KUNSTSTOF;RI;NLCS-object;1
GWA_RIOOLPUT_VALPUT;RI;NLCS-object;1
GWA_RIOOLPUT_PUTDEKSELHOOGTE;RI;NLCS-object;1
GWA_RIOOLPUT_ZINKERPUT;RI;NLCS-object;1
GWA_RIOOLPUT_PUTNUMMER;RI;NLCS-object;1
GWA_RIOOLPUT_LOZINGSPUT;RI;NLCS-object;1
GWA_RIOOLPUT_BETON;RI;NLCS-object;1
GWA_RIOOLPUT_PUTBUIS;RI;NLCS-object;1
GWA_RIOOLPUT-VOLSCHUIMEN;RI;NLCS-object;1
GWA_RIOOLPUT_PUTDEKSEL;RI;NLCS-object;1
GWA_TRANSPORTLEIDING_PVC;RI;NLCS-object;1
GWA_TRANSPORTLEIDING_GRES;RI;NLCS-object;1
GWA_TRANSPORTLEIDING_BETON;RI;NLCS-object;1
GWA_TRANSPORTLEIDING_PE;RI;NLCS-object;1
GWA_TRANSPORTLEIDING-VOLZANDEN;RI;NLCS-object;1
GWA_TRANSPORTLEIDING-LINING;RI;NLCS-object;1
GWA_TRANSPORTLEIDING-VOLSCHUIMEN;RI;NLCS-object;1
GWA_TRANSPORTLEIDING_PP;RI;NLCS-object;1
GWA_TRANSPORTLEIDING_MATERIAAL;RI;NLCS-object;1
GWA_TRANSPORTLEIDING_BOB;RI;NLCS-object;1
GWA_RIOOLLEIDING_GRES;RI;NLCS-object;1
GWA_RIOOLLEIDING-VOLSCHUIMEN;RI;NLCS-object;1
GWA_RIOOLLEIDING_BETON;RI;NLCS-object;1
GWA_RIOOLLEIDING_PVC;RI;NLCS-object;1
GWA_RIOOLLEIDING_PE;RI;NLCS-object;1
GWA_RIOOLLEIDING-LINING;RI;NLCS-object;1
GWA_RIOOLLEIDING_BOB;RI;NLCS-object;1
GWA_RIOOLLEIDING-VOLZANDEN;RI;NLCS-object;1
GWA_RIOOLLEIDING_PP;RI;NLCS-object;1
GWA_RIOOLLEIDING_MATERIAAL;RI;NLCS-object;1
GWA_AANSLUITPUT_ONTSTOPPINGSPUT;RI;NLCS-object;1
GWA_HULPSTUK_KEERKLEP;RI;NLCS-object;1
GWA_HULPSTUK_SCHOONMAAKSTUK;RI;NLCS-object;1
GWA_HULPSTUK_SPUIKRAAN;RI;NLCS-object;1
GWA_HULPSTUK_EINDKAP;RI;NLCS-object;1
GWA_HULPSTUK_ONTLUCHTING;RI;NLCS-object;1
GWA_HULPSTUK_ONTSTOPPINGSSTUK;RI;NLCS-object;1
GWA_HULPSTUK_BELUCHTING;RI;NLCS-object;1
GWA_HULPSTUK_INLAAT;RI;NLCS-object;1
GWA_HULPSTUK_VERLOOPSTUK;RI;NLCS-object;1
GWA_HULPSTUK_VLINDERKLEP;RI;NLCS-object;1
GWA_HULPSTUK_AFSLUITER;RI;NLCS-object;1
GWA_LOZINGSPUNT_OPPERVLAKTEWATER;RI;NLCS-object;1
GWA_LOZINGSPUNT_BODEM;RI;NLCS-object;1
GWA_PERCEELAANSLUITLEIDING_GRES;RI;NLCS-object;1
GWA_PERCEELAANSLUITLEIDING_PE;RI;NLCS-object;1
GWA_PERCEELAANSLUITLEIDING_PVC;RI;NLCS-object;1
GWA_LOZEPUT_VOLGEZAND;RI;NLCS-object;1
GWA_LOZEPUT_VOLGESCHUIMD;RI;NLCS-object;1
GWA_KOLKAANSLUITLEIDING_PE;RI;NLCS-object;1
GWA_KOLKAANSLUITLEIDING_PVC;RI;NLCS-object;1
GWA_AFSCHEIDER_OLIE;RI;NLCS-object;1
GWA_AFSCHEIDER_SLIB;RI;NLCS-object;1
GWA_AFSCHEIDER_VET;RI;NLCS-object;1
DRAINAGE_RIOOLPUT_DOORSPUITPUT;RI;NLCS-object;1
DRAINAGE_RIOOLPUT_DRAINAGEPUT;RI;NLCS-object;1
DRAINAGE_RIOOLPUT_FILTERPUT;RI;NLCS-object;1
DRAINAGE_RIOOLPUT_BLINDEPUT;RI;NLCS-object;1
DRAINAGE_RIOOLPUT_PUTNUMMER;RI;NLCS-object;1
DRAINAGE_RIOOLPUT_PUTDEKSELHOOGTE;RI;NLCS-object;1
DRAINAGE_RIOOLPUT_PUTDEKSEL;RI;NLCS-object;1
DRAINAGE_RIOOLPUT_INSPECTIEPUT;RI;NLCS-object;1
DRAINAGE_HULPSTUK_SPUIKRAAN;RI;NLCS-object;1
DRAINAGE_HULPSTUK_INLAAT;RI;NLCS-object;1
DRAINAGE_HULPSTUK_VERLOOPSTUK;RI;NLCS-object;1
DRAINAGE_HULPSTUK_SCHOONMAAKSTUK;RI;NLCS-object;1
DRAINAGE_HULPSTUK_KEERKLEP;RI;NLCS-object;1
DRAINAGE_HULPSTUK_AFSLUITER;RI;NLCS-object;1
DRAINAGE_HULPSTUK_STANDPIJP;RI;NLCS-object;1
DRAINAGE_HULPSTUK_ONTSTOPPINGSSTUK;RI;NLCS-object;1
DRAINAGE_HULPSTUK_EINDKAP;RI;NLCS-object;1
DRAINAGE_HULPSTUK_BELUCHTING;RI;NLCS-object;1
DRAINAGE_HULPSTUK_VLINDERKLEP;RI;NLCS-object;1
DRAINAGE_HULPSTUK_ONTLUCHTING;RI;NLCS-object;1
DRAINAGE_HULPSTUK_T STUK;RI;NLCS-object;1
DRAINAGE_DRAIN_PP;RI;NLCS-object;1
DRAINAGE_DRAIN_PVC;RI;NLCS-object;1
DRAINAGE_DRAIN-DOORSPOELEN;RI;NLCS-object;1
DRAINAGE_LOZELEIDING_UITLEGGER;RI;NLCS-object;1
DRAINAGE_TRANSPORTLEIDING_GRES;RI;NLCS-object;1
DRAINAGE_TRANSPORTLEIDING-VOLSCHUIMEN;RI;NLCS-object;1
DRAINAGE_TRANSPORTLEIDING_PVC;RI;NLCS-object;1
DRAINAGE_TRANSPORTLEIDING_BETON;RI;NLCS-object;1
DRAINAGE_TRANSPORTLEIDING_PE;RI;NLCS-object;1
DRAINAGE_TRANSPORTLEIDING-LINING;RI;NLCS-object;1
DRAINAGE_TRANSPORTLEIDING-VOLZANDEN;RI;NLCS-object;1
DRAINAGE_TRANSPORTLEIDING_BOB;RI;NLCS-object;1
DRAINAGE_TRANSPORTLEIDING_MATERIAAL;RI;NLCS-object;1
DRAINAGE_TRANSPORTLEIDING_PP;RI;NLCS-object;1
DRAINAGE_LOZEPUT_VOLGESCHUIMD;RI;NLCS-object;1
DRAINAGE_LOZEPUT_VOLGEZAND;RI;NLCS-object;1
DRAINAGE_PERCEELAANSLUITLEIDING_PVC;RI;NLCS-object;1
DRAINAGE_PERCEELAANSLUITLEIDING_PE;RI;NLCS-object;1
DRAINAGE_PERCEELAANSLUITLEIDING_PP;RI;NLCS-object;1
DRAINAGE_KOLKAANSLUITLEIDING_PVC;RI;NLCS-object;1
DRAINAGE_KOLKAANSLUITLEIDING_PE;RI;NLCS-object;1
DRAINAGE_LOZINGSPUNT_OPPERVLAKTEWATER;RI;NLCS-object;1
DRAINAGE_LOZINGSPUNT_BODEM;RI;NLCS-object;1
DRAINAGE_AANSLUITPUT_ONTSTOPPINGSPUT;RI;NLCS-object;1
DRAINAGE_RIOOLLEIDING_BOB;RI;NLCS-object;1
DRAINAGE_RIOOLLEIDING_GRES;RI;NLCS-object;1
DRAINAGE_RIOOLLEIDING_PVC;RI;NLCS-object;1
DRAINAGE_RIOOLLEIDING-VOLSCHUIMEN;RI;NLCS-object;1
DRAINAGE_RIOOLLEIDING_BETON;RI;NLCS-object;1
DRAINAGE_RIOOLLEIDING_MATERIAAL;RI;NLCS-object;1
DRAINAGE_RIOOLLEIDING_PE;RI;NLCS-object;1
DRAINAGE_RIOOLLEIDING-LINING;RI;NLCS-object;1
DRAINAGE_RIOOLLEIDING-VOLZANDEN;RI;NLCS-object;1
DRAINAGE_RIOOLLEIDING_PP;RI;NLCS-object;1
OVERIG_DUIKER_LOZELEIDING_VOLGESCHUIMD;RI;NLCS-object;1
OVERIG_DUIKER_LOZELEIDING_VOLGEZAND;RI;NLCS-object;1
OVERIG_PERCEELAANSLUITLEIDING_PE_75;RI;NLCS-object;1
OVERIG_PERCEELAANSLUITLEIDING_PE_110;RI;NLCS-object;1
OVERIG_PERCEELAANSLUITLEIDING_PE_90;RI;NLCS-object;1
OVERIG_PERCEELAANSLUITLEIDING_PE_63;RI;NLCS-object;1
OVERIG_PERCEELAANSLUITLEIDING_PE_125;RI;NLCS-object;1
OVERIG_PERCEELAANSLUITLEIDING_PP_125;RI;NLCS-object;1
OVERIG_PERCEELAANSLUITLEIDING_PP_160;RI;NLCS-object;1
OVERIG_PERCEELAANSLUITLEIDING_PVC_110;RI;NLCS-object;1
OVERIG_PERCEELAANSLUITLEIDING_PVC_125;RI;NLCS-object;1
OVERIG_PERCEELAANSLUITLEIDING_PVC_160;RI;NLCS-object;1
OVERIG_KOLKAANSLUITLEIDING_PVC_160;RI;NLCS-object;1
OVERIG_KOLKAANSLUITLEIDING_PVC_110;RI;NLCS-object;1
OVERIG_KOLKAANSLUITLEIDING_PVC_125;RI;NLCS-object;1
OVERIG_KOLKAANSLUITLEIDING_PE_125;RI;NLCS-object;1
OVERIG_KOLKAANSLUITLEIDING_PE_160;RI;NLCS-object;1
OVERIG_KOLKAANSLUITLEIDING_PE_110;RI;NLCS-object;1
HWA_RIOOLPUT_STUWPUT_BETON;RI;NLCS-object;1
HWA_RIOOLPUT_STUWPUT_PE;RI;NLCS-object;1
HWA_RIOOLPUT_BLINDEPUT_PE;RI;NLCS-object;1
HWA_RIOOLPUT_BLINDEPUT_BETON;RI;NLCS-object;1
HWA_RIOOLPUT_OVERSTORTPUT_BETON;RI;NLCS-object;1
HWA_RIOOLPUT_OVERSTORTPUT_PE;RI;NLCS-object;1
HWA_RIOOLPUT_POMPPUT_PE;RI;NLCS-object;1
HWA_RIOOLPUT_POMPPUT_BETON;RI;NLCS-object;1
HWA_RIOOLPUT_INSPECTIEPUT_HONDEHOKPUT;RI;NLCS-object;1
HWA_RIOOLPUT_INSPECTIEPUT_BETON;RI;NLCS-object;1
HWA_RIOOLPUT_INSPECTIEPUT_PE;RI;NLCS-object;1
HWA_RIOOLPUT_INSPECTIEPUT_REINIGENDEPUT;RI;NLCS-object;1
HWA_RIOOLPUT_VALPUT_PE;RI;NLCS-object;1
HWA_RIOOLPUT_VALPUT_BETON;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_300;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_1000;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_1500;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_1700;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_2900;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_2500;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_350;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_2600;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_1200;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_200;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_2000;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_600;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_2200;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_700;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_250;RI;NLCS-object;1
HWA_TRANSPORTLEIDING_GVK_150;RI;NLCS-object;1
