"omschrijving","status","underscore","discipline","underscore2","hoofdgroep","underscore3","object","underscore4","subobject01","underscore5","subobject02","underscore6","subobject03","underscore7","subobject04","underscore8","subobject05","streepje","bewerking","streepje3","element","streepje2","aobject","sobject","laagnaam","lw_b","kl_b","kl_b_a","kl_b_gd","kl_b_gn","kl_b_v","lt_b","lw_n","kl_n","kl_n_a","kl_n_gd","kl_n_gn","kl_n_v","lt_n","lw_v","kl_v","kl_v_a","kl_v_gd","kl_v_gn","kl_v_v","lt_v","lw_t","kl_t","kl_t_a","kl_t_gd","kl_t_gn","kl_t_v","lt_t","vrkl_kort","vrkl_lang","id_nummer","kind_van","objectURI","kind_vanURI"
"BOOM_MEERSTAMMIG_IN CONTAINER_1E GROOTTE","*","_","**","_","GR","_","BOOM","_","MEERSTAMMIG","_","IN CONTAINER","_","1E GROOTTE","_","","_","","'-","","'-","G/S","'-","","SGR-BOOM","*_**_GR_BOOM_MEERSTAMMIG_IN CONTAINER_1E GROOTTE","0.18","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","V-CONTINUOUS-SO","0.35","80","82","80","80","253","CONTINUOUS","","","4272","4265","http://digitalbuildingdata.tech/nlcs/def/1181d51c-3577-4746-b5b9-119597365711","http://digitalbuildingdata.tech/nlcs/def/1e601309-18ae-4681-bb32-cbe968e99d8d"
"BOOM_LAAGSTAM_ZONDER KLUIT_3E GROOTTE","*","_","**","_","GR","_","BOOM","_","LAAGSTAM","_","ZONDER KLUIT","_","3E GROOTTE","_","","_","","'-","","'-","G/S","'-","","SGR-BOOM","*_**_GR_BOOM_LAAGSTAM_ZONDER KLUIT_3E GROOTTE","0.18","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","V-CONTINUOUS-SO","0.35","80","82","80","80","253","CONTINUOUS","","","4249","4246","http://digitalbuildingdata.tech/nlcs/def/56ec5ac9-2975-4b7d-b118-5f26ef6aa0b6","http://digitalbuildingdata.tech/nlcs/def/088a182d-5494-41cb-aa65-a5fc109711d9"
"BOOM_KNOT_MET KLUIT_2E GROOTTE","*","_","**","_","GR","_","BOOM","_","KNOT","_","MET KLUIT","_","2E GROOTTE","_","","_","","'-","","'-","G/S","'-","","SGR-BOOM","*_**_GR_BOOM_KNOT_MET KLUIT_2E GROOTTE","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","4224","4222","http://digitalbuildingdata.tech/nlcs/def/2d7abf25-83b6-44fd-99a6-fb116f690852","http://digitalbuildingdata.tech/nlcs/def/16ec50c0-9832-4862-8e34-936ead86f5ef"
"BOOM_KNOT_STAAK_2E GROOTTE","*","_","**","_","GR","_","BOOM","_","KNOT","_","STAAK","_","2E GROOTTE","_","","_","","'-","","'-","G/S","'-","","SGR-BOOM","*_**_GR_BOOM_KNOT_STAAK_2E GROOTTE","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","4228","4226","http://digitalbuildingdata.tech/nlcs/def/9f50bd30-46cd-4f00-bd5c-f0ed1a0bfa1c","http://digitalbuildingdata.tech/nlcs/def/7a6e535a-fda2-4f6c-ab50-a2cba540be9e"
"BOOM_KNOT_STAAK_1E GROOTTE","*","_","**","_","GR","_","BOOM","_","KNOT","_","STAAK","_","1E GROOTTE","_","","_","","'-","","'-","G/S","'-","","SGR-BOOM","*_**_GR_BOOM_KNOT_STAAK_1E GROOTTE","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","4227","4226","http://digitalbuildingdata.tech/nlcs/def/35688bc1-2013-45d0-8302-f71dbeae491c","http://digitalbuildingdata.tech/nlcs/def/7a6e535a-fda2-4f6c-ab50-a2cba540be9e"
"BOOM_HOOGSTAM_MET KLUIT_2E GROOTTE","*","_","**","_","GR","_","BOOM","_","HOOGSTAM","_","MET KLUIT","_","2E GROOTTE","_","","_","","'-","","'-","G/S","'-","","SGR-BOOM","*_**_GR_BOOM_HOOGSTAM_MET KLUIT_2E GROOTTE","0.18","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","V-CONTINUOUS-SO","0.35","80","82","80","80","253","CONTINUOUS","","","4207","4205","http://digitalbuildingdata.tech/nlcs/def/984a5845-fcf1-40a5-a54c-6a77291a11ce","http://digitalbuildingdata.tech/nlcs/def/6712e741-a772-473a-a1ed-3d71dada2347"
"BOOM_KNOT_MET KLUIT_3E GROOTTE","*","_","**","_","GR","_","BOOM","_","KNOT","_","MET KLUIT","_","3E GROOTTE","_","","_","","'-","","'-","G/S","'-","","SGR-BOOM","*_**_GR_BOOM_KNOT_MET KLUIT_3E GROOTTE","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","4225","4222","http://digitalbuildingdata.tech/nlcs/def/7c1c540e-62d1-4629-abaa-76720f09c4ee","http://digitalbuildingdata.tech/nlcs/def/16ec50c0-9832-4862-8e34-936ead86f5ef"
"BOOM_MEERSTAMMIG_ZONDER KLUIT_3E GROOTTE","*","_","**","_","GR","_","BOOM","_","MEERSTAMMIG","_","ZONDER KLUIT","_","3E GROOTTE","_","","_","","'-","","'-","G/S","'-","","SGR-BOOM","*_**_GR_BOOM_MEERSTAMMIG_ZONDER KLUIT_3E GROOTTE","0.18","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","CONTINUOUS","0.35","80","82","80","80","253","V-CONTINUOUS-SO","0.35","80","82","80","80","253","CONTINUOUS","","","4280","4277","http://digitalbuildingdata.tech/nlcs/def/c57ac714-be0b-4fcd-b73f-62149d3c4824","http://digitalbuildingdata.tech/nlcs/def/04820fea-91d8-4c78-827d-36df859e9d88"
"BOOM_LEI_ZONDER KLUIT_2E GROOTTE","*","_","**","_","GR","_","BOOM","_","LEI","_","ZONDER KLUIT","_","2E GROOTTE","_","","_","","'-","","'-","G/S","'-","","SGR-BOOM","*_**_GR_BOOM_LEI_ZONDER KLUIT_2E GROOTTE","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","4263","4261","http://digitalbuildingdata.tech/nlcs/def/de92f2ca-61dd-4a21-a038-f19dabfd0f99","http://digitalbuildingdata.tech/nlcs/def/abd7aacf-250b-4e96-880b-7ac7f26dfc0a"
"BOOM_LEI_IN CONTAINER_1E GROOTTE","*","_","**","_","GR","_","BOOM","_","LEI","_","IN CONTAINER","_","1E GROOTTE","_","","_","","'-","","'-","G/S","'-","","SGR-BOOM","*_**_GR_BOOM_LEI_IN CONTAINER_1E GROOTTE","0.18","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","CONTINUOUS","0.35","80","80","80","80","253","V-CONTINUOUS-SO","0.35","80","80","80","80","253","CONTINUOUS","","","4254","4253","http://digitalbuildingdata.tech/nlcs/def/614f8c1f-f9ad-45a1-bbef-427215eafaef","http://digitalbuildingdata.tech/nlcs/def/12144cc9-efb9-4dd9-8fca-47f1b2f6c3fc"
