"omschrijving","status","underscore","discipline","underscore2","hoofdgroep","underscore3","object","underscore4","subobject01","underscore5","subobject02","underscore6","subobject03","underscore7","subobject04","underscore8","subobject05","streepje","bewerking","streepje3","element","streepje2","aobject","sobject","laagnaam","lw_b","kl_b","kl_b_a","kl_b_gd","kl_b_gn","kl_b_v","lt_b","lw_n","kl_n","kl_n_a","kl_n_gd","kl_n_gn","kl_n_v","lt_n","lw_v","kl_v","kl_v_a","kl_v_gd","kl_v_gn","kl_v_v","lt_v","lw_t","kl_t","kl_t_a","kl_t_gd","kl_t_gn","kl_t_v","lt_t","vrkl_kort","vrkl_lang","id_nummer","kind_van","objectURI","kind_vanURI"
"KANTOPSLUITING_ELEMENT_INRIT_PERRONBAND","*","_","**","_","VH","_","KANTOPSLUITING","_","ELEMENT","_","INRIT","_","PERRONBAND","_","","_","","'-","","'-","G/S","'-","","B-SVH-KANTOPSLUITING_INRITPERRONBAND_200X250-D; SVH-KANTOPSLUITING_INRITPERRONBAND_200X250-D","*_**_VH_KANTOPSLUITING_ELEMENT_INRIT_PERRONBAND","0.18","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","CONTINUOUS","0.25","40","42","40","40","253","V-CONTINUOUS-SO","0.25","40","42","40","40","253","CONTINUOUS","","","2371","2370","http://digitalbuildingdata.tech/nlcs/def/88a64338-0503-48c5-bcdc-c5bddab26194","http://digitalbuildingdata.tech/nlcs/def/09dcfaab-f25e-49ea-b871-c04386c142f2"
"OPENVERHARDING_TEGEL_SIER","*","_","**","_","VH","_","OPENVERHARDING","_","TEGEL","_","SIER","_","","_","","_","","'-","","'-","G/S/A","'-","AVH-SIERTEGEL","SVH-SIERTEGEL","*_**_VH_OPENVERHARDING_TEGEL_SIER","0.18","90","92","90","90","254","CONTINUOUS","0.35","90","92","90","90","254","CONTINUOUS","0.25","90","92","90","90","254","ZZ-HIDDEN-SO","0.25","90","92","90","90","254","CONTINUOUS","","","2533","2531","http://digitalbuildingdata.tech/nlcs/def/165c2ca4-26af-4d50-b84c-4fc7cd054148","http://digitalbuildingdata.tech/nlcs/def/7d441944-02a8-4eb3-b411-b69b675ed931"
"OPENVERHARDING_TEGEL_GRAS","*","_","**","_","VH","_","OPENVERHARDING","_","TEGEL","_","GRAS","_","","_","","_","","'-","","'-","G/S/A","'-","AVH-GRASTEGEL","SVH-GRASTEGEL","*_**_VH_OPENVERHARDING_TEGEL_GRAS","0.18","70","72","70","70","254","CONTINUOUS","0.35","70","72","70","70","254","CONTINUOUS","0.25","70","72","70","70","254","ZZ-HIDDEN-SO","0.25","70","72","70","70","254","CONTINUOUS","","","2534","2531","http://digitalbuildingdata.tech/nlcs/def/6d408d70-1950-4667-8507-bd81c4c35e5a","http://digitalbuildingdata.tech/nlcs/def/7d441944-02a8-4eb3-b411-b69b675ed931"
"GESLOTENVERHARDING_ASFALT_ONDERLAAG_1","*","_","**","_","VH","_","GESLOTENVERHARDING","_","ASFALT","_","ONDERLAAG","_","1","_","","_","","'-","","'-","G","'-","","","*_**_VH_GESLOTENVERHARDING_ASFALT_ONDERLAAG_1","0.18","10","12","10","10","253","CONTINUOUS","0.35","10","12","10","10","253","CONTINUOUS","0.25","10","12","10","10","253","ZZ-HIDDEN-SO","0.25","10","12","10","10","253","CONTINUOUS","","","3012","3011","http://digitalbuildingdata.tech/nlcs/def/38ad4fbc-3371-41f8-bbda-9a1b8a08cfff","http://digitalbuildingdata.tech/nlcs/def/2f5f6577-7b2d-4da7-b980-44151b29b7d1"
"KANTOPSLUITING_TROTTOIRBAND_RWS_110 220","*","_","**","_","VH","_","KANTOPSLUITING","_","TROTTOIRBAND","_","RWS","_","110 220","_","","_","","'-","","'-","G","'-","","","*_**_VH_KANTOPSLUITING_TROTTOIRBAND_RWS_110 220","0.18","210","212","210","210","253","VH-RWSBAND-SO","0.35","210","212","210","210","253","VH-RWSBAND-SO","0.25","210","212","210","210","253","V-VH-RWSBAND-SO","0.25","210","212","210","210","253","VH-RWSBAND-SO","","","2451","2450","http://digitalbuildingdata.tech/nlcs/def/6f7a3da6-5f98-44d0-b23a-6a7e47a0fc4e","http://digitalbuildingdata.tech/nlcs/def/91ab1c54-d745-4ff8-8376-85ebfaaf5c4a"
"GESLOTENVERHARDING_ASFALT_ONDERLAAG_2","*","_","**","_","VH","_","GESLOTENVERHARDING","_","ASFALT","_","ONDERLAAG","_","2","_","","_","","'-","","'-","G","'-","","","*_**_VH_GESLOTENVERHARDING_ASFALT_ONDERLAAG_2","0.18","10","12","10","10","253","CONTINUOUS","0.35","10","12","10","10","253","CONTINUOUS","0.25","10","12","10","10","253","ZZ-HIDDEN-SO","0.25","10","12","10","10","253","CONTINUOUS","","","3013","3011","http://digitalbuildingdata.tech/nlcs/def/c751b247-f070-455f-8666-836267eff876","http://digitalbuildingdata.tech/nlcs/def/2f5f6577-7b2d-4da7-b980-44151b29b7d1"
"KANTOPSLUITING_TROTTOIRBAND_RWS_ZOAB","*","_","**","_","VH","_","KANTOPSLUITING","_","TROTTOIRBAND","_","RWS","_","ZOAB","_","","_","","'-","","'-","G","'-","","","*_**_VH_KANTOPSLUITING_TROTTOIRBAND_RWS_ZOAB","0.18","210","212","210","210","253","VH-RWSBAND-SO","0.35","210","212","210","210","253","VH-RWSBAND-SO","0.25","210","212","210","210","253","V-VH-RWSBAND-SO","0.25","210","212","210","210","253","VH-RWSBAND-SO","","","2452","2450","http://digitalbuildingdata.tech/nlcs/def/cea42e01-131b-4e60-995a-da85d6c4f382","http://digitalbuildingdata.tech/nlcs/def/91ab1c54-d745-4ff8-8376-85ebfaaf5c4a"
"GESLOTENVERHARDING_ASFALT_SLIJTLAAG_ROOD","*","_","**","_","VH","_","GESLOTENVERHARDING","_","ASFALT","_","SLIJTLAAG","_","ROOD","_","","_","","'-","","'-","G","'-","","","*_**_VH_GESLOTENVERHARDING_ASFALT_SLIJTLAAG_ROOD","0.18","10","12","10","10","253","CONTINUOUS","0.35","10","12","10","10","253","CONTINUOUS","0.25","10","12","10","10","253","ZZ-HIDDEN-SO","0.25","10","12","10","10","253","CONTINUOUS","","","2943","2942","http://digitalbuildingdata.tech/nlcs/def/d3da9eed-f719-49b3-81d0-d7acb0f65c25","http://digitalbuildingdata.tech/nlcs/def/bb1c0ae9-2015-410a-bb68-22c7236decbb"
"GESLOTENVERHARDING_ASFALT_TUSSENLAAG_1","*","_","**","_","VH","_","GESLOTENVERHARDING","_","ASFALT","_","TUSSENLAAG","_","1","_","","_","","'-","","'-","G","'-","","","*_**_VH_GESLOTENVERHARDING_ASFALT_TUSSENLAAG_1","0.18","10","12","10","10","253","CONTINUOUS","0.35","10","12","10","10","253","CONTINUOUS","0.25","10","12","10","10","253","ZZ-HIDDEN-SO","0.25","10","12","10","10","253","CONTINUOUS","","","3016","3015","http://digitalbuildingdata.tech/nlcs/def/baeae744-5ec3-40eb-b102-4bfc6c80fc1a","http://digitalbuildingdata.tech/nlcs/def/c0aadd76-7659-4891-81c2-d044f03c019b"
"GESLOTENVERHARDING_ASFALT_TUSSENLAAG_2","*","_","**","_","VH","_","GESLOTENVERHARDING","_","ASFALT","_","TUSSENLAAG","_","2","_","","_","","'-","","'-","G","'-","","","*_**_VH_GESLOTENVERHARDING_ASFALT_TUSSENLAAG_2","0.18","10","12","10","10","253","CONTINUOUS","0.35","10","12","10","10","253","CONTINUOUS","0.25","10","12","10","10","253","ZZ-HIDDEN-SO","0.25","10","12","10","10","253","CONTINUOUS","","","3017","3015","http://digitalbuildingdata.tech/nlcs/def/d0113c14-9522-4b5e-87c9-b1a63afeef75","http://digitalbuildingdata.tech/nlcs/def/c0aadd76-7659-4891-81c2-d044f03c019b"
"FUNDERING_GRANULAAT_MENG_HYDRAULISCH","*","_","**","_","VH","_","FUNDERING","_","GRANULAAT","_","MENG","_","HYDRAULISCH","_","","_","","'-","","'-","G","'-","","","*_**_VH_FUNDERING_GRANULAAT_MENG_HYDRAULISCH","0.18","7","252","7","7","254","CONTINUOUS","0.35","7","252","7","7","254","CONTINUOUS","0.25","7","252","7","7","254","V-CONTINUOUS-SO","0.25","7","252","7","7","254","CONTINUOUS","","","2498","2497","http://digitalbuildingdata.tech/nlcs/def/cd5ef1cd-d338-4e73-947d-01e1d631d2a6","http://digitalbuildingdata.tech/nlcs/def/bf482544-ee0a-488d-b6ad-0b42b0e4e884"
"KANTOPSLUITING_TROTTOIRBAND_180X200_ZOAB","*","_","**","_","VH","_","KANTOPSLUITING","_","TROTTOIRBAND","_","180X200","_","ZOAB","_","","_","","'-","","'-","G","'-","","","*_**_VH_KANTOPSLUITING_TROTTOIRBAND_180X200_ZOAB","0.18","210","212","210","210","253","VH-TROTTOIRBAND-SO","0.35","210","212","210","210","253","VH-TROTTOIRBAND-SO","0.25","210","212","210","210","253","V-VH-TROTTOIRBAND-SO","0.25","210","212","210","210","253","VH-TROTTOIRBAND-SO","","","2444","2443","http://digitalbuildingdata.tech/nlcs/def/d7e28d88-11a0-4113-99cb-bd8bdc46bdfd","http://digitalbuildingdata.tech/nlcs/def/5cea3339-fbba-4bad-b5c2-5ed32a1d8e36"
"KANTOPSLUITING_ELEMENT_BOOMKRANS_ELEMENT","*","_","**","_","VH","_","KANTOPSLUITING","_","ELEMENT","_","BOOMKRANS","_","ELEMENT","_","","_","","'-","","'-","G","'-","","","*_**_VH_KANTOPSLUITING_ELEMENT_BOOMKRANS_ELEMENT","0.18","60","62","60","60","253","CONTINUOUS","0.35","60","62","60","60","253","CONTINUOUS","0.35","60","62","60","60","253","V-CONTINUOUS-SO","0.35","60","62","60","60","253","CONTINUOUS","","","528","3392","http://digitalbuildingdata.tech/nlcs/def/1b29ee38-55eb-470a-bad8-23bac4b7fb19","http://digitalbuildingdata.tech/nlcs/def/291d02bc-d75a-4439-8cf1-f79a2e71e206"
"KANTOPSLUITING_TROTTOIRBAND_RWS","*","_","**","_","VH","_","KANTOPSLUITING","_","TROTTOIRBAND","_","RWS","_","","_","","_","","'-","","'-","G/S","'-","","B-SVH-KANTOPSLUITING_RWS_110 220X160-D; B-SVH-KANTOPSLUITING_RWS_110 220X200-D; B-SVH-KANTOPSLUITING_RWS_110 220X250-D; B-SVH-KANTOPSLUITING_RWS_ZOABBAND_110 220X250-D; SVH-KANTOPSLUITING_RWS_110 220X160-D; SVH-KANTOPSLUITING_RWS_110 220X200-D; SVH-KANTOPSLUITING_RWS_110 220X250-D; SVH-KANTOPSLUITING_RWS_ZOABBAND_110 220X250-D","*_**_VH_KANTOPSLUITING_TROTTOIRBAND_RWS","0.18","210","212","210","210","253","VH-RWSBAND-SO","0.35","210","212","210","210","253","VH-RWSBAND-SO","0.25","210","212","210","210","253","V-VH-RWSBAND-SO","0.25","210","212","210","210","253","VH-RWSBAND-SO","","","2450","2439","http://digitalbuildingdata.tech/nlcs/def/91ab1c54-d745-4ff8-8376-85ebfaaf5c4a","http://digitalbuildingdata.tech/nlcs/def/71f1d393-0573-4b39-bc7d-bca6ee283d76"
