OMSCHRIJVING;STATUS;-;DISCIPLINE;-;HOOFDGROEP;-;OBJECT;_;SUBOBJECT01;_;SUBOBJECT02;_;SUBOBJECT03;_;SUBOBJECT04;_;SUBOBJECT05;-;BEWERKING;-;SCHAAL;ARCERING;SYMBOOL;LAAGNAAM;B lineweight;B color;B color A;B color GD;B color GN;B color V;B linetype;N lineweight;N color;N color A;N color GD;N color GN;N color V;N linetype;V lineweight;V color;V color A;V color GD;V color GN;V color V;V linetype;T lineweight;T color;T color A;T color GD;T color GN;T color V;T linetype;VRKL_kort;VRKL_lang;ID;KIND_VAN;URI;KIND_VAN_URI
DRI_DRAAGCONSTRUCTIE;*;-;**;-;IV;-;DRI;_;DRAAGCONSTRUCTIE;;;;;;;;;;;;;;;*-**-IV-DRI_DRAAGCONSTRUCTIE;0.18;7;7;7;7;253;CONTINUOUS;0.35;7;7;7;7;253;CONTINUOUS;0.35;7;7;7;7;253;V-CONTINUOUS-SO;0.35;7;7;7;7;253;CONTINUOUS;;;2539;2538;http://digitalbuildingdata.tech/nlcs/def/753c7ead-1159-4009-a803-f0428ee5afab;http://digitalbuildingdata.tech/nlcs/def/df140fff-48cc-41c2-9e98-6350883b31bb
SCHEPENTELLER;*;-;**;-;IV;-;SCHEPENTELLER;;;;;;;;;;;;;;;;;*-**-IV-SCHEPENTELLER;0.18;170;170;170;170;254;CONTINUOUS;0.35;170;170;170;170;254;CONTINUOUS;0.35;170;170;170;170;254;V-CONTINUOUS-SO;0.35;170;170;170;170;254;CONTINUOUS;;;2945;;http://digitalbuildingdata.tech/nlcs/def/19b467bd-ada4-45cb-b12e-d8e25fd273fe;
LICHTOPSTAND;*;-;**;-;IV;-;LICHTOPSTAND;;;;;;;;;;;;;;;;;*-**-IV-LICHTOPSTAND;0.18;170;172;170;170;253;CONTINUOUS;0.35;170;172;170;170;253;CONTINUOUS;0.35;170;172;170;170;253;V-CONTINUOUS-SO;0.35;170;172;170;170;253;CONTINUOUS;;;2544;;http://digitalbuildingdata.tech/nlcs/def/d611f5c9-29c1-49eb-9a5f-7d4bf3de054e;
DRI;*;-;**;-;IV;-;DRI;;;;;;;;;;;;;;;;;*-**-IV-DRI;0.18;170;172;170;170;253;CONTINUOUS;0.35;170;172;170;170;253;CONTINUOUS;0.35;170;172;170;170;253;V-CONTINUOUS-SO;0.35;170;172;170;170;253;CONTINUOUS;;;2538;;http://digitalbuildingdata.tech/nlcs/def/df140fff-48cc-41c2-9e98-6350883b31bb;
