omschrijving,status,underscore,discipline,underscore2,hoofdgroep,underscore3,object,underscore4,subobject01,underscore5,subobject02,underscore6,subobject03,underscore7,subobject04,underscore8,subobject05,streepje,bewerking,streepje3,element,streepje2,schaal,aobject,sobject,laagnaam,lw_b,kl_b,kl_b_a,kl_b_gd,kl_b_gn,kl_b_v,lt_b,lw_n,kl_n,kl_n_a,kl_n_gd,kl_n_gn,kl_n_v,lt_n,lw_v,kl_v,kl_v_a,kl_v_gd,kl_v_gn,kl_v_v,lt_v,lw_t,kl_t,kl_t_a,kl_t_gd,kl_t_gn,kl_t_v,lt_t,vrkl_kort,vrkl_lang,id_nummer,kind_van,objectURI,kind_vanURI
DIJK_BERM_PLASBERM,*,-,**,-,GW,-,DIJK,_,BERM,_,PLASBERM,,,,,,,,,-,G,,,,,*-**-GW-DIJK_BERM_PLASBERM-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,3097,439,,
DIJK_KNIKLIJN,*,-,**,-,GW,-,DIJK,_,KNIKLIJN,,,,,,,,,,,-,G,,,,,*-**-GW-DIJK_KNIKLIJN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,4088,432,,
DIJK_KRUIN,*,-,**,-,GW,-,DIJK,_,KRUIN,,,,,,,,,,,-,G,,,,,*-**-GW-DIJK_KRUIN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,433,432,,
DIJK_KRUIN_BINNEN,*,-,**,-,GW,-,DIJK,_,KRUIN,_,BINNEN,,,,,,,,,-,G,,,,,*-**-GW-DIJK_KRUIN_BINNEN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,434,433,,
DIJK_KRUIN_BUITEN,*,-,**,-,GW,-,DIJK,_,KRUIN,_,BUITEN,,,,,,,,,-,G,,,,,*-**-GW-DIJK_KRUIN_BUITEN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,435,433,,
DIJK_TALUD,*,-,**,-,GW,-,DIJK,_,TALUD,,,,,,,,,,,-,G,,,,,*-**-GW-DIJK_TALUD-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,4087,432,,
DIJK_TEEN,*,-,**,-,GW,-,DIJK,_,TEEN,,,,,,,,,,,-,G,,,,,*-**-GW-DIJK_TEEN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,436,432,,
DIJK_TEEN_BINNEN,*,-,**,-,GW,-,DIJK,_,TEEN,_,BINNEN,,,,,,,,,-,G,,,,,*-**-GW-DIJK_TEEN_BINNEN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,437,436,,
DIJK_TEEN_BUITEN,*,-,**,-,GW,-,DIJK,_,TEEN,_,BUITEN,,,,,,,,,-,G,,,,,*-**-GW-DIJK_TEEN_BUITEN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,438,436,,
GRONDSCHEIDINGEN,*,_,**,_,GW,_,GRONDSCHEIDINGEN,_,,_,,_,,_,,_,,-,,-,G,-,,,,*_**_GW_GRONDSCHEIDINGEN,0.18,210,212,210,210,253,CONTINUOUS,0.50,210,212,210,210,253,CONTINUOUS,0.18,210,212,210,210,253,V-CONTINUOUS-SO,0.18,210,212,210,210,253,CONTINUOUS,,,4756,,http://digitalbuildingdata.tech/nlcs/def/c4186ae5-89c1-45b3-ab14-14f19b31490d,
GRONDSCHEIDINGEN_ANTIWORTELDOEK,*,_,**,_,GW,_,GRONDSCHEIDINGEN,_,ANTIWORTELDOEK,_,,_,,_,,_,,-,,-,G,-,,,,*_**_GW_GRONDSCHEIDINGEN_ANTIWORTELDOEK,0.18,210,212,210,210,253,CONTINUOUS,0.50,210,212,210,210,253,CONTINUOUS,0.18,210,212,210,210,253,V-CONTINUOUS-SO,0.18,210,212,210,210,253,CONTINUOUS,,,4757,4756,http://digitalbuildingdata.tech/nlcs/def/7edb3b41-6d17-4274-9e72-7b31b4c67bf7,http://digitalbuildingdata.tech/nlcs/def/c4186ae5-89c1-45b3-ab14-14f19b31490d
