omschrijving,status,underscore,discipline,underscore2,hoofdgroep,underscore3,object,underscore4,subobject01,underscore5,subobject02,underscore6,subobject03,underscore7,subobject04,underscore8,subobject05,streepje,bewerking,streepje3,element,streepje2,schaal,aobject,sobject,laagnaam,lw_b,kl_b,kl_b_a,kl_b_gd,kl_b_gn,kl_b_v,lt_b,lw_n,kl_n,kl_n_a,kl_n_gd,kl_n_gn,kl_n_v,lt_n,lw_v,kl_v,kl_v_a,kl_v_gd,kl_v_gn,kl_v_v,lt_v,lw_t,kl_t,kl_t_a,kl_t_gd,kl_t_gn,kl_t_v,lt_t,vrkl_kort,vrkl_lang,id_nummer,kind_van,objectURI,kind_vanURI
GROND_SILTIG,*,-,**,-,GW,-,GROND,_,SILTIG,,,,,,,,,,,-,G/A,,,AGW-GROND,,*-**-GW-GROND_SILTIG-G,0.18,7,7,7,7,"165,082,000",CONTINUOUS,0.35,7,7,7,7,"165,082,000",CONTINUOUS,0.35,7,7,7,7,"165,082,000",V-CONTINUOUS-SO,0.35,7,7,7,7,"165,082,000",CONTINUOUS,,,3005,477,,
GROND_SLIB,*,-,**,-,GW,-,GROND,_,SLIB,,,,,,,,,,,-,G/A,,,AGW-GROND_SLIB,,*-**-GW-GROND_SLIB-G/A,0.18,7,7,7,7,"132,147,148",CONTINUOUS,0.35,7,7,7,7,"132,147,148",CONTINUOUS,0.35,7,7,7,7,"132,147,148",V-CONTINUOUS-SO,0.35,7,7,7,7,"132,147,148",CONTINUOUS,,,493,477,,
GROND_SLIB-WERK,*,-,**,-,GW,-,GROND,_,SLIB,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-GROND_SLIB-WERK-G/A,0.18,7,7,7,7,"132,147,148",CONTINUOUS,0.35,7,7,7,7,"132,147,148",CONTINUOUS,0.35,7,7,7,7,"132,147,148",V-CONTINUOUS-SO,0.35,7,7,7,7,"132,147,148",CONTINUOUS,,,494,493,,
GROND_STABILISATIE,*,-,**,-,GW,-,GROND,_,STABILISATIE,,,,,,,,,,,-,G/A,,,AGW-GROND_STABILISATIE,,*-**-GW-GROND_STABILISATIE-G/A,0.18,7,7,7,7,"179,079,142",CONTINUOUS,0.35,7,7,7,7,"179,079,142",CONTINUOUS,0.35,7,7,7,7,"179,079,142",V-CONTINUOUS-SO,0.35,7,7,7,7,"179,079,142",CONTINUOUS,,,495,477,,
GROND_STABILISATIE-WERK,*,-,**,-,GW,-,GROND,_,STABILISATIE,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-GROND_STABILISATIE-WERK-G/A,0.18,7,7,7,7,"179,079,142",CONTINUOUS,0.35,7,7,7,7,"179,079,142",CONTINUOUS,0.35,7,7,7,7,"179,079,142",V-CONTINUOUS-SO,0.35,7,7,7,7,"179,079,142",CONTINUOUS,,,496,495,,
GROND_STEEN,*,-,**,-,GW,-,GROND,_,STEEN,,,,,,,,,,,-,G/A,,,AGW-GROND_STEEN,,*-**-GW-GROND_STEEN-G/A,0.18,7,7,7,7,"171,171,180",CONTINUOUS,0.35,7,7,7,7,"171,171,180",CONTINUOUS,0.35,7,7,7,7,"171,171,180",V-CONTINUOUS-SO,0.35,7,7,7,7,"171,171,180",CONTINUOUS,,,497,477,,
GROND_STEEN-WERK,*,-,**,-,GW,-,GROND,_,STEEN,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-GROND_STEEN-WERK-G/A,0.18,7,7,7,7,"171,171,180",CONTINUOUS,0.35,7,7,7,7,"171,171,180",CONTINUOUS,0.35,7,7,7,7,"171,171,180",V-CONTINUOUS-SO,0.35,7,7,7,7,"171,171,180",CONTINUOUS,,,498,497,,
GROND_TEELAARDE,*,-,**,-,GW,-,GROND,_,TEELAARDE,,,,,,,,,,,-,G/A,,,AGW-GROND_TEELAARDE,SGW-GRONDSOORTEN_TEELGROND,*-**-GW-GROND_TEELAARDE-G/A,0.18,7,7,7,7,"188,098,003",CONTINUOUS,0.35,7,7,7,7,"188,098,003",CONTINUOUS,0.35,7,7,7,7,"188,098,003",V-CONTINUOUS-SO,0.35,7,7,7,7,"188,098,003",CONTINUOUS,,,480,477,,
GROND_TEELAARDE-OPPERVLAKWERK,*,-,**,-,GW,-,GROND,_,TEELAARDE,,,,,,,,,-,OPPERVLAKWERK,-,G/A,,,AGW-GROND_TEELAARDE,SGW-GRONDSOORTEN_TEELGROND,*-**-GW-GROND_TEELAARDE-OPPERVLAKWERK-G,0.18,7,7,7,7,"188,098,003",CONTINUOUS,0.35,7,7,7,7,"188,098,003",CONTINUOUS,0.35,7,7,7,7,"188,098,003",V-CONTINUOUS-SO,0.35,7,7,7,7,"188,098,003",CONTINUOUS,,,482,480,,
GROND_TEELAARDE-WERK,*,-,**,-,GW,-,GROND,_,TEELAARDE,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,SGW-GRONDSOORTEN_TEELGROND,*-**-GW-GROND_TEELAARDE-WERK-G/A,0.18,7,7,7,7,"188,098,003",CONTINUOUS,0.35,7,7,7,7,"188,098,003",CONTINUOUS,0.35,7,7,7,7,"188,098,003",V-CONTINUOUS-SO,0.35,7,7,7,7,"188,098,003",CONTINUOUS,,,481,480,,
GROND_VEEN,*,-,**,-,GW,-,GROND,_,VEEN,,,,,,,,,,,-,G/A,,,AGW-GROND,,*-**-GW-GROND_VEEN-G,0.18,7,7,7,7,"076,130,083",CONTINUOUS,0.35,7,7,7,7,"076,130,083",CONTINUOUS,0.35,7,7,7,7,"076,130,083",V-CONTINUOUS-SO,0.35,7,7,7,7,"076,130,083",CONTINUOUS,,,499,477,,
GROND_VEEN-WERK,*,-,**,-,GW,-,GROND,_,VEEN,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-GROND_VEEN-WERK-G/A,0.18,7,7,7,7,"076,130,083",CONTINUOUS,0.35,7,7,7,7,"076,130,083",CONTINUOUS,0.35,7,7,7,7,"076,130,083",V-CONTINUOUS-SO,0.35,7,7,7,7,"076,130,083",CONTINUOUS,,,500,499,,
GROND_ZAND,*,-,**,-,GW,-,GROND,_,ZAND,,,,,,,,,,,-,G/A,,,AGW-GROND_ZAND,,*-**-GW-GROND_ZAND-G/A,0.18,7,7,7,7,"224,212,103",CONTINUOUS,0.35,7,7,7,7,"224,212,103",CONTINUOUS,0.35,7,7,7,7,"224,212,103",V-CONTINUOUS-SO,0.35,7,7,7,7,"224,212,103",CONTINUOUS,,,501,477,,
GROND_ZAND-WERK,*,-,**,-,GW,-,GROND,_,ZAND,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-GROND_ZAND-WERK-G/A,0.18,7,7,7,7,"224,212,103",CONTINUOUS,0.35,7,7,7,7,"224,212,103",CONTINUOUS,0.35,7,7,7,7,"224,212,103",V-CONTINUOUS-SO,0.35,7,7,7,7,"224,212,103",CONTINUOUS,,,502,501,,
GROND_ZAND_CUNETZAND,*,-,**,-,GW,-,GROND,_,ZAND,_,CUNETZAND,,,,,,,,,-,G/A,,,AGW-GROND_ZAND_CUNETZAND,,*-**-GW-GROND_ZAND_CUNETZAND-G/A,0.18,7,7,7,7,"206,173,099",CONTINUOUS,0.35,7,7,7,7,"206,173,099",CONTINUOUS,0.35,7,7,7,7,"206,173,099",V-CONTINUOUS-SO,0.35,7,7,7,7,"206,173,099",CONTINUOUS,,,503,501,,
GROND_ZAND_CUNETZAND-WERK,*,-,**,-,GW,-,GROND,_,ZAND,_,CUNETZAND,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-GROND_ZAND_CUNETZAND-WERK-G/A,0.18,7,7,7,7,"206,173,099",CONTINUOUS,0.35,7,7,7,7,"206,173,099",CONTINUOUS,0.35,7,7,7,7,"206,173,099",V-CONTINUOUS-SO,0.35,7,7,7,7,"206,173,099",CONTINUOUS,,,504,503,,
GROND_ZAND_DRAINEERZAND,*,-,**,-,GW,-,GROND,_,ZAND,_,DRAINEERZAND,,,,,,,,,-,G/A,,,AGW-GROND_ZAND_DRAINZAND,,*-**-GW-GROND_ZAND_DRAINEERZAND-G/A,0.18,7,7,7,7,"246,232,190",CONTINUOUS,0.35,7,7,7,7,"246,232,190",CONTINUOUS,0.35,7,7,7,7,"246,232,190",V-CONTINUOUS-SO,0.35,7,7,7,7,"246,232,190",CONTINUOUS,,,505,501,,
GROND_ZAND_DRAINEERZAND-WERK,*,-,**,-,GW,-,GROND,_,ZAND,_,DRAINEERZAND,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-GROND_ZAND_DRAINEERZAND-WERK-G/A,0.18,7,7,7,7,"246,232,190",CONTINUOUS,0.35,7,7,7,7,"246,232,190",CONTINUOUS,0.35,7,7,7,7,"246,232,190",V-CONTINUOUS-SO,0.35,7,7,7,7,"246,232,190",CONTINUOUS,,,506,505,,
GROND_ZAND_FUNDERINGSZAND,*,-,**,-,GW,-,GROND,_,ZAND,_,FUNDERINGSZAND,,,,,,,,,-,G/A,,,AGW-GROND_ZAND_FUNDERINGSZAND,,*-**-GW-GROND_ZAND_FUNDERINGSZAND-G/A,0.18,7,7,7,7,"248,237,107",CONTINUOUS,0.35,7,7,7,7,"248,237,107",CONTINUOUS,0.35,7,7,7,7,"248,237,107",V-CONTINUOUS-SO,0.35,7,7,7,7,"248,237,107",CONTINUOUS,,,507,501,,
GROND_ZAND_FUNDERINGSZAND-WERK,*,-,**,-,GW,-,GROND,_,ZAND,_,FUNDERINGSZAND,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-GROND_ZAND_FUNDERINGSZAND-WERK-G/A,0.18,7,7,7,7,"248,237,107",CONTINUOUS,0.35,7,7,7,7,"248,237,107",CONTINUOUS,0.35,7,7,7,7,"248,237,107",V-CONTINUOUS-SO,0.35,7,7,7,7,"248,237,107",CONTINUOUS,,,508,507,,
GROND_ZANDIG,*,-,**,-,GW,-,GROND,_,ZANDIG,,,,,,,,,,,-,G/A,,,AGW-GROND,,*-**-GW-GROND_ZANDIG-G,0.18,7,7,7,7,"165,082,000",CONTINUOUS,0.35,7,7,7,7,"165,082,000",CONTINUOUS,0.35,7,7,7,7,"165,082,000",V-CONTINUOUS-SO,0.35,7,7,7,7,"165,082,000",CONTINUOUS,,,3006,477,,
GROND_ZAVEL,*,-,**,-,GW,-,GROND,_,ZAVEL,,,,,,,,,,,-,G/A,,,AGW-GROND_ZAVEL,,*-**-GW-GROND_ZAVEL-G/A,0.18,7,7,7,7,"252,204,000",CONTINUOUS,0.35,7,7,7,7,"252,204,000",CONTINUOUS,0.35,7,7,7,7,"252,204,000",V-CONTINUOUS-SO,0.35,7,7,7,7,"252,204,000",CONTINUOUS,,,509,477,,
GROND_ZAVEL-WERK,*,-,**,-,GW,-,GROND,_,ZAVEL,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-GROND_ZAVEL-WERK-G/A,0.18,7,7,7,7,"252,204,000",CONTINUOUS,0.35,7,7,7,7,"252,204,000",CONTINUOUS,0.35,7,7,7,7,"252,204,000",V-CONTINUOUS-SO,0.35,7,7,7,7,"252,204,000",CONTINUOUS,,,510,509,,
GRONDWERKLIJN,*,-,**,-,GW,-,GRONDWERKLIJN,,,,,,,,,,,,,-,G,,,,,*-**-GW-GRONDWERKLIJN-G,0.18,43,42,43,43,253,CONTINUOUS,0.50,43,42,43,43,253,CONTINUOUS,0.18,43,42,43,43,253,V-CONTINUOUS-SO,0.18,43,42,43,43,253,CONTINUOUS,,,424,0,,
GRONDWERKLIJN_KNIKLIJN,*,-,**,-,GW,-,GRONDWERKLIJN,_,KNIKLIJN,,,,,,,,,,,-,G,,,,,*-**-GW-GRONDWERKLIJN-KNIKLIJN-G,0.18,63,62,63,63,253,CONTINUOUS,0.50,63,62,63,63,253,CONTINUOUS,0.18,63,62,63,63,253,V-CONTINUOUS-SO,0.18,63,62,63,63,253,CONTINUOUS,,,,424,,
GRONDWERKLIJN_KRUIN,*,-,**,-,GW,-,GRONDWERKLIJN,_,KRUIN,,,,,,,,,,,-,G,,,,,*-**-GW-GRONDWERKLIJN_KRUIN-G,0.18,53,52,53,53,253,CONTINUOUS,0.50,53,52,53,53,253,CONTINUOUS,0.18,53,52,53,53,253,V-CONTINUOUS-SO,0.18,53,52,53,53,253,CONTINUOUS,,,425,424,,
GRONDWERKLIJN_ONDERWATER,*,-,**,-,GW,-,GRONDWERKLIJN,_,KRUIN,_,ONDERWATER,,,,,,,,,-,G,,,,,*-**-GW-GRONDWERKLIJN_ONDERWATER-G,0.18,10,12,10,10,253,CONTINUOUS,0.50,10,12,10,10,253,CONTINUOUS,0.18,10,12,10,10,253,V-CONTINUOUS-SO,0.18,10,12,10,10,253,CONTINUOUS,,,,424,,
GRONDWERKLIJN_TEEN,*,-,**,-,GW,-,GRONDWERKLIJN,_,TEEN,,,,,,,,,,,-,G,,,,,*-**-GW-GRONDWERKLIJN_TEEN-G,0.18,33,32,33,33,253,CONTINUOUS,0.50,33,32,33,33,253,CONTINUOUS,0.18,33,32,33,33,253,V-CONTINUOUS-SO,0.18,33,32,33,33,253,CONTINUOUS,,,426,424,,
HOOGTE,*,-,**,-,GW,-,HOOGTE,,,,,,,,,,,,,-,G,,,,,*-**-GW-HOOGTE-G,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,416,0,,
HOOGTE_AFWERKHOOGTE,*,-,**,-,GW,-,HOOGTE,_,AFWERKHOOGTE,,,,,,,,,,,-,G,,,,,*-**-GW-HOOGTE_AFWERKHOOGTE-G,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,417,416,,
HOOGTE_GRONDWATERSTAND,*,-,**,-,GW,-,HOOGTE,_,GRONDWATERSTAND,,,,,,,,,,,-,G,,,,,*-**-GW-HOOGTE_GRONDWATERSTAND-G,0.18,170,172,170,170,253,CONTINUOUS,0.35,170,172,170,170,253,CONTINUOUS,0.35,170,172,170,170,253,V-CONTINUOUS-SO,0.35,170,172,170,170,253,CONTINUOUS,,,418,416,,
HOOGTE_OVERHOOGTE,*,-,**,-,GW,-,HOOGTE,_,OVERHOOGTE,,,,,,,,,,,-,G,,,,,*-**-GW-HOOGTE_OVERHOOGTE-G,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,419,416,,
HOOGTE_ZETTING,*,-,**,-,GW,-,HOOGTE,_,ZETTING,,,,,,,,,,,-,G,,,,,*-**-GW-HOOGTE_ZETTING-G,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,420,416,,
MAAIVELD,*,-,**,-,GW,-,MAAIVELD,,,,,,,,,,,,,-,G/S,,,,SGW-MAAIVELD,*-**-GW-MAAIVELD-G/S,0.18,90,92,90,90,253,GW-MAAIVELD-SO,0.35,90,92,90,90,253,GW-MAAIVELD-SO,0.35,90,92,90,90,253,V-GW-MAAIVELD-SO,0.35,90,92,90,90,253,GW-MAAIVELD-SO,,,414,0,,
NIETBAGGERVAK,*,-,**,-,GW,-,NIETBAGGERVAK,,,,,,,,,,,,,-,G/A,,,AGW-NIETBAGGERVAK,,*-**-GW-NIETBAGGERVAK-G/A,0.18,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,V-CONTINUOUS-SO,0.35,130,132,130,130,253,CONTINUOUS,,,517,0,,
NIETSTORTVAK,*,-,**,-,GW,-,NIETSTORTVAK,,,,,,,,,,,,,-,G,,,,,*-**-GW-NIETSTORTVAK-G,0.18,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,V-CONTINUOUS-SO,0.35,130,132,130,130,253,CONTINUOUS,,,519,0,,
NIETWINNINGSVAK,*,-,**,-,GW,-,NIETWINNINGSVAK,,,,,,,,,,,,,-,G,,,,,*-**-GW-NIETWINNINGSVAK-G,0.18,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,V-CONTINUOUS-SO,0.35,130,132,130,130,253,CONTINUOUS,,,515,0,,
ONTGRAVINGSVAK,*,-,**,-,GW,-,ONTGRAVINGSVAK,,,,,,,,,,,,,-,G,,,,,*-**-GW-ONTGRAVINGSVAK-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,473,0,,
ONTGRAVINGSVAK-WERK,*,-,**,-,GW,-,ONTGRAVINGSVAK,,,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-ONTGRAVINGSVAK-WERK-G/A,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,476,473,,
ONTGRAVINGSVAK_BODEM,*,-,**,-,GW,-,ONTGRAVINGSVAK,_,BODEM,,,,,,,,,,,-,G,,,,,*-**-GW-ONTGRAVINGSVAK_BODEM-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,475,473,,
ONTGRAVINGSVAK_INSTEEK,*,-,**,-,GW,-,ONTGRAVINGSVAK,_,INSTEEK,,,,,,,,,,,-,G,,,,,*-**-GW-ONTGRAVINGSVAK_INSTEEK-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,474,473,,
OPHOGING,*,-,**,-,GW,-,OPHOGING,,,,,,,,,,,,,-,G,,,,,*-**-GW-OPHOGING-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,442,0,,
OPHOGING-WERK,*,-,**,-,GW,-,OPHOGING,,,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-OPHOGING-WERK-G/A,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,445,442,,
OPHOGING_KRUIN,*,-,**,-,GW,-,OPHOGING,_,KRUIN,,,,,,,,,,,-,G,,,,,*-**-GW-OPHOGING_KRUIN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,443,442,,
OPHOGING_TEEN,*,-,**,-,GW,-,OPHOGING,_,TEEN,,,,,,,,,,,-,G,,,,,*-**-GW-OPHOGING_TEEN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,444,442,,
PIKETLIJN,*,-,**,-,GW,-,PIKETLIJN,,,,,,,,,,,,,-,G,,,,,*-**-GW-PIKETLIJN-G,0.18,10,12,10,10,253,CONTINUOUS,0.35,10,12,10,10,253,CONTINUOUS,0.35,10,12,10,10,253,V-CONTINUOUS-SO,0.35,10,12,10,10,253,CONTINUOUS,,,520,0,,
RAAI,*,-,**,-,GW,-,RAAI,,,,,,,,,,,,,-,G,,,,,*-**-GW-RAAI-G,0.18,10,12,10,10,253,GW-RAAI-SO,0.35,10,12,10,10,253,GW-RAAI-SO,0.35,10,12,10,10,253,V-GW-RAAI-SO,0.35,10,12,10,10,253,GW-RAAI-SO,,,415,0,,
SLEUF,*,-,**,-,GW,-,SLEUF,,,,,,,,,,,,,-,G,,,,,*-**-GW-SLEUF-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,450,0,,
SLEUF-WERK,*,-,**,-,GW,-,SLEUF,,,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-SLEUF-WERK-G/A,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,453,450,,
SLEUF_BODEM,*,-,**,-,GW,-,SLEUF,_,BODEM,,,,,,,,,,,-,G,,,,,*-**-GW-SLEUF_BODEM-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,452,450,,
SLEUF_INSTEEK,*,-,**,-,GW,-,SLEUF,_,INSTEEK,,,,,,,,,,,-,G,,,,,*-**-GW-SLEUF_INSTEEK-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,451,450,,
STORTVAK,*,-,**,-,GW,-,STORTVAK,,,,,,,,,,,,,-,G,,,,,*-**-GW-STORTVAK-G,0.18,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,V-CONTINUOUS-SO,0.35,130,132,130,130,253,CONTINUOUS,,,518,0,,
TALUD,*,-,**,-,GW,-,TALUD,,,,,,,,,,,,,-,G/S,,,,SGW-TALUD_STIJL,*-**-GW-TALUD-G/S,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,427,0,,
TALUD_AANVULLING,*,-,**,-,GW,-,TALUD,_,AANVULLING,,,,,,,,,,,-,G/S,,,,SGW-TALUD_STIJL,*-**-GW-TALUD_AANVULLING-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,3007,427,,
TALUD_KRUIN,*,-,**,-,GW,-,TALUD,_,KRUIN,,,,,,,,,,,-,G/S,,,,SGW-TALUD_STIJL,*-**-GW-TALUD_KRUIN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,428,427,,
TALUD_ONTGRAVING,*,-,**,-,GW,-,TALUD,_,ONTGRAVING,,,,,,,,,,,-,G/S,,,,SGW-TALUD_STIJL,*-**-GW-TALUD_ONTGRAVING-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,3008,427,,
TALUD_TEEN,*,-,**,-,GW,-,TALUD,_,TEEN,,,,,,,,,,,-,G/S,,,,SGW-TALUD_STIJL,*-**-GW-TALUD_TEEN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,429,427,,
TALUDARCERING,*,-,**,-,GW,-,TALUDARCERING,,,,,,,,,,,,,-,G,,,,,*-**-GW-TALUDARCERING-G,0.18,90,92,90,90,253,CONTINUOUS,0.18,90,92,90,90,253,CONTINUOUS,0.18,90,92,90,90,253,V-CONTINUOUS-SO,0.18,90,92,90,90,253,CONTINUOUS,,,421,0,,
TALUDARCERING_KORT,*,-,**,-,GW,-,TALUDARCERING,_,KORT,,,,,,,,,,,-,G,,,,,*-**-GW-TALUDARCERING_KORT-G,0.18,90,92,90,90,253,CONTINUOUS,0.50,90,92,90,90,253,CONTINUOUS,0.18,90,92,90,90,253,V-CONTINUOUS-SO,0.18,90,92,90,90,253,CONTINUOUS,,,423,421,,
TALUDARCERING_LANG,*,-,**,-,GW,-,TALUDARCERING,_,LANG,,,,,,,,,,,-,G,,,,,*-**-GW-TALUDARCERING_LANG-G,0.18,90,92,90,90,253,CONTINUOUS,0.18,90,92,90,90,253,CONTINUOUS,0.18,90,92,90,90,253,V-CONTINUOUS-SO,0.18,90,92,90,90,253,CONTINUOUS,,,422,421,,
VOORBELASTING,*,-,**,-,GW,-,VOORBELASTING,,,,,,,,,,,,,-,G,,,,,*-**-GW-VOORBELASTING-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,430,0,,
WAL,*,-,**,-,GW,-,WAL,,,,,,,,,,,,,-,G,,,,,*-**-GW-WAL-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,446,0,,
WAL-WERK,*,-,**,-,GW,-,WAL,,,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-WAL-WERK-G/A,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,449,446,,
WAL_KRUIN,*,-,**,-,GW,-,WAL,_,KRUIN,,,,,,,,,,,-,G,,,,,*-**-GW-WAL_KRUIN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,447,446,,
WAL_TEEN,*,-,**,-,GW,-,WAL,_,TEEN,,,,,,,,,,,-,G,,,,,*-**-GW-WAL_TEEN-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,448,446,,
WATERGANG,*,-,**,-,GW,-,WATERGANG,,,,,,,,,,,,,-,G,,,,,*-**-GW-WATERGANG-G,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,458,0,,
WATERGANG-WERK,*,-,**,-,GW,-,WATERGANG,,,,,,,,,,,-,WERK,-,G/A,,,AGW-WERK,,*-**-GW-WATERGANG-WERK-G/A,0.18,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,462,458,,
