OMSCHRIJVING;STATUS;-;DISCIPLINE;-;HOOFDGROEP;-;OBJECT;_;SUBOBJECT01;_;SUBOBJECT02;_;SUBOBJECT03;_;SUBOBJECT04;_;SUBOBJECT05;-;BEWERKING;-;ELEMENT;-;SCHAAL;ARCERING;SYMBOOL;LAAGNAAM;B lineweight;B color;B color A;B color GD;B color GN;B color V;B linetype;N lineweight;N color;N color A;N color GD;N color GN;N color V;N linetype;V lineweight;V color;V color A;V color GD;V color GN;V color V;V linetype;T lineweight;T color;T color A;T color GD;T color GN;T color V;T linetype;VRKL_kort;VRKL_lang;VERSIE;WIJZIGING;STATUS;ID;KIND_VAN;
ET_AARDING_KAST_VERDEELKAST;*;-;**;-;KL;-;ET;_;AARDING;_;KAST;_;VERDEELKAST;;;;;;;-;G;;;;;*-**-KL-ET_AARDING_KAST_VERDEELKAST-G;0.18;7;7;7;7;7;CONTINUOUS;0.35;7;7;7;7;7;CONTINUOUS;0.35;7;7;7;7;7;V-CONTINUOUS-SO;0.35;7;7;7;7;7;CONTINUOUS;;;2.3;;;858;857;
ET_AARDING_MANTELBUIS;*;-;**;-;KL;-;ET;_;AARDING;_;MANTELBUIS;;;;;;;;;-;G;;;;;*-**-KL-ET_AARDING_MANTELBUIS-G;0.18;7;7;7;7;7;CONTINUOUS;0.35;7;7;7;7;7;CONTINUOUS;0.35;7;7;7;7;7;V-CONTINUOUS-SO;0.35;7;7;7;7;7;CONTINUOUS;;;2.5;;;859;841;
ET_AARDING_MEETPUNT;*;-;**;-;KL;-;ET;_;AARDING;_;MEETPUNT;;;;;;;;;-;G;;;;;*-**-KL-ET_AARDING_MEETPUNT-G;0.18;7;7;7;7;7;CONTINUOUS;0.35;7;7;7;7;7;CONTINUOUS;0.35;7;7;7;7;7;V-CONTINUOUS-SO;0.35;7;7;7;7;7;CONTINUOUS;;;2.3;;;860;841;
ET_AARDING_OVERIG;*;-;**;-;KL;-;ET;_;AARDING;_;OVERIG;;;;;;;;;-;G;;;;;*-**-KL-ET_AARDING_OVERIG-G;0.18;7;7;7;7;7;CONTINUOUS;0.35;7;7;7;7;7;CONTINUOUS;0.35;7;7;7;7;7;V-CONTINUOUS-SO;0.35;7;7;7;7;7;CONTINUOUS;;;3.1;;VERVALLEN;861;841;
ET_DVM;*;-;**;-;KL;-;ET;_;DVM;;;;;;;;;;;-;G/S;;;;SKL-ET_DVM;*-**-KL-ET_DVM-G/S;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;4.1;;NIEUW;3427;840;
ET_DVM;*;-;**;-;KL;-;ET;_;DVM;;;;;;;;;;;-;G/S;;;;SKL-ET_DVM;*-**-KL-ET_DVM-G/S;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;4.2;4.2: dubbel met 3427;VERVALLEN;3436;840;
ET_HS;*;-;**;-;KL;-;ET;_;HS;;;;;;;;;;;-;G/S;;;;SKL-ET_HS;*-**-KL-ET_HS-G/S;0.18;10;12;10;10;10;KL-HS-SO;0.35;10;12;10;10;10;KL-HS-SO;0.35;10;12;10;10;10;V-KL-HS-SO;0.35;10;12;10;10;10;KL-HS-SO;;;2.3;;;863;840;
ET_HS_220 kV;*;-;**;-;KL;-;ET;_;HS;_;220 kV;;;;;;;;;-;G;;;;;*-**-KL-ET_HS_220 kV-G;0.18;10;12;10;10;10;KL-HS-SO;0.35;10;12;10;10;10;KL-HS-SO;0.35;10;12;10;10;10;V-KL-HS-SO;0.35;10;12;10;10;10;KL-HS-SO;;;2.3;;;864;863;
ET_HS_36 kV;*;-;**;-;KL;-;ET;_;HS;_;36 kV;;;;;;;;;-;G;;;;;*-**-KL-ET_HS_36 kV-G;0.18;10;12;10;10;10;KL-HS-SO;0.35;10;12;10;10;10;KL-HS-SO;0.35;10;12;10;10;10;V-KL-HS-SO;0.35;10;12;10;10;10;KL-HS-SO;;;2.3;;;865;863;
ET_HS_HOOGSPANNINGSMAST;*;-;**;-;KL;-;ET;_;HS;_;HOOGSPANNINGSMAST;;;;;;;;;-;G;;;;;*-**-KL-ET_HS_HOOGSPANNINGSMAST-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;4.2;;NIEUW;3504;863;
ET_HS_HULPSTUK;*;-;**;-;KL;-;ET;_;HS;_;HULPSTUK;;;;;;;;;-;G/S;;;;SKL-ET_HULP;*-**-KL-ET_HS_HULPSTUK-G/S;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;2.3;;;866;863;
ET_HS_HULPSTUK_AANSLUITPUNT;*;-;**;-;KL;-;ET;_;HS;_;HULPSTUK;_;AANSLUITPUNT;;;;;;;-;G;;;;;*-**-KL-ET_HS_HULPSTUK_AANSLUITPUNT-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;2.3;;;867;866;
ET_HS_HULPSTUK_MOF;*;-;**;-;KL;-;ET;_;HS;_;HULPSTUK;_;MOF;;;;;;;-;G;;;;;*-**-KL-ET_HS_HULPSTUK_MOF-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;2.3;;;868;866;
ET_HS_HULPSTUK_OVERIG;*;-;**;-;KL;-;ET;_;HS;_;HULPSTUK;_;OVERIG;;;;;;;-;G;;;;;*-**-KL-ET_HS_HULPSTUK_OVERIG-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;3.1;;VERVALLEN;869;866;
ET_HS_KABELROL;*;-;**;-;KL;-;ET;_;HS;_;KABELROL;;;;;;;;;-;G/S;;;;SKL-ET_KABELROL;*-**-KL-ET_HS_KABELROL-G/S;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;2.3;;;870;863;
ET_HS_MANTELBUIS;*;-;**;-;KL;-;ET;_;HS;_;MANTELBUIS;;;;;;;;;-;G;;;;;*-**-KL-ET_HS_MANTELBUIS-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;2.5;;;871;863;
ET_HS_OVERIG;*;-;**;-;KL;-;ET;_;HS;_;OVERIG;;;;;;;;;-;G;;;;;*-**-KL-ET_HS_OVERIG-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;3.1;;VERVALLEN;872;863;
ET_HS_TRANSFORMATORSTATION;*;-;**;-;KL;-;ET;_;HS;_;TRANSFORMATORSTATION;;;;;;;;;-;G/S;;;;SKL-ET_TRANSFORMATORSTATION;*-**-KL-ET_HS_TRANSFORMATORSTATION-G/S;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;2.3;;;873;863;
ET_HULPSTUK;*;-;**;-;KL;-;ET;_;HULPSTUK;;;;;;;;;;;-;G/S;;;;SKL-ET_HULP;*-**-KL-ET_HULPSTUK-G/S;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;2.3;;;874;840;
ET_HULPSTUK_AANSLUITPUNT;*;-;**;-;KL;-;ET;_;HULPSTUK;_;AANSLUITPUNT;;;;;;;;;-;G;;;;;*-**-KL-ET_HULPSTUK_AANSLUITPUNT-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;2.3;;;875;874;
ET_HULPSTUK_MOF;*;-;**;-;KL;-;ET;_;HULPSTUK;_;MOF;;;;;;;;;-;G;;;;;*-**-KL-ET_HULPSTUK_MOF-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;2.3;;;876;874;
ET_HULPSTUK_OVERIG;*;-;**;-;KL;-;ET;_;HULPSTUK;_;OVERIG;;;;;;;;;-;G;;;;;*-**-KL-ET_HULPSTUK_OVERIG-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;3.1;;VERVALLEN;877;874;
ET_LICHTGEVOELIGE CEL;*;-;**;-;KL;-;ET;_;LICHTGEVOELIGE CEL;;;;;;;;;;;-;S;;;;SKL-ET_LICHTGEVOELIGE CEL;*-**-KL-ET_LICHTGEVOELIGE CEL-S;0.18;10;12;10;10;252;CONTINUOUS;0.35;10;12;10;10;252;CONTINUOUS;0.35;10;12;10;10;252;V-CONTINUOUS-SO;0.35;10;12;10;10;252;CONTINUOUS;;;3.2;NIEUW;NIEUW;968;840;
ET_LOZE LEIDING;*;-;**;-;KL;-;ET;_;LOZE LEIDING;;;;;;;;;;;-;G;;;;;*-**-KL-ET_LOZE LEIDING-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;3.0;;NIEUW;862;840;
ET_LS;*;-;**;-;KL;-;ET;_;LS;;;;;;;;;;;-;G/S;;;;SKL-ET_LS;*-**-KL-ET_LS-G/S;0.18;190;192;190;190;252;KL-LS-SO;0.35;190;192;190;190;190;KL-LS-SO;0.35;190;192;190;190;190;V-KL-LS-SO;0.35;190;192;190;190;190;KL-LS-SO;;;4.1;Symbool toegevoegd;GEWIJZIGD;878;840;
ET_LS_HULPSTUK;*;-;**;-;KL;-;ET;_;LS;_;HULPSTUK;;;;;;;;;-;G/S;;;;SKL-ET_HULP;*-**-KL-ET_LS_HULPSTUK-G/S;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;879;878;
ET_LS_HULPSTUK_AANSLUITPUNT;*;-;**;-;KL;-;ET;_;LS;_;HULPSTUK;_;AANSLUITPUNT;;;;;;;-;G;;;;;*-**-KL-ET_LS_HULPSTUK_AANSLUITPUNT-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;880;879;
ET_LS_HULPSTUK_MOF;*;-;**;-;KL;-;ET;_;LS;_;HULPSTUK;_;MOF;;;;;;;-;G;;;;;*-**-KL-ET_LS_HULPSTUK_MOF-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;881;879;
ET_LS_HULPSTUK_OVERIG;*;-;**;-;KL;-;ET;_;LS;_;HULPSTUK;_;OVERIG;;;;;;;-;G;;;;;*-**-KL-ET_LS_HULPSTUK_OVERIG-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;3.1;;VERVALLEN;882;879;
ET_LS_KABELBUNDEL;*;-;**;-;KL;-;ET;_;LS;_;KABELBUNDEL;;;;;;;;;-;G;;;;;*-**-KL-ET_LS_KABELBUNDEL-G;0.18;190;192;190;190;252;KL-BUNDEL-SO;0.35;190;192;190;190;190;KL-BUNDEL-SO;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;KL-BUNDEL-SO;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;883;878;
ET_LS_KABELROL;*;-;**;-;KL;-;ET;_;LS;_;KABELROL;;;;;;;;;-;G/S;;;;SKL-ET_KABELROL;*-**-KL-ET_LS_KABELROL-G/S;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;884;878;
ET_LS_MANTELBUIS;*;-;**;-;KL;-;ET;_;LS;_;MANTELBUIS;;;;;;;;;-;G;;;;;*-**-KL-ET_LS_MANTELBUIS-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;885;878;
ET_LS_OV;*;-;**;-;KL;-;ET;_;LS;_;OV;;;;;;;;;-;G;;;;;*-**-KL-ET_LS_OV-G;0.18;190;192;190;190;252;OV-KABEL-SO;0.35;190;192;190;190;190;OV-KABEL-SO;0.35;190;192;190;190;190;V-OV-KABEL-SO;0.35;190;192;190;190;190;OV-KABEL-SO;;;5.0;;VERVALLEN;886;878;
ET_LS_OV_OVERIG;*;-;**;-;KL;-;ET;_;LS;_;OV;_;OVERIG;;;;;;;-;G;;;;;*-**-KL-ET_LS_OV_OVERIG-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;3.1;;VERVALLEN;914;886;
ET_LS_OVERIG;*;-;**;-;KL;-;ET;_;LS;_;OVERIG;;;;;;;;;-;G;;;;;*-**-KL-ET_LS_OVERIG-G;0.18;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;CONTINUOUS;0.35;10;12;10;10;10;V-CONTINUOUS-SO;0.35;10;12;10;10;10;CONTINUOUS;;;3.1;;VERVALLEN;916;878;
ET_LS_PUTKAST;*;-;**;-;KL;-;ET;_;LS;_;PUTKAST;;;;;;;;;-;G;;;;;*-**-KL-ET_LS_PUTKAST-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;917;878;
ET_LS_SR;*;-;**;-;KL;-;ET;_;LS;_;SR;;;;;;;;;-;G;;;;;*-**-KL-ET_LS_SR-G;0.18;190;192;190;190;252;KL-LS-SO;0.35;190;192;190;190;190;KL-LS-SO;0.35;190;192;190;190;190;V-KL-LS-SO;0.35;190;192;190;190;190;KL-LS-SO;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;918;878;
ET_LS_SR_ARMATUUR;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;;;;;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;919;918;
ET_LS_SR_ARMATUUR_BAANEINDELICHT;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;BAANEINDELICHT;;;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_BAANEINDELICHT-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;920;919;
ET_LS_SR_ARMATUUR_BAANEINDELICHT_INBOUW;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;BAANEINDELICHT;_;INBOUW;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_BAANEINDELICHT_INBOUW-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;921;920;
ET_LS_SR_ARMATUUR_BAANEINDELICHT_OPBOUW;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;BAANEINDELICHT;_;OPBOUW;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_BAANEINDELICHT_OPBOUW-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;922;920;
ET_LS_SR_ARMATUUR_DREMPELLICHT;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;DREMPELLICHT;;;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_DREMPELLICHT-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;923;919;
ET_LS_SR_ARMATUUR_DREMPELLICHT_INBOUW;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;DREMPELLICHT;_;INBOUW;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_DREMPELLICHT_INBOUW-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;924;923;
ET_LS_SR_ARMATUUR_DREMPELLICHT_OPBOUW;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;DREMPELLICHT;_;OPBOUW;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_DREMPELLICHT_OPBOUW-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;925;923;
ET_LS_SR_ARMATUUR_HELIPANELLICHT;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;HELIPANELLICHT;;;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_HELIPANELLICHT-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;926;919;
ET_LS_SR_ARMATUUR_INVLIEGLICHT;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;INVLIEGLICHT;;;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_INVLIEGLICHT-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;927;919;
ET_LS_SR_ARMATUUR_INVLIEGLICHT_INBOUW;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;INVLIEGLICHT;_;INBOUW;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_INVLIEGLICHT_INBOUW-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;928;927;
ET_LS_SR_ARMATUUR_INVLIEGLICHT_OPBOUW;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;INVLIEGLICHT;_;OPBOUW;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_INVLIEGLICHT_OPBOUW-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;929;927;
ET_LS_SR_ARMATUUR_NADERINGSLICHT;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;NADERINGSLICHT;;;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_NADERINGSLICHT-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;930;919;
ET_LS_SR_ARMATUUR_NADERINGSLICHT_INBOUW;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;NADERINGSLICHT;_;INBOUW;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_NADERINGSLICHT_INBOUW-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;931;930;
ET_LS_SR_ARMATUUR_NADERINGSLICHT_OPBOUW;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;NADERINGSLICHT;_;OPBOUW;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_NADERINGSLICHT_OPBOUW-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;932;930;
ET_LS_SR_ARMATUUR_OVERRUNRANDLICHT;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;OVERRUNRANDLICHT;;;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_OVERRUNRANDLICHT-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;933;919;
ET_LS_SR_ARMATUUR_OVERRUNRANDLICHT_INBOUW;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;OVERRUNRANDLICHT;_;INBOUW;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_OVERRUNRANDLICHT_INBOUW-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;934;933;
ET_LS_SR_ARMATUUR_OVERRUNRANDLICHT_OPBOUW;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;OVERRUNRANDLICHT;_;OPBOUW;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_OVERRUNRANDLICHT_OPBOUW-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;935;933;
ET_LS_SR_ARMATUUR_PAPLICHT;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;PAPLICHT;;;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_PAPLICHT-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;936;919;
ET_LS_SR_ARMATUUR_PLATFORMLICHT;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;PLATFORMLICHT;;;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_PLATFORMLICHT-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;937;919;
ET_LS_SR_ARMATUUR_ROLBAANLICHT;*;-;**;-;KL;-;ET;_;LS;_;SR;_;ARMATUUR;_;ROLBAANLICHT;;;;;-;G;;;;;*-**-KL-ET_LS_SR_ARMATUUR_ROLBAANLICHT-G;0.18;190;192;190;190;252;CONTINUOUS;0.35;190;192;190;190;190;CONTINUOUS;0.35;190;192;190;190;190;V-CONTINUOUS-SO;0.35;190;192;190;190;190;CONTINUOUS;;;4.0;Kleur 190 ipv 10 vanwege verschil met HS en MS;GEWIJZIGD;938;919;
