omschrijving,status,underscore,discipline,underscore2,hoofdgroep,underscore3,object,underscore4,subobject01,underscore5,subobject02,underscore6,subobject03,underscore7,subobject04,underscore8,subobject05,streepje,bewerking,streepje3,element,streepje2,schaal,aobject,sobject,laagnaam,lw_b,kl_b,kl_b_a,kl_b_gd,kl_b_gn,kl_b_v,lt_b,lw_n,kl_n,kl_n_a,kl_n_gd,kl_n_gn,kl_n_v,lt_n,lw_v,kl_v,kl_v_a,kl_v_gd,kl_v_gn,kl_v_v,lt_v,lw_t,kl_t,kl_t_a,kl_t_gd,kl_t_gn,kl_t_v,lt_t,vrkl_kort,vrkl_lang,id_nummer,kind_van,objectURI,kind_vanURI
MEUBILAIR_CAMERA,*,-,**,-,IE,-,MEUBILAIR,_,CAMERA,,,,,,,,,,,-,G/S,,,,SIE-WEG_INGANGSCONTROLE_CAMERA,*-**-IE-MEUBILAIR_CAMERA-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3098,521,,
MEUBILAIR_DIJKPAAL,*,-,**,-,IE,-,MEUBILAIR,_,DIJKPAAL,,,,,,,,,,,-,G/S,,,,SIE-DIJKPAAL,*-**-IE-MEUBILAIR_DIJKPAAL-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3385,521,,
MEUBILAIR_FONTEIN,*,-,**,-,IE,-,MEUBILAIR,_,FONTEIN,,,,,,,,,,,-,G/S,,,,SIE-FONTEIN,*-**-IE-MEUBILAIR_FONTEIN-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3387,521,,
MEUBILAIR_LUCHTHAVENMEUBILAIR,*,-,**,-,IE,-,MEUBILAIR,_,LUCHTHAVENMEUBILAIR,,,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_LUCHTHAVENMEUBILAIR-G,0.18,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,CONTINUOUS,0.35,130,132,130,130,253,V-CONTINUOUS-SO,0.35,130,132,130,130,253,CONTINUOUS,,,544,521,,
MEUBILAIR_OPENBAARTOILET,*,-,**,-,IE,-,MEUBILAIR,_,OPENBAARTOILET,,,,,,,,,,,-,G/S,,,,SIE-OPENBAARTOILET,*-**-IE-MEUBILAIR_OPENBAARTOILET-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3386,521,,
MEUBILAIR_PEUKENPAAL,*,-,**,-,IE,-,MEUBILAIR,_,PEUKENPAAL,,,,,,,,,,,-,G/S,,,,SIE-WEG_PEUKENPAAL,*-**-IE-MEUBILAIR_PEUKENPAAL-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3569,521,,
MEUBILAIR_PICKNICKSET,*,-,**,-,IE,-,MEUBILAIR,_,PICKNICKSET,,,,,,,,,,,-,G/S,,,,SIE-WEG_PICKNICKSET,*-**-IE-MEUBILAIR_PICKNICKSET-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3570,521,,
MEUBILAIR_SCHIJNWERPER,*,-,**,-,IE,-,MEUBILAIR,_,SCHIJNWERPER,,,,,,,,,,,-,G/S,,,,SIE-WEG_SCHIJNWERPER,*-**-IE-MEUBILAIR_SCHIJNWERPER-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3572,521,,
MEUBILAIR_SNUFFELPAAL,*,-,**,-,IE,-,MEUBILAIR,_,SNUFFELPAAL,,,,,,,,,,,-,G/S,,,,SIE-WEG_SNUFFELPAAL,*-**-IE-MEUBILAIR_SNUFFELPAAL-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3573,521,,
MEUBILAIR_SPEELPLEK,*,-,**,-,IE,-,MEUBILAIR,_,SPEELPLEK,,,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_SPEELPLEK-G,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,"65,200,165",CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3099,521,,
MEUBILAIR_SPOORWEGMEUBILAIR,*,-,**,-,IE,-,MEUBILAIR,_,SPOORWEGMEUBILAIR,,,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_SPOORWEGMEUBILAIR-G,0.18,30,32,30,30,253,CONTINUOUS,0.35,30,32,30,30,253,CONTINUOUS,0.35,30,32,30,30,253,V-CONTINUOUS-SO,0.35,30,32,30,30,253,CONTINUOUS,,,543,521,,
MEUBILAIR_TELEFOONCEL,*,-,**,-,IE,-,MEUBILAIR,_,TELEFOONCEL,,,,,,,,,,,-,G/S,,,,SIE-WEG_TELEFOONCEL,*-**-IE-MEUBILAIR_TELEFOONCEL-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3574,521,,
MEUBILAIR_WATERWEGMEUBILAIR,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,,,,,,,,,,,-,G/S,,,,SIE-WATER,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR-G/S,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,537,521,,
MEUBILAIR_WATERWEGMEUBILAIR_AFMEERCONSTRUCTIE,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,AFMEERCONSTRUCTIE,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_AFMEERCONSTRUCTIE-G,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,542,537,,
MEUBILAIR_WATERWEGMEUBILAIR_BOEI,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,BOEI,,,,,,,,,-,G/S,,,,SIE-WATER_BOEI,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_BOEI-G/S,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,3555,537,,
MEUBILAIR_WATERWEGMEUBILAIR_BOLDER,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,BOLDER,,,,,,,,,-,G/S,,,,SIE-WATER_BOLDER,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_BOLDER-G/S,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,541,537,,
MEUBILAIR_WATERWEGMEUBILAIR_DEBIETMETER,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,DEBIETMETER,,,,,,,,,-,G/S,,,,SIE-WATER_DEBIETMETER,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_DEBIETMETER-G/S,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,3556,537,,
MEUBILAIR_WATERWEGMEUBILAIR_DRIJFRAAM,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,DRIJFRAAM,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_DRIJFRAAM-G,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,538,537,,
MEUBILAIR_WATERWEGMEUBILAIR_DRINKBAK,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,DRINKBAK,,,,,,,,,-,G/S,,,,SIE-WATER_DRINKBAK,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_DRINKBAK-G/S,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,3557,537,,
MEUBILAIR_WATERWEGMEUBILAIR_DUKDALF,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,DUKDALF,,,,,,,,,-,G/S,,,,SIE-WATER_DUKDALF,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_DUKDALF-G/S,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,3558,537,,
MEUBILAIR_WATERWEGMEUBILAIR_LOOPBRUG,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,LOOPBRUG,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_LOOPBRUG-G,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,540,537,,
MEUBILAIR_WATERWEGMEUBILAIR_MEERPAAL,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,MEERPAAL,,,,,,,,,-,G/S,,,,SIE-WATER_MEERPAAL,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_MEERPAAL-G/S,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,3559,537,,
MEUBILAIR_WATERWEGMEUBILAIR_MEERSTOEL,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,MEERSTOEL,,,,,,,,,-,G/S,,,,SIE-WATER_MEERSTOEL,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_MEERSTOEL-G/S,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,3560,537,,
MEUBILAIR_WATERWEGMEUBILAIR_MERKPAAL,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,MERKPAAL,,,,,,,,,-,G/S,,,,SIE-WATER_MERKPAAL,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_MERKPAAL-G/S,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,3561,537,,
MEUBILAIR_WATERWEGMEUBILAIR_PLANKIER,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,PLANKIER,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_PLANKIER-G,0.18,150,150,150,150,253,CONTINUOUS,0.35,150,150,150,150,253,CONTINUOUS,0.35,150,150,150,150,253,V-CONTINUOUS-SO,0.35,150,150,150,150,253,CONTINUOUS,,,2909,537,,
MEUBILAIR_WATERWEGMEUBILAIR_VLONDER,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,VLONDER,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_VLONDER-G,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,539,537,,
MEUBILAIR_WATERWEGMEUBILAIR_WATERSTANDMETER,*,-,**,-,IE,-,MEUBILAIR,_,WATERWEGMEUBILAIR,_,WATERSTANDMETER,,,,,,,,,-,G/S,,,,SIE-WATER_WATERSTANDMETER,*-**-IE-MEUBILAIR_WATERWEGMEUBILAIR_WATERSTANDMETER-G/S,0.18,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,CONTINUOUS,0.35,150,152,150,150,253,V-CONTINUOUS-SO,0.35,150,152,150,150,253,CONTINUOUS,,,3562,537,,
MEUBILAIR_WEGMEUBILAIR,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,,,,,,,,,,,-,G/S,,,,SIE-WEG,*-**-IE-MEUBILAIR_WEGMEUBILAIR-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,522,521,,
MEUBILAIR_WEGMEUBILAIR_ABRI,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,ABRI,,,,,,,,,-,G/S,,,,SIE-WEG_ABRI,*-**-IE-MEUBILAIR_WEGMEUBILAIR_ABRI-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,526,522,,
MEUBILAIR_WEGMEUBILAIR_ABRI,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,ABRI,,,,,,,,,-,G/S,,,,SIE-WEG_ABRI,*-**-IE-MEUBILAIR_WEGMEUBILAIR_ABRI-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3391,522,,
MEUBILAIR_WEGMEUBILAIR_AFVALBAK,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,AFVALBAK,,,,,,,,,-,G/S,,,,SIE-WEG_AFVALBAK,*-**-IE-MEUBILAIR_WEGMEUBILAIR_AFVALBAK-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3401,522,,
MEUBILAIR_WEGMEUBILAIR_ANTENNE,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,ANTENNE,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WEGMEUBILAIR_ANTENNE-G,0.18,210,212,210,210,253,CONTINUOUS,0.35,210,212,210,210,253,CONTINUOUS,0.35,210,212,210,210,253,V-CONTINUOUS-SO,0.35,210,212,210,210,253,CONTINUOUS,,,523,522,,
MEUBILAIR_WEGMEUBILAIR_ANTENNE,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,ANTENNE,,,,,,,,,-,G/S,,,,SIE-WEG_ANTENNE,*-**-IE-MEUBILAIR_WEGMEUBILAIR_ANTENNE-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3388,522,,
MEUBILAIR_WEGMEUBILAIR_BESCHERMBEUGEL,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,BESCHERMBEUGEL,,,,,,,,,-,G/S,,,,SIE-WEG_BESCHERMBEUGEL,*-**-IE-MEUBILAIR_WEGMEUBILAIR_BESCHERMBEUGEL-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3563,522,,
MEUBILAIR_WEGMEUBILAIR_BOOMKRANS,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,BOOMKRANS,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WEGMEUBILAIR_BOOMKRANS-G,0.18,60,62,60,60,253,CONTINUOUS,0.35,60,62,60,60,253,CONTINUOUS,0.35,60,62,60,60,253,V-CONTINUOUS-SO,0.35,60,62,60,60,253,CONTINUOUS,,,527,522,,
MEUBILAIR_WEGMEUBILAIR_BOOMROOSTER,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,BOOMROOSTER,,,,,,,,,-,G/S,,,,SIE-WEG_BOOMROOSTER,*-**-IE-MEUBILAIR_WEGMEUBILAIR_BOOMROOSTER-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3402,522,,
MEUBILAIR_WEGMEUBILAIR_BRIEVENBUS,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,BRIEVENBUS,,,,,,,,,-,G/S,,,,SIE-WEG_BRIEVENBUS,*-**-IE-MEUBILAIR_WEGMEUBILAIR_BRIEVENBUS-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3403,522,,
MEUBILAIR_WEGMEUBILAIR_CAMERA,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,CAMERA,,,,,,,,,-,G/S,,,,SIE-WEG_CAMERA,*-**-IE-MEUBILAIR_WEGMEUBILAIR_CAMERA-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3404,522,,
MEUBILAIR_WEGMEUBILAIR_CONTAINER,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,CONTAINER,,,,,,,,,-,G/S,,,,SIE-WEG_CONTAINER,*-**-IE-MEUBILAIR_WEGMEUBILAIR_CONTAINER-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3405,522,,
MEUBILAIR_WEGMEUBILAIR_DRINKBAK,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,DRINKBAK,,,,,,,,,-,G/S,,,,SIE-WEG_DRINKBAK,*-**-IE-MEUBILAIR_WEGMEUBILAIR_DRINKBAK-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3564,522,,
MEUBILAIR_WEGMEUBILAIR_FIETSENREK,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,FIETSENREK,,,,,,,,,-,G/S,,,,SIE-WEG_FIETS,*-**-IE-MEUBILAIR_WEGMEUBILAIR_FIETSENREK-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3406,522,,
MEUBILAIR_WEGMEUBILAIR_FLITSPAAL,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,FLITSPAAL,,,,,,,,,-,G/S,,,,SIE-WEG-FLITSPAAL,*-**-IE-MEUBILAIR_WEGMEUBILAIR_FLITSPAAL-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3565,522,,
MEUBILAIR_WEGMEUBILAIR_FONTEIN,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,FONTEIN,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WEGMEUBILAIR_FONTEIN-G,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3101,522,,
MEUBILAIR_WEGMEUBILAIR_GLASBOLREFLECTOR,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,GLASBOLREFLECTOR,,,,,,,,,-,G/S,,,,SIE-WEG_GLASBOLREFLECTOR,*-**-IE-MEUBILAIR_WEGMEUBILAIR_GLASBOLREFLECTOR-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3566,522,,
MEUBILAIR_WEGMEUBILAIR_GRONDSPOT,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,GRONDSPOT,,,,,,,,,-,G/S,,,,SIE-WEG_GRONDSPOT,*-**-IE-MEUBILAIR_WEGMEUBILAIR_GRONDSPOT-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3567,522,,
MEUBILAIR_WEGMEUBILAIR_HALTEPAAL,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,HALTEPAAL,,,,,,,,,-,G/S,,,,SVW-HALTEPAAL,*-**-IE-MEUBILAIR_WEGMEUBILAIR_HALTEPAAL-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3474,522,,
MEUBILAIR_WEGMEUBILAIR_HOOGSPANNINGSMAST,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,HOOGSPANNINGSMAST,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WEGMEUBILAIR_HOOGSPANNINGSMAST-G,0.18,60,62,60,60,253,CONTINUOUS,0.35,60,62,60,60,253,CONTINUOUS,0.35,60,62,60,60,253,V-CONTINUOUS-SO,0.35,60,62,60,60,253,CONTINUOUS,,,536,522,,
MEUBILAIR_WEGMEUBILAIR_HOOGSPANNINGSMAST,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,HOOGSPANNINGSMAST,,,,,,,,,-,G/S,,,,SIE-WEG_HOOGSPANNINGSMAST,*-**-IE-MEUBILAIR_WEGMEUBILAIR_HOOGSPANNINGSMAST-G/S,0.18,7,7,7,7,"204,100,110",CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3400,522,,
MEUBILAIR_WEGMEUBILAIR_INGANGSCONTROLE,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,INGANGSCONTROLE,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WEGMEUBILAIR_INGANGSCONTROLE-G,0.18,60,62,60,60,253,CONTINUOUS,0.35,60,62,60,60,253,CONTINUOUS,0.35,60,62,60,60,253,V-CONTINUOUS-SO,0.35,60,62,60,60,253,CONTINUOUS,,,529,522,,
MEUBILAIR_WEGMEUBILAIR_INGANGSCONTROLE,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,INGANGSCONTROLE,,,,,,,,,-,G/S,,,,SIE-WEG_INGANGSCONTROLE,*-**-IE-MEUBILAIR_WEGMEUBILAIR_INGANGSCONTROLE-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3393,522,,
MEUBILAIR_WEGMEUBILAIR_INKLIMBEVEILIGING,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,INKLIMBEVEILIGING,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WEGMEUBILAIR_INKLIMBEVEILIGING-G,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3102,522,,
MEUBILAIR_WEGMEUBILAIR_KUNSTWERK,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,KUNSTWERK,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WEGMEUBILAIR_KUNSTWERK-G,0.18,60,62,60,60,253,CONTINUOUS,0.35,60,62,60,60,253,CONTINUOUS,0.35,60,62,60,60,253,V-CONTINUOUS-SO,0.35,60,62,60,60,253,CONTINUOUS,,,530,522,,
MEUBILAIR_WEGMEUBILAIR_KUNSTWERK,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,KUNSTWERK,,,,,,,,,-,G/S,,,,SIE-WEG_KUNSTWERK,*-**-IE-MEUBILAIR_WEGMEUBILAIR_KUNSTWERK-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3394,522,,
MEUBILAIR_WEGMEUBILAIR_LICHTMAST,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,LICHTMAST,,,,,,,,,-,G/S,,,,SIE-WEG_LICHTMAST,*-**-IE-MEUBILAIR_WEGMEUBILAIR_LICHTMAST-G/S,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3407,522,,
MEUBILAIR_WEGMEUBILAIR_LPGVULPUNT,*,-,**,-,IE,-,MEUBILAIR,_,WEGMEUBILAIR,_,LPGVULPUNT,,,,,,,,,-,G,,,,,*-**-IE-MEUBILAIR_WEGMEUBILAIR_LPGVULPUNT-G,0.18,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,CONTINUOUS,0.35,7,7,7,7,253,V-CONTINUOUS-SO,0.35,7,7,7,7,253,CONTINUOUS,,,3103,522,,
