omschrijving,status,underscore,discipline,underscore2,hoofdgroep,underscore3,object,underscore4,subobject01,underscore5,subobject02,underscore6,subobject03,underscore7,subobject04,underscore8,subobject05,streepje,bewerking,streepje3,element,streepje2,schaal,aobject,sobject,laagnaam,lw_b,kl_b,kl_b_a,kl_b_gd,kl_b_gn,kl_b_v,lt_b,lw_n,kl_n,kl_n_a,kl_n_gd,kl_n_gn,kl_n_v,lt_n,lw_v,kl_v,kl_v_a,kl_v_gd,kl_v_gn,kl_v_v,lt_v,lw_t,kl_t,kl_t_a,kl_t_gd,kl_t_gn,kl_t_v,lt_t,vrkl_kort,vrkl_lang,id_nummer,kind_van,objectURI,kind_vanURI
BOOM_BEVEERD_ZONDER KLUIT_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,BEVEERD,_,ZONDER KLUIT,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_BEVEERD_ZONDER KLUIT_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4195,4193,,
BOOM_BEVEERD_ZONDER KLUIT_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,BEVEERD,_,ZONDER KLUIT,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_BEVEERD_ZONDER KLUIT_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4196,4193,,
BOOM_BOSPLANTSOEN,*,-,**,-,GR,-,BOOM,_,BOSPLANTSOEN,,,,,,,,,,,-,G/S,,,,SGR-BOOM,*-**-GR-BOOM_BOSPLANTSOEN-G,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,V-CONTINUOUS-SO,0.35,80,80,80,80,253,CONTINUOUS,,,2907,360,,
BOOM_GROEP,*,-,**,-,GR,-,BOOM,_,GROEP,,,,,,,,,,,-,G/S,,,,SGR-BOOM,*-**-GR-BOOM_GROEP-G,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,V-CONTINUOUS-SO,0.35,80,80,80,80,253,CONTINUOUS,,,2906,360,,
BOOM_HOOGSTAM,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4197,360,,
BOOM_HOOGSTAM_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,1E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4198,4197,,
BOOM_HOOGSTAM_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,2E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4199,4197,,
BOOM_HOOGSTAM_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,3E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4200,4197,,
BOOM_HOOGSTAM_IN CONTAINER,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,IN CONTAINER,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_IN CONTAINER,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4201,4197,,
BOOM_HOOGSTAM_IN CONTAINER_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,IN CONTAINER,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_IN CONTAINER_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4202,4201,,
BOOM_HOOGSTAM_IN CONTAINER_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,IN CONTAINER,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_IN CONTAINER_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4203,4201,,
BOOM_HOOGSTAM_IN CONTAINER_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,IN CONTAINER,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_IN CONTAINER_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4204,4201,,
BOOM_HOOGSTAM_MET KLUIT,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,MET KLUIT,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_MET KLUIT,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4205,4197,,
BOOM_HOOGSTAM_MET KLUIT_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,MET KLUIT,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_MET KLUIT_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4206,4205,,
BOOM_HOOGSTAM_MET KLUIT_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,MET KLUIT,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_MET KLUIT_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4207,4205,,
BOOM_HOOGSTAM_MET KLUIT_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,MET KLUIT,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_MET KLUIT_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4208,4205,,
BOOM_HOOGSTAM_ZONDER KLUIT,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,ZONDER KLUIT,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_ZONDER KLUIT,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4209,4197,,
BOOM_HOOGSTAM_ZONDER KLUIT_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,ZONDER KLUIT,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_ZONDER KLUIT_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4210,4209,,
BOOM_HOOGSTAM_ZONDER KLUIT_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,ZONDER KLUIT,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_ZONDER KLUIT_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4211,4209,,
BOOM_HOOGSTAM_ZONDER KLUIT_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,HOOGSTAM,_,ZONDER KLUIT,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_HOOGSTAM_ZONDER KLUIT_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4212,4209,,
BOOM_INVERHARDING,*,-,**,-,GR,-,BOOM,_,INVERHARDING,,,,,,,,,,,-,G/S,,,,SGR-BOOM,*-**-GR-BOOM_INVERHARDING-G,0.13,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,V-CONTINUOUS-SO,0.35,80,82,80,80,253,CONTINUOUS,,,362,360,,
BOOM_INVOLLEGROND,*,-,**,-,GR,-,BOOM,_,INVOLLEGROND,,,,,,,,,,,-,G/S,,,,SGR-BOOM,*-**-GR-BOOM_INVOLLEGROND-G,0.13,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,V-CONTINUOUS-SO,0.35,80,82,80,80,253,CONTINUOUS,,,363,360,,
