omschrijving,status,underscore,discipline,underscore2,hoofdgroep,underscore3,object,underscore4,subobject01,underscore5,subobject02,underscore6,subobject03,underscore7,subobject04,underscore8,subobject05,streepje,bewerking,streepje3,element,streepje2,schaal,aobject,sobject,laagnaam,lw_b,kl_b,kl_b_a,kl_b_gd,kl_b_gn,kl_b_v,lt_b,lw_n,kl_n,kl_n_a,kl_n_gd,kl_n_gn,kl_n_v,lt_n,lw_v,kl_v,kl_v_a,kl_v_gd,kl_v_gn,kl_v_v,lt_v,lw_t,kl_t,kl_t_a,kl_t_gd,kl_t_gn,kl_t_v,lt_t,vrkl_kort,vrkl_lang,id_nummer,kind_van,objectURI,kind_vanURI
BOOM_KNOT,*,-,**,-,GR,-,BOOM,_,KNOT,,,,,,,,,,,-,G/S,,,,SGR-BOOM,*-**-GR-BOOM_KNOT-G,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,V-CONTINUOUS-SO,0.35,80,80,80,80,253,CONTINUOUS,,,2905,360,,
BOOM_KNOT_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,1E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_1E GROOTTE,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,V-CONTINUOUS-SO,0.35,80,80,80,80,253,CONTINUOUS,,,4215,2905,,
BOOM_KNOT_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,2E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_2E GROOTTE,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,V-CONTINUOUS-SO,0.35,80,80,80,80,253,CONTINUOUS,,,4216,2905,,
BOOM_KNOT_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,3E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_3E GROOTTE,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,V-CONTINUOUS-SO,0.35,80,80,80,80,253,CONTINUOUS,,,4217,2905,,
BOOM_KNOT_IN CONTAINER,*,_,**,_,GR,_,BOOM,_,KNOT,_,IN CONTAINER,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_IN CONTAINER,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4218,2905,,
BOOM_KNOT_IN CONTAINER_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,IN CONTAINER,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_IN CONTAINER_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4219,4218,,
BOOM_KNOT_IN CONTAINER_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,IN CONTAINER,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_IN CONTAINER_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4220,4218,,
BOOM_KNOT_IN CONTAINER_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,IN CONTAINER,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_IN CONTAINER_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4221,4218,,
BOOM_KNOT_MET KLUIT,*,_,**,_,GR,_,BOOM,_,KNOT,_,MET KLUIT,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_MET KLUIT,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4222,2905,,
BOOM_KNOT_MET KLUIT_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,MET KLUIT,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_MET KLUIT_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4223,4222,,
BOOM_KNOT_MET KLUIT_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,MET KLUIT,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_MET KLUIT_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4224,4222,,
BOOM_KNOT_MET KLUIT_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,MET KLUIT,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_MET KLUIT_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4225,4222,,
BOOM_KNOT_STAAK,*,_,**,_,GR,_,BOOM,_,KNOT,_,STAAK,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_STAAK,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4226,2905,,
BOOM_KNOT_STAAK_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,STAAK,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_STAAK_1E GROOTTE,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4227,4226,,
BOOM_KNOT_STAAK_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,STAAK,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_STAAK_2E GROOTTE,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4228,4226,,
BOOM_KNOT_STAAK_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,STAAK,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_STAAK_3E GROOTTE,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4229,4226,,
BOOM_KNOT_ZONDER KLUIT,*,_,**,_,GR,_,BOOM,_,KNOT,_,ZONDER KLUIT,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_ZONDER KLUIT,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4230,2905,,
BOOM_KNOT_ZONDER KLUIT_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,ZONDER KLUIT,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_ZONDER KLUIT_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4231,4230,,
BOOM_KNOT_ZONDER KLUIT_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,ZONDER KLUIT,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_ZONDER KLUIT_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4232,4230,,
BOOM_KNOT_ZONDER KLUIT_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,KNOT,_,ZONDER KLUIT,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_KNOT_ZONDER KLUIT_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4233,4230,,
BOOM_KROON,*,-,**,-,GR,-,BOOM,_,KROON,,,,,,,,,,,-,,G,,,,*-**-GR-BOOM_KROON-G,0.13,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,CONTINUOUS,0.35,90,92,90,90,253,V-CONTINUOUS-SO,0.35,90,92,90,90,253,CONTINUOUS,,,3503,360,,
BOOM_LAAGSTAM,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4234,360,,
BOOM_LAAGSTAM_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,1E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4235,4234,,
BOOM_LAAGSTAM_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,2E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4236,4234,,
BOOM_LAAGSTAM_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,3E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4237,4234,,
BOOM_LAAGSTAM_IN CONTAINER,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,IN CONTAINER,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_IN CONTAINER,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4238,4234,,
BOOM_LAAGSTAM_IN CONTAINER_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,IN CONTAINER,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_IN CONTAINER_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4239,4238,,
BOOM_LAAGSTAM_IN CONTAINER_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,IN CONTAINER,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_IN CONTAINER_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4240,4238,,
BOOM_LAAGSTAM_IN CONTAINER_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,IN CONTAINER,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_IN CONTAINER_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4241,4238,,
BOOM_LAAGSTAM_MET KLUIT,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,MET KLUIT,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_MET KLUIT,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4242,4234,,
BOOM_LAAGSTAM_MET KLUIT_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,MET KLUIT,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_MET KLUIT_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4243,4242,,
BOOM_LAAGSTAM_MET KLUIT_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,MET KLUIT,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_MET KLUIT_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4244,4242,,
BOOM_LAAGSTAM_MET KLUIT_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,MET KLUIT,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_MET KLUIT_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4245,4242,,
BOOM_LAAGSTAM_ZONDER KLUIT,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,ZONDER KLUIT,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_ZONDER KLUIT,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,82,CONTINUOUS,,,4246,4234,,
BOOM_LAAGSTAM_ZONDER KLUIT_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,ZONDER KLUIT,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_ZONDER KLUIT_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,82,CONTINUOUS,,,4247,4246,,
BOOM_LAAGSTAM_ZONDER KLUIT_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,ZONDER KLUIT,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_ZONDER KLUIT_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,82,CONTINUOUS,,,4248,4246,,
BOOM_LAAGSTAM_ZONDER KLUIT_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,LAAGSTAM,_,ZONDER KLUIT,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LAAGSTAM_ZONDER KLUIT_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,82,CONTINUOUS,,,4249,4246,,
BOOM_LAANBEPLANTING,*,-,**,-,GR,-,BOOM,_,LAANBEPLANTING,,,,,,,,,,,-,G/S,,,,SGR-BOOM,*-**-GR-BOOM_LAANBEPLANTING-G,0.13,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,V-CONTINUOUS-SO,0.35,80,82,80,80,253,CONTINUOUS,,,361,360,,
BOOM_LEI,*,-,**,-,GR,-,BOOM,_,LEI,,,,,,,,,,,-,G/S,,,,SGR-BOOM,*-**-GR-BOOM_LEI-G,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,V-CONTINUOUS-SO,0.35,80,80,80,80,253,CONTINUOUS,,,2904,360,,
BOOM_LEI_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,LEI,_,1E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_1E GROOTTE,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,V-CONTINUOUS-SO,0.35,80,80,80,80,253,CONTINUOUS,,,4250,2904,,
BOOM_LEI_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,LEI,_,2E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_2E GROOTTE,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,V-CONTINUOUS-SO,0.35,80,80,80,80,253,CONTINUOUS,,,4251,2904,,
BOOM_LEI_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,LEI,_,3E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_3E GROOTTE,0.18,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,CONTINUOUS,0.35,80,80,80,80,253,V-CONTINUOUS-SO,0.35,80,80,80,80,253,CONTINUOUS,,,4252,2904,,
BOOM_LEI_IN CONTAINER,*,_,**,_,GR,_,BOOM,_,LEI,_,IN CONTAINER,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_IN CONTAINER,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4253,2904,,
BOOM_LEI_IN CONTAINER_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,LEI,_,IN CONTAINER,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_IN CONTAINER_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4254,4253,,
BOOM_LEI_IN CONTAINER_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,LEI,_,IN CONTAINER,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_IN CONTAINER_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4255,4253,,
BOOM_LEI_IN CONTAINER_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,LEI,_,IN CONTAINER,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_IN CONTAINER_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4256,4253,,
BOOM_LEI_MET KLUIT,*,_,**,_,GR,_,BOOM,_,LEI,_,MET KLUIT,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_MET KLUIT,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,80,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4257,2904,,
BOOM_LEI_MET KLUIT_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,LEI,_,MET KLUIT,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_MET KLUIT_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,80,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4258,4257,,
BOOM_LEI_MET KLUIT_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,LEI,_,MET KLUIT,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_MET KLUIT_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,80,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4259,4257,,
BOOM_LEI_MET KLUIT_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,LEI,_,MET KLUIT,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_MET KLUIT_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,80,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4260,4257,,
BOOM_LEI_ZONDER KLUIT,*,_,**,_,GR,_,BOOM,_,LEI,_,ZONDER KLUIT,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_ZONDER KLUIT,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4261,2904,,
BOOM_LEI_ZONDER KLUIT_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,LEI,_,ZONDER KLUIT,_,1E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_ZONDER KLUIT_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4262,4261,,
BOOM_LEI_ZONDER KLUIT_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,LEI,_,ZONDER KLUIT,_,2E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_ZONDER KLUIT_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4263,4261,,
BOOM_LEI_ZONDER KLUIT_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,LEI,_,ZONDER KLUIT,_,3E GROOTTE,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_LEI_ZONDER KLUIT_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4264,4261,,
BOOM_MEERSTAMMIG,*,_,**,_,GR,_,BOOM,_,MEERSTAMMIG,_,,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_MEERSTAMMIG,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4265,360,,
BOOM_MEERSTAMMIG_1E GROOTTE,*,_,**,_,GR,_,BOOM,_,MEERSTAMMIG,_,1E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_MEERSTAMMIG_1E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4266,4265,,
BOOM_MEERSTAMMIG_2E GROOTTE,*,_,**,_,GR,_,BOOM,_,MEERSTAMMIG,_,2E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_MEERSTAMMIG_2E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4267,4265,,
BOOM_MEERSTAMMIG_3E GROOTTE,*,_,**,_,GR,_,BOOM,_,MEERSTAMMIG,_,3E GROOTTE,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_MEERSTAMMIG_3E GROOTTE,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4268,4265,,
BOOM_MEERSTAMMIG_IN CONTAINER,*,_,**,_,GR,_,BOOM,_,MEERSTAMMIG,_,IN CONTAINER,_,,_,,_,,-,,-,G/S,,,,SGR-BOOM,*_**_GR_BOOM_MEERSTAMMIG_IN CONTAINER,0.18,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,0.35,80,82,80,80,253,CONTINUOUS,,,4269,4265,,
