nameStelselType;uriStelselType;nameGWSWStelselType;GwswStelselType;nameType;uriType;nameGWSWType;GwswType;nameNLCSLaagnaam;NLCSLaagnaam;nameNLCSSymbool;NLCSSymbool
DWA;http://digitalbuildingdata.tech/nlcs-class/def/DWA;Vuilwaterstelsel;http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel;DWA_KOLK_STRAATKOLK;http://digitalbuildingdata.tech/nlcs-class/def/DWA_KOLK_STRAATKOLK;Straatkolk;http://data.gwsw.nl/1.6/totaal/Straatkolk;DWA_KOLK_STRAATKOLK;http://digitalbuildingdata.tech/nlcs/def/1d5266ab-edd1-4eaf-bfd4-a0575a0d7757;SRI-KOLK_STRAAT;http://digitalbuildingdata.tech/nlcs/def/10a4ff37-893e-44c7-bef5-14784318bb12
DWA;http://digitalbuildingdata.tech/nlcs-class/def/DWA;Vuilwaterstelsel;http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel;DWA_HULPSTUK_BELUCHTING;http://digitalbuildingdata.tech/nlcs-class/def/DWA_HULPSTUK_BELUCHTING;Beluchtingsventiel;http://data.gwsw.nl/1.6/totaal/Beluchtingsventiel;DWA_HULPSTUK_BELUCHTING;http://digitalbuildingdata.tech/nlcs/def/2183c5d4-71ee-451c-a7fe-df7d3d5ef4e2;SRI-HULP_BELUCHTING;http://digitalbuildingdata.tech/nlcs/def/a980fa03-792b-4a0c-82aa-61be7b6120d3
DWA;http://digitalbuildingdata.tech/nlcs-class/def/DWA;Vuilwaterstelsel;http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel;DWA_TERREINKAST;http://digitalbuildingdata.tech/nlcs-class/def/DWA_TERREINKAST;Buitenopstellingskast;http://data.gwsw.nl/1.6/totaal/Buitenopstellingskast;DWA_TERREINKAST;http://digitalbuildingdata.tech/nlcs/def/b524fbdc-8df5-4104-9e85-acd17efc61b0;SRI-TERREINKAST;http://digitalbuildingdata.tech/nlcs/def/d31ce527-b4da-4e16-b403-af62720f67e4
DWA;http://digitalbuildingdata.tech/nlcs-class/def/DWA;Vuilwaterstelsel;http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel;DWA_HULPSTUK_INLAAT;http://digitalbuildingdata.tech/nlcs-class/def/DWA_HULPSTUK_INLAAT;Inlaat;http://data.gwsw.nl/1.6/totaal/Inlaat;DWA_HULPSTUK_INLAAT;http://digitalbuildingdata.tech/nlcs/def/96f53492-bb42-4f1a-a4e5-e049b7a9a839;SRI-HULP_INLAAT;http://digitalbuildingdata.tech/nlcs/def/eb21b980-ed94-422a-897f-ec090a2b4c3d
DWA;http://digitalbuildingdata.tech/nlcs-class/def/DWA;Vuilwaterstelsel;http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel;DWA_KOLKAANSLUITLEIDING;http://digitalbuildingdata.tech/nlcs-class/def/DWA_KOLKAANSLUITLEIDING;Kolkaansluitleiding;http://data.gwsw.nl/1.6/totaal/Kolkaansluitleiding;DWA_KOLKAANSLUITLEIDING;http://digitalbuildingdata.tech/nlcs/def/028df41c-a61c-4af6-aae4-55811b72a345;;
DWA;http://digitalbuildingdata.tech/nlcs-class/def/DWA;Vuilwaterstelsel;http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel;DWA_KOLK;http://digitalbuildingdata.tech/nlcs-class/def/DWA_KOLK;Kolk;http://data.gwsw.nl/1.6/totaal/Kolk;DWA_KOLK;http://digitalbuildingdata.tech/nlcs/def/53f5afac-8389-42b7-b7b2-9cf77298e784;SRI-KOLK;http://digitalbuildingdata.tech/nlcs/def/a43e37dd-12ac-4347-84f0-f0de8518a727
DWA;http://digitalbuildingdata.tech/nlcs-class/def/DWA;Vuilwaterstelsel;http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel;DWA_SEPTICTANK;http://digitalbuildingdata.tech/nlcs-class/def/DWA_SEPTICTANK;Septictank;http://data.gwsw.nl/1.6/totaal/Septictank;DWA_SEPTICTANK;http://digitalbuildingdata.tech/nlcs/def/61815ff3-60fb-405f-bc9c-f8223cd62272;;
DWA;http://digitalbuildingdata.tech/nlcs-class/def/DWA;Vuilwaterstelsel;http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel;DWA_RIOOLPUT_SLIBVANGER;http://digitalbuildingdata.tech/nlcs-class/def/DWA_RIOOLPUT_SLIBVANGER;Slibvangput;http://data.gwsw.nl/1.6/totaal/Slibvangput;DWA_RIOOLPUT_SLIBVANGER;http://digitalbuildingdata.tech/nlcs/def/b96a4853-1a18-4751-bee5-0ae61eb5448c;;
DWA;http://digitalbuildingdata.tech/nlcs-class/def/DWA;Vuilwaterstelsel;http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel;DWA_HULPSTUK;http://digitalbuildingdata.tech/nlcs-class/def/DWA_HULPSTUK;Constructieonderdeel;http://data.gwsw.nl/1.6/totaal/Constructieonderdeel;DWA_HULPSTUK;http://digitalbuildingdata.tech/nlcs/def/ecdaa4de-aaac-4fce-93f8-63a32389a4d1;SRI-HULP;http://digitalbuildingdata.tech/nlcs/def/47df2747-2f14-478d-a38b-78850d160fe4
DWA;http://digitalbuildingdata.tech/nlcs-class/def/DWA;Vuilwaterstelsel;http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel;DWA_LOZINGSPUNT;http://digitalbuildingdata.tech/nlcs-class/def/DWA_LOZINGSPUNT;Lozingspunt;http://data.gwsw.nl/1.6/totaal/Lozingspunt;DWA_LOZINGSPUNT;http://digitalbuildingdata.tech/nlcs/def/e5460fc4-0037-455f-8f3f-19f6f9dad1d9;;
DWA;http://digitalbuildingdata.tech/nlcs-class/def/DWA;Vuilwaterstelsel;http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel;DWA_KOLK_INFILTRATIE;http://digitalbuildingdata.tech/nlcs-class/def/DWA_KOLK_INFILTRATIE;Infiltratiekolk;http://data.gwsw.nl/1.6/totaal/Infiltratiekolk;DWA_KOLK_INFILTRATIE;http://digitalbuildingdata.tech/nlcs/def/ecd1e1fc-d127-4b31-9b1d-d335d67223a5;SRI-KOLK_IFILTR;http://digitalbuildingdata.tech/nlcs/def/d420e909-0cca-4d83-8e4c-eb3bcf43178f
DWA;http://digitalbuildingdata.tech/nlcs-class/def/DWA;Vuilwaterstelsel;http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel;DWA_HULPSTUK_EINDKAP;http://digitalbuildingdata.tech/nlcs-class/def/DWA_HULPSTUK_EINDKAP;Afsluitstuk;http://data.gwsw.nl/1.6/totaal/Afsluitstuk;DWA_HULPSTUK_EINDKAP;http://digitalbuildingdata.tech/nlcs/def/3f206b07-4385-4fd2-aa19-c99f1cf68928;SRI-HULP_EINDKAP;http://digitalbuildingdata.tech/nlcs/def/2e9d9cf1-701a-4510-affb-6f5b42a3acae
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_TERREINKAST;http://digitalbuildingdata.tech/nlcs-class/def/HWA_TERREINKAST;Buitenopstellingskast;http://data.gwsw.nl/1.6/totaal/Buitenopstellingskast;HWA_TERREINKAST;http://digitalbuildingdata.tech/nlcs/def/6d586145-300f-4d66-9ccb-69e6bbc7710c;SRI-TERREINKAST;http://digitalbuildingdata.tech/nlcs/def/d31ce527-b4da-4e16-b403-af62720f67e4
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_LOZELEIDING;http://digitalbuildingdata.tech/nlcs-class/def/HWA_LOZELEIDING;LozeLeiding;http://data.gwsw.nl/1.6/totaal/LozeLeiding;HWA_LOZELEIDING;http://digitalbuildingdata.tech/nlcs/def/6404fc08-decc-47e8-8ec2-d6a4b1c94add;;
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_HULPSTUK_EINDKAP;http://digitalbuildingdata.tech/nlcs-class/def/HWA_HULPSTUK_EINDKAP;Afsluitstuk;http://data.gwsw.nl/1.6/totaal/Afsluitstuk;HWA_HULPSTUK_EINDKAP;http://digitalbuildingdata.tech/nlcs/def/396978b6-cb43-4478-bf69-b840f89d7f3b;SRI-HULP_EINDKAP;http://digitalbuildingdata.tech/nlcs/def/2e9d9cf1-701a-4510-affb-6f5b42a3acae
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_AFSCHEIDER_VET;http://digitalbuildingdata.tech/nlcs-class/def/HWA_AFSCHEIDER_VET;Vetafscheider;http://data.gwsw.nl/1.6/totaal/Vetafscheider;HWA_AFSCHEIDER_VET;http://digitalbuildingdata.tech/nlcs/def/855bf4ee-e503-402c-8504-2f5ec5d9e4d8;;
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_HULPSTUK_VERLOOPSTUK;http://digitalbuildingdata.tech/nlcs-class/def/HWA_HULPSTUK_VERLOOPSTUK;Verloopstuk;http://data.gwsw.nl/1.6/totaal/Verloopstuk;HWA_HULPSTUK_VERLOOPSTUK;http://digitalbuildingdata.tech/nlcs/def/66068f60-d8b7-4f1e-ae9e-0e1fa6ffd09a;SRI-HULP_VERLOOPSTUK;http://digitalbuildingdata.tech/nlcs/def/9e8f1846-3837-4573-a262-c63f507039f5
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_HULPSTUK_BELUCHTING;http://digitalbuildingdata.tech/nlcs-class/def/HWA_HULPSTUK_BELUCHTING;Beluchtingsventiel;http://data.gwsw.nl/1.6/totaal/Beluchtingsventiel;HWA_HULPSTUK_BELUCHTING;http://digitalbuildingdata.tech/nlcs/def/b04a86d9-5609-4114-9d9a-866581dac7ca;SRI-HULP_BELUCHTING;http://digitalbuildingdata.tech/nlcs/def/a980fa03-792b-4a0c-82aa-61be7b6120d3
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_HULPSTUK_AFSLUITER;http://digitalbuildingdata.tech/nlcs-class/def/HWA_HULPSTUK_AFSLUITER;Rioolafsluiter;http://data.gwsw.nl/1.6/totaal/Rioolafsluiter;HWA_HULPSTUK_AFSLUITER;http://digitalbuildingdata.tech/nlcs/def/72cb56a5-6792-46d8-b508-0d54bb2bb011;SRI-HULP_AFSLUITER;http://digitalbuildingdata.tech/nlcs/def/71abe310-fbd9-4ac1-8299-3497299031ee
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_AFSCHEIDER_OLIE;http://digitalbuildingdata.tech/nlcs-class/def/HWA_AFSCHEIDER_OLIE;Olie__benzineafscheider;http://data.gwsw.nl/1.6/totaal/Olie__benzineafscheider;HWA_AFSCHEIDER_OLIE;http://digitalbuildingdata.tech/nlcs/def/6542c070-9792-4169-ba09-725778b609ce;;
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_HULPSTUK_INLAAT;http://digitalbuildingdata.tech/nlcs-class/def/HWA_HULPSTUK_INLAAT;Inlaat;http://data.gwsw.nl/1.6/totaal/Inlaat;HWA_HULPSTUK_INLAAT;http://digitalbuildingdata.tech/nlcs/def/c9cf4127-be88-41a9-ba7f-1aa02771d301;SRI-HULP_INLAAT;http://digitalbuildingdata.tech/nlcs/def/eb21b980-ed94-422a-897f-ec090a2b4c3d
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_HULPSTUK;http://digitalbuildingdata.tech/nlcs-class/def/HWA_HULPSTUK;Constructieonderdeel;http://data.gwsw.nl/1.6/totaal/Constructieonderdeel;HWA_HULPSTUK;http://digitalbuildingdata.tech/nlcs/def/a2e7a4b2-77d0-4cfe-84b4-09332ebc2f34;SRI-HULP;http://digitalbuildingdata.tech/nlcs/def/47df2747-2f14-478d-a38b-78850d160fe4
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_KOLKAANSLUITLEIDING;http://digitalbuildingdata.tech/nlcs-class/def/HWA_KOLKAANSLUITLEIDING;Kolkaansluitleiding;http://data.gwsw.nl/1.6/totaal/Kolkaansluitleiding;HWA_KOLKAANSLUITLEIDING;http://digitalbuildingdata.tech/nlcs/def/eeb61457-d400-4554-a196-e49d7f87a645;;
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_HULPSTUK_VLINDERKLEP;http://digitalbuildingdata.tech/nlcs-class/def/HWA_HULPSTUK_VLINDERKLEP;Vlinderklep;http://data.gwsw.nl/1.6/totaal/Vlinderklep;HWA_HULPSTUK_VLINDERKLEP;http://digitalbuildingdata.tech/nlcs/def/f7c86d82-ef2f-49a1-84c8-c1b22f604bb0;SRI-HULP_VLINDERKLEP;http://digitalbuildingdata.tech/nlcs/def/a66deedf-5cab-4374-aad5-7a91162dd7dd
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_OVERSTORTLEIDING;http://digitalbuildingdata.tech/nlcs-class/def/HWA_OVERSTORTLEIDING;Overstortleiding;http://data.gwsw.nl/1.6/totaal/Overstortleiding;HWA_OVERSTORTLEIDING;http://digitalbuildingdata.tech/nlcs/def/c27f9e7b-7415-4a4a-80a2-539acfdc3b98;;
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_HULPSTUK_KEERKLEP;http://digitalbuildingdata.tech/nlcs-class/def/HWA_HULPSTUK_KEERKLEP;Terugslagklep;http://data.gwsw.nl/1.6/totaal/Terugslagklep;HWA_HULPSTUK_KEERKLEP;http://digitalbuildingdata.tech/nlcs/def/94cace62-9b2f-49bc-b8df-5bdabb59c131;SRI-HULP_KEERKLEP;http://digitalbuildingdata.tech/nlcs/def/6066a3e5-2e33-4d8b-8d72-8d2ead1bf45c
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_RIOOLLEIDING;http://digitalbuildingdata.tech/nlcs-class/def/HWA_RIOOLLEIDING;Rioolleiding;http://data.gwsw.nl/1.6/totaal/Rioolleiding;HWA_RIOOLLEIDING;http://digitalbuildingdata.tech/nlcs/def/a8301102-38cf-4e59-9b7f-5bd2a2945190;;
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_HULPSTUK_ONTLUCHTING;http://digitalbuildingdata.tech/nlcs-class/def/HWA_HULPSTUK_ONTLUCHTING;Ontluchtingsventiel;http://data.gwsw.nl/1.6/totaal/Ontluchtingsventiel;HWA_HULPSTUK_ONTLUCHTING;http://digitalbuildingdata.tech/nlcs/def/8a8ef97f-6ee6-479b-8a93-002f678203d4;SRI-HULP_ONTLUCHTING;http://digitalbuildingdata.tech/nlcs/def/1604b7bf-13ee-4fc6-8e94-ff74ed39e16c
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_AFSCHEIDER_SLIB;http://digitalbuildingdata.tech/nlcs-class/def/HWA_AFSCHEIDER_SLIB;Slibafscheider;http://data.gwsw.nl/1.6/totaal/Slibafscheider;HWA_AFSCHEIDER_SLIB;http://digitalbuildingdata.tech/nlcs/def/0f8b82af-cbb8-441c-9f67-227c1c8c94a0;;
HWA;http://digitalbuildingdata.tech/nlcs-class/def/HWA;Hemelwaterstelsel;http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel;HWA_HULPSTUK_ONTSTOPPINGSSTUK;http://digitalbuildingdata.tech/nlcs-class/def/HWA_HULPSTUK_ONTSTOPPINGSSTUK;Ontstoppingsstuk;http://data.gwsw.nl/1.6/totaal/Ontstoppingsstuk;HWA_HULPSTUK_ONTSTOPPINGSSTUK;http://digitalbuildingdata.tech/nlcs/def/da394ea0-9dda-4934-8698-4560c46b1cba;SRI-HULP_ONTSTOP;http://digitalbuildingdata.tech/nlcs/def/bf8fb76c-b0c1-403c-ad52-3fc9cfc3df99
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_AFSCHEIDER_SLIB;http://digitalbuildingdata.tech/nlcs-class/def/GWA_AFSCHEIDER_SLIB;Slibafscheider;http://data.gwsw.nl/1.6/totaal/Slibafscheider;GWA_AFSCHEIDER_SLIB;http://digitalbuildingdata.tech/nlcs/def/a78b321f-2644-4f93-87ff-2a40e09ef24b;;
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_KOLKAANSLUITLEIDING;http://digitalbuildingdata.tech/nlcs-class/def/GWA_KOLKAANSLUITLEIDING;Kolkaansluitleiding;http://data.gwsw.nl/1.6/totaal/Kolkaansluitleiding;GWA_KOLKAANSLUITLEIDING;http://digitalbuildingdata.tech/nlcs/def/efab5549-d7d5-477d-891c-cc42138a313c;;
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_AANSLUITPUT;http://digitalbuildingdata.tech/nlcs-class/def/GWA_AANSLUITPUT;Put;http://data.gwsw.nl/1.6/totaal/Put;GWA_AANSLUITPUT;http://digitalbuildingdata.tech/nlcs/def/adafa5bd-7ff2-466b-a7f9-60f9539f3d05;;
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_LOZELEIDING;http://digitalbuildingdata.tech/nlcs-class/def/GWA_LOZELEIDING;LozeLeiding;http://data.gwsw.nl/1.6/totaal/LozeLeiding;GWA_LOZELEIDING;http://digitalbuildingdata.tech/nlcs/def/956a7970-b275-4ff5-b4f0-f796520ec031;;
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_AFSCHEIDER_VET;http://digitalbuildingdata.tech/nlcs-class/def/GWA_AFSCHEIDER_VET;Vetafscheider;http://data.gwsw.nl/1.6/totaal/Vetafscheider;GWA_AFSCHEIDER_VET;http://digitalbuildingdata.tech/nlcs/def/2866e1ce-4ca1-49cc-8289-33f9a27cf024;;
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_HULPSTUK_VERLOOPSTUK;http://digitalbuildingdata.tech/nlcs-class/def/GWA_HULPSTUK_VERLOOPSTUK;Verloopstuk;http://data.gwsw.nl/1.6/totaal/Verloopstuk;GWA_HULPSTUK_VERLOOPSTUK;http://digitalbuildingdata.tech/nlcs/def/26597bc5-2f91-4be5-bd3c-ecf5c925496a;SRI-HULP_VERLOOPSTUK;http://digitalbuildingdata.tech/nlcs/def/9e8f1846-3837-4573-a262-c63f507039f5
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_AFSCHEIDER_OLIE;http://digitalbuildingdata.tech/nlcs-class/def/GWA_AFSCHEIDER_OLIE;Olie__benzineafscheider;http://data.gwsw.nl/1.6/totaal/Olie__benzineafscheider;GWA_AFSCHEIDER_OLIE;http://digitalbuildingdata.tech/nlcs/def/417501cd-8589-468a-9176-e1c42e726eee;;
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_HULPSTUK_KEERKLEP;http://digitalbuildingdata.tech/nlcs-class/def/GWA_HULPSTUK_KEERKLEP;Terugslagklep;http://data.gwsw.nl/1.6/totaal/Terugslagklep;GWA_HULPSTUK_KEERKLEP;http://digitalbuildingdata.tech/nlcs/def/a2c9893f-0745-498e-b530-782ee801a88a;SRI-HULP_KEERKLEP;http://digitalbuildingdata.tech/nlcs/def/6066a3e5-2e33-4d8b-8d72-8d2ead1bf45c
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_HULPSTUK;http://digitalbuildingdata.tech/nlcs-class/def/GWA_HULPSTUK;Constructieonderdeel;http://data.gwsw.nl/1.6/totaal/Constructieonderdeel;GWA_HULPSTUK;http://digitalbuildingdata.tech/nlcs/def/05961bf1-99fd-4b7c-a055-c07ff1aefc70;SRI-HULP;http://digitalbuildingdata.tech/nlcs/def/47df2747-2f14-478d-a38b-78850d160fe4
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_PERCEELAANSLUITLEIDING;http://digitalbuildingdata.tech/nlcs-class/def/GWA_PERCEELAANSLUITLEIDING;Perceelaansluitleiding;http://data.gwsw.nl/1.6/totaal/Perceelaansluitleiding;GWA_PERCEELAANSLUITLEIDING;http://digitalbuildingdata.tech/nlcs/def/7936aeff-ab52-456e-98f0-1f1b3342a1dd;;
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_HULPSTUK_VLINDERKLEP;http://digitalbuildingdata.tech/nlcs-class/def/GWA_HULPSTUK_VLINDERKLEP;Vlinderklep;http://data.gwsw.nl/1.6/totaal/Vlinderklep;GWA_HULPSTUK_VLINDERKLEP;http://digitalbuildingdata.tech/nlcs/def/2e7b596c-b7d4-411a-8f7f-b79b630bb3c8;SRI-HULP_VLINDERKLEP;http://digitalbuildingdata.tech/nlcs/def/a66deedf-5cab-4374-aad5-7a91162dd7dd
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_HULPSTUK_EINDKAP;http://digitalbuildingdata.tech/nlcs-class/def/GWA_HULPSTUK_EINDKAP;Afsluitstuk;http://data.gwsw.nl/1.6/totaal/Afsluitstuk;GWA_HULPSTUK_EINDKAP;http://digitalbuildingdata.tech/nlcs/def/68c3dece-ae34-4cf1-baac-b33736343ba9;SRI-HULP_EINDKAP;http://digitalbuildingdata.tech/nlcs/def/2e9d9cf1-701a-4510-affb-6f5b42a3acae
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_OVERSTORTLEIDING;http://digitalbuildingdata.tech/nlcs-class/def/GWA_OVERSTORTLEIDING;Overstortleiding;http://data.gwsw.nl/1.6/totaal/Overstortleiding;GWA_OVERSTORTLEIDING;http://digitalbuildingdata.tech/nlcs/def/5d2b11a3-fcd6-479a-936d-8ec2b6175999;;
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_BERGBEZINKLEIDING;http://digitalbuildingdata.tech/nlcs-class/def/GWA_BERGBEZINKLEIDING;Bergbezinkleiding;http://data.gwsw.nl/1.6/totaal/Bergbezinkleiding;GWA_BERGBEZINKLEIDING;http://digitalbuildingdata.tech/nlcs/def/e96ff317-1566-4ddf-967b-a7649fc61ad9;;
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_HULPSTUK_ONTLUCHTING;http://digitalbuildingdata.tech/nlcs-class/def/GWA_HULPSTUK_ONTLUCHTING;Ontluchtingsventiel;http://data.gwsw.nl/1.6/totaal/Ontluchtingsventiel;GWA_HULPSTUK_ONTLUCHTING;http://digitalbuildingdata.tech/nlcs/def/28d9f6c3-ef27-46d1-9503-621ca19bc0b8;SRI-HULP_ONTLUCHTING;http://digitalbuildingdata.tech/nlcs/def/1604b7bf-13ee-4fc6-8e94-ff74ed39e16c
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_HULPSTUK_BELUCHTING;http://digitalbuildingdata.tech/nlcs-class/def/GWA_HULPSTUK_BELUCHTING;Beluchtingsventiel;http://data.gwsw.nl/1.6/totaal/Beluchtingsventiel;GWA_HULPSTUK_BELUCHTING;http://digitalbuildingdata.tech/nlcs/def/32c1fbea-a89a-4c57-84b4-7dcbd19013a2;SRI-HULP_BELUCHTING;http://digitalbuildingdata.tech/nlcs/def/a980fa03-792b-4a0c-82aa-61be7b6120d3
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_BERGINGSLEIDING;http://digitalbuildingdata.tech/nlcs-class/def/GWA_BERGINGSLEIDING;Bergingsleiding;http://data.gwsw.nl/1.6/totaal/Bergingsleiding;GWA_BERGINGSLEIDING;http://digitalbuildingdata.tech/nlcs/def/d5ae0ec0-28c3-485c-a541-1b8095bfdbce;;
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_HULPSTUK_ONTSTOPPINGSSTUK;http://digitalbuildingdata.tech/nlcs-class/def/GWA_HULPSTUK_ONTSTOPPINGSSTUK;Ontstoppingsstuk;http://data.gwsw.nl/1.6/totaal/Ontstoppingsstuk;GWA_HULPSTUK_ONTSTOPPINGSSTUK;http://digitalbuildingdata.tech/nlcs/def/5b02337e-122f-412f-bba6-f99b71bf0a59;SRI-HULP_ONTSTOP;http://digitalbuildingdata.tech/nlcs/def/bf8fb76c-b0c1-403c-ad52-3fc9cfc3df99
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_HULPSTUK_AFSLUITER;http://digitalbuildingdata.tech/nlcs-class/def/GWA_HULPSTUK_AFSLUITER;Rioolafsluiter;http://data.gwsw.nl/1.6/totaal/Rioolafsluiter;GWA_HULPSTUK_AFSLUITER;http://digitalbuildingdata.tech/nlcs/def/3728893b-180c-403d-a83c-5ec85dd13bed;SRI-HULP_AFSLUITER;http://digitalbuildingdata.tech/nlcs/def/71abe310-fbd9-4ac1-8299-3497299031ee
GWA;http://digitalbuildingdata.tech/nlcs-class/def/GWA;GemengdStelsel;http://data.gwsw.nl/1.6/totaal/GemengdStelsel;GWA_TERREINKAST;http://digitalbuildingdata.tech/nlcs-class/def/GWA_TERREINKAST;Buitenopstellingskast;http://data.gwsw.nl/1.6/totaal/Buitenopstellingskast;GWA_TERREINKAST;http://digitalbuildingdata.tech/nlcs/def/7cdc31ba-d5a5-41e8-ac89-b2a33f367a1b;SRI-TERREINKAST;http://digitalbuildingdata.tech/nlcs/def/d31ce527-b4da-4e16-b403-af62720f67e4
