;;; File   : RTW_wegen_lay_defkl.dat gegenereerd uit RTW.mdb
;;; Functie: Tabel met alle RTW lagen tbv RTW toolbox discipline: wegen

Posities:
POS_AANTLAAGNAAM   140
POS_LAAGNAAM       5
POS_LW_BS          45
POS_KL_BS          50
POS_LT_BS          60
POS_LW_NW          75
POS_KL_NW          80
POS_LT_NW          90
POS_LW_VW          105
POS_KL_VW          110
POS_LT_VW          120
POS_OMSCHR         140


    5                                       45   50        60             75   80        90             105  110       120                 140

*Bewegwijzering                                                                                                                            24 
109 li-moni-signaal                         18   93        signa          35   90        signa          35   92        signa_v             Monitoring Signaalkabel
110 li-moni-aarding                         18   9         continuous     35   7         continuous     35   8         continuous          Monitoring Aarding
111 li-moni-mantelbuis                      18   9         continuous     35   7         continuous     35   8         continuous          Monitoring Mantelbuis of koker
112 li-moni-kabelkoker                      18   9         continuous     35   7         continuous     35   8         continuous          Monitoring Kabelkoker
113 li-moni-kabelgoot                       18   9         continuous     35   7         continuous     35   8         continuous          Monitoring Kabelgoot
114 li-moni-kast                            18   9         continuous     35   7         continuous     35   8         continuous          Monitoring Kast
115 li-moni-laskast                         18   9         continuous     35   7         continuous     35   8         continuous          Monitoring Laskast
116 li-moni-bundel                          18   9         continuous     35   7         continuous     35   8         continuous          Monitoring bundel van kabels met kabelvlag
117 li-moni-put                             18   9         continuous     35   7         continuous     35   8         continuous          Monitoring put
118 li-moni-overig                          18   9         continuous     35   7         continuous     35   8         continuous          Monitoring overige onderdelen
119 li-moni-lus                             18   9         continuous     35   7         continuous     35   8         continuous          Monitoring detectielus
120 li-wkn-voeding                          18   13        elec           35   10        elec           35   12        elec_v              WegKantNetwerk Voedingskabel
121 li-wkn-signaal                          18   93        signa          35   90        signa          35   92        signa_v             WegKantNetwerk Signaalkabel
122 li-wkn-aarding                          18   9         continuous     35   7         continuous     35   8         continuous          WegKantNetwerk Aarding
123 li-wkn-mantelbuis                       18   9         continuous     35   7         continuous     35   8         continuous          WegKantNetwerk Mantelbuis of koker
124 li-wkn-kabelkoker                       18   9         continuous     35   7         continuous     35   8         continuous          WegKantNetwerk Kabelkoker
125 li-wkn-kabelgoot                        18   9         continuous     35   7         continuous     35   8         continuous          WegKantNetwerk Kabelgoot
126 li-wkn-kast                             18   9         continuous     35   7         continuous     35   8         continuous          WegKantNetwerk Kast
127 li-wkn-laskast                          18   9         continuous     35   7         continuous     35   8         continuous          WegKantNetwerk Laskast
128 li-wkn-bundel                           18   9         continuous     35   7         continuous     35   8         continuous          WegKantNetwerk bundel van kabels met kabelvlag
129 li-wkn-put                              18   9         continuous     35   7         continuous     35   8         continuous          WegKantNetwerk put
130 li-wkn-overig                           18   9         continuous     35   7         continuous     35   8         continuous          WegKantNetwerk overige onderdelen
131 li-bew-voeding                          18   13        elec           35   10        elec           35   12        elec_v              Bewegwijzering Voedingskabel
132 li-bew-signaal                          18   93        signa          35   90        signa          35   92        signa_v             Bewegwijzering Signaalkabel
133 li-bew-aarding                          18   9         continuous     35   7         continuous     35   8         continuous          Bewegwijzering Aarding
134 li-bew-mantelbuis                       18   9         continuous     35   7         continuous     35   8         continuous          Bewegwijzering Mantelbuis of koker
135 li-bew-kabelkoker                       18   9         continuous     35   7         continuous     35   8         continuous          Bewegwijzering Kabelkoker
136 li-bew-kabelgoot                        18   9         continuous     35   7         continuous     35   8         continuous          Bewegwijzering Kabelgoot
137 li-bew-kast                             18   9         continuous     35   7         continuous     35   8         continuous          Bewegwijzering Kast
138 li-bew-laskast                          18   9         continuous     35   7         continuous     35   8         continuous          Bewegwijzering Laskast
139 li-bew-bundel                           18   9         continuous     35   7         continuous     35   8         continuous          Bewegwijzering bundel van kabels met kabelvlag
140 li-bew-put                              18   9         continuous     35   7         continuous     35   8         continuous          Bewegwijzering put
141 li-bew-overig                           18   9         continuous     35   7         continuous     35   8         continuous          Bewegwijzering overige onderdelen
142 li-cmb-voeding                          18   13        elec           35   10        elec           35   12        elec_v              Combinatie Voedingskabel
143 li-cmb-signaal                          18   93        signa          35   90        signa          35   92        signa_v             Combinatie Signaalkabel
144 li-cmb-aarding                          18   9         continuous     35   7         continuous     35   8         continuous          Combinatie Aarding
145 li-cmb-mantelbuis                       18   9         continuous     35   7         continuous     35   8         continuous          Combinatie Mantelbuis of koker
146 li-cmb-kabelkoker                       18   9         continuous     35   7         continuous     35   8         continuous          Combinatie Kabelkoker
147 li-cmb-kabelgoot                        18   9         continuous     35   7         continuous     35   8         continuous          Combinatie Kabelgoot
148 li-cmb-kast                             18   9         continuous     35   7         continuous     35   8         continuous          Combinatie Kast
149 li-cmb-laskast                          18   9         continuous     35   7         continuous     35   8         continuous          Combinatie Laskast
150 li-cmb-bundel                           18   9         continuous     35   7         continuous     35   8         continuous          Combinatie bundel van kabels met kabelvlag
151 li-cmb-put                              18   9         continuous     35   7         continuous     35   8         continuous          Combinatie put
152 li-cmb-overig                           18   9         continuous     35   7         continuous     35   8         continuous          Combinatie overige onderdelen
153 li-cmb-lus                              18   9         continuous     35   7         continuous     35   8         continuous          Combinatie detectielus
154 li-contour_z                            18   213       continuous     35   210       continuous     35   210       continuous          Algemeen-contouren zichtbaar
155 li-contour_nz                           18   213       rtwdashed50    35   210       rtwdashed50    35   210       rtwdashed50         Algemeen-contouren niet zichtbaar
156 li-hartlijn                             18   13        rtwcenter50    18   10        rtwcenter50    18   10        rtwcenter50         Algemeen-hartlijnen
157 li-afbreeklijn                          18   8         rtwcenter50    18   8         rtwcenter50    18   8         rtwcenter50         Algemeen-afbreeklijnen
158 li-hulpgeometrie                        18   53        continuous     35   50        continuous     35   50        continuous          Algemeen-Hulpgeometrie
159 li-arcering                             18   254       continuous     18   253       continuous     18   253       continuous          Arcering
160 ------------------------------------------
161 li-bm                                   25   7         continuous     25   7         continuous     25   7         continuous          Bemating
162 li-t18                                  18   7         continuous     18   7         continuous     18   7         continuous          Tekst 1.80 mm
163 li-t25                                  25   7         continuous     25   7         continuous     25   7         continuous          Tekst 2.50 mm
164 li-t35                                  35   7         continuous     35   7         continuous     35   7         continuous          Tekst 3.50 mm
165 li-t50                                  50   7         continuous     50   7         continuous     50   7         continuous          Tekst 5.00 mm
